"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","fit","lwr","upr"
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,0.686768692352828,0.0343384346176414,3.46000496422137,0.173000248211068,2.8294876676434,1.90801448927891,3.75096084600788
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,0.0273004014413934,0.00136502007206967,2.84341909971373,0.142170954985686,2.42217466534138,1.50173231020184,3.34261702048092
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,0.824978496766576,0.0412489248383288,3.41799088359356,0.170899544179678,2.9148513631526,1.99295944692128,3.83674327938392
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,0.967160707976917,0.0483580353988459,3.40343813870372,0.170171906935186,3.00266857001479,2.0802727722261,3.92506436780348
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,0.737985004515446,0.0368992502257723,3.41974211894606,0.170987105947303,2.86112083357615,1.93950066087546,3.78274100627684
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,0.771278396078356,0.0385639198039178,3.39518452842468,0.169759226421234,2.88168411381448,1.95996322210821,3.80340500552075
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,0.568403005264557,0.0284201502632278,3.65515035574551,0.182757517787275,2.75638046288177,1.83521013400114,3.67755079176239
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,0.66647711768003,0.0333238558840015,3.44853782930146,0.172426891465073,2.81695481001352,1.89553720551402,3.73837241451301
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,0.591218346286661,0.029560917314333,3.47649800748405,0.173824900374203,2.77047209575984,1.84924739751225,3.69169679400744
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,0.809576282104924,0.0404788141052462,3.27746032009325,0.163873016004663,2.90533836247858,1.9834965813647,3.82718014359245
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,0.576119326402883,0.0288059663201441,3.11106361246329,0.155553180623165,2.76114635985194,1.8399578569886,3.68233486271527
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,0.135365685602218,0.00676828428011089,2.50828226049238,0.125414113024619,2.48891994474721,1.56841837608887,3.40942151340555
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,0.133599637056246,0.00667998185281228,3.015122851458,0.1507561425729,2.48782916518224,1.56732891007882,3.40832942028565
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,0.149942873312103,0.00749714366560513,2.10306154964954,0.105153077482477,2.4979233770169,1.5774105272317,3.4184362268021
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,-0.00787088994260059,-0.000393544497130029,1.91611417937966,0.0958057089689832,2.40045152188492,1.48001915645326,3.32088388731659
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,-0.159928776462202,-0.00799643882311011,2.79105440953946,0.139552720476973,2.30653471779356,1.38609308220902,3.22697635337809
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,-0.174241178603882,-0.00871205893019409,2.18550134588112,0.109275067294056,2.29769482728355,1.37724793158585,3.21814172298124
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,-0.500432904214785,-0.0250216452107392,2.14295889354511,0.107147944677255,2.09622626099202,1.1754548819011,3.01699764008293
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,-0.54129498400454,-0.027064749200227,1.94799705388227,0.0973998526941136,2.07098826755268,1.15014862321223,2.99182791189314
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,-0.50077598588695,-0.0250387992943475,2.29171864681868,0.114585932340934,2.09601436054456,1.17524243387719,3.01678628721194
"Kerguelen","KER1","CAT1-S1-1D",108,134.6,135.8,135.2,-0.0354940445112503,-0.00177470222556252,2.4658517415306,0.12329258707653,2.38339039828661,1.46296268250453,3.30381811406869
"Kerguelen","KER1","CAT1-S1-1D",110,137.6,138.8,138.2,-0.504352495866977,-0.0252176247933488,2.32414360418252,0.116207180209126,2.0938053703053,1.17302770953725,3.01458303107335
"Kerguelen","KER1","CAT1-S1-1D",114,143.4,144.6,144,-0.28111904118338,-0.014055952059169,2.43919218709465,0.121959609354733,2.23168294515543,1.31117290527236,3.15219298503849
"Kerguelen","KER1","CAT1-S1-1D",117,147.8,148.9,148.4,0.445779122695016,0.0222889561347508,3.13071831485914,0.156535915742957,2.68064323267423,1.75973232788577,3.60155413746269
"Kerguelen","KER1","CAT1-S1-1D",119,150.7,151.8,151.3,0.0544541683285206,0.00272270841642603,2.33018627327574,0.116509313663787,2.43894587703879,1.5184926911331,3.35939906294448
"Kerguelen","KER1","CAT1-S1-1D",123,156.5,157.7,157.1,-0.460374800736386,-0.0230187400368193,2.11026402882057,0.105513201441029,2.12096768771287,1.20025726447941,3.04167811094633
"Kerguelen","KER1","CAT1-S1-1D",124,158,159.2,158.6,-0.414660006847836,-0.0207330003423918,2.22917985326574,0.111458992663287,2.14920290418193,1.22855482593638,3.06985098242747
"Kerguelen","KER1","CAT1-S1-1E",132,161.5,162.7,162.1,-0.503856004133855,-0.0251928002066928,2.98296008584771,0.149148004292386,2.09411202271183,1.17333516076721,3.01488888465644
"Kerguelen","KER1","CAT1-S1-1E",137,168.8,170,169.4,0.25782292560404,0.012891146280202,2.20459742646051,0.110229871323025,2.56455425009011,1.64393357946161,3.48517492071862
"Kerguelen","KER1","CAT1-S1-1E",144,179,180.2,179.6,0.170731481938592,0.00853657409692959,2.5311222929437,0.126556114647185,2.5107632219496,1.59023292974672,3.43129351415248
"Kerguelen","KER1","CAT1-S1-1E",145,180.4,181.6,181,0.178684332352496,0.0089342166176248,3.32574649338332,0.166287324669166,2.51567520850542,1.59513782251483,3.43621259449602
"Kerguelen","KER1","CAT1-S1-1E",146,181.9,183,182.4,0.525174250908293,0.0262587125454146,2.92081758503462,0.146040879251731,2.72968072012645,1.80860815783082,3.65075328242207
"Kerguelen","KER1","CAT1-S1-1E",147,183.3,184.4,183.8,0.232270133216803,0.0116135066608402,2.60008584097252,0.130004292048626,2.54877186187239,1.62818060454681,3.46936311919796
"Kerguelen","KER1","CAT1-S1-1E",151,189,190.3,189.7,0.136755736014862,0.0068377868007431,2.54691619019319,0.12734580950966,2.48977849339121,1.56927588275655,3.41028110402587
"Kerguelen","KER1","CAT1-S1-1E",157,198.4,199.7,199,-0.214380139855341,-0.0107190069927671,2.31992281021549,0.115996140510775,2.27290345968948,1.35243778504354,3.19336913433542
"Kerguelen","KER1","CAT1-S1-1E",161,204.5,205.8,205.2,-0.04119680675716,-0.002059840337858,2.53387349138751,0.126693674569376,2.37986815279913,1.45944104673766,3.30029525886061
"Kerguelen","KER1","CAT1-S1-1F",170,210.3,211.7,211,-0.203344593986242,-0.0101672296993121,1.94081886485062,0.0970409432425308,2.27971943762493,1.3592595176909,3.20017935755897
"Kerguelen","KER1","CAT1-S1-1F",177,220.9,222.2,221.6,-0.607850690027029,-0.0303925345013515,2.15125861589289,0.107562930794644,2.02988090149133,1.10891691225645,2.95084489072621
"Kerguelen","KER1","CAT1-S1-1F",179,224,225.4,224.7,-0.278610617375086,-0.0139305308687543,2.25469446851573,0.112734723425786,2.23323224425969,1.31272416869067,3.15374031982872
"Kerguelen","KER1","CAT1-S1-1F",180,225.6,226.8,226.2,-0.520374450846192,-0.0260187225423096,2.12108865253976,0.106054432626988,2.08390959415462,1.16310566798471,3.00471352032453
"Kerguelen","KER1","CAT1-S1-1F",185,233.2,234.5,233.8,0.0835841025539843,0.00417920512769921,2.65391502816297,0.132695751408148,2.45693764575573,1.53646982001843,3.37740547149303
"Kerguelen","KER1","CAT1-S1-1F",186,234.7,235.9,235.3,0.217548275511823,0.0108774137755912,2.79585280237077,0.139792640118539,2.53967907584473,1.61910367261191,3.46025447907756
"Kerguelen","KER1","CAT1-S1-1F",188,237.8,239.1,238.4,0.130353326832892,0.00651766634164458,2.599351213305,0.12996756066525,2.48582411902354,1.565326248491,3.40632198955607
"Kerguelen","KER1","CAT1-S1-1F",191,242.3,243.6,242.9,-0.014416959763983,-0.00072084798819915,2.09511892593557,0.104755946296779,2.39640841717622,1.47597740783908,3.31683942651336
"Kerguelen","KER3","CAT2-S3-1A",6,7.9,9.1,8.5,-0.47373797636423,-0.0236868988182115,2.63492570940251,0.131746285470126,2.11271407603771,1.19198397490932,3.0334441771661
"Kerguelen","KER3","CAT2-S3-1A",9,12.3,13.5,12.9,-0.478819903871513,-0.0239409951935757,2.54024848430659,0.127012424215329,2.10957528198347,1.18883752492585,3.03031303904108
"Kerguelen","KER3","CAT2-S3-1A",13,18.1,19.3,18.7,-0.247547695110408,-0.0123773847555204,2.69427090224494,0.134713545112247,2.25241790079886,1.33193222910347,3.17290357249426
"Kerguelen","KER3","CAT2-S3-1A",15,21,22.1,21.6,-0.509443394942423,-0.0254721697471211,2.75005355289957,0.137502677644979,2.09066103506521,1.16987513101265,3.01144693911777
"Kerguelen","KER3","CAT2-S3-1A",20,28.2,29.4,28.8,-0.229932248340948,-0.0114966124170474,2.54518209358297,0.127259104679149,2.26329787881971,1.34282333238102,3.1837724252584
"Kerguelen","KER3","CAT2-S3-1A",21,29.6,30.7,30.2,-0.29764008178069,-0.0148820040890345,2.73652127732795,0.136826063866398,2.22147891451501,1.3009553580796,3.14200247095042
"Kerguelen","KER3","CAT2-S3-1A",22,31,32.1,31.6,0.364010605981894,0.0182005302990947,2.85724016270689,0.142862008135344,2.63013984912235,1.70937118998236,3.55090850826234
"Kerguelen","KER3","CAT2-S3-1A",27,38.2,39.3,38.7,0.570320441969624,0.0285160220984812,2.88413504825051,0.144206752412526,2.75756474560139,1.83638992108715,3.67873957011562
"Kerguelen","KER3","CAT2-S3-1A",28,39.5,40.7,40.1,0.606283462505533,0.0303141731252767,2.97428802404982,0.148714401202491,2.7797768914592,1.85851524392634,3.70103853899207
"Kerguelen","KER3","CAT2-S3-1A",32,45.1,47,46.1,0.694242085050197,0.0347121042525098,3.20458555866477,0.160229277933238,2.83410352265705,1.91260949536149,3.75559754995261
"Kerguelen","KER3","CAT2-S3-1B",38,46.4,47.6,47,0.748328171655206,0.0374164085827603,3.07934628447822,0.153967314223911,2.86750917175567,1.9458581446023,3.78916019890903
"Kerguelen","KER3","CAT2-S3-1B",42,51.6,52.7,52.2,0.70771370419129,0.0353856852095645,3.11351374672791,0.155675687336395,2.84242411322046,1.92089198530005,3.76395624114087
"Kerguelen","KER3","CAT2-S3-1B",45,55.3,56.5,55.9,1.0021006119671,0.050105030598355,3.470254240344,0.1735127120172,3.02424879970971,2.10171784245721,3.94677975696221
"Kerguelen","KER3","CAT2-S3-1B",47,58.1,59.3,58.7,0.296209863605626,0.0148104931802813,2.88474479864676,0.144237239932338,2.58826350068198,1.66759412386677,3.50893287749718
"Kerguelen","KER3","CAT2-S3-1B",52,64.6,65.7,65.1,-0.215496457186419,-0.0107748228593209,2.35003913843764,0.117501956921882,2.27221397913384,1.35174769736816,3.19268026089952
"Kerguelen","KER3","CAT2-S3-1B",55,68.3,69.4,68.9,-0.646242249223301,-0.032312112461165,2.06786094367981,0.103393047183991,2.00616879667174,1.08512566949173,2.92721192385175
"Kerguelen","KER3","CAT2-S3-1B",56,69.5,70.7,70.1,-0.927060701076862,-0.0463530350538431,1.99457942401546,0.0997289712007729,1.83272451086962,0.910937782082911,2.75451123965633
"Kerguelen","KER3","CAT2-S3-1B",62,77.2,78.2,77.7,-0.198979607395941,-0.00994898036979705,2.52117789232698,0.126058894616349,2.28241542137064,1.36195765379355,3.20287318894773
"Kerguelen","KER3","CAT2-S3-1B",65,80.8,81.9,81.4,-0.450363404262819,-0.0225181702131409,2.13288730128401,0.1066443650642,2.12715111155763,1.20645499976716,3.0478472233481
"Kerguelen","KER3","CAT2-S3-1B",68,84.5,85.6,85.1,0.0948639675952536,0.00474319837976268,2.78056926230739,0.139028463115369,2.46390452461684,1.54343019014956,3.38437885908411
"Kerguelen","KER3","CAT2-S3-1C",78,89.2,90.2,89.7,0.199134250352247,0.00995671251761235,2.71921653139089,0.135960826569544,2.52830586506936,1.60774916827446,3.44886256186426
"Kerguelen","KER3","CAT2-S3-1C",83,95.7,96.8,96.2,-0.0159814253366586,-0.000799071266832932,2.10281826372727,0.105140913186363,2.39544214301537,1.47501143439507,3.31587285163568
"Kerguelen","KER3","CAT2-S3-1C",85,98.3,99.3,98.8,0.217893617142013,0.0108946808571007,2.58594412538732,0.129297206269366,2.53989237212926,1.61931660613894,3.46046813811958
"Kerguelen","KER3","CAT2-S3-1C",89,103.5,104.7,104.1,-0.251451017666784,-0.0125725508833392,2.085288486975,0.10426442434875,2.25000705853199,1.3295187668995,3.17049535016449
"Kerguelen","KER3","CAT2-S3-1C",91,106.1,107.2,106.7,0.596825197320702,0.0298412598660351,2.85699826094189,0.142849913047094,2.77393510279083,1.85269675042281,3.69517345515884
"Kerguelen","KER3","CAT2-S3-1C",96,112.8,113.9,113.3,0.764822338250932,0.0382411169125466,2.79571152985567,0.139785576492784,2.87769660397821,1.95599556106951,3.7993976468869
"Kerguelen","KER3","CAT2-S3-1C",101,118.9,119.9,119.4,0.692996578475121,0.034649828923756,2.57483602501823,0.128741801250912,2.83333424985125,1.91184371145728,3.75482478824523
"Kerguelen","KER3","CAT2-S3-1D",110,122.4,123.5,123,-0.105358499824178,-0.00526792499120888,2.70752360700513,0.135376180350257,2.34023942129517,1.41981091527292,3.26066792731742
"Kerguelen","KER3","CAT2-S3-1D",115,128.9,130,129.5,-0.172238390905098,-0.0086119195452549,2.40339349304227,0.120169674652113,2.29893182606242,1.37848571185715,3.2193779402677
"Kerguelen","KER3","CAT2-S3-1D",117,131.4,132.4,131.9,0.207440531004217,0.0103720265502109,2.39913830497395,0.119956915248698,2.53343614374529,1.61287116340176,3.45400112408883
"Kerguelen","KER3","CAT2-S3-1D",121,136.5,137.6,137.1,0.145526109147714,0.0072763054573857,3.00143683655298,0.150071841827649,2.4951954134483,1.57468606441811,3.41570476247848
"Kerguelen","KER3","CAT2-S3-1D",124,140.5,141.6,141,-0.0568048275393724,-0.00284024137696862,2.46948289737391,0.123474144868695,2.37022803834267,1.44980198813861,3.29065408854673
"Kerguelen","KER3","CAT2-S3-1D",130,148.3,149.4,148.9,0.54899524536504,0.027449762268252,2.92708362375282,0.146354181187641,2.74439348327778,1.8232678971333,3.66551906942227
"Kerguelen","KER3","CAT2-S3-1D",133,152.3,153.4,152.8,0.562133235415847,0.0281066617707923,2.93237152464464,0.146618576232232,2.75250801167218,1.83135228857262,3.67366373477174
"Kerguelen","KER3","CAT2-S3-1D",134,153.6,154.8,154.2,0.394582509514357,0.0197291254757179,2.9379178523402,0.14689589261701,2.64902223359103,1.72820327142041,3.56984119576166
"Kerguelen","KER3","CAT2-S3-1D",136,156.4,157.6,157,0.688069032389285,0.0344034516194643,2.95253041903094,0.147626520951547,2.83029080770572,1.9088140164521,3.75176759895934
"Kerguelen","KER3","CAT2-S3-1D",139,160.4,161.5,160.9,0.484167542356316,0.0242083771178158,2.65014389959929,0.132507194979965,2.70435339839617,1.783367225787,3.62533957100534
"Kerguelen","KER3","CAT2-S3-1D",141,163,164.1,163.5,0.270754143810128,0.0135377071905064,2.24051744206222,0.112025872103111,2.57254106823366,1.65190459631951,3.4931775401478
"Kerguelen","KER3","CAT2-S3-1D",142,164.3,165.5,164.9,0.108619416093862,0.0054309708046931,2.10898516016933,0.105449258008466,2.47240041911729,1.55191751299609,3.3928833252385
"Kerguelen","KER3","CAT2-S3-1E",150,166.5,167.5,167,-0.028267887626184,-0.0014133943813092,2.5526444429062,0.12763222214531,2.38785355094539,1.46742489041467,3.3082822114761
"Kerguelen","KER3","CAT2-S3-1E",152,169.1,170.2,169.6,0.0291640045046456,0.00145820022523228,2.39162749459108,0.119581374729554,2.42332569833152,1.50288268670077,3.34376870996228
"Kerguelen","KER3","CAT2-S3-1E",156,174.6,175.7,175.1,-0.291706146163365,-0.0145853073081683,2.15820353863499,0.10791017693175,2.22514394157555,1.30462535566743,3.14566252748367
"Kerguelen","KER3","CAT2-S3-1E",158,177.2,178.3,177.8,-0.953021690741326,-0.0476510845370663,2.03024523460946,0.101512261730473,1.81669000430017,0.89481990903271,2.73856009956763
"Kerguelen","KER3","CAT2-S3-1E",159,178.6,179.6,179.1,-0.479579783148268,-0.0239789891574134,2.00357038520213,0.100178519260106,2.10910595129105,1.18836704130306,3.02984486127903
"Kerguelen","KER3","CAT2-S3-1E",163,183.8,184.9,184.3,0.142766706251761,0.00713833531258807,2.63411100503525,0.131705550251762,2.4934910999982,1.57298390160989,3.41399829838651
"Kerguelen","KER3","CAT2-S3-1E",165,186.4,187.5,187,0.363675694086694,0.0181837847043347,2.59030443537141,0.12951522176857,2.62993299464364,1.70916486751676,3.55070112177052
"Kerguelen","KER3","CAT2-S3-1E",168,190.4,191.5,190.9,0.484975599334408,0.0242487799667204,2.93156872166313,0.146578436083157,2.70485248549151,1.78386467027174,3.62584030071127
"Kerguelen","KER3","CAT2-S3-1E",171,194,195,194.5,0.0535282421752513,0.00267641210876256,2.82827849591123,0.141413924795561,2.43837398940356,1.51792121756569,3.35882676124143
"Kerguelen","KER3","CAT2-S3-1E",174,197.7,198.6,198.1,0.192390855691755,0.00961954278458776,2.53002550832926,0.126501275416463,2.52414088494412,1.60359072616544,3.4446910437228
"Kerguelen","KER3","CAT2-S3-1E",177,201.6,202.7,202.1,-0.0582609742668859,-0.00291304871334429,2.4354674572307,0.121773372861535,2.36932866607026,1.44890266858604,3.28975466355449
"Kerguelen","KER3","CAT2-S3-1E",181,207,208.1,207.5,-0.33896308147578,-0.016948154073789,1.89142686690937,0.0945713433454684,2.19595623919931,1.27539447172079,3.11651800667783
"Marion Island","PB1","PB1_1A",4,5,6.3,5.7,-0.755770537944035,-0.0377885268972017,2.15540112924615,0.107770056462308,1.93851990933224,1.01722121895869,2.85981859970579
"Marion Island","PB1","PB1_1A",7,9.8,11.1,10.4,-0.296222084987747,-0.0148111042493874,2.77743894836792,0.138871947418396,2.22235472391926,1.30183236705671,3.14287708078182
"Marion Island","PB1","PB1_1A",9,12.6,13.8,13.2,-0.168516845941848,-0.00842584229709239,2.82087598768842,0.141043799384421,2.30123039549036,1.38078569418837,3.22167509679235
"Marion Island","PB1","PB1_1A",14,19.4,20.7,20.1,0.359986856707438,0.0179993428353719,3.22737534627371,0.161368767313686,2.62765462667864,1.70689233201114,3.54841692134613
"Marion Island","PB1","PB1_1A",16,22.3,23.5,22.9,0.522950761412309,0.0261475380706154,3.38224198517645,0.169112099258823,2.72830740742183,1.80723968797911,3.64937512686456
"Marion Island","PB1","PB1_1A",17,23.7,24.9,24.3,0.18125860878037,0.00906293043901851,3.21242944889799,0.1606214724449,2.5172651807225,1.59672544860984,3.43780491283516
"Marion Island","PB1","PB1_1A",22,30.4,31.6,31,0.616980975309541,0.030849048765477,3.33746456975494,0.166873228487747,2.78638408716128,1.86509569604192,3.70767247828064
"Marion Island","PB1","PB1_1A",28,38.5,39.8,39.2,1.51455625458544,0.075727812729272,3.50120117548821,0.17506005877441,3.34076113126246,2.41573562364648,4.26578663887843
"Marion Island","PB1","PB1_1A",32,44,45.3,44.7,1.59258616949183,0.0796293084745914,3.54440918782951,0.177220459391476,3.38895541042327,2.46346621507625,4.31444460577029
"Marion Island","PB1","PB1_1B",39,46.4,47.6,47,1.36125301912932,0.0680626509564661,3.43635632630754,0.171817816315377,3.24607515172894,2.32189623116231,4.17025407229557
"Marion Island","PB1","PB1_1B",41,49.3,50.5,49.9,1.6396761643566,0.0819838082178302,3.31967430468129,0.165983715234065,3.41804000395278,2.49226029770331,4.34381971020225
"Marion Island","PB1","PB1_1B",42,50.6,51.8,51.2,1.71515050317376,0.0857575251586879,3.35188348384829,0.167594174192414,3.46465586094552,2.53839378497928,4.39091793691176
"Marion Island","PB1","PB1_1B",44,53.3,54.5,53.9,1.69910544576333,0.0849552722881663,3.26793363880519,0.163396681940259,3.45474581584401,2.52858801180437,4.38090361988364
"Marion Island","PB1","PB1_1B",45,54.7,55.8,55.2,1.81830208885695,0.0909151044428474,3.2570450965334,0.16285225482667,3.52836625102169,2.6014116077534,4.45532089428998
"Marion Island","PB1","PB1_1B",46,56,57.7,56.8,1.71661339794351,0.0858306698971757,3.27189260076464,0.163594630038232,3.46555940106858,2.5392877718832,4.39183103025395
"Marion Island","PB1","PB1_1B",52,64.3,65.4,64.9,1.92063120120224,0.0960315600601119,3.54455000447538,0.177227500223769,3.59156864990376,2.66388902962515,4.51924827018237
"Marion Island","PB1","PB1_1B",54,66.9,68.1,67.5,1.91923155551644,0.0959615777758218,3.59940197596109,0.179970098798055,3.59070417484969,2.66303472517169,4.51837362452769
"Marion Island","PB1","PB1_1B",57,70.8,72,71.4,1.82646159300585,0.0913230796502927,3.62921402502934,0.181460701251467,3.53340587487926,2.60639480849212,4.4604169412664
"Marion Island","PB1","PB1_1B",62,77.7,78.9,78.3,1.84609467364351,0.0923047336821757,3.63873490125235,0.181936745062618,3.54553202124471,2.61838420765676,4.47267983483265
"Marion Island","PB1","PB1_1B",64,80.4,81.5,81,2.01885653447878,0.100942826723939,3.71121029619875,0.185560514809937,3.65223639686046,2.72382541843762,4.58064737528331
"Marion Island","PB1","PB1_1B",65,81.7,82.8,82.3,1.93767323866342,0.0968836619331712,3.67167971248035,0.183583985624017,3.60209446826277,2.67429044553405,4.52989849099148
"Marion Island","PB1","PB1_1B",66,83,84.1,83.6,1.79891794955275,0.0899458974776375,3.62767014960546,0.181383507480273,3.51639386040664,2.58957229556142,4.44321542525186
"Marion Island","PB1","PB1_1B",67,84.3,85.4,84.9,1.87213935122598,0.093606967561299,3.49304008603868,0.174652004301934,3.56161821669383,2.63428685352049,4.48894957986717
"Marion Island","PB1","PB1_1B",68,85.6,86.6,86.1,2.03356816783896,0.101678408391948,3.78832622387103,0.189416311193551,3.66132286793918,2.73279936558628,4.58984637029209
"Marion Island","PB1","PB1_1C",77,89.2,90.3,89.7,2.10312916268613,0.105156458134306,3.94253451760852,0.197126725880426,3.70428641606544,2.77522035011956,4.63335248201132
"Marion Island","PB1","PB1_1C",79,91.8,92.9,92.4,2.16412272506102,0.108206136253051,4.03743398920821,0.20187169946041,3.74195838809867,2.81240231457321,4.67151446162413
"Marion Island","PB1","PB1_1C",81,94.5,95.6,95.1,2.14596317951212,0.107298158975606,4.01640220003653,0.200820110001826,3.73074235372688,2.80133356205484,4.66015114539893
"Marion Island","PB1","PB1_1C",84,98.5,99.6,99.1,2.36288786299407,0.118144393149703,3.94118985102636,0.197059492551318,3.86472338863052,2.93347823567049,4.79596854159055
"Marion Island","PB1","PB1_1C",86,101.2,102.3,101.8,2.17301063077223,0.108650531538612,3.82968907838518,0.191484453919259,3.74744790080049,2.81781931239827,4.67707648920272
"Marion Island","PB1","PB1_1C",87,102.6,103.7,103.1,2.24338072833833,0.112169036416917,3.97409280693086,0.198704640346543,3.79091118191189,2.86069848653697,4.72112387728681
"Marion Island","PB1","PB1_1C",88,103.9,105,104.4,2.19530760893224,0.109765380446612,3.99290453328555,0.199645226664278,3.76121937282088,2.83140762382251,4.69103112181924
"South Georgia","POB4","POB_1A",16,31.5,32.9,32.2,0.879885766073205,0.0439942883036603,2.67041629816968,0.133520814908484,2.94876420629867,2.02668648498367,3.87084192761367
"South Georgia","POB4","POB_1A",19,36.1,37.4,36.8,1.1700273622732,0.0585013681136599,2.96806981405952,0.148403490702976,3.12796682493798,2.20472396195931,4.05120968791665
"South Georgia","POB4","POB_1A",21,39.2,40.6,39.9,1.72844015804289,0.0864220079021446,3.24977225602211,0.162488612801105,3.47286406336997,2.54651491711995,4.39921320961998
"South Georgia","POB4","POB_1A",24,43.8,45.1,44.4,1.67412133897935,0.0837060669489673,3.25224267161199,0.1626121335806,3.43931466974606,2.51331737565798,4.36531196383414
"South Georgia","POB4","POB_1A",28,49.9,51.2,50.5,1.24453851397685,0.0622269256988425,2.4556933604979,0.122784668024895,3.17398778049211,2.25039603915646,4.09757952182777
"South Georgia","POB4","POB_1E",170,200.2,201.3,200.7,1.20159103055683,0.0600795515278417,2.1812923470644,0.10906461735322,3.14746176149437,2.22407358391788,4.07084993907086
"South Georgia","POB4","POB_1E",174,205.3,206.4,205.9,1.69548857467189,0.0847744287335947,1.80184938019002,0.090092469009501,3.45251189702866,2.52637746931862,4.37864632473871
"South Georgia","POB4","POB_1E",177,209.4,210.5,209.9,1.1901570718298,0.0595078535914902,1.73271267082576,0.0866356335412882,3.1403997084412,2.21706459130126,4.06373482558114
"South Georgia","POB4","POB_1E",183,217.6,218.5,218.1,0.934948868680682,0.0467474434340341,1.84277661505002,0.0921388307525008,2.98277329809006,2.06049814639654,3.90504844978357
"South Georgia","POB4","POB_1F",196,225.1,226.2,225.7,1.09779383360956,0.0548896916804779,1.60108793304644,0.0800543966523218,3.08335261704909,2.16042861468305,4.00627661941512
"South Georgia","POB4","POB_1F",202,232.5,233.6,233,0.561067317345769,0.0280533658672884,1.73893969412653,0.0869469847063267,2.75184965964023,1.83069640528292,3.67300291399754
"South Georgia","POB4","POB_1F",208,240,241.2,240.6,0.607357921768931,0.0303678960884465,1.99536116238103,0.0997680581190514,2.78044051886094,1.85917620419944,3.70170483352245
"South Georgia","POB4","POB_1F",214,247.5,248.6,248.1,0.156099104822165,0.00780495524110824,2.16683849819044,0.108341924909522,2.50172570257794,1.58120785342101,3.42224355173488
"South Georgia","POB4","POB_1F",219,253.8,254.8,254.3,0.576309992993532,0.0288154996496766,1.92256355471754,0.0961281777358772,2.76126412287792,1.84007516817305,3.68245307758279
"South Georgia","POB4","POB_1G",233,261.6,262.8,262.2,0.405201302195801,0.0202600651097901,2.16189640069186,0.108094820034593,2.65558080871513,1.73474356940893,3.57641804802133
"South Georgia","POB4","POB_1G",239,269.2,270.5,269.8,0.461407427416141,0.0230703713708071,1.90027293418975,0.0950136467094875,2.69029587527219,1.76935498253814,3.61123676800623
"South Georgia","POB4","POB_1G",247,279.3,280.2,279.8,1.09717236584977,0.0548586182924886,1.83579173884206,0.0917895869421032,3.08296877463762,2.16004743289151,4.00589011638372
"South Georgia","POB4","POB_1G",255,289.2,290.5,289.9,-0.128185775675707,-0.00640928878378538,2.81495941700223,0.140747970850111,2.32614041700701,1.40570775392842,3.24657308008561
"South Georgia","POB4","POB_1G",256,290.6,291.8,291.2,0.658295411263973,0.0329147705631987,2.54127656669574,0.127063828334787,2.81190147318109,1.89050584859159,3.7332970977706
"South Georgia","POB4","POB_1G",261,297.2,298.5,297.9,0.319185877205776,0.0159592938602888,2.74502468920256,0.137251234460128,2.60245437112925,1.68175324593365,3.52315549632485
"South Georgia","POB4","POB_1H",270,299.6,300.9,300.3,1.02796247187113,0.0513981235935563,2.34141037620629,0.117070518810314,3.04022207992317,2.11758820237913,3.96285595746721
"South Georgia","POB4","POB_1H",272,302.4,303.6,303,0.408624305316991,0.0204312152658495,2.61367636091103,0.130683818045551,2.65769498720922,1.73685176775757,3.57853820666087
"South Georgia","POB4","POB_1H",274,305.3,306.6,305.9,1.10412045719881,0.0552060228599403,2.3547633972509,0.117738169862545,3.08726018331737,2.1643090151489,4.01021135148585
"South Georgia","POB4","POB_1H",276,308.2,309.4,308.8,0.716259743845555,0.0358129871922777,2.68409674604455,0.134204837302227,2.84770247628559,1.92614583285501,3.76925911971616
"South Georgia","POB4","POB_1H",277,309.6,310.8,310.2,0.512767461170344,0.0256383730585172,2.36545989621285,0.118272994810642,2.72201780919238,1.80097203707944,3.64306358130532
