"Rank","Model","R2","RMSE","RMSEP","RMSE_ppm","RMSEP_ppm","AIC","BIC","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation"
1,"Bayes",0.757847910218222,0.605643649083077,0.617880211717454,2132.72586760655,NA,503.766615819022,525.312537702087,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
2,"PLS_LOO",0.756227776634957,0.607666319730726,0.620336808479536,1919.97750377683,NA,NA,NA,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
3,"PLS_kfold",0.756227776634957,0.607666319730726,0.620336808479536,1919.97750377683,NA,NA,NA,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
4,"RF",0.739729829501074,0.627892441456487,0.624680929647959,1631.97472441788,NA,NA,NA,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
5,"OLS",0.729930592021033,0.639603384224678,0.644447515724916,2035.54425020404,NA,527.008898110934,537.781859052467,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
6,"WLS_weighted",0.72919658362992,0.640471967780676,NA,1893.08238585334,NA,487.996188481353,498.769149422886,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
7,"WLS",0.728935134347202,0.640781067535794,NA,1882.89538666468,NA,487.487982869888,498.26094381142,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
8,"OLS_weighted",0.718555763474536,0.652933928562262,NA,2173.73266969499,NA,558.906329039579,569.679289981112,"Ranking: R² highest → lowest; RMSEP lowest → highest; RMSE lowest → highest.","R² = 1 − SS_res/SS_tot (log-space).","RMSE = calibration error (log-space).","RMSEP = 10-fold CV error (log-space)."
