"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","Cu_fit_OLS","Cu_lwr_OLS","Cu_upr_OLS","Cu_fit_WLS","Cu_lwr_WLS","Cu_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.07810102636568,-6.74793914681923,1.47468289857608,-3.7831798039682,2.10892957954756,0.774913182962443,3.44294597613268,2.14482418386341,0.725284992210918,3.5643633755159
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.12049842736349,-6.834791407075,1.18032422455858,-4.59026354410022,2.02558789796882,0.690922231350909,3.36025356458673,2.06498748204008,0.635832020829697,3.49414294325046
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-6.38277834996271,-6.67457525312098,1.76274342417884,-3.90820335957217,1.51001738469876,0.169966881134836,2.85006788826268,1.57109956716818,0.0815145963295734,3.06068453800678
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.14754368823822,-6.77777653151846,2.93429859087982,-1.73473839781915,1.97242432032048,0.637312223645151,3.30753641699581,2.01405972756992,0.57874711024959,3.44937234489026
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.63726262806277,-6.63251712200013,3.23458375089402,-2.37743602876921,2.9754971651629,1.64455588490846,4.30643844541733,2.97494779826599,1.65256822246131,4.29732737407067
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.65380172039836,-6.70916476985254,3.2228939294629,-1.60738806979778,2.94298583818072,1.61205059385213,4.27392108250932,2.94380375282572,1.61787940837843,4.26972809727302
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.70549476118379,-7.28205567810481,2.51898773373569,-2.57524266727526,2.84137147400785,1.51039400767341,4.17234894034228,2.84646283601482,1.50940576590624,4.18351990612339
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-5.89163590129852,-7.12686545625864,3.42432388757179,-2.09545280050523,2.47546895963096,1.14357305341535,3.80736486584657,2.4959485509255,1.11815873432833,3.87373836752267
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-5.85645425473815,-6.7174781502092,2.50411667342474,-0.994968632570582,2.544626443723,1.21299601158849,3.87625687585752,2.56219757940343,1.19218134372041,3.93221381508644
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.71086111921764,-6.47779343084146,3.79810302271528,-1.88306784036054,2.83082268346953,1.49983553100806,4.161809835931,2.83635768060097,1.49814030802279,4.17457505317915
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-5.62176075425489,-7.04608827012503,3.59979513160203,-1.10543315095016,3.00596960451918,1.67501406449292,4.33692514454545,3.0041387026086,1.68507395124556,4.32320345397164
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-5.37673305190963,-6.84737914405059,3.52824534193737,-3.68312066780009,3.48762697658028,2.15534110096729,4.81991285219328,3.46553971187332,2.19784264814899,4.73323677559766
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-5.47934449692877,-6.72528696132797,3.67910143420938,-1.8658710066189,3.28592097159285,1.95444501762538,4.61739692556032,3.27231656265066,1.98334928917485,4.56128383612646
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-5.74544866250215,-7.06944127009048,3.61123068399644,-0.852913741302107,2.76283304374711,1.43175953175952,4.09390655573471,2.77122738216242,1.42551114611797,4.11694361820687
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.94487988459512,-6.30814013209809,3.22696331755683,-2.48722183977325,2.37080586714288,1.03842683585661,3.70318489842916,2.39568712172715,1.00606888946553,3.78530535398878
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.95106494205938,-6.84009888938224,2.93461448330624,-2.4649569627174,2.35864773769151,1.02620623682879,3.69108923855424,2.3840403090237,0.9930431250374,3.77503749301001
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.04103503219526,-6.93938312794087,2.96497237086501,-2.60486929957842,2.18179117508992,0.848291747313645,3.51529060286619,2.21462154536962,0.803452788901174,3.62579030183807
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.75375374217107,-6.81890545330942,3.74010134376473,-2.28440222778488,2.74650753112219,1.41540711460825,4.07760794763612,2.75558844785177,1.40806637967088,4.10311051603266
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-5.56423850811173,-6.99218421291109,4.1409556466192,-0.566629701016258,3.11904259033744,1.7879613936823,4.45012378699258,3.11245634249827,1.80562622953149,4.41928645546506
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-5.48737027257994,-6.89643811762361,4.34807395647575,-1.66478811971239,3.27014449419093,1.93871653595595,4.6015724524259,3.25720357358804,1.96655766544813,4.54784948172795
"Bird Island","BI10","BI10.4",145,141,142,141.5,-5.57559089874049,-7.01099809976268,3.70495967655551,-1.97316694951726,3.09672689874616,1.76567957732063,4.42777422017169,3.09107914945626,1.7818427135564,4.40031558535612
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-5.35955273217233,-6.7798827588653,4.21343974493318,-0.991264885978251,3.52139878106049,2.18894174336918,4.8538558187518,3.49789122474476,2.23372000059842,4.7620624488911
