"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0319881973176655,0.0225898354199711,34.34524027,0.178633186,93.041657227651,-176.665822809253,362.749137264555
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0598473471720287,0.0316044835226841,28.06949723,0.234649235,120.280244315737,-149.304122459759,389.864611091233
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0245817785563953,0.0233704997327662,37.1899001,0.366072293,85.8002164983282,-183.946355926619,355.546788923275
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0553453013330347,0.016270123645334,59.55046887,0.237697509,115.878481580655,-153.723217498825,385.480180660136
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0778176122520302,0.0303161488081067,148.1529747,0.305567488,137.850221609964,-131.674810707641,407.375253927568
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0601002473174079,0.0283283763294072,149.1109339,0.185893427,120.527511108533,-149.055911354159,390.110933571224
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.0531884661469314,0.0264947506907605,498.7089785,6.046753704,113.76968991406,-155.840662855876,383.380042683995
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0616688768816489,0.0300421605291775,55.70453095,0.688199618,122.061199437785,-147.516435537844,391.638834413414
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.05909143906275,0.0280077291638715,235.7531016,13.60034647,119.541174065108,-150.046033816684,389.1283819469
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.0995760877090462,0.0637837090304097,36.54824658,0.120334052,159.124026867416,-110.350255802361,428.598309537194
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0740963280003564,0.0344139811764804,88.46094721,0.148073757,134.211828992148,-135.324196831365,403.74785481566
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0738258637855305,0.0224319894609851,46.49996193,0.203261185,133.94738936968,-135.589461806315,403.484240545676
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0814605148482103,0.0272293445344262,125.5077224,1.234445563,141.411978524234,-128.102946424236,410.926903472704
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0420947968275756,0.0297476291897089,57.22472424,0.585720892,102.923132159736,-166.735313642103,372.581577961576
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.104571031887809,0.0477445629734331,60.2997145,0.569052976,164.007708628152,-105.45818583687,433.473603093174
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.11307827655017,0.035718320448848,54.01867077,0.421691157,172.325454353587,-97.1289582066461,441.77986691382
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.0911237689318273,0.0164793222475998,47.40786167,0.811856875,150.859983552631,-118.631268246578,420.35123535184
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.0557958051161695,0.0216395096922015,38.81328375,0.081961578,116.318950388734,-153.280969807417,385.918870584885
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0475522623863731,0.0356400079244027,32.12024806,0.26750503,108.259032633392,-161.375004461321,377.893069728105
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.0708502219327559,0.0324647747693257,37.52718028,0.316767608,131.038029960888,-138.50813737446,400.584197296235
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.052679576898239,0.030921372184517,51.81193098,0.049962394,113.272136177095,-156.340291436364,382.884563790554
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.0636108849697212,0.031675528435819,82.80022216,1.100044802,123.959949281526,-145.610686875662,393.530585438714
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.0835747890853328,0.0313175198429309,42.83579617,0.699855742,143.479157287298,-126.030198560838,412.988513135434
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.092109411402357,0.0262777731915046,219.4284939,1.571294805,151.823670829938,-117.665422511401,421.312764171278
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.058573928471432,0.0258320673869568,41.17278862,0.168930879,119.035191025988,-150.553978005692,388.624360057667
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.0614278043422154,0.038016712411314,122.3868181,1.392426748,121.825496790926,-147.753019822011,391.404013403864
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.0452120469096206,0.0233181329567952,243.6402038,1.438405031,105.970945473459,-163.673380556634,375.615271503552
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.0421382940451296,0.0307883018407282,67.78989286,0.637151851,102.965660476452,-166.692585044509,372.623905997413
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.0749789089435057,0.0257451550610467,42.2400533,0.50833131,135.074750438349,-134.458606916473,404.60810779317
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.0621248538744475,0.0266561281496218,160.5283798,4.267333565,122.507019539742,-147.068955612526,392.08299469201
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.064748772299837,0.0261235562256569,73.63658302,0.458479319,125.072490163061,-144.494130620407,394.639110946528
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.0575161447796347,0.0163840269352198,51.31483509,0.280653345,118.000969473643,-151.592248747251,387.594187694537
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.0439761241643733,0.0331839507587752,64.81180749,1.00218427,104.76255291638,-164.887314645091,374.412420477851
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.0557757767414549,0.0180408658444505,41.07148346,0.20369105,116.299368146212,-153.300630924856,385.89936721728
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.0594041572595473,0.0323002191191392,56.87091915,0.770254564,119.84692646179,-149.739102678639,389.432955602219
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.0396079168110255,0.0216089697756904,39.2756349,0.284820113,100.4916474137,-169.17840241854,370.16169724594
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.0476829443996979,0.0213391285335191,55.60667563,0.815337755,108.386803703916,-161.246666706375,378.020274114207
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.0492621978733521,0.0298916342312218,54.76131918,0.753154456,109.930879294922,-159.695808714267,379.557567304111
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.09210273159346,0.0167024026230188,80.6250656,1.855020668,151.817139813833,-117.671967995994,421.306247623661
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.0591806746765089,0.0166923475888391,70.96066682,1.987543814,119.628421954919,-149.958449081193,389.215292991032
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.0542161198461307,0.0320488607427174,272.5348429,4.718080418,114.774452619611,-154.831748692358,384.38065393158
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.0445374999080832,0.0303501386923025,48.26462876,0.742906646,105.311424011303,-164.335917271462,374.958765294068
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.0477020179532627,0.0224769800371736,71.25145017,1.139627929,108.405452393936,-161.227935376147,378.038840164019
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.0604975682649404,0.0375695995051548,63.1732016,1.032756436,120.91598172906,-148.665963462468,390.497926920588
