"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","Mn_fit_OLS","Mn_lwr_OLS","Mn_upr_OLS","Mn_fit_WLS","Mn_lwr_WLS","Mn_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.3097272069569,-0.0654863603478448,-0.0635356415265467,-0.00317678207632733,-0.472649033289265,-1.26862974946369,0.323331682885156,-0.479115480102856,-1.34155392732107,0.38332296711536
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.23012751628606,-0.0615063758143028,-0.243600908865024,-0.0121800454432512,-0.399089682771578,-1.1943449090721,0.396165543528944,-0.404395184897737,-1.25281096933268,0.444020599537205
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-1.32903995611134,-0.0664519978055671,-0.708827591890483,-0.0354413795945241,-0.490496254459838,-1.28667516090614,0.305682651986462,-0.49724437364353,-1.36310301668344,0.368614269396378
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.35446806436548,-0.0677234032182739,-0.533324400672106,-0.0266662200336053,-0.513994777033283,-1.31044781312496,0.282458259058398,-0.521113759808784,-1.39148603107229,0.349258511454721
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.08492444689481,-0.0542462223447407,-0.327669504447657,-0.0163834752223829,-0.264905198038299,-1.05921680992437,0.529406413847768,-0.268092944045208,-1.09125210338375,0.555066215293337
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.69121232946949,-0.0845606164734746,0.405863119226714,0.0202931559613357,-0.825185552058258,-1.62667358559711,-0.0236975185194043,-0.83721587886413,-1.76839837314858,0.093966615420316
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.81370048344734,-0.040685024172367,-0.843460913829237,-0.0421730456914619,-0.0142627843820659,-0.808130392840861,0.779604824076729,-0.0134947861289793,-0.790718422380908,0.763728850122949
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.748800567193052,-0.0374400283596526,0.0812867235545763,0.00406433617772881,0.0457122688886701,-0.748304091980158,0.839728629757499,0.0474268187219853,-0.719070406536748,0.813924043980718
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.32735853450448,-0.066367926725224,-0.63999270052538,-0.031999635026269,-0.488942425791602,-1.28510373360368,0.307218882020478,-0.495666021796053,-1.36122661975022,0.369894576158114
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.30935144998135,-0.0654675724990676,-0.757053092837117,-0.0378526546418558,-0.472301790242955,-1.26827873611901,0.323675155633101,-0.478762756720367,-1.34113472763196,0.383609214191229
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.10123330207523,-0.0550616651037613,-0.789639840041126,-0.0394819920020563,-0.279976472620503,-1.07436956493939,0.514416619698388,-0.28340207983793,-1.10937628223388,0.54257212255802
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-1.09570624984799,-0.0547853124923997,-0.468778542581216,-0.0234389271290608,-0.27486883503188,-1.06923361839346,0.519495948329695,-0.27821383135916,-1.10323338580414,0.546805723085821
