"depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc"
1.1,-51.51,16596,44628,1.45,-1.81917123373746,-0.0120975295363591,-1.49066716676542,-1.12602405317751,2.86621258548651,-1.05456508919537,-0.804208974356272,-1.50409018709756,-1.87632964757741,-1.11680739807259,0.301092302462635,0.532204023426021,4.41868308396563,2.68576928417515,5.657113613,0.176768591
1.2,-50.47,16084,44476,1.35,-1.19155740818862,0.393782952666418,-0.921893841239519,-0.968413856874412,3.27722015289392,-1.75117319612404,-0.810189851659518,-1.933494752918,-4.92922702647199,-0.423877175766109,0.899718591138217,0.985626418264152,4.55144577962086,2.82203321465865,5.637341364,0.177388584
1.3,-49.42,16223,44600,1.42,-1.75515480722854,0.112590568977438,-0.994185030329833,-1.07081825635075,3.05517359786454,-2.08463400835878,-0.610820269222334,-1.04461588395672,-2.66271185913394,-1.02752145059742,0.585300559820916,0.447900690418474,4.38559899806177,2.66389715003519,5.594040575,0.178761664
1.4,-48.38,16870,48427,1.4,-1.18383337086781,-0.0478335501280785,-1.6946589946338,-1.11484049938086,2.98647967657767,-1.10159527263084,-0.938089987636358,-2.08242452564256,-1.50050298019284,-0.616087456849136,0.378812380059533,0.456549345415713,4.09759212801001,2.36043310789936,5.681180355,0.17601976
1.5,-47.34,16085,44532,1.13,-1.05147927036865,0.231742905611423,-1.00121743558777,-1.0618420574042,3.12970483277426,-1.08289546660203,-0.706209323043912,-2.36809371085055,-4.93304306831209,-0.60230972802576,1.12491122006472,0.904687378853849,4.57276151655793,2.84328220633279,5.637717642,0.177376744
1.6,-46.29,16366,44776,1.31,-1.31042249811551,0.420552080043421,-0.879639582023058,-0.952210274857894,3.16621477103861,-1.4417585001766,-0.494377181232413,-1.35767538296606,-2.349315552082,-4.7916625874512,1.37585390343714,0.913785166524058,4.72865936447153,2.97199627338999,5.793074145,0.172619921
1.7,-45.25,16696,47047,1.33,-1.58565475597029,0.0703031720987047,-1.16444129089398,-0.731577208597706,3.05276597618458,-1.2861382258715,-0.47129411033404,-1.13366963222723,-5.03564230180188,-0.724843176416362,0.98901521266187,0.671467962947,4.51537573727803,2.83433264094282,5.371155683,0.186179671
1.8,-44.2,16936,47641,1.27,-1.37675955860509,0.204374577666159,-0.918451969122545,-0.875279797257336,3.06848750506725,-0.813827018043673,-0.743510519626213,-1.62641423546763,-5.13795967429865,-0.584082782698111,0.971287908465714,0.756443159966199,4.40756639277328,2.66812601118065,5.694155976,0.175618653
1.9,-43.16,16562,46327,1.18,-1.86733239317677,0.437211564302612,-1.46842468561476,-0.843330968299832,3.01517239673768,-1.79182484066862,-0.71775366091663,-2.03795791020753,-2.11027857178716,-0.923960702699941,0.86907022251631,0.334240017095556,4.42941575946055,2.67575377325854,5.775714584,0.173138749
2,-42.11,15674,42856,1.25,-2.15017580076004,-0.343031412692506,-0.214282429948198,-0.874423314039974,2.54457996549145,-1.86832464861905,-0.664351844293117,-0.976901983322911,-2.17370629817023,-0.707369229376808,0.219850573029538,0.365267572888041,4.30597302031761,2.53689582949621,5.865438183,0.170490246
2.1,-41.07,16295,44760,1.36,-1.34421756618482,-0.0982805627598509,-1.29769755054993,0.0685100520032272,2.88816212050795,-1.61615128166846,-0.962850009655715,-1.68068980280603,-3.82912421597282,-0.413742199318708,0.615206302037217,0.561791366118308,4.46299499061226,2.64608835763737,6.152796125,0.162527732
