"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,16.3636363636364,11.5695525174721,34.34524027,0.178633186,84.4626597649686,-138.541346563539,307.466666093477
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,35.6666666666667,18.9560896108172,28.06949723,0.234649235,114.346175296358,-108.457245379007,337.149595971722
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,12.9166666666667,12.287897470374,37.1899001,0.366072293,79.126317705792,-143.923009207464,302.175644619048
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,28.5,8.63923397277581,59.55046887,0.237697509,103.251275102993,-119.616070445687,326.118620651673
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,44.1,17.5337769272149,148.1529747,0.305567488,127.402034593666,-95.3421340135419,350.146203200874
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,36.4545454545455,17.2705740284661,149.1109339,0.185893427,115.56591062417,-107.231242991957,338.363064240296
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,32,16.0069429380573,498.7089785,6.046753704,108.66971473231,-114.164854441184,331.504283905805
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,34.8181818181818,16.9871609271131,55.70453095,0.688199618,113.032614174099,-109.77772418966,335.842952537858
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,33,15.5434873821804,235.7531016,13.60034647,110.217840340687,-112.607910145279,333.043590826653
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,53,34.3016034610629,36.54824658,0.120334052,141.180352508217,-81.5200272236555,363.88073224009
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,41.3333333333333,19.2227768939649,88.46094721,0.148073757,123.118887077158,-99.6428158641735,345.880590018489
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,39.0833333333333,11.9503391609028,46.49996193,0.203261185,119.635604458311,-103.141729365031,342.412938281652
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,42.9090909090909,13.9603334161799,125.5077224,1.234445563,125.558357732782,-97.1931305480192,348.309846013582
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21.4545454545455,15.154957184787,57.22472424,0.585720892,92.3440264985218,-130.598307543574,315.286360540618
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,52.3636363636364,22.8397579990364,60.2997145,0.569052976,140.195181666523,-82.5076898946007,362.898053227647
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,54.6363636363636,16.4211615135637,54.01867077,0.421691157,143.713648958288,-78.9807753152122,366.408073231788
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,50.5454545454545,9.5954534688428,47.40786167,0.811856875,137.380407833111,-85.3301257240962,360.090941390319
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,33.0909090909091,13.064873098921,38.81328375,0.081961578,110.358579032358,-112.466381789841,333.183539854557
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,26.1,19.3186726022031,32.12024806,0.26750503,99.535773642889,-123.355764683892,322.42731196967
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,45.4545454545455,20.6512161209147,37.52718028,0.316767608,129.499041099558,-93.2372209742084,352.235303173325
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,30,17.5271218401653,51.81193098,0.049962394,105.573463515557,-117.279471066266,328.426398097381
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,37.0833333333333,18.5592825749534,82.80022216,1.100044802,116.539353241558,-106.252906924073,339.331613407189
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,45.7272727272727,17.7374795790772,42.83579617,0.699855742,129.92125717457,-92.8134669021395,352.655981251279
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,52.5882352941176,14.9166803592883,219.4284939,1.571294805,140.542889022415,-82.159091827358,363.244869872188
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,34.1818181818182,14.7161012623465,41.17278862,0.168930879,112.047443332405,-110.768197994179,334.863084658988
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,35.8181818181818,22.2702410486199,122.3868181,1.392426748,114.580739782475,-108.221463984067,337.382943549018
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,27.6363636363636,14.6987940136103,243.6402038,1.438405031,101.914257532122,-120.961632839336,324.79014790358
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,26.4545454545455,19.4595150831856,67.78989286,0.637151851,100.084654540404,-122.803221910237,322.972530991046
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,46,13.9731886124821,42.2400533,0.50833131,130.343473249582,-92.3897309055069,353.07667740467
