C:\Data\BAS2023_Mo_batch\MI1K__xrf     2023-09-05  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	cps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	Fe	Ni	Cu	Zn	Se	Br	Rb	Sr	Y	Zr	Tc	Rh	Pd	Ag	Cd	In	Sb	Te	I	Dy	Tm	Yb	Lu	Hf	Pb	Fe a*2	Fe a+b	Fe X1	Fe X2	Fe X3	W La	W Lb1	W lb2	W La in	W Lb1 in	W Lb2 in	Mo inc	Mo coh	Dt	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000305.spe	323.00	5.30	1	0.017522	-0.011353	0.012154	0.089277	32839	3.00	0.000	0.107	0.263	0.000	0.057	0.000	0.292	1.409	15.878	18.095	184.669	0.487	0.000	0.650	0.000	0.039	0.511	8.349	0.479	3.147	0.000	0.000	0.000	0.083	0.000	0.018	0.789	0.426	0.000	0.000	1.374	0.000	0.000	0.000	0.000	0.267	0.000	0.210	0.731	5.878	0.173	0.117	0.000	0.000	0.275	0.000	54.674	17.829	0.235	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000306.spe	324.00	5.29	1	0.017517	-0.011353	0.012276	0.089277	29414	2.17	0.046	0.104	0.303	0.000	0.035	0.000	0.335	1.169	14.656	16.117	158.764	0.182	0.000	0.355	0.070	0.102	0.245	7.538	0.529	2.792	0.000	0.013	0.000	0.046	0.000	0.000	0.682	0.056	0.000	0.000	1.269	0.000	0.022	0.000	0.000	0.790	0.408	0.052	0.677	6.014	0.149	0.000	0.000	0.000	0.218	0.089	50.661	16.205	0.222	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000307.spe	325.00	5.30	1	0.017518	-0.011353	0.012300	0.089277	28153	2.32	0.000	0.072	0.304	0.000	0.024	0.000	0.402	1.245	13.315	16.127	145.839	0.442	0.000	0.532	0.000	0.000	0.311	7.461	0.616	3.161	0.000	0.000	0.020	0.000	0.000	0.000	0.610	0.255	0.000	0.000	1.075	0.000	0.000	0.000	0.000	0.479	0.313	0.000	0.550	5.296	0.341	0.315	0.000	0.000	0.351	0.000	47.634	15.954	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000308.spe	326.00	5.28	1	0.017519	-0.011353	0.012332	0.089277	29302	2.25	0.000	0.066	0.344	0.071	0.041	0.000	0.528	1.439	14.208	18.360	153.504	0.396	0.000	0.494	0.044	0.090	0.458	7.700	0.679	3.408	0.022	0.000	0.000	0.000	0.000	0.000	0.666	0.127	0.000	0.000	1.140	0.000	0.000	0.000	0.000	0.581	0.044	0.055	0.559	5.415	0.000	0.000	0.000	0.000	0.200	0.000	50.691	17.125	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000309.spe	327.00	5.24	1	0.017518	-0.011353	0.012305	0.089277	27390	2.34	0.000	0.034	0.343	0.013	0.040	0.035	0.651	1.209	12.934	14.994	142.131	0.515	0.000	0.465	0.000	0.061	0.252	7.310	0.405	2.823	0.031	0.000	0.021	0.000	0.094	0.000	0.699	0.096	0.000	0.000	1.276	0.000	0.000	0.066	0.000	0.616	0.041	0.165	0.623	4.507	0.278	0.169	0.000	0.000	0.216	0.000	47.563	15.734	0.217	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000310.spe	328.00	5.25	1	0.017517	-0.011353	0.012305	0.089277	18709	1.92	0.000	0.034	0.166	0.000	0.040	0.000	0.365	0.649	6.930	7.377	77.113	0.217	0.000	0.154	0.000	0.305	0.151	5.249	0.395	2.326	0.000	0.021	0.020	0.125	0.000	0.062	0.341	0.090	0.000	0.000	0.868	0.000	0.000	0.038	0.000	0.150	0.078	0.000	0.334	2.771	0.000	0.047	0.000	0.000	0.179	0.000	39.273	12.767	0.201	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000311.spe	329.00	5.12	1	0.017516	-0.011353	0.012324	0.089277	23028	2.01	0.000	0.052	0.207	0.037	0.019	0.000	0.297	0.849	9.318	11.160	107.337	0.269	0.000	0.270	0.000	0.257	0.286	6.038	0.577	2.933	0.000	0.000	0.046	0.032	0.000	0.000	0.487	0.111	0.000	0.000	1.045	0.000	0.046	0.076	0.000	0.519	0.284	0.021	0.425	4.121	0.112	0.147	0.000	0.000	0.000	0.000	43.620	14.527	0.207	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000312.spe	330.00	5.05	1	0.017518	-0.011353	0.012339	0.089277	30076	2.41	0.000	0.086	0.297	0.000	0.053	0.000	0.104	1.085	12.518	18.306	160.499	0.351	0.000	0.686	0.041	0.275	0.391	7.245	0.609	3.473	0.000	0.000	0.000	0.096	0.000	0.000	0.660	0.132	0.000	0.000	1.444	0.000	0.000	0.165	0.000	0.559	0.135	0.162	0.557	5.932	0.000	0.329	0.052	0.000	0.225	0.000	51.720	18.051	0.228	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000313.spe	331.00	5.10	1	0.017520	-0.011353	0.012365	0.089277	30925	2.30	0.000	0.036	0.300	0.000	0.163	0.000	0.277	1.107	14.073	21.535	177.064	0.369	0.000	0.619	0.000	0.188	0.386	6.589	0.598	3.137	0.000	0.000	0.000	0.053	0.000	0.000	0.592	0.269	0.000	0.000	1.098	0.000	0.000	0.000	0.000	0.602	0.011	0.022	0.624	6.000	0.241	0.223	0.000	0.000	0.294	0.000	48.018	15.965	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000314.spe	332.00	5.09	1	0.017519	-0.011353	0.012382	0.089277	26693	2.35	0.000	0.054	0.239	0.000	0.176	0.030	0.307	0.941	11.516	16.682	143.579	0.474	0.000	0.473	0.124	0.102	0.211	6.158	0.668	2.713	0.000	0.000	0.041	0.000	0.035	0.000	0.531	0.203	0.000	0.000	1.389	0.000	0.230	0.124	0.000	0.425	0.524	0.158	0.553	5.455	0.395	0.216	0.000	0.000	0.205	0.000	45.355	15.028	0.209	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000315.spe	333.00	5.15	1	0.017518	-0.011353	0.012424	0.089277	25389	2.20	0.000	0.085	0.304	0.000	0.193	0.000	0.435	0.982	10.252	14.151	128.447	0.101	0.000	0.288	0.059	0.190	0.327	5.944	0.530	2.477	0.019	0.000	0.029	0.000	0.040	0.000	0.583	0.155	0.000	0.000	1.473	0.134	0.129	0.000	0.038	0.097	0.254	0.000	0.379	5.133	0.100	0.113	0.038	0.000	0.178	0.123	45.587	14.929	0.208	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000316.spe	334.00	5.21	1	0.017520	-0.011353	0.012406	0.089277	24713	2.08	0.000	0.055	0.213	0.000	0.053	0.000	0.537	0.719	8.890	13.122	119.182	0.453	0.000	0.496	0.150	0.048	0.466	5.593	0.463	2.994	0.000	0.000	0.000	0.000	0.060	0.043	0.408	0.208	0.000	0.000	1.233	0.000	0.075	0.060	0.000	0.025	0.000	0.100	0.479	4.675	0.187	0.295	0.000	0.000	0.224	0.099	44.004	15.418	0.208	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000317.spe	335.00	5.23	1	0.017520	-0.011353	0.012261	0.089277	26382	2.06	0.012	0.075	0.226	0.000	0.072	0.000	0.432	0.954	10.820	14.925	137.235	0.352	0.000	0.371	0.085	0.071	0.270	5.521	0.488	2.864	0.000	0.000	0.000	0.000	0.027	0.000	0.604	0.143	0.000	0.000	1.386	0.000	0.000	0.018	0.000	0.097	0.221	0.000	0.565	5.287	0.276	0.000	0.000	0.000	0.305	0.106	44.617	14.695	0.207	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000318.spe	336.00	5.24	1	0.017519	-0.011353	0.012231	0.089277	27031	2.14	0.000	0.028	0.315	0.000	0.075	0.000	0.440	1.138	12.979	14.841	147.705	0.401	0.000	0.487	0.038	0.064	0.323	6.034	0.510	2.638	0.000	0.000	0.000	0.000	0.000	0.000	0.447	0.183	0.000	0.000	1.433	0.000	0.000	0.000	0.000	0.719	0.134	0.039	0.477	5.311	0.097	0.072	0.000	0.000	0.203	0.068	42.999	14.285	0.206	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000319.spe	337.00	5.26	1	0.017522	-0.011353	0.012245	0.089277	27707	2.64	0.032	0.092	0.292	0.056	0.081	0.033	0.364	1.189	13.119	15.125	153.661	0.399	0.000	0.524	0.101	0.023	0.240	6.373	0.375	2.499	0.000	0.000	0.051	0.025	0.027	0.042	0.578	0.382	0.000	0.000	1.238	0.000	0.000	0.000	0.042	0.431	0.382	0.000	0.492	5.265	0.052	0.000	0.000	0.000	0.168	0.000	41.717	14.470	0.209	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000320.spe	338.00	5.23	1	0.017523	-0.011353	0.012295	0.089277	31688	2.59	0.000	0.083	0.404	0.000	0.000	0.000	0.287	1.632	18.119	18.822	190.412	0.375	0.000	0.648	0.000	0.178	0.118	7.209	0.452	2.791	0.000	0.000	0.000	0.014	0.000	0.000	0.795	0.262	0.000	0.000	1.694	0.000	0.000	0.000	0.000	0.388	0.458	0.017	0.769	6.381	0.179	0.087	0.000	0.000	0.312	0.000	44.682	15.334	0.217	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000321.spe	339.00	5.24	1	0.017523	-0.011353	0.012327	0.089277	29769	2.58	0.000	0.078	0.339	0.000	0.030	0.000	0.500	1.535	15.330	16.300	174.149	0.393	0.000	0.642	0.000	0.122	0.087	6.402	0.378	2.501	0.000	0.000	0.000	0.000	0.069	0.000	0.602	0.417	0.000	0.000	1.374	0.000	0.000	0.000	0.136	0.653	0.578	0.183	0.608	5.383	0.434	0.260	0.240	0.000	0.678	0.078	42.245	15.154	0.213	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000322.spe	340.00	5.25	1	0.017524	-0.011353	0.012310	0.089277	29121	2.74	0.035	0.096	0.287	0.000	0.033	0.000	0.494	1.490	14.286	15.075	166.049	0.513	0.000	0.558	0.096	0.209	0.378	6.676	0.368	2.407	0.000	0.000	0.000	0.000	0.000	0.000	0.492	0.379	0.000	0.000	1.444	0.000	0.000	0.044	0.029	0.402	0.115	0.000	0.671	5.779	0.344	0.200	0.045	0.000	0.382	0.000	44.057	15.255	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000323.spe	341.00	5.25	1	0.017524	-0.011353	0.012291	0.089277	30126	2.88	0.000	0.128	0.316	0.000	0.049	0.016	0.267	1.376	15.245	16.683	175.399	0.487	0.000	0.670	0.089	0.130	0.148	7.077	0.467	2.661	0.000	0.000	0.000	0.055	0.000	0.000	0.720	0.308	0.000	0.148	1.593	0.000	0.000	0.044	0.000	0.483	0.177	0.000	0.766	5.933	0.523	0.041	0.238	0.000	0.416	0.039	45.764	15.890	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000324.spe	342.00	5.24	1	0.017525	-0.011353	0.012314	0.089277	32067	3.03	0.000	0.046	0.341	0.000	0.000	0.000	0.568	1.499	16.599	17.363	191.833	0.407	0.000	0.660	0.000	0.000	0.276	7.168	0.225	3.031	0.000	0.000	0.000	0.000	0.068	0.000	0.883	0.500	0.000	0.025	1.526	0.000	0.000	0.000	0.127	0.478	0.285	0.000	0.840	6.316	0.437	0.125	0.000	0.000	0.314	0.166	43.953	15.933	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000325.spe	343.00	5.26	1	0.017520	-0.011353	0.012314	0.089277	28224	2.65	0.000	0.000	0.155	0.000	0.000	0.020	0.344	1.193	12.540	13.341	159.194	0.319	0.000	0.377	0.110	0.124	0.188	7.147	0.384	2.709	0.000	0.000	0.016	0.000	0.000	0.000	0.584	0.177	0.000	0.000	1.687	0.000	0.000	0.000	0.000	0.415	0.284	0.154	0.598	5.368	0.171	0.030	0.000	0.000	0.000	0.000	43.915	15.261	0.211	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000326.spe	344.00	5.25	1	0.017522	-0.011353	0.012302	0.089277	28440	2.80	0.000	0.059	0.319	0.000	0.068	0.000	0.391	1.267	13.359	13.646	161.007	0.253	0.000	0.490	0.253	0.134	0.336	6.627	0.398	2.821	0.000	0.027	0.000	0.000	0.000	0.000	0.705	0.304	0.000	0.000	1.472	0.000	0.000	0.000	0.043	0.512	0.053	0.000	0.728	5.638	0.000	0.094	0.100	0.000	0.262	0.025	42.150	15.613	0.210	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000327.spe	345.00	5.27	1	0.017522	-0.011353	0.012344	0.089277	29802	2.83	0.047	0.125	0.318	0.000	0.000	0.016	0.428	1.510	15.456	15.613	172.698	0.201	0.000	0.361	0.119	0.152	0.362	7.094	0.474	2.644	0.000	0.000	0.000	0.000	0.000	0.000	0.779	0.269	0.000	0.000	1.676	0.000	0.000	0.000	0.014	0.343	0.018	0.030	0.716	6.092	0.000	0.116	0.000	0.000	0.368	0.000	45.871	16.081	0.215	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000328.spe	346.00	5.26	1	0.017521	-0.011353	0.012363	0.089277	29887	2.89	0.000	0.034	0.274	0.000	0.000	0.021	0.357	1.491	15.858	15.739	174.113	0.355	0.000	0.583	0.047	0.122	0.405	7.291	0.508	2.896	0.000	0.000	0.000	0.000	0.039	0.000	0.790	0.326	0.000	0.000	1.208	0.000	0.000	0.000	0.043	0.413	0.113	0.000	0.529	6.262	0.109	0.000	0.000	0.000	0.337	0.000	44.386	15.603	0.216	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000329.spe	347.00	5.28	1	0.017517	-0.011353	0.012363	0.089277	30676	2.54	0.000	0.075	0.346	0.000	0.000	0.031	0.235	1.312	16.053	16.287	181.843	0.183	0.000	0.513	0.102	0.265	0.494	7.276	0.375	2.725	0.000	0.000	0.067	0.032	0.000	0.068	0.736	0.146	0.000	0.000	1.434	0.000	0.000	0.000	0.104	0.271	0.000	0.000	0.588	6.221	0.000	0.217	0.078	0.000	0.400	0.199	45.797	16.504	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000330.spe	348.00	5.27	1	0.017520	-0.011353	0.012376	0.089277	31709	2.81	0.012	0.104	0.464	0.037	0.019	0.000	0.288	1.628	16.872	17.824	191.420	0.120	0.000	0.404	0.090	0.167	0.718	7.390	0.553	2.940	0.000	0.014	0.000	0.023	0.000	0.000	0.802	0.531	0.000	0.000	1.519	0.000	0.000	0.000	0.000	0.696	0.124	0.000	0.791	6.524	0.000	0.000	0.000	0.000	0.174	0.000	45.256	15.920	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000331.spe	349.00	5.27	1	0.017520	-0.011353	0.012366	0.089277	31686	2.81	0.000	0.075	0.378	0.000	0.048	0.000	0.322	1.594	17.830	17.720	191.514	0.219	0.000	0.395	0.046	0.000	0.466	7.657	0.495	2.675	0.000	0.000	0.000	0.044	0.000	0.000	0.868	0.222	0.000	0.000	1.889	0.051	0.000	0.020	0.059	0.500	0.302	0.016	0.780	6.640	0.000	0.125	0.000	0.000	0.224	0.000	47.073	15.609	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000332.spe	350.00	5.28	1	0.017517	-0.011353	0.012376	0.089277	31404	3.49	0.000	0.000	0.333	0.000	0.000	0.000	0.429	1.687	17.053	17.458	188.694	0.281	0.000	0.462	0.000	0.059	0.000	7.496	0.718	3.311	0.000	0.000	0.000	0.000	0.000	0.000	0.903	0.212	0.000	0.000	1.726	0.000	0.000	0.000	0.000	0.509	0.779	0.000	0.511	6.566	0.118	0.028	0.000	0.000	0.104	0.000	45.303	15.879	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000333.spe	351.00	5.28	1	0.017516	-0.011353	0.012376	0.089277	30952	2.83	0.044	0.131	0.378	0.060	0.044	0.012	0.355	1.422	16.140	16.682	181.846	0.065	0.000	0.382	0.000	0.049	0.126	7.651	0.480	2.760	0.000	0.000	0.000	0.000	0.000	0.026	0.717	0.197	0.000	0.000	1.671	0.031	0.000	0.000	0.000	0.561	0.494	0.000	0.642	6.480	0.000	0.000	0.000	0.000	0.160	0.000	47.571	16.732	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000334.spe	352.00	5.28	1	0.017515	-0.011353	0.012390	0.089277	31518	3.00	0.000	0.038	0.286	0.030	0.000	0.021	0.561	1.558	16.515	17.187	185.866	0.251	0.000	0.309	0.000	0.164	0.257	7.357	0.331	3.119	0.000	0.000	0.000	0.000	0.076	0.000	0.977	0.028	0.000	0.000	1.768	0.000	0.000	0.000	0.000	0.595	0.214	0.000	0.584	6.746	0.000	0.187	0.000	0.000	0.271	0.000	47.303	16.461	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000335.spe	353.00	5.26	1	0.017515	-0.011353	0.011987	0.089277	31867	2.84	0.000	0.119	0.318	0.000	0.036	0.000	0.343	1.384	16.177	17.309	184.985	0.232	0.000	0.508	0.000	0.112	0.546	7.379	0.198	3.342	0.000	0.013	0.000	0.000	0.000	0.057	0.772	0.180	0.000	0.000	1.673	0.000	0.000	0.000	0.000	0.555	0.000	0.000	0.618	7.357	0.000	0.000	0.000	0.000	0.123	0.011	46.812	16.975	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000336.spe	354.00	5.27	1	0.017518	-0.011353	0.011987	0.089277	31930	2.55	0.000	0.090	0.256	0.000	0.012	0.016	0.330	1.479	16.031	17.296	185.733	0.335	0.000	0.579	0.000	0.040	0.323	7.611	0.580	2.830	0.000	0.000	0.000	0.000	0.020	0.000	0.782	0.349	0.000	0.142	1.316	0.000	0.000	0.000	0.000	0.554	0.311	0.000	0.694	6.412	0.165	0.000	0.000	0.000	0.184	0.000	50.728	16.931	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000337.spe	355.00	5.26	1	0.017517	-0.011353	0.011987	0.089277	31614	2.76	0.011	0.064	0.287	0.000	0.000	0.000	0.351	1.688	16.300	17.139	180.979	0.426	0.000	0.649	0.074	0.105	0.502	7.526	0.370	2.603	0.000	0.000	0.000	0.031	0.000	0.000	0.734	0.276	0.000	0.000	1.402	0.000	0.000	0.000	0.000	0.645	0.150	0.000	0.671	6.470	0.349	0.000	0.000	0.000	0.205	0.229	50.533	16.290	0.224	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000338.spe	356.00	5.25	1	0.017518	-0.011353	0.011962	0.089277	31134	2.85	0.000	0.070	0.349	0.000	0.000	0.000	0.251	1.579	16.086	16.828	178.123	0.172	0.000	0.518	0.104	0.313	0.371	7.358	0.373	2.785	0.000	0.065	0.000	0.121	0.000	0.000	0.869	0.297	0.000	0.000	1.196	0.000	0.000	0.000	0.051	0.528	0.239	0.000	0.521	6.284	0.060	0.000	0.000	0.000	0.044	0.000	48.057	15.688	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000339.spe	357.00	5.27	1	0.017519	-0.011353	0.012010	0.089277	30320	2.79	0.000	0.024	0.298	0.000	0.000	0.000	0.327	1.474	15.688	16.075	173.853	0.405	0.000	0.402	0.000	0.177	0.272	7.180	0.630	3.007	0.000	0.000	0.000	0.037	0.000	0.009	0.834	0.239	0.000	0.000	1.305	0.000	0.000	0.000	0.000	0.705	0.696	0.000	0.602	6.248	0.142	0.000	0.000	0.000	0.011	0.000	46.110	15.676	0.218	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000340.spe	358.00	5.25	1	0.017521	-0.011353	0.012001	0.089277	31318	2.60	0.073	0.113	0.411	0.000	0.000	0.000	0.219	1.641	16.969	17.245	185.076	0.381	0.000	0.659	0.000	0.164	0.111	7.383	0.777	2.929	0.000	0.000	0.000	0.035	0.000	0.000	0.744	0.309	0.000	0.056	1.316	0.000	0.000	0.000	0.000	0.685	0.683	0.000	0.785	6.882	0.299	0.114	0.000	0.000	0.079	0.000	47.167	15.956	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000341.spe	359.00	5.24	1	0.017522	-0.011353	0.011988	0.089277	31519	3.02	0.000	0.041	0.383	0.012	0.000	0.010	0.432	1.431	16.292	17.613	184.914	0.358	0.000	0.711	0.124	0.280	0.596	7.443	0.405	2.936	0.000	0.000	0.000	0.000	0.056	0.000	0.844	0.398	0.000	0.000	1.290	0.000	0.000	0.000	0.153	0.381	0.000	0.000	0.579	6.596	0.263	0.115	0.000	0.000	0.278	0.025	46.957	16.526	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000342.spe	360.00	5.24	1	0.017519	-0.011353	0.011988	0.089277	31443	2.79	0.000	0.037	0.255	0.000	0.000	0.000	0.273	1.408	15.688	17.168	187.104	0.156	0.000	0.446	0.131	0.267	0.366	7.383	0.368	2.642	0.011	0.000	0.035	0.031	0.000	0.000	0.867	0.296	0.000	0.000	1.184	0.000	0.000	0.000	0.000	0.710	0.144	0.000	0.553	6.269	0.000	0.000	0.000	0.000	0.310	0.000	45.236	15.521	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000343.spe	361.00	5.25	1	0.017516	-0.011353	0.011968	0.089277	31673	2.58	0.042	0.133	0.315	0.000	0.000	0.000	0.436	1.459	15.566	17.632	190.805	0.085	0.000	0.564	0.000	0.135	0.353	7.687	0.569	2.956	0.000	0.000	0.000	0.000	0.000	0.000	0.976	0.216	0.000	0.000	1.402	0.000	0.000	0.000	0.000	0.554	0.143	0.000	0.661	7.466	0.072	0.105	0.060	0.000	0.356	0.167	46.167	16.132	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000344.spe	362.00	5.24	1	0.017515	-0.011353	0.011985	0.089277	32752	3.01	0.011	0.110	0.276	0.000	0.000	0.024	0.418	1.445	15.366	18.626	199.591	0.311	0.000	0.303	0.112	0.178	0.627	7.617	0.597	3.077	0.000	0.000	0.000	0.000	0.000	0.000	0.888	0.248	0.000	0.000	1.650	0.000	0.000	0.000	0.000	0.523	0.532	0.000	0.725	7.708	0.000	0.105	0.111	0.000	0.235	0.000	49.721	16.360	0.225	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000345.spe	363.00	5.22	1	0.017516	-0.011353	0.012194	0.089277	32061	2.91	0.000	0.075	0.253	0.000	0.000	0.000	0.104	1.176	14.626	17.546	192.000	0.421	0.000	0.467	0.045	0.190	0.248	7.363	0.418	3.236	0.000	0.000	0.000	0.232	0.000	0.000	0.640	0.323	0.000	0.000	1.688	0.000	0.000	0.000	0.000	0.471	0.299	0.000	0.716	7.294	0.267	0.145	0.138	0.000	0.299	0.000	48.192	16.286	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000346.spe	364.00	5.23	1	0.017518	-0.011353	0.012276	0.089277	32319	2.82	0.000	0.035	0.249	0.000	0.000	0.000	0.187	1.293	13.515	15.799	200.311	0.587	0.000	0.504	0.039	0.010	0.284	6.652	0.605	2.866	0.000	0.000	0.029	0.033	0.000	0.000	0.451	0.444	0.000	0.000	1.743	0.000	0.000	0.000	0.058	0.501	0.044	0.000	0.885	7.558	0.326	0.000	0.085	0.000	0.291	0.174	47.444	15.987	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000347.spe	365.00	5.21	1	0.017516	-0.011353	0.012256	0.089277	31171	3.00	0.000	0.071	0.223	0.061	0.127	0.044	0.258	1.191	13.675	15.260	190.167	0.353	0.000	0.322	0.000	0.000	0.508	6.799	0.374	2.896	0.000	0.000	0.047	0.070	0.000	0.101	0.762	0.307	0.000	0.000	1.539	0.000	0.000	0.000	0.000	0.696	0.000	0.000	0.812	7.638	0.039	0.000	0.000	0.000	0.144	0.000	46.570	16.015	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000348.spe	366.00	5.18	1	0.017515	-0.011353	0.012212	0.089277	31222	2.82	0.046	0.118	0.295	0.065	0.064	0.000	0.355	1.157	13.601	15.117	185.376	0.327	0.000	0.420	0.036	0.080	0.289	7.261	0.435	2.837	0.013	0.000	0.015	0.000	0.000	0.031	0.837	0.150	0.000	0.000	1.847	0.000	0.000	0.000	0.000	0.442	0.112	0.000	0.797	7.762	0.000	0.123	0.104	0.000	0.224	0.188	45.768	15.730	0.221	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000349.spe	367.00	5.19	1	0.017520	-0.011353	0.012212	0.089277	31518	2.54	0.000	0.032	0.250	0.000	0.024	0.000	0.318	1.124	12.700	14.716	187.310	0.360	0.000	0.197	0.131	0.235	0.419	6.640	0.572	3.054	0.000	0.016	0.000	0.000	0.000	0.022	0.690	0.153	0.000	0.000	1.931	0.000	0.000	0.000	0.000	0.611	0.190	0.000	0.843	7.095	0.334	0.096	0.000	0.000	0.000	0.028	48.148	16.298	0.223	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000350.spe	368.00	5.22	1	0.017521	-0.011353	0.012249	0.089277	30532	2.51	0.000	0.136	0.273	0.029	0.038	0.000	0.235	1.118	12.556	14.743	176.551	0.412	0.000	0.352	0.107	0.172	0.723	6.720	0.424	2.434	0.000	0.000	0.043	0.000	0.000	0.000	0.815	0.186	0.000	0.000	1.940	0.000	0.000	0.000	0.214	0.384	0.000	0.000	0.585	6.212	0.044	0.000	0.000	0.000	0.218	0.204	46.458	15.725	0.219	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000351.spe	369.00	5.21	1	0.017520	-0.011353	0.012249	0.089277	30645	2.66	0.000	0.037	0.105	0.022	0.000	0.000	0.168	0.907	11.054	13.979	172.787	0.368	0.000	0.336	0.000	0.130	0.365	6.980	0.419	2.562	0.000	0.000	0.000	0.088	0.000	0.000	0.455	0.234	0.000	0.000	1.877	0.000	0.000	0.000	0.000	0.136	0.323	0.049	0.596	6.204	0.163	0.000	0.000	0.000	0.096	0.000	50.168	15.757	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000352.spe	370.00	5.20	1	0.017522	-0.011353	0.012164	0.089277	30798	2.56	0.012	0.091	0.184	0.026	0.024	0.000	0.346	1.125	11.945	14.875	174.973	0.389	0.000	0.448	0.152	0.154	0.234	7.038	0.472	2.730	0.000	0.000	0.000	0.070	0.000	0.000	0.677	0.269	0.000	0.000	1.605	0.000	0.000	0.000	0.113	0.388	0.361	0.000	0.812	6.064	0.125	0.159	0.000	0.000	0.174	0.000	48.010	15.992	0.220	
C:\Data\BAS2023_Mo_batch\MI1K__xrf\XRF data\L000353.spe	371.00	5.23	1	0.017522	-0.011353	0.012116	0.089277	29257	2.56	0.000	0.050	0.092	0.000	0.000	0.011	0.299	1.140	12.945	14.382	165.094	0.446	0.000	0.520	0.091	0.018	0.251	6.892	0.218	2.843	0.000	0.000	0.000	0.049	0.000	0.000	0.641	0.142	0.000	0.000	1.826	0.000	0.000	0.024	0.000	0.404	0.103	0.296	0.596	5.131	0.251	0.158	0.037	0.000	0.273	0.012	44.718	15.433	0.213	
