"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0827216799123529,0.0180747545294186,11390.75321,93.133272,12154.1885369812,-22644.0660382103,46952.4431121728
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.0832039936595231,0.0085496115741001,7073.372392,64.24483976,12166.982221841,-22631.2224992429,46965.1869429249
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.0371329093849486,0.0130808042270477,1987.252608,27.50554815,10944.9168405108,-23858.4238730057,45748.2575540272
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.166037982124614,0.020055641009245,15892.74003,5.384076861,14364.2074726598,-20426.6641349421,49155.0790802618
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0332275075925488,0.012437900867346,4238.013215,41.30378848,10841.3235258357,-23962.4872990302,45645.1343507016
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.4003090866538,0.0386140112696064,3019.385269,15.63993365,20578.40041383,-14204.968877241,55361.769704901
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.0609883475552364,0.00979935076737147,36760.73258,176.9107347,11577.6978050443,-23222.8891779535,46378.2847880422
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.181083286484725,0.0427678236137235,6074.810846,90.83067827,14763.2939256829,-20026.5080575173,49553.0959088832
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.144729320797511,0.0780355094763976,49049.46764,602.4649613,13798.9814151365,-20993.5431026673,48591.5059329402
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.131410262218918,0.00992088274764029,51904.82693,633.5042142,13445.6847507081,-21347.9550780928,48239.324579509
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.164416048385158,0.0221821228733235,34127.39087,180.3909133,14321.1846286133,-20469.8071040941,49112.1763613206
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.320331637901964,0.0521155378387738,29114.97389,241.7735926,18456.9467309899,-16326.7842467342,53240.6777087141
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.461435399837473,0.0514405178974456,24845.10488,215.0112593,22199.81550328,-12584.8148909013,56984.4458974614
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.541551596409504,0.0813820606797016,27055.53366,347.4235335,24324.9495620103,-10463.3506336495,59113.24975767
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.688644489536627,0.201655044349903,70333.76898,854.1412459,28226.6839223099,-6574.30825846883,63027.6761030886
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.593663475842797,0.0671905172545221,107255.388,1659.164889,25707.2509515747,-9084.6641543982,60499.1660575475
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.291407193848076,0.0300527486595399,46161.88967,524.1315649,17689.7070988203,-17094.7161937326,52474.1303913733
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.611687155778378,0.0646441864788834,28337.51625,150.1728069,26185.340747816,-8608.04982274074,60978.7313183728
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.213757549524599,0.0480937970677107,68261.38783,1004.21079,15629.9999377128,-19157.7569192821,50417.7567947077
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.150564855573485,0.0275482913431803,23779.92504,84.31463012,13953.7727586344,-20838.2830130446,48745.8285303134
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.678443373297186,0.0903210596677084,58747.48129,702.1728764,27956.0926999968,-6843.77060262706,62755.9560026207
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.289582415546689,0.0311862781457737,49872.72804,195.5233093,17641.3036712509,-17143.1732996509,52425.7806421528
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,2.11122385001929,0.29932355215321,73040.17367,1106.313667,65961.523811898,30643.7814648108,101279.266158985
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,1.07949347247628,0.160269254238297,74836.34761,1508.582346,38594.206608167,3722.10667341208,73466.306542922
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.985713205038771,0.120762385565505,65108.07757,794.4594063,36106.6242104044,1256.52909039885,70956.7193304099
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.74931292497391,0.0771155826481824,88890.89611,1660.843449,29835.9535076643,-4972.51753431252,64644.4245496411
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.2374679626441,0.096078149299247,76198.44633,424.3239232,16258.9340187449,-18527.5769986421,51045.4450361318
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,1.69027085595219,0.682673721946787,244762.4318,2521.469387,54795.4727124533,19704.2748991178,89886.6705257889
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.575762571332736,0.126393949024666,33059.50476,411.0830407,25232.4178530987,-9558.14639262871,60022.9820988261
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.527856831062724,0.143732981314804,19940.78074,195.2603694,23961.68703196,-10825.823754143,58749.197818063
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,1.43597597143146,0.161210826092423,91742.56196,2210.042469,48050.1360242595,13066.0557676685,83034.2162808505
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.915286441779178,0.219167269348178,63330.72521,818.7355802,34238.5086525904,-597.110758745788,69074.1280639266
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.829212799019265,0.0909861913753162,69886.15056,651.9486024,31955.3494711182,-2864.96882009739,66775.6677623337
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.618946493730616,0.156181217901675,54047.68966,417.3743136,26377.8993937106,-8416.11813555206,61171.9169229733
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.673403130161183,0.19592067187738,40132.04847,295.2089979,27822.3969828896,-6976.92222979796,62621.7161955771
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.940001033642607,0.168024111558699,54152.91453,901.2653807,34894.079225881,53.5802904525408,69734.5781613095
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.0905597155873309,0.1127328423924,20119.39045,302.8601579,12362.0975151797,-22435.3571503132,47159.5521806726
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.739371860346429,0.13404348999507,51021.42539,1449.62635,29572.2603229672,-5234.89551630594,64379.4161622404
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,1.0339958959543,0.150291645847539,34088.22199,467.7014564,37387.3538918176,2526.31860508223,72248.3891785529
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.383671696243627,0.0822725343329765,28823.89617,530.2032916,20137.0828460738,-14646.1738274629,54920.3395196105
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.448312395698123,0.0604652837404012,30935.30845,285.0900353,21851.7193099677,-12932.528051481,56635.9666714163
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.364844799473502,0.0662111855589874,34349.06054,445.4522315,19637.6872025173,-15145.5610574083,54420.9354624428
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.363166646995915,0.0565864856800114,29282.54803,328.5573862,19593.1731199914,-15190.0805242041,54376.4267641869
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.367193314618594,0.075041685989928,32219.65007,365.8178032,19699.9830894394,-15083.2593211917,54483.2255000704
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.551055332200547,0.0962087379441035,16700.79088,224.4526933,24577.0423157715,-10211.8449910225,59365.9296225655
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.378864262737884,0.0961505610800055,37075.7818,437.2164977,20009.5625553552,-14773.679955094,54792.8050658044
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,1.58229542858362,0.225272668200138,29511.5462,32.1048001,51931.3544938533,16888.3949828983,86974.3140048082
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.388768628188269,0.174259650145155,35173.56997,618.3618955,20272.2822705853,-14510.998418092,55055.5629592626
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.300075495161314,0.0369436046863341,30813.78663,1575.735471,17919.63941139,-16864.5451041963,52703.8239269763
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.373731792300875,0.047188438989717,13189.89932,129.6827163,19873.4204492917,-14909.8160349264,54656.6569335097
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.130120057238328,0.0186842381822985,10103.92743,578.8562016,13411.4612270722,-21382.2899980859,48205.2124522303
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.483439449297913,0.07100305851285,33521.67785,153.1315042,22783.4871819065,-12001.923234314,57568.8975981271
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.426671594137679,0.139202982666957,19102.04921,190.2959459,21277.6830174064,-13506.0667960881,56061.4328309008
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.603455945565189,0.272556068085379,17067.4608,48.08420766,25967.0025600703,-8825.6998253182,60759.7049454589
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,1.07000379303758,0.256179567274988,32079.57549,646.9348498,38342.4867082654,3472.75506096525,73212.2183555655
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.965415132920008,0.331231706174845,40180.34818,163.829273,35568.2046868644,722.462133297173,70413.9472404317
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.245809700671314,0.0400784844285134,14682.28264,138.0134568,16480.2040284201,-18305.9163292731,51266.3243861134
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.368575817346345,0.0470855282376843,16189.75967,153.8027168,19736.6548706614,-15046.5850161787,54519.8947575014
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.890385049104201,0.115896726630915,16934.94085,255.7176068,33577.9830666581,-1252.93919584582,68408.9053291621
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.707278703618631,0.164579475862222,17138.00234,174.8076238,28720.968532635,-6082.18138876156,63524.1184540316
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.130594667359459,0.0137011000038857,13667.24784,118.9050562,13424.0505682565,-21369.6596100994,48217.7607466125
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.24461899063775,0.0471519285716569,11986.74089,38.35757086,16448.6196727634,-18337.5549306794,51234.7942762062
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.283322733406586,0.028321083371267,14179.20706,59.55266965,17475.2615439166,-17309.4085844328,52259.9316722659
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.785519400608791,0.0546460325275748,35487.97724,670.7227699,30796.353748945,-4017.20458436348,65609.9120822535
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.607179053129661,0.110584408377921,25321.34917,194.9743886,26065.7604021561,-8727.25027084126,60858.7710751535
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.60185913444454,0.175238081966593,30348.25974,264.0298597,25924.6461097763,-8867.9255666236,60717.2177861762
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.496796587422656,0.083066844631704,27170.31131,309.741549,23137.7939309861,-11648.1741668664,57923.7620288385
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.222524031644431,0.0142899021833543,13872.977,234.4533113,15862.5365598346,-18924.7363253501,50649.8094450192
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.19698887578328,0.0254344885959359,10017.06936,131.2236086,15185.1999944782,-19603.558912794,49973.9589017504
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.241841066693528,0.0241680385716657,18126.438,242.8942692,16374.9334390301,-18411.3696844283,51161.2365624885
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.266176272951862,0.0493797580796936,18736.05749,219.2118727,17020.4405631646,-17764.8301943771,51805.7113207064
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.194558346817857,0.0329413305570109,13972.31801,76.84774904,15120.7286377968,-19668.1838261428,49909.6411017365
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.821262785725769,0.0690594785704349,29131.62831,367.0585168,31744.470213986,-3074.56759673507,66563.508024707
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.594421722616241,0.120380753859739,22528.01628,74.34245371,25727.3639388621,-9064.6109072227,60519.3387849468
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.251110034880841,0.0250060049498678,16524.5867,115.6721069,16620.7988298869,-18165.0861896157,51406.6838493896
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.134538828180619,0.039134129699418,17616.22911,348.8013364,13528.6719912995,-21264.7001791924,48322.0441617914
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.175591852595757,0.0372594692539474,15409.2047,118.6508762,14617.6300813164,-20172.552960596,49407.8131232287
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.492370013834858,0.147131152816769,17175.5766,190.6489003,23020.3761965278,-11765.4000392238,57806.1524322793
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.233766253487662,0.044474686599413,29105.71327,436.5856991,16160.7437833062,-18625.9485373926,50947.436104005
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.112329442594434,0.0531037992468421,12943.05626,174.7312595,12939.5536388046,-21855.7940854298,47734.901363039
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.0696842289374881,0.0169737306026167,7988.703067,69.50171668,11808.3616968266,-22991.271867487,46607.9952611403
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.0596451516202559,0.0201848401635438,12805.9724,112.6925571,11542.0686619857,-23258.6679896379,46342.8053136094
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.0524785400462437,0.0149897341988903,6997.205183,47.58099524,11351.9696433943,-23449.5764192281,46153.5157060167
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.15366933525048,0.0243060523103748,14513.69839,79.82534112,14036.1210949073,-20755.6902496358,48827.9324394504
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.187981855456161,0.0701062683518091,10760.96847,63.48971398,14946.2829404512,-19843.0555692202,49735.6214501226
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.0697478180860305,0.0123177134301045,3223.639501,23.21020441,11810.0484402208,-22989.5782513145,46609.6751317561
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.0698862076976538,0.0172955217125908,11941.27554,120.606883,11813.7193143963,-22985.8924248279,46613.3310536205
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.112287477995967,0.0271183629788389,10687.50441,196.6500812,12938.4405006218,-21856.911122713,47733.7921239566
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.0522761106949757,0.00754085002252266,6996.743289,76.26450185,11346.6000736035,-23454.9691172893,46148.1692644963
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.0772190112581585,0.0262998849408243,9342.936185,56.05761711,12008.2266831828,-22790.6025356737,46807.0559020393
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.19051108050169,0.0441476449488812,13791.08364,99.29580218,15013.3722746486,-19775.8005600157,49802.545109313
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.0836286862284939,0.017668329335355,11345.31869,169.0452485,12178.2474675894,-22619.9134239488,46976.4083591276
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.069888988079514,0.0117980929865258,8584.603441,67.81836719,11813.7930658278,-22985.8183730598,46613.4045047155
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.150646247538206,0.0528839811896264,7683.311513,116.786335,13955.9317332704,-20836.1175862888,48747.9810528297
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.0578001888901683,0.0145525494411667,9567.109814,296.5804042,11493.1298293582,-23307.8134483659,46294.0731070822
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.101810946603984,0.0154261932497624,5459.728289,96.63719072,12660.5437128176,-22135.800950722,47456.8883763572
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.147458597400166,0.0348197076918259,11114.88978,65.5778497,13871.3772465934,-20920.9265287626,48663.6810219494
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.12912110142995,0.0305049213743589,13675.84016,83.42262495,13384.9632765655,-21408.8746057663,48178.8011588974
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.13088590935516,0.03487301985062,12238.61735,116.2668648,13431.7759510241,-21361.9090789043,48225.4609809524
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.0495191761945198,0.010064899729819,16448.97625,47.70203112,11273.470598475,-23528.4150340691,46075.356231019
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,0.0448409516005816,0.0247110104597578,12270.07289,93.25255394,11149.3776579167,-23653.0511331223,45951.8064489557
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,0.0370770383958641,0.00888921198120163,5685.831956,159.771878,10943.4348263004,-23859.9125743925,45746.7822269933
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.0416385199833232,0.00592599685951708,5669.96572,48.19470862,11064.4310829196,-23738.3740133268,45867.236179166
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,0.0259261479594642,0.00563132841068374,6876.421266,98.3328241,10647.6502276112,-24157.0540563064,45452.3545115288
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,0.0288214607503484,0.00655645184652427,5833.148328,24.49922298,10724.4502766132,-24079.8974411897,45528.7979944162
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.196175148125104,0.0787491936462073,7738.954402,137.7533884,15163.6153407513,-19625.1947420244,49952.4254235271
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.111982730599208,0.0224152913316316,11631.52569,126.78363,12930.3568783348,-21865.023079128,47725.7368357975
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,0.0293328483298647,0.00795588334968055,5101.984158,48.97904792,10738.0151637265,-24066.2698852193,45542.3002126722
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,0.0984403292283883,0.010837145608705,9470.00065,204.552014,12571.1359015346,-22225.5365641412,47367.8083672103
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.0755500690830905,0.0147295633954511,8155.795786,28.54528525,11963.9569099029,-22835.0487273978,46762.9625472037
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,0.147685337366479,0.035859500476262,12716.46571,133.52289,13877.3916712105,-20914.893884925,48669.6772273459
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,0.170509965653507,0.0181475655288896,13604.27869,288.4107083,14482.829735248,-20307.7155192236,49273.3749897195
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,0.0931643284231566,0.0256161333954348,9836.302432,67.87048678,12431.1865593937,-22366.0071353214,47228.3802541087
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,0.0819113194787141,0.0161997260212862,11924.50104,189.5995666,12132.6932010684,-22665.6453231018,46931.0317252387
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,0.0830786842491913,0.0164864077095991,11671.94395,447.0354534,12163.6583084855,-22634.5593571753,46961.8759741464
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,0.0466203633292619,0.00889870403923113,3792.695713,111.8845235,11196.5777077309,-23605.643569259,45998.7989847208
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,0.216055438950969,0.0239254197868891,14268.60462,18.54918601,15690.9529446218,-19096.6744038515,50478.580293095
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,0.189278806983401,0.0503058457373862,10730.82606,209.2511082,14980.6854206112,-19808.5678484581,49769.9386896805
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,0.353837813182768,0.0435910707502028,19294.05726,55.95276604,19345.7197545945,-15437.582125396,54129.021634585
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,0.297153227686345,0.0367695628602412,21529.71781,161.4728836,17842.1243719162,-16942.1376473627,52626.386391195
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,0.198017442803497,0.0183795606250698,23564.0081,197.937668,15212.4834015778,-19576.2111565372,50001.1779596929
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,0.141618778810196,0.0324136393763857,19367.63702,404.7836136,13716.4722721518,-21076.3070602422,48509.2516045457
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,0.117977730480508,0.0324035699526939,28458.15526,623.2336001,13089.3781371433,-21705.4505054333,47884.2067797199
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,0.203397928917949,0.0578184176224581,22717.61164,131.7621475,15355.2042842906,-19433.1598045631,50143.5683731443
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,0.237225867730317,0.0597181629753572,10907.12191,205.0538919,16252.5122941906,-18534.0104313222,51039.0350197034
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,0.227364817165,0.0232052499314018,13769.49752,214.8041612,15990.9415343708,-18796.0758433922,50777.9589121338
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,0.0579766911170927,0.0217325304019975,32678.58936,69.15812421,11497.8116653655,-23303.1117926224,46298.7351233534
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,1.03923653159656,0.317761356003309,48738.7654,1007.282625,37526.365150081,2664.09272733758,72388.6375728245
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,1.42615643072949,0.466889048504849,40886.55616,685.9688045,47789.6663404786,12809.2692564629,82770.0634244943
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,0.564731041389849,0.223576236701102,18707.63044,91.41985794,24939.7993688893,-9849.98926192803,59729.5879997066
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,0.486752658920329,0.200492088212665,35630.07615,399.9479647,22871.3722153152,-11914.1706016125,57656.9150322429
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,0.276330438234369,0.219079926714402,13008.32214,299.9003674,17289.7863809036,-17495.1160277668,52074.6887895741
