"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00110535866171565,0.00043457682270521,1557.061769,23.70865277,8846.1570381078,-3594.03177627562,21286.3458524912
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00095256488493045,0.00026751862317572,1397.543318,16.95048652,8795.81274092803,-3644.51003717297,21236.135519029
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00134011621405697,0.00035908885288464,2547.021617,33.02866289,8923.5077275726,-3516.47812805686,21363.4935832021
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00306932834846386,0.00053467863323521,6361.863436,96.22229039,9493.26895354073,-2945.32897729785,21931.8668843793
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00565597208931385,0.00078855174274732,8442.247188,102.4072847,10345.546866473,-2091.32695407088,22782.4206870169
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0042312418661029,0.00062832502099639,8467.75867,27.42631931,9876.10993476368,-2561.66132187243,22313.8811913998
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00580533454358538,0.00065012494776174,10818.31417,94.24288942,10394.760571007,-2042.02658224516,22831.5477242593
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00445213008691055,0.00034665746965793,6975.196896,67.76762951,9948.89079315874,-2488.73293918172,22386.5145254992
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00386383929928701,0.00036955030931482,7326.374157,349.9533771,9755.05380016475,-2682.96964956229,22193.0772498918
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00686036694843217,0.00134488837236492,5816.665099,70.73844961,10742.3851015438,-1693.82995630658,23178.6001593941
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00901647550376912,0.00149240466299286,9084.977882,46.04204392,11452.8051994403,-982.459143930368,23888.0695428109
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.005783137500884,0.00099395456670841,6626.492173,12.55357407,10387.44682736,-2049.35311664421,22824.2467713642
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00528310965146769,0.00068442184614293,9905.624178,61.39912548,10222.6917491178,-2214.40456638332,22659.7880646188
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00554632021120713,0.00057622174136483,7180.738417,69.86799065,10309.4174713244,-2127.52087043016,22746.3558130789
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0063741776472636,0.0012115203337886,6732.62029,14.01324671,10582.1897115309,-1854.28025942944,23018.6596824912
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00579470935066301,0.00105663848189103,6605.365982,65.89419971,10391.2596570213,-2045.53361497907,22828.0529290218
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00585273139724728,0.00127655194384291,7089.603048,60.94161611,10410.3774458324,-2026.38249966303,22847.1373913277
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00480162174710457,0.00070953843520539,5586.311354,64.02588147,10064.0454308204,-2373.35117410172,22501.4420357425
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00425606046304062,0.00047561982776683,5350.125775,88.24884284,9884.2874590458,-2553.46706856043,22322.041986652
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.0057777168134583,0.00073043433529231,5647.265231,93.13022455,10385.6607552802,-2051.14231704586,22822.4638276063
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00461319988461058,0.00065024658948136,5488.24581,18.21293292,10001.9619714011,-2435.5561278042,22439.4800706065
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00396506328888002,0.00055006181618535,6436.237221,74.4489504,9788.40627512161,-2649.54684255413,22226.3593927974
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00757254609955403,0.00099732764609818,5642.915643,47.45052762,10977.0422949432,-1458.82628764936,23412.9108775358
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00528286283381571,0.00074435429079122,6500.001765,157.0216455,10222.6104247243,-2214.48604096295,22659.7068904116
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00563207260885263,0.00112655407146847,6176.904031,61.73924486,10337.672183537,-2099.21563525909,22774.5600023331
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00604868400506224,0.00132058524045542,6093.055388,99.46457719,10474.9422241142,-1961.70674071666,22911.5911889451
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00517666201049774,0.00109175047749196,9697.311696,71.12002695,10187.6181238443,-2249.54332060809,22624.7795682968
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00611083762224602,0.00145557835625679,7288.66125,112.260405,10495.4213315762,-1941.19293770001,22932.0356008523
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00835340521751641,0.00180090907846328,5866.599826,19.40433341,11234.3289745276,-1201.19650515397,23669.8544542092
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00773489487311056,0.00192213285475778,6764.508083,155.9717551,11030.534885248,-1405.25919426943,23466.3289647655
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00641197684946031,0.00067684585879001,8457.047616,112.1937561,10594.644238859,-1841.80537895974,23031.0938566778
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00854663267362037,0.00140735233157497,7198.222186,31.09232618,11297.9958376556,-1137.45067862702,23733.4423539382
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00355622194700902,0.00082557381113979,6524.805309,142.7736565,9653.69640376695,-2784.54474952412,22091.937557058
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00541798513683639,0.00078762662715822,6240.983611,108.9028532,10267.132116131,-2169.88270379239,22704.1469360543
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00688987296482145,0.00117711627722223,7771.356271,103.9511198,10752.1070921179,-1684.09297553277,23188.3071597686
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00533856261647507,0.00084051265096848,6196.60628,108.1773992,10240.9630466049,-2196.09962372612,22678.025716936
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.00827571880449052,0.00111668120576342,6725.623999,76.79365852,11208.7319381398,-1226.82595260938,23644.289828889
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.00727152279044889,0.00112786497680553,5960.306307,73.5430348,10877.8575817272,-1558.15354377559,23313.86870723
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.0114817390030856,0.00163078334033496,6654.679504,148.2965685,12265.0893175984,-169.447515662783,24699.6261508596
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.00704343243529131,0.00083604258326921,6154.781584,212.2812892,10802.7036790913,-1633.41926130646,23238.826619489
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.0046433289653538,0.00070754902090657,4314.171561,119.5885434,10011.8892565734,-2425.60926500147,22449.3877781482
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.00862291889888752,0.00195251667276701,3366.405358,43.51758987,11323.1315236526,-1112.28446665002,23758.5475139552
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.00523304675039133,0.00115948746017495,6376.14109,151.4025643,10206.1964335198,-2230.9304234415,22643.3232904812
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.00757403836937067,0.00098204991167097,6975.754499,274.4419208,10977.5339856174,-1458.33390458745,23413.4018758222
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.0130468402740703,0.00278926097265348,6849.57438,146.3509218,12780.7773590928,346.503306074665,25215.0514121108
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.00805872531234361,0.00086748691858722,7954.492393,112.904805,11137.2343609179,-1298.41607804013,23572.884799876
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.00797770572250544,0.00106192063177536,6910.359074,99.46866164,11110.5390700886,-1325.14668577126,23546.2248259484
