"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.32229598269348,-6.51209002195668,-0.302742141476696,-4.82395176455293,0.828682386620603,-0.457523575769341,2.11488834901055,0.834593397794122,-0.545712804528263,2.21489960011651
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.31632574152516,-6.99497985465426,-0.272851907643074,-5.80727972726725,0.835659155766071,-0.450521457873459,2.1218397694056,0.841506185114536,-0.537418146985061,2.22043051721413
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.12736858521983,-7.14327617959414,0.557321332541838,-5.39446489683244,-0.112118082709246,-1.40460434861215,1.18036818319365,-0.0975792769528321,-1.66574859778253,1.47059004387686
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.70291331440332,-7.11189521419194,0.158035995347025,-4.40066167346688,0.383896459011084,-0.904571975717613,1.67236489373978,0.393886466466897,-1.07488319219871,1.86265612513251
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.58425640728806,-6.55004501221637,2.70737906727561,-2.98298557894521,1.69114867443928,0.405695497477023,2.97660185140153,1.68915026995182,0.478040264476864,2.90026027542678
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.0591491032681,-6.50943669035723,1.56624775644835,-3.27735071370475,2.30478426024887,1.01694432700174,3.592624193496,2.29715839068703,1.20390247963043,3.39041430174362
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.41468580331101,-6.35811977071925,1.85250594746283,-3.8282563326357,1.88930732908177,0.603348630122315,3.17526602804123,1.88549167192192,0.712709747248354,3.0582735965955
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.29608226671114,-7.72138067519438,0.437681308376675,-4.53856386671942,0.859315495015641,-0.426781502870768,2.14541249290205,0.8649455792814,-0.509294614357498,2.2391857729203
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.49579543714895,-7.15374962379959,1.40336231461165,-3.71154846556688,0.62593251329494,-0.661147018241774,1.91301204483165,0.633702881809137,-0.786841500359431,2.0542472639777
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.07529548430377,-6.99937396952944,0.713556964185686,-4.42355963189666,1.11732490666232,-0.168094459019632,2.40274427234426,1.12058886519078,-0.20271097856486,2.44388870894642
