"Location","Site","Section","sample","min_depth","max_depth","midpoint","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.1931027454152,-9.49535932700848,3.28047752852584,-0.76892883376751,4.25745996376471,3.40292440093558,5.11199552659385
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-9.98469760796167,-12.2872827009557,3.22105825962403,-1.67688267393337,3.53204399361999,2.66687491185836,4.39721307538162
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.32037718847183,-10.6209274256651,3.83739375220028,-0.65563963789172,3.96452960531602,3.10663125350368,4.82242795712835
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-5.10273808308219,-7.40532251818993,4.80370016784794,-0.174803375279016,4.80065623118417,3.94896326257247,5.65234919979587
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-4.70351216706077,-7.00609714972082,5.01434956763412,0.953145772105413,4.90439795211334,4.05274317150477,5.7560527327219
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.61547191696741,-7.91805728460445,4.97818920065822,0.87431295469437,4.66741866275184,3.81543883032411,5.51939849517957
"Bird Island","BI10","BI10.2",45,44,45,44.5,-4.74881494675564,-7.05140050153936,5.11122645283105,0.959546236605112,4.89262569951196,4.04097474219307,5.74427665683084
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-5.0107779042646,-7.31336239717326,4.70858561298687,0.727265684166521,4.82455274397213,3.97288294607153,5.67622254187272
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-5.76481578622492,-8.06740183586031,5.03673035693971,0.667493795763234,4.62861058595814,3.77649694074078,5.4807242311755
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-4.22913196615583,-6.53171692183467,4.58307553783376,0.164149271467765,5.02766905361658,4.17584883847136,5.8794892687618
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-4.56188983969226,-6.86447454962922,5.12420449095423,0.670393547395899,4.94119953080247,4.08951933101891,5.79287973058603
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-4.62860105740874,-6.93118666225668,4.74493052053587,0.424757633429026,4.92386414185739,4.07219845798083,5.77552982573395
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-4.64607760082322,-6.94866269381727,5.34661758690507,0.966617242496849,4.9193227365604,4.06766010700852,5.77098536611229
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-4.66365591561615,-6.96624069054129,4.87490594640391,-0.340358866591808,4.91475488523996,4.06309501432993,5.76641475615
"Bird Island","BI10","BI10.3",95,93,94,93.5,-4.06326330784868,-6.36584851717035,4.78638501391686,0.72780538107135,5.07077121550147,4.21883915337318,5.92270327762975
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-3.96387303371062,-6.26645839000915,4.7221214785087,-0.0696101644730695,5.09659849191042,4.24458601020255,5.94861097361829
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-4.37393545671752,-6.67652054971157,4.84528705056754,-1.11894466459632,4.99004082682929,4.13829538241363,5.84178627124494
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.26172298379858,-7.56430826960607,4.54763367627891,0.390914586845132,4.75934286313822,3.9075895430249,5.61109618325155
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-5.73035152665836,-8.03293538734298,4.51904296521713,-0.901140281741689,4.63756637127793,3.78548561750373,5.48964712505213
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-4.99552276578682,-7.29810815428124,4.61311637523697,0.0252757264488745,4.82851690124546,3.97685011510175,5.68018368738916
