"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.132074683298592,0.109995327760025,0.738789575,0.008034972,3.22764288739874,-9.76680317795761,16.2220889527551
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.137436476220766,0.0701085996441509,0.761205508,0.003005595,3.45455854012021,-9.53830480403183,16.4474218842723
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0633200765289696,0.0654960021524796,1.745989306,0.00454165,0.317889247302703,-12.7078614154895,13.3436399100949
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0969399192558283,0.0658134341109337,1.171208352,0.012269219,1.74070968581847,-11.2671848737249,14.7486042453619
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.256496397867457,0.0987218355076983,14.98993637,0.050641414,8.49327604106987,-4.49656119767344,21.4831132798132
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.424896452323413,0.0970340644961766,4.788646274,0.037728077,15.6201100739871,2.52995055042831,28.710269597546
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.315431777602712,0.118441886892076,6.375776882,0.021747503,10.9874716124257,-2.02360188123631,23.9985451060876
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.108938955500548,0.0621294757556127,17.04437568,0.072771457,2.24851914079369,-10.7541826475756,15.251220929163
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0620498564418949,0.0612516009313258,5.701846016,0.226259322,0.264132449093195,-12.7623882195388,13.2906531177252
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.137716914499441,0.0329299719051452,1.54911114,0.010688746,3.46642692742597,-9.52635706121855,16.4592109160705
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.116194929045852,0.0613054784225787,4.068857773,0.02443965,2.55559813415676,-10.4442652997624,15.5554615680759
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.178988071044792,0.0714085311212725,2.041238975,0.011991471,5.21305749708646,-7.77176401470661,18.1978790088795
