"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,20976.5833333333,68717.5833333333,1.46333333333333,0.00084739823926741,0.0091031670772761,0.0025668736522366,0.00163285217570372,0.940001033642607,0.00719364624214121,0.00607283088425025,0.00484695633575589,0.00237012590293268,0.00137543303221093,0.0162052583156417,0.019300897178482,0.167321740782424,0.167321740666667,0.00026854775056789,0.00099115233670582,0.00075990959064789,0.00052481085602196,0.168024111558699,0.00221895543685083,0.0008658650313942,0.00104114794512255,0.00116899125052173,0.00183501268774351,0.00266829174377333,0.00229484503200555,0.0049639066132996,0.00496390663497741,2439.861236,8103.945816,859.4671757,81.91402797,54152.91453,19.75221569,13.25060411,94.26813549,136.8739771,9.248141245,135.6264282,16.48531144,27.91782393,757.6437819,176.7489113,5.986441722,0.649961199,901.2653807,0.192516402,0.079029689,0.602079612,1.421346544,0.206388311,2.715802678,0.237707627,2.791782393
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,23372.4166666667,56698.3333333333,1.36083333333333,0.000172348131751,0.00595668961506899,0.00108746215569861,0.00146927596038475,0.0905597155873309,0.0010107691118554,0.00521753302809596,0.0029767126039971,0.00035152567590146,0.00055831848669598,0.00698570583190413,0.0187985270476524,0.145414416258405,0.14541441625,0.00016859596898757,0.00096891917588673,0.00043426618595485,0.00058212843963212,0.1127328423924,0.0012792228137163,0.00094567436660044,0.00078203175712485,0.00064583477753529,0.0009173297238958,0.00209571231832595,0.00143714601939357,0.00486668234967002,0.00486668227117756,4192.532888,7585.017065,1453.514493,274.0987451,20119.39045,2.860665218,5.370449412,19.4548787,47.14281535,20.02750394,151.7312933,23.6965254,19.69837052,1214.507924,119.0582216,20.57369583,7.474758189,302.8601579,0.027058096,0.073763255,0.169805204,0.412457182,0.356503119,1.325348387,0.126505307,1.969837052
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,19958.5,62693.6666666667,1.37083333333333,0.0006076211164119,0.0070839201526525,0.00216250752854358,0.00177390226680175,0.739371860346429,0.00883472041935729,0.00578391287033196,0.00459437948739056,0.00163238682435077,0.00135657832301664,0.00936776828331798,0.0197516945708845,0.168186230527897,0.168186230416667,0.00036168097855275,0.00089081976073168,0.0008659553470021,0.00052661988567344,0.13404348999507,0.0026755781410028,0.00117693867364584,0.00121742433229232,0.00176668767124818,0.00221007493547495,0.00336653386331109,0.00300614383854861,0.00387045174829766,0.00387045173057498,2645.007056,7317.516566,1096.289357,78.69369569,51021.42539,7.991640436,10.48748493,71.22393581,61.90931635,10.62373635,121.4529542,19.25420696,22.2896321,831.194612,219.0972257,31.68024497,2.21352713,1449.62635,0.149589066,0.170240055,1.506837827,1.442324435,0.249305115,1.405222576,0.306869951,2.22896321
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,22354.6363636364,75136.6363636364,1.41909090909091,0.00043757936196949,0.010911135434917,0.00118876502626255,0.001215748149899,1.0339958959543,0.00745302059356107,0.00629632587445068,0.0063386308971088,0.00848029784947568,0.00103067296409959,0.0111862618515734,0.018247730915478,0.17035761385014,0.170357614,0.00024682862559979,0.00195019597595264,0.00055233467618748,0.00065630558991542,0.150291645847539,0.00243755883884271,0.00094402316947848,0.00083166480207623,0.00203382722058575,0.0014064825264406,0.00253212284669829,0.00181704744112789,0.00565766349197849,0.00565766346754796,1279.071246,7179.414733,439.7704209,60.23512043,34088.22199,18.03152781,13.21962289,87.44578681,97.22108231,4.89161886,127.9383347,10.69155001,18.54037683,462.2106416,219.243921,9.598344787,1.406740407,467.7014564,0.074044402,0.067443449,0.43151217,0.698201201,0.051066703,0.485558929,0.147620518,1.854037683
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,21988.7272727273,61169.8181818182,1.36090909090909,0.00111592805699044,0.0104699099005358,0.00305346586330625,0.00174050261519258,0.383671696243627,0.00467631458751681,0.00557066896203872,0.00528399280129642,0.00016626366964502,0.00225114922074375,0.0236552169207804,0.0204090667254604,0.159016234606045,0.159016234727273,0.0003161640096692,0.0011125546970753,0.00055818976851827,0.00055402285925299,0.0822725343329765,0.00199302497551682,0.00116665981148763,0.00142573670287769,0.00028329358728764,0.00249493427549662,0.00357742465340749,0.00377989216098428,0.00334601617455177,0.00334601616291354,2999.419337,9461.06745,2545.357841,321.8666456,28823.89617,10.38688508,11.44865692,55.06983208,72.67126101,11.2517643,230.1968823,30.86414748,28.24074713,967.0211811,314.1395737,41.02197568,8.368333361,530.2032916,0.082678757,0.089667997,0.437392273,0.475237559,0.064356608,2.48800676,0.245132518,2.824074713
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,22061.1818181818,63203.9090909091,1.35818181818182,0.00117057241952479,0.0104900579829948,0.00300168039414657,0.00173883457241406,0.448312395698123,0.00586637091986344,0.00572417268429732,0.00546769431093493,0.00149448107260644,0.00149645233886124,0.022209902771222,0.0211542314071017,0.165370381081122,0.165370381,0.00036715381114519,0.00108829370638291,0.00063298892142111,0.00048726236659918,0.0604652837404012,0.00220331498348297,0.00082607873282893,0.00101011249112253,0.00097232817267693,0.00174972408056261,0.003421784134135,0.00290292282425279,0.00399401925977496,0.00399401919004644,1873.201141,8311.822141,713.4399266,107.9334325,30935.30845,11.60935571,13.02193372,79.709217,70.91847569,7.62089899,147.1050077,14.88976145,17.98134036,661.8703278,243.7283369,14.05510364,2.989644718,285.0900353,0.11557168,0.068041373,0.911979751,0.98294395,0.13765217,0.981019187,0.24262062,1.798134036
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,22085.6363636364,61768.4545454545,1.39090909090909,0.00060910337870572,0.00827134495053885,0.00232724784061523,0.00143338925441207,0.364844799473502,0.0062984524225124,0.00565970619119023,0.00529496445336256,0.00101477817667004,0.00116318162587657,0.017505364874238,0.023167242444178,0.160143112182579,0.160143112272727,0.00037879089395801,0.00069561543264473,0.00066652973596747,0.00042633748771967,0.0662111855589874,0.00159909079050823,0.0010713831898684,0.00102218856732277,0.0008293128945301,0.00136213105856265,0.0020932093193444,0.00232098629557878,0.00417085185927691,0.00417085182457121,2896.949952,4039.228505,623.497368,98.07001331,34349.06054,11.06017577,10.69111482,49.32777324,61.6011836,14.21907028,90.62519465,13.96627653,22.4464389,901.8791875,118.4041127,13.29859263,1.92257992,445.4522315,0.081390222,0.081670324,0.323555772,0.476706737,0.130453023,1.806865583,0.338131722,2.24464389
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,23326.7272727273,64589.3636363636,1.37363636363636,0.00090728805691167,0.00793486873479463,0.00242152271472336,0.00125876624321217,0.363166646995915,0.0038109035653932,0.00587994269330858,0.00447535035422318,0.00072062029101827,0.00136147259861031,0.0106427110873124,0.020762952366187,0.156258753439527,0.156258753454545,0.00050204960372601,0.00105067372849682,0.00070075847876426,0.00057696965437402,0.0565864856800114,0.00105893040964964,0.00083366271430428,0.00117807736241732,0.00106741223127361,0.00115523521818285,0.00168155051885697,0.00285885279114382,0.00482245861054406,0.00482245865986856,3339.764406,5046.388886,1578.677596,53.48002201,29282.54803,14.40052097,10.27959403,49.65090616,63.26427197,15.34553868,90.09213851,36.05342738,24.93876512,1047.00677,101.3494984,31.2176272,1.120701616,328.5573862,0.07942808,0.051458834,0.322927713,0.563265912,0.315986762,1.320509697,0.617087304,2.493876512
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,23291.1666666667,65346.8333333333,1.34416666666667,0.00112802125538654,0.00933164177179641,0.00370226656144638,0.0014225979562593,0.367193314618594,0.00398410811878071,0.00584824868071188,0.00505472637025509,0.00052322045145391,0.00191504680939459,0.0135514934447838,0.0218010456740302,0.158800656340396,0.158800656416667,0.00031423178649304,0.00075837188367848,0.00051351068686838,0.00045561736813982,0.075041685989928,0.00127442776486532,0.00088686600354839,0.00088903770359399,0.00059682384546608,0.00160154909978957,0.00326486277856841,0.00239655733561233,0.00346959717356479,0.00346959720017092,1374.155784,5399.551536,564.5866399,46.9486511,32219.65007,8.58191768,10.7534478,67.64965696,53.82896824,5.803580829,91.69283278,11.59992701,21.28612473,526.8474966,155.4784276,11.41091288,0.918027483,365.8178032,0.113935315,0.175488371,0.958600155,0.907980366,0.179162331,2.73622133,0.320170369,2.128612473
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,21781.5454545455,64274.4545454545,1.34272727272727,0.00134967801660833,0.0123219287613149,0.00475437691825217,0.00192340057918991,0.551055332200547,0.00553782375584718,0.00569233827173914,0.00391661462254658,0.00186089308122482,0.00085705486172879,0.019305872614929,0.0204404254098481,0.163200453357694,0.163200453454545,0.00047698399670631,0.00186702013340963,0.00115249584911421,0.00059952420357505,0.0962087379441035,0.00210203711757812,0.00108625699567661,0.00104172219745923,0.00109164627309838,0.0008908362642351,0.00587334767576666,0.00269469377024799,0.00410627440455794,0.00410627444066505,959.6082071,7612.230803,383.0841407,68.97052291,16700.79088,1.309662683,2.705794836,30.41424683,18.55755468,4.177557871,107.4610267,9.694411847,19.76825892,355.1815587,168.9409106,7.383390906,1.256631377,224.4526933,0.013947987,0.017698572,0.119474831,0.125641085,0.07241503,2.19863695,0.227113038,1.976825892
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,25273.7692307692,71463.6153846154,1.37692307692308,0.0009254243425199,0.0083310505676352,0.00249277154645677,0.00159266126453084,0.378864262737884,0.00190517652420802,0.0047885990140629,0.00351786609824422,0.00039842877523988,0.00165948847535185,0.00854842321942927,0.0202973560175408,0.148755290560735,0.148755290461538,0.00032615706020574,0.00073484411075165,0.0007613167947603,0.00099721753934975,0.0961505610800055,0.00208785326557195,0.00073301493630504,0.00118862015439752,0.00072987586465064,0.00145321904736482,0.00198564653504569,0.00285919529980956,0.00423684116394987,0.00423684129207317,6631.161901,11154.85179,3810.984322,355.0818916,37075.7818,5.309682165,5.648759577,28.74922169,50.41642497,25.0506238,263.6699608,61.68487759,56.8446065,2065.435552,310.394632,92.18327006,6.553862016,437.2164977,0.038456563,0.065755803,0.311511624,0.425761379,0.531009602,4.67933169,1.598916396,5.68446065
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,15770.5833333333,57516.75,1.33833333333333,0.00418125846748785,0.0263893113002888,0.0243064755380895,0.012323685999073,1.58229542858362,0.0121940762603105,0.00687233198668659,0.00569316510073148,0.00093705141812947,0.00909528856073801,0.0739761116688568,0.0310830697147466,0.226903901373672,0.226903901166667,0.00269289902818202,0.0105397948787785,0.0117564321348556,0.00773018201247598,0.225272668200138,0.0040850851278655,0.00069866089477903,0.00190202406237108,0.00123008006201822,0.00340969039958135,0.0246326892825056,0.00429301923816226,0.0192419662384025,0.0192419662268625,5147.889503,11483.54156,2897.539841,201.9552017,29511.5462,4.280007535,7.193324268,39.15988603,62.26601894,21.73821403,227.4544094,60.0329846,31.84980956,1470.473436,242.7777321,26.18796901,1.015089484,32.1048001,0.041449262,0.051191387,0.099160724,0.072783962,0.324179306,2.714332835,0.581671393,3.184980956
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,21292.7272727273,58885,1.33545454545455,0.00097532353519084,0.00919817146853476,0.00538856121729378,0.00195779354701995,0.388768628188269,0.00312486988742244,0.00582691907761528,0.00382721713128035,0.00052153841360783,0.00243856684166354,0.0248639944866866,0.0215992894885584,0.162143465410906,0.162143465272727,0.00056367750733303,0.00191218090291649,0.0015533266553099,0.00044355031369917,0.174259650145155,0.00206214405788302,0.00104553048611678,0.00116686027277668,0.00084316598664102,0.00223910820588462,0.00593193914955886,0.00308347056138918,0.00497309986105249,0.00497309987343341,5505.035933,10269.18303,3795.356029,311.4480017,35173.56997,7.368448017,6.263265577,34.66157048,58.60550147,21.04953065,198.7277638,50.93045401,38.5145956,1603.539606,319.7998586,93.10104025,8.47360052,618.3618955,0.084118008,0.073683145,0.4641381,0.854908221,0.452109582,1.546696593,0.738584595,3.85145956
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,22271.5833333333,59847.8333333333,1.28333333333333,0.00118340298807389,0.00862797140988184,0.0048952154976768,0.00204165591070994,0.300075495161314,0.00459444600107651,0.00546467802946828,0.00427912204538844,0.00031041818955319,0.0016076959886339,0.0179020486576944,0.021832377681458,0.16210701423235,0.162107014333333,0.00063512882290397,0.001465080847695,0.00140802472747244,0.00049278256904877,0.0369436046863341,0.00198914602847771,0.00076617453570913,0.00118917303273355,0.00036650291517357,0.00156408379385325,0.00617373352302214,0.00141278351662957,0.00433464202681145,0.00433464220674764,6097.843222,12229.13292,5093.523369,353.3049619,30813.78663,5.122222899,6.301289954,25.95749555,40.82277223,23.73857998,302.9231828,78.78952034,64.63475063,1936.386236,864.7429197,50.42995617,9.842514542,1575.735471,0.145873046,0.20152179,0.857134355,1.397062702,0.966107219,5.375215015,1.427199314,6.463475063
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,20921.7272727273,58109.6363636364,1.32181818181818,0.00114157317151975,0.00906874916099006,0.00499138722636677,0.00159451180959706,0.373731792300875,0.00527853915155295,0.00555175419321428,0.00472333175730518,0.00037083755513451,0.00250447337469434,0.0201986062251587,0.0225214102137941,0.168467554264477,0.168467554181818,0.00047276710394982,0.00143654603987237,0.00122853124851461,0.00070919933420977,0.047188438989717,0.00141648910588252,0.00108506244015188,0.00113913903437946,0.00053271904647692,0.00177634071940938,0.00674883647706934,0.00278003530134357,0.00884181408284586,0.0088418140009814,6175.999603,9855.628818,3509.410749,115.4337622,13189.89932,5.35222129,9.999536344,89.58971424,35.42302354,30.35980649,245.5928888,55.86097273,29.55260302,1855.683454,190.0778574,57.96869106,1.894932065,129.6827163,0.027518772,0.112403008,1.243282919,0.65822487,0.744553021,4.87578685,0.54284315,2.955260302
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,21790,55455.7272727273,1.31272727272727,0.00096892033083372,0.00757352813057361,0.00284066228669401,0.00121364112729003,0.130120057238328,0.00179508207920339,0.00543390185801625,0.00555955902089445,0.00038448494819981,0.00234267515431902,0.0239247343118673,0.0227330351490459,0.155643579753104,0.155643579727273,0.00034510153050504,0.00127356157702047,0.00126990045112598,0.00045626091591115,0.0186842381822985,0.00103350591468161,0.00083090977974385,0.00157918756616275,0.00076445192715148,0.00198382357932972,0.00236627405046984,0.00241694483531711,0.00353544006815454,0.00353544024995901,5968.444872,10048.24434,3248.960975,105.7636335,10103.92743,5.409379617,13.45589808,97.79698974,54.064265,28.7689376,254.6825264,50.67135824,26.05373802,1958.591437,653.9557626,183.8381806,5.529308912,578.8562016,0.23362155,0.463413678,5.191445766,2.19762822,1.015325028,3.27008475,0.810955899,2.605373802
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,20826.0833333333,59943.75,1.42416666666667,0.00125449123889381,0.0102365810724179,0.00535972548291293,0.00187466064636064,0.483439449297913,0.00459507850193208,0.00584903885582471,0.00530337178070401,0.0012717446914512,0.004458222653652,0.0311490649684101,0.022859068094868,0.166063939626128,0.166063939583333,0.000504229210705,0.00140798120699613,0.00096520592225728,0.00072331994917678,0.07100305851285,0.00231672927172432,0.00102127340183871,0.00226525467894591,0.00172555685585572,0.00144985452272158,0.00710397265652439,0.00178697018532201,0.00482765440028605,0.0048276544419602,2516.983872,6960.861032,1199.537678,60.6622639,33521.67785,21.80830378,10.48832859,46.69505839,136.0251037,10.73581104,111.667296,21.85695903,25.38306341,857.2828993,157.416355,19.22244936,0.521352206,153.1315042,0.383297426,0.122763336,0.266664267,1.154440273,0.228115294,0.974152096,0.227943318,2.538306341
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,21587.2727272727,62373.4545454545,1.33818181818182,0.00049588600192816,0.00860102247424136,0.00205093708974567,0.00113940076180488,0.426671594137679,0.00554262547515561,0.00537615769537609,0.00631059465521871,0.00155850256971308,0.0019725718818661,0.022893885827978,0.0198746880974145,0.165775222059842,0.165775222090909,0.00032231721719709,0.0010403850515133,0.00064869074413559,0.00045904644431505,0.139202982666957,0.00211697903103924,0.00145353991480044,0.001034011073698,0.00140212054464521,0.00146221934440144,0.00258037374376892,0.00268901104658343,0.00377420741889493,0.00377420733916301,790.4601626,7012.381581,307.9839209,64.82600414,19102.04921,14.81752131,14.68864067,78.63602567,94.75874646,3.470088908,131.8281488,7.181000574,38.12452987,305.8039749,44.90787058,4.116043221,1.104452514,190.2959459,0.234127184,0.077615628,0.631116592,2.09078523,0.051336491,1.128119455,0.167559119,3.812452987
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,21632,65648.6363636364,1.41363636363636,0.0007870628916867,0.0102005894343442,0.00320693635619862,0.00149104857427585,0.603455945565189,0.0042914952443159,0.00511242607939709,0.00566448168586993,0.00103988039232967,0.00134979246833246,0.0242402164116927,0.0196418493160269,0.164327659169191,0.164327659181818,0.00044278763174804,0.00166737022816827,0.00164349249617606,0.00066630984451701,0.272556068085379,0.00214468785716556,0.00080318665369243,0.00132213149317018,0.00095107290434065,0.00139676436326244,0.0046166769216506,0.00314591829549937,0.00605834035666855,0.00605834033624731,3163.380594,9040.006112,1347.461524,87.95481953,17067.4608,4.1377886,13.66412704,99.33071721,57.03901807,14.31278916,224.4453244,28.83560184,23.11355335,1060.826347,121.9027865,14.95676567,1.208105913,48.08420766,0.019010108,0.131993681,5.308945902,0.139519515,0.159446453,2.552502686,0.21722532,2.311355335
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,0.00181812535588744,0.0163644971870143,0.00556819521459479,0.00405349929097866,1.07000379303758,0.00893285488070752,0.00684421189258321,0.012228992665181,0.00555148514032551,0.00291335229804918,0.0406294433101986,0.021467200365958,0.181211009456814,0.1812110093,0.00091147940473434,0.00413858664058603,0.00290172290197524,0.00234517697289651,0.256179567274988,0.00173990464293062,0.00098299546228749,0.0021739544430854,0.00361138052643278,0.00145502316392607,0.00991122621455583,0.0022829563319175,0.0116878752644485,0.0116878752857954,6266.517708,11396.20863,2883.518514,169.8695081,32079.57549,10.38268079,13.11407391,78.85879013,47.08824283,25.23019472,262.4737246,49.62591564,27.05462698,1913.941942,173.5311002,39.47106595,6.194816384,646.9348498,0.298178052,0.450378152,2.91695892,2.313488133,0.998221456,2.533130332,0.75197774,2.705462698
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,0.00114069074272907,0.016884122991091,0.00280716885140637,0.00205036733985755,0.965415132920008,0.00885058471913495,0.00719506328770308,0.0167657545377973,0.00900465491461798,0.00015013423296376,0.0340171831729085,0.0190455726939362,0.167993663405533,0.1679936634,0.00056874907189011,0.00297656133948238,0.00125223455700464,0.00050844404309392,0.331231706174845,0.00333776614507099,0.00173501693221978,0.00420558593395058,0.00175704177792898,0.00031021150801013,0.00356840219522989,0.0019010163881662,0.00715670734067288,0.00715670739725986,1326.826528,7680.69076,440.1427786,77.40139067,40180.34818,32.08267707,54.67369247,273.7512725,160.9095737,4.409343496,198.8915063,8.837063052,18.2523685,440.8838882,235.9017829,8.564769473,1.444532107,163.829273,0.182515294,0.401191653,0.443798565,2.671233854,0.109085804,1.2109063,0.072120194,1.82523685
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,19465.1538461538,53638,1.33384615384615,0.00237576643088783,0.0142316100585471,0.00422792030687342,0.00399425083908194,0.245809700671314,0.0026072452242073,0.00538486314384162,0.00358367333713615,0.00042509818369108,0.00340471820109119,0.0221711616143634,0.0211883406145931,0.168708173867411,0.168708173846154,0.0005501778906073,0.00133896796077857,0.00198245951464383,0.00094183870885291,0.0400784844285134,0.00134487005797107,0.00120076297357597,0.00147022964713821,0.00068436563481639,0.00247733807836985,0.00285382870490528,0.00386999695142115,0.00441999084876719,0.00441999096080199,5443.67845,15948.18938,1607.114721,407.4375349,14682.28264,4.851245271,4.965819612,23.13004442,42.19689147,17.13305574,204.6688961,8.791484806,20.52199678,181.2744924,296.6363225,33.91012061,2.240906442,138.0134568,0.115944762,0.116696761,0.161910311,0.624513994,0.606510173,2.906298325,0.12132249,2.052199678
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,18793.5384615385,53598.8461538462,1.42153846153846,0.0028669843468963,0.0165188800384485,0.00584042981750855,0.00532239314641035,0.368575817346345,0.00315257308329387,0.00581978833942266,0.0030714497568857,0.00027001394254436,0.00594650060583255,0.0313071313680872,0.0209200678483274,0.180820653469246,0.180820653461538,0.00062831534972832,0.00322302226158482,0.00271128568147125,0.00141571534451684,0.0470855282376843,0.00114147385590985,0.00088135369748914,0.00147975230572796,0.00053939898207656,0.0031170991004773,0.0068883407598559,0.00305708389299779,0.00591109676196749,0.00591109684603813,5975.780316,16588.68048,1837.980819,366.7929674,16189.75967,5.402833637,5.507249153,28.86151963,35.42095591,22.17089462,214.4801797,9.110923126,28.41964251,106.9664677,111.1441592,28.85629885,4.804987873,153.8027168,0.043222669,0.124463831,0.069267647,0.354209559,0.341431777,2.487970085,0.162174432,2.841964251
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,19866.3076923077,66045.0769230769,1.38538461538462,0.00422504534667578,0.0199679787424418,0.00721123348120284,0.00523646153575424,0.890385049104201,0.00563905468681014,0.00666176191935755,0.00372795501894738,0.00037998563108917,0.00447692706018762,0.0338247481841609,0.0214082960267827,0.186126874835833,0.186126874846154,0.00145681466507321,0.00303826643520584,0.00135633905336335,0.00115257959001601,0.115896726630915,0.00170879597500396,0.00126276087841587,0.00165083881583524,0.00053359993437443,0.00141396195547934,0.00491896975121685,0.00380899677806274,0.00844701489152131,0.0084470149463899,5333.453521,15380.19155,1832.527324,315.5650704,16934.94085,4.923853521,4.900777465,28.38931831,31.93149296,20.66172394,191.8197183,8.621791549,70.38997719,102.4023076,46.14057465,6.413845634,3.09253769,255.7176068,0.059086242,0.204852498,0.300926774,0.194782107,0.413234479,0.230183662,0.062939078,7.038997719
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,20964.6153846154,65795.5384615385,1.41076923076923,0.00324905057246883,0.0176116458031344,0.00823547085664832,0.00444057000664691,0.707278703618631,0.00563523501485287,0.00592289747284123,0.00321885154241811,0.00005081817257851,0.00398778274594312,0.0267530196646211,0.0244589900290134,0.176783745363387,0.176783745384615,0.00066026583492587,0.00445243069871428,0.00403914383495587,0.00150565157471721,0.164579475862222,0.00257539479806665,0.00082923250737995,0.001819067179752,0.000006878167364215,0.0019072071414962,0.00568135979796269,0.006823032202162,0.00625635416547209,0.00625635417181775,5207.184,15558.14641,1580.648497,291.4015196,17138.00234,4.715790685,5.241528694,33.07658228,27.71352621,18.82353425,198.4859127,8.287638868,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,18354.5384615385,46608.6923076923,1.35230769230769,0.00201390487758364,0.0106345873593048,0.00305578801884406,0.00250908846612139,0.130594667359459,0.00300385870339499,0.00578905653322299,0.00479068053658961,0.0001556059286787,0.00354665735036464,0.0255889792457681,0.0238665342570649,0.176709254394161,0.176709254461538,0.00063767603110958,0.00198818924953978,0.00064196966501692,0.00060668325815252,0.0137011000038857,0.00144616935440056,0.00113341635064301,0.00151801758860524,0.00032051963025826,0.00230506229768403,0.00350147928894023,0.00334070138306824,0.00268037726138249,0.00268037723819358,5837.940234,17669.83951,1819.746676,318.8457154,13667.24784,5.347190156,6.351383957,33.89863255,28.93439766,20.45548446,217.6036906,10.6404829,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,17416.5833333333,46639,1.30666666666667,0.002637489584682,0.0131999858404001,0.0056928102559153,0.00437738545400221,0.24461899063775,0.0046600626947484,0.00654188139625676,0.00537572870692116,0.00012208921432301,0.00444864821445943,0.035049967360245,0.0239002103973296,0.183069920674131,0.183069920666667,0.00094133177737723,0.00243238511968728,0.00186366878098898,0.00125671644517854,0.0471519285716569,0.00166630071644752,0.00106105701258387,0.00204074301616624,0.00024689013081967,0.00166332916457546,0.00734023958577081,0.00373008214386464,0.00636049477809757,0.00636049475218899,6956.874444,21182.64262,2092.551562,343.7990278,11986.74089,4.922970952,6.39350629,28.97734663,27.00122448,22.53472619,287.7800097,20.13391113,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,16929.8461538462,45918,1.36230769230769,0.00324936307470982,0.017994062360859,0.00812966420158271,0.00523507987609414,0.283322733406586,0.00179417973850124,0.00606539307604278,0.00404414826115397,0.00040431817484101,0.00543466898149148,0.0376130776737815,0.0242206657389872,0.18619223789022,0.186192237846154,0.00073513387586082,0.00502419521217465,0.00336163454326596,0.0013301245709335,0.028321083371267,0.00127651561141155,0.00087039447836641,0.00174481720499346,0.00066675193133514,0.0017170087702879,0.00517494172691833,0.00319756080572044,0.00406954765692138,0.00406954777494389,5864.826617,16828.03623,2256.103454,382.915235,14179.20706,6.646599115,7.84225117,41.9704529,36.91192497,22.63461313,192.0094569,11.10116946,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,15819.5454545455,50811.9090909091,1.30363636363636,0.00593727119131278,0.0210440967874499,0.0106625971508029,0.00724401861723761,0.785519400608791,0.0078093574780722,0.00628170452699216,0.00545428058296879,0.00046257936070119,0.00860412201754923,0.0423489016983326,0.025424303489398,0.207411269426233,0.207411269363636,0.00216613794818445,0.002869787042081,0.00267152008150815,0.00183235372299905,0.0546460325275748,0.00277223434976591,0.00179839450402782,0.00120796548120441,0.00079047284293415,0.00562211279315699,0.00856663280398473,0.00290647651461255,0.00730232859601339,0.00730232867287039,8871.994311,23025.53265,3140.602681,585.3572459,35487.97724,9.632847657,11.08791026,61.64578206,47.90043877,34.84930473,237.2807242,16.78597985,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511
