"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","Ni_fit_OLS","Ni_lwr_OLS","Ni_upr_OLS","Ni_fit_WLS","Ni_lwr_WLS","Ni_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-5.40169528600943,-0.540169528600943,0.903173305789281,0.487713585126212,1.47605277651966,0.464748395086179,2.48735715795313,1.47483599287492,0.536500892693649,2.41317109305619
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-5.24377275314157,-0.524377275314157,1.09517117816603,0.591392436209657,1.95271185741618,0.944764559924406,2.96065915490795,1.95227710173592,0.974516798897977,2.93003740457387
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-5.39093296930901,-0.539093296930901,1.26878301189716,0.685142826424464,1.50853677923655,0.497560082662635,2.51951347581047,1.50737329028301,0.56648671990519,2.44825986066084
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-5.30081906285287,-0.530081906285287,1.95337492700147,1.05482246058079,1.78052843899116,0.771728547398544,2.78932833058377,1.77981119158123,0.816772768266161,2.74284961489629
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.19522262464297,-0.519522262464297,2.28690351891334,1.2349279002132,2.09925117139057,1.09170760197549,3.10679474080566,2.09905683458834,1.10836215666107,3.0897515125156
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.1847944837352,-0.51847944837352,2.30466219731852,1.244517586552,2.13072652813852,1.12323101711559,3.13822203916146,2.13058383119831,1.13706386684993,3.12410379554668
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.27100149019434,-0.527100149019434,2.23277431990246,1.20569813274733,1.87052710175242,0.862223780731615,2.87883042277322,1.86995751012807,0.899289559199696,2.84062546105645
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-5.25872591601532,-0.525872591601532,2.26923829310479,1.22538867827659,1.90757858388985,0.899447290532282,2.91570987724742,1.9070697805654,0.933219007943583,2.88092055318722
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-5.22883633110961,-0.522883633110961,1.83882523557302,0.992965627209433,1.99779460190076,0.990003059031137,3.00558614477038,1.99743381096453,1.01573316146931,2.97913446045974
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.30835081245172,-0.530835081245172,2.03276637087805,1.09769384027415,1.75779528764071,0.748852337827696,2.76673823745372,1.75704074321748,0.795906423114078,2.71817506332089
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-5.27026605262003,-0.527026605262003,1.78510366492264,0.963955979058226,1.87274687996812,0.864454397734218,2.88103936220203,1.87218093021007,0.901322975818174,2.84303888460197
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-5.22642249034196,-0.522642249034196,1.89825515343819,1.02505778285662,2.0050803204163,0.997311317798901,3.0128493230337,2.00473148275202,1.02239077001233,2.9870721954917
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-5.26441034592321,-0.526441034592321,1.85125704597165,0.99967880482469,1.89042121510839,0.882212612143624,2.89862981807316,1.88988426264607,0.917510357605668,2.86225816768648
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-5.2276322449833,-0.52276322449833,1.77702758358368,0.959594895135185,2.00142890649215,0.993648698801712,3.00920911418259,2.00107407815673,1.01905426192098,2.98309389439248
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.24516451238567,-0.524516451238567,1.9629187975536,1.05997615067894,1.94851109727084,0.940547859464626,2.95647433507706,1.94806944963775,0.970674519043873,2.92546438023163
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.15054924682318,-0.515054924682318,1.7677938836728,0.954608697183314,2.23408925196987,1.22665535511002,3.24152314882972,2.23411613648475,1.23120393792287,3.23702833504662
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-5.30362103414,-0.530362103414,1.51918646247254,0.82036068973517,1.77207122244223,0.763218940110452,2.780923504774,1.77134009974887,0.809011139716464,2.73366905978129
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.238021895929,-0.5238021895929,1.75511717877744,0.947763276539819,1.97006972436229,0.962185713889293,2.97795373483529,1.96966344676606,0.990390163229819,2.94893673030231
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-5.25924389553328,-0.525924389553328,1.8771340909504,1.01365240911321,1.90601516139104,0.897876991335054,2.91415333144702,1.90550379304651,0.931787810166929,2.87921977592608
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-5.27935009808879,-0.527935009808879,2.24808621124957,1.21396655407477,1.8453284192499,0.836897300580646,2.85375953791915,1.84471748555283,0.876200310652469,2.81323466045319
"Bird Island","BI10","BI10.4",145,141,142,141.5,-5.23590818969513,-0.523590818969513,1.9678745492403,1.06265225658976,1.97644954396386,0.968587750340666,2.98431133758705,1.97605373338176,0.996223053775368,2.95588441298816
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-5.21385376940621,-0.521385376940621,1.84328493792773,0.995373866480975,2.04301661019384,1.03535314049937,3.05068007988831,2.04273001248399,1.05704193189905,3.02841809306894
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-5.19001917641494,-0.519001917641494,2.78544477911184,1.5041401807204,2.11495678859936,1.10743890884414,3.12247466835457,2.11478821912717,1.12268582733711,3.10689061091723
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-5.23559701128557,-0.523559701128557,2.50889339868105,1.35480243528777,1.977388776713,0.969530206443232,2.98524734698277,1.97699450707768,0.997081708861862,2.95690730529351
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-5.15855135659269,-0.515855135659269,2.14413210575048,1.15783133710526,2.20993640804887,1.20250132096765,3.21737149513008,2.20992366634005,1.20922167757818,3.21062565510191
