"depth","SH20_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
7.1,310.4,6.28,23037,54032,1.35,0.000615661480902654,0.00314934526769435,0.000876133645899931,0.000544623617721579,0.034808552958727,0.000213113589543227,0.00468849896995098,0.00279415595178897,4.56246007847431e-05,0.00331510028178352,0.00158651227771069,0.0240344770429306,1,0.146693187468921,0.146693187
7.2,315.9,6.29,22763,53462,1.39,0.000645624103299857,0.00217599234815878,0.00114777618364419,0.00112386417981827,0.0348397895743663,4.50562076190047e-05,0.00526064084170253,0.00234337637494022,4.56246007847431e-05,0.001506456241033,4.47297206628945e-05,0.0246771879483501,1,0.148780487804878,0.148780488
7.3,321.1,6.31,22280,52864,1.39,0.000554898791285676,0.00270211585321721,0.000772033100919202,0.000217134309633526,0.0359236652271466,0.000796159135322927,0.00443919033028541,0.00398079567661463,4.56246007847431e-05,0.0012545537889937,0.001930082752298,0.022726724408309,1,0.140292890057661,0.14029289
7.4,326.7,6.31,21066,50453,1.26,0.000428654277717542,0.00259714062381805,0.000806878640409491,0.000529514107768728,0.034090622557301,0.00322751456163796,0.00544643082276406,0.00300057994402279,4.56246007847431e-05,4.57027947258975e-05,0.000680803852845508,0.0216848634610051,1,0.140270808643687,0.140270809
7.5,332.3,6.31,21590,51608,1.17,0.000846697878274729,0.00283892818009762,0.00141946409004881,0.000373543181591792,0.0415878075505528,0.000796892120729156,0.00346150014941727,0.00169339575654946,4.56246007847431e-05,4.57027947258975e-05,0.00361091742205399,0.0226118139256898,1,0.148470963243351,0.148470963
7.6,337.6,6.3,22063,52760,1.11,0.000730282375851996,0.00250730282375852,0.00107108081791626,0.00150925024342746,0.0450584225900682,0.00240993184031159,0.00525803310613437,0.00221518987341772,4.56246007847431e-05,0.000170399221032132,0.000438169425511198,0.0208130477117819,1,0.146518987341772,0.146518987
7.7,343,6.31,22104,53995,1.27,0.000577200577200577,0.00247715247715248,0.00122655122655123,0.000817700817700818,0.0426406926406926,0.000649350649350649,0.00413660413660414,0.000553150553150553,4.56246007847431e-05,0.00108225108225108,0.0044973544973545,0.0246512746512746,1,0.1503848003848,0.1503848
7.8,348.3,6.32,22492,54391,1.29,0.000928681985950708,0.00192880104774378,0.000928681985950708,0.000714370758423622,0.0363614716037624,0.000904869627336588,0.00469103464698178,0.00376235266103107,4.56246007847431e-05,0.00152399095130373,0.000309560661983569,0.0283843314680319,1,0.151827598523634,0.151827599
7.9,353.7,6.32,22513,54453,1.25,0.000406057421296517,0.00303348779439163,0.00167200114651507,0.00093154349591554,0.0503272345101037,0.000191085845316008,0.00515931782353222,0.00394114555964267,4.56246007847431e-05,0.00546983232217074,0.000525486074619023,0.0233841303205465,1,0.147327186738642,0.147327187
8,359.1,6.32,21970,52775,1.31,9.67515661659773e-05,0.00220109813027598,0.00123358246861621,0.000846576203952301,0.0313233195462352,0.00186246764869506,0.00500689354908933,0.00205597078102702,4.56246007847431e-05,0.000919139878576784,0.00302348644268679,0.0258326681663159,1,0.147739641535447,0.147739642
8.1,364.5,6.31,22166,52748,1.3,0.000388613620907413,0.00199164480715049,0.00177304964539007,0.000582920431361119,0.0335179248032644,4.50562076190047e-05,0.0062178179345186,0.00325463907509958,4.56246007847431e-05,0.00160303118624308,0.00490624696395609,0.0198921597201982,1,0.145487224327213,0.145487224
8.2,370,6.3,22466,53669,1.32,0.000815367274994604,0.00239813904410178,0.000479627808820355,0.000119906952205089,0.0347490347490347,0.00194249262572244,0.00417276193673709,0.00151082759778412,4.56246007847431e-05,4.57027947258975e-05,0.00203841818748651,0.0264754550468836,1,0.148828509076956,0.148828509
8.3,375.5,6.31,22784,54224,1.43,0.000835222527144732,0.00252953108220976,0.00143181004653383,0.00176589905739172,0.0401622718052738,0.00178976255816728,0.0055363321799308,0.00570337668535974,4.56246007847431e-05,0.00152726404963608,0.00171817205584059,0.0236725927693593,1,0.147118482281351,0.147118482
