"Site","depth","SH20_age","Ti","Ca","Sr","Ti_pred_cps","Ti_ppm_PLS_cps","Ti_upper_PLS_cps","Ti_lower_PLS_cps"
"HER42PB",102.6,980.1,79,266,840,2595.66369570181,2595.66369570181,4409.59216874907,781.735222654555
"HER42PB",102.7,981.1,109,243,935,3034.50601962707,3034.50601962707,4848.43449267433,1220.57754657982
"HER42PB",102.8,982.11,76,249,590,1978.3728725052,1978.3728725052,3792.30134555246,164.444399457942
"HER42PB",102.9,983.12,69,238,819,2542.60961471045,2542.60961471045,4356.53808775771,728.681141663193
"HER42PB",103,984.13,63,262,565,1823.53049211432,1823.53049211432,3637.45896516157,9.60201906706084
"HER42PB",103.1,985.14,96,398,648,1952.38145519495,1952.38145519495,3766.3099282422,138.452982147689
"HER42PB",103.2,986.14,255,455,645,2663.10337463468,2663.10337463468,4477.03184768193,849.174901587421
"HER42PB",103.3,987.15,185,454,789,2666.91555065171,2666.91555065171,4480.84402369896,852.98707760445
"HER42PB",103.4,988.16,236,508,789,2831.02115510273,2831.02115510273,4644.94962814998,1017.09268205547
"HER42PB",103.5,989.17,170,647,769,2180.24897131434,2180.24897131434,3994.17744436159,366.320498267079
"HER42PB",103.6,990.17,229,463,1099,3663.55851641659,3663.55851641659,5477.48698946384,1849.63004336933
"HER42PB",103.7,991.18,152,559,1381,3800.61292793361,3800.61292793361,5614.54140098087,1986.68445488636
"HER42PB",103.8,992.19,246,524,1304,4157.74578446905,4157.74578446905,5971.6742575163,2343.81731142179
"HER42PB",103.9,993.2,206,514,1306,3974.04696047564,3974.04696047564,5787.9754335229,2160.11848742838
"HER42PB",104,994.21,179,451,1348,4057.43808544509,4057.43808544509,5871.36655849235,2243.50961239783
"HER42PB",104.1,995.21,134,451,1091,3173.16478597439,3173.16478597439,4987.09325902165,1359.23631292714
"HER42PB",104.2,996.22,123,443,941,2751.02120122886,2751.02120122886,4564.94967427612,937.092728181606
"HER42PB",104.3,997.23,117,459,834,2419.17088551094,2419.17088551094,4233.09935855819,605.24241246368
"HER42PB",104.4,998.24,116,463,920,2624.41702218025,2624.41702218025,4438.34549522751,810.488549132998
"HER42PB",104.5,999.24,181,478,691,2353.38037737213,2353.38037737213,4167.30885041939,539.451904324878
"HER42PB",104.6,1000.25,301,411,793,3358.11690364536,3358.11690364536,5172.04537669262,1544.1884305981
"HER42PB",104.7,1001.26,138,476,910,2688.98416496984,2688.98416496984,4502.91263801709,875.05569192258
"HER42PB",104.8,1002.27,165,469,778,2507.54300145765,2507.54300145765,4321.4714745049,693.614528410388
"HER42PB",104.9,1003.28,145,502,900,2651.6722840426,2651.6722840426,4465.60075708986,837.743810995344
"HER42PB",105,1004.28,80,331,627,1940.62171143201,1940.62171143201,3754.55018447927,126.693238384757
"HER42PB",105.1,1005.29,128,257,605,2271.04669521952,2271.04669521952,4084.97516826678,457.118222172265
"HER42PB",105.2,1006.3,86,301,766,2379.52149623438,2379.52149623438,4193.44996928164,565.593023187125
"HER42PB",105.3,1007.31,109,192,667,2450.2796240726,2450.2796240726,4264.20809711986,636.351151025344
"HER42PB",105.4,1008.31,114,380,990,2945.44208845122,2945.44208845122,4759.37056149848,1131.51361540397
"HER42PB",105.5,1009.32,163,444,730,2421.98960047274,2421.98960047274,4235.91807352,608.061127425486
"HER42PB",105.6,1010.33,161,408,691,2379.65357983245,2379.65357983245,4193.58205287971,565.725106785193
"HER42PB",105.7,1011.34,202,445,651,2422.1558275889,2422.1558275889,4236.08430063615,608.227354541642
"HER42PB",105.8,1012.35,248,482,648,2584.30204247824,2584.30204247824,4398.2305155255,770.373569430984
"HER42PB",105.9,1013.35,170,531,918,2773.01841620627,2773.01841620627,4586.94688925353,959.089943159018
"HER42PB",106,1014.36,309,518,674,2899.51485996411,2899.51485996411,4713.44333301137,1085.58638691685
"HER42PB",106.1,1015.37,205,461,710,2557.46369257464,2557.46369257464,4371.3921656219,743.535219527386
"HER42PB",106.2,1016.38,195,574,891,2754.38361531933,2754.38361531933,4568.31208836659,940.455142272073
"HER42PB",106.3,1017.39,170,473,854,2718.55638793566,2718.55638793566,4532.48486098292,904.627914888406
"HER42PB",106.4,1018.39,178,473,782,2577.63226824349,2577.63226824349,4391.56074129074,763.70379519623
"HER42PB",106.5,1019.4,335,493,844,3511.3261219107,3511.3261219107,5325.25459495795,1697.39764886344
"HER42PB",106.6,1020.41,174,512,735,2365.44611421749,2365.44611421749,4179.37458726474,551.517641170228
"HER42PB",106.7,1021.42,196,494,892,2910.59944678456,2910.59944678456,4724.52791983182,1096.67097373731
"HER42PB",106.8,1022.42,220,516,912,3044.8224691272,3044.8224691272,4858.75094217446,1230.89399607995
"HER42PB",106.9,1023.43,152,409,719,2402.07792594723,2402.07792594723,4216.00639899448,588.14945289997
"HER42PB",107,1024.44,235,477,874,3098.7026120785,3098.7026120785,4912.63108512576,1284.77413903125
"HER42PB",107.1,1025.45,281,576,1031,3551.07207812759,3551.07207812759,5365.00055117485,1737.14360508033
"HER42PB",107.2,1026.46,301,685,1190,3855.18252947325,3855.18252947325,5669.11100252051,2041.254056426
"HER42PB",107.3,1027.46,175,547,1074,3164.41204789285,3164.41204789285,4978.34052094011,1350.48357484559
"HER42PB",107.4,1028.47,163,441,1072,3293.90915115185,3293.90915115185,5107.8376241991,1479.98067810459
"HER42PB",107.5,1029.48,158,532,879,2610.1694908348,2610.1694908348,4424.09796388205,796.24101778754
"HER42PB",107.6,1030.49,113,422,1096,3130.81477658036,3130.81477658036,4944.74324962762,1316.8863035331
"HER42PB",107.7,1031.49,107,402,1123,3205.23661164832,3205.23661164832,5019.16508469557,1391.30813860106
"HER42PB",107.8,1032.5,235,564,1106,3524.90943136135,3524.90943136135,5338.83790440861,1710.9809583141
"HER42PB",107.9,1033.51,137,453,1066,3121.67213388484,3121.67213388484,4935.6006069321,1307.74366083759
"HER42PB",108,1034.52,276,428,989,3693.48614779149,3693.48614779149,5507.41462083875,1879.55767474423
"HER42PB",108.1,1035.53,193,455,941,3091.56964385377,3091.56964385377,4905.49811690103,1277.64117080652
"HER42PB",108.2,1036.53,201,538,1059,3277.88335549174,3277.88335549174,5091.811828539,1463.95488244449
"HER42PB",108.3,1037.54,231,538,1110,3562.57174765708,3562.57174765708,5376.50022070434,1748.64327460982
"HER42PB",108.4,1038.55,206,470,1009,3303.36436641277,3303.36436641277,5117.29283946003,1489.43589336551
"HER42PB",108.5,1039.56,212,484,1123,3597.25971473115,3597.25971473115,5411.18818777841,1783.3312416839
"HER42PB",108.6,1040.56,226,481,903,3118.09141831408,3118.09141831408,4932.01989136134,1304.16294526683
"HER42PB",108.7,1041.57,178,453,909,2936.47220206472,2936.47220206472,4750.40067511198,1122.54372901746
"HER42PB",108.8,1042.58,234,531,1143,3674.71027689256,3674.71027689256,5488.63874993982,1860.78180384531
"HER42PB",108.9,1043.59,207,509,1033,3296.95062373889,3296.95062373889,5110.87909678615,1483.02215069164
"HER42PB",109,1044.6,162,413,934,2991.12061221584,2991.12061221584,4805.04908526309,1177.19213916858
"HER42PB",109.1,1045.6,191,514,878,2812.09397620941,2812.09397620941,4626.02244925666,998.16550316215
"HER42PB",109.2,1046.61,224,450,1073,3595.91079497673,3595.91079497673,5409.83926802398,1781.98232192947
"HER42PB",109.3,1047.62,178,553,1436,4085.83877362763,4085.83877362763,5899.76724667489,2271.91030058038
"HER42PB",109.4,1048.63,247,625,1481,4423.8229662039,4423.8229662039,6237.75143925115,2609.89449315664
"HER42PB",109.5,1049.63,207,499,1201,3741.08889714686,3741.08889714686,5555.01737019411,1927.1604240996
"HER42PB",109.6,1050.64,233,489,1023,3443.50655353896,3443.50655353896,5257.43502658621,1629.5780804917
"HER42PB",109.7,1051.65,177,469,875,2815.46067677064,2815.46067677064,4629.3891498179,1001.53220372338
"HER42PB",109.8,1052.66,207,430,1263,4026.22742491645,4026.22742491645,5840.15589796371,2212.2989518692
"HER42PB",109.9,1053.67,192,560,854,2671.0934338458,2671.0934338458,4485.02190689305,857.16496079854
"HER42PB",110,1054.67,349,839,902,3088.55566117781,3088.55566117781,4902.48413422506,1274.62718813055
"HER42PB",110.1,1055.67,357,757,1119,3831.93525469397,3831.93525469397,5645.86372774123,2018.00678164672
"HER42PB",110.2,1056.66,357,890,1281,3995.43162210245,3995.43162210245,5809.3600951497,2181.50314905519
"HER42PB",110.3,1057.66,442,1083,1494,4617.31729074203,4617.31729074203,6431.24576378928,2803.38881769477
"HER42PB",110.4,1058.65,405,834,1764,5571.70494500881,5571.70494500881,7385.63341805607,3757.77647196156
"HER42PB",110.5,1059.64,408,892,1562,4967.88812932437,4967.88812932437,6781.81660237163,3153.95965627711
"HER42PB",110.6,1060.64,223,627,1002,3082.31611158117,3082.31611158117,4896.24458462842,1268.38763853391
"HER42PB",110.7,1061.63,189,566,824,2568.41071635624,2568.41071635624,4382.3391894035,754.482243308986
"HER42PB",110.8,1062.63,223,509,824,2850.44506452366,2850.44506452366,4664.37353757091,1036.5165914764
"HER42PB",110.9,1063.62,143,414,729,2371.47988786312,2371.47988786312,4185.40836091037,557.551414815862
"HER42PB",111,1064.61,179,425,871,2897.36899843712,2897.36899843712,4711.29747148438,1083.44052538986
"HER42PB",111.1,1065.61,168,499,838,2619.39665204232,2619.39665204232,4433.32512508958,805.468178995065
"HER42PB",111.2,1066.6,212,492,833,2847.784804225,2847.784804225,4661.71327727226,1033.85633117774
"HER42PB",111.3,1067.6,279,718,880,2894.60755084435,2894.60755084435,4708.5360238916,1080.67907779709
"HER42PB",111.4,1068.59,178,443,673,2357.20190298533,2357.20190298533,4171.13037603259,543.273429938072
"HER42PB",111.5,1069.59,203,589,683,2241.10207167494,2241.10207167494,4055.0305447222,427.173598627686
"HER42PB",111.6,1070.58,163,643,880,2432.57564631967,2432.57564631967,4246.50411936692,618.647173272411
"HER42PB",111.7,1071.57,215,489,993,3274.21343196127,3274.21343196127,5088.14190500853,1460.28495891401
"HER42PB",111.8,1072.57,130,455,793,2390.1165682899,2390.1165682899,4204.04504133716,576.188095242647
"HER42PB",111.9,1073.56,133,416,1021,3055.62683744531,3055.62683744531,4869.55531049257,1241.69836439806
"HER42PB",112,1074.56,213,484,778,2728.49251572074,2728.49251572074,4542.420988768,914.564042673486
"HER42PB",112.1,1075.55,165,584,971,2782.98062096811,2782.98062096811,4596.90909401536,969.052147920851
"HER42PB",112.2,1076.54,165,469,743,2418.88136770255,2418.88136770255,4232.80984074981,604.952894655296
"HER42PB",112.3,1077.54,165,471,1034,3152.32703636105,3152.32703636105,4966.25550940831,1338.39856331379
"HER42PB",112.4,1078.53,211,631,974,2941.76354168909,2941.76354168909,4755.69201473635,1127.83506864183
"HER42PB",112.5,1079.53,230,588,1307,3963.61473844264,3963.61473844264,5777.5432114899,2149.68626539539
"HER42PB",112.6,1080.52,230,556,1180,3701.29944781571,3701.29944781571,5515.22792086297,1887.37097476846
"HER42PB",112.7,1081.51,328,651,1104,3840.38664934612,3840.38664934612,5654.31512239337,2026.45817629886
"HER42PB",112.8,1082.51,347,633,801,3204.72322283404,3204.72322283404,5018.6516958813,1390.79474978679
"HER42PB",112.9,1083.5,176,392,808,2783.48450865992,2783.48450865992,4597.41298170718,969.556035612663
"HER42PB",113,1084.5,210,441,986,3319.66482154507,3319.66482154507,5133.59329459232,1505.73634849781
"HER42PB",113.1,1085.49,167,455,970,3030.26917800209,3030.26917800209,4844.19765104934,1216.34070495483
"HER42PB",113.2,1086.48,191,401,826,2890.12359497847,2890.12359497847,4704.05206802573,1076.19512193121
"HER42PB",113.3,1087.48,205,417,692,2593.54097901665,2593.54097901665,4407.46945206391,779.612505969397
"HER42PB",113.4,1088.47,131,472,733,2211.75225364755,2211.75225364755,4025.6807266948,397.823780600291
"HER42PB",113.5,1089.47,193,431,896,3022.12595006053,3022.12595006053,4836.05442310779,1208.19747701327
"HER42PB",113.6,1090.46,147,533,882,2558.89771683065,2558.89771683065,4372.8261898779,744.969243783389
"HER42PB",113.7,1091.46,407,531,868,3874.77517352152,3874.77517352152,5688.70364656878,2060.84670047427
"HER42PB",113.8,1092.45,187,479,981,3117.24824480042,3117.24824480042,4931.17671784768,1303.31977175316
"HER42PB",113.9,1093.44,192,477,834,2774.49782361181,2774.49782361181,4588.42629665907,960.569350564558
"HER42PB",114,1094.44,129,384,723,2339.40337274149,2339.40337274149,4153.33184578875,525.474899694235
"HER42PB",114.1,1095.43,180,359,869,3019.99785735785,3019.99785735785,4833.9263304051,1206.06938431059
"HER42PB",114.2,1096.43,171,361,875,2984.83579054536,2984.83579054536,4798.76426359261,1170.9073174981
"HER42PB",114.3,1097.42,151,514,1063,3073.40640589482,3073.40640589482,4887.33487894208,1259.47793284756
"HER42PB",114.4,1098.41,167,426,869,2828.24808589245,2828.24808589245,4642.17655893971,1014.3196128452
"HER42PB",114.5,1099.41,216,484,763,2706.04424526649,2706.04424526649,4519.97271831375,892.115772219238
"HER42PB",114.6,1100.4,181,393,885,3002.59981408885,3002.59981408885,4816.52828713611,1188.6713410416
"HER42PB",114.7,1101.4,178,443,760,2577.58939260513,2577.58939260513,4391.51786565239,763.660919557875
"HER42PB",114.8,1102.39,218,490,831,2877.53005659728,2877.53005659728,4691.45852964454,1063.60158355002
"HER42PB",114.9,1103.38,319,421,884,3663.37215552697,3663.37215552697,5477.30062857423,1849.44368247972
"HER42PB",115,1104.38,150,463,793,2478.93044040741,2478.93044040741,4292.85891345467,665.001967360154
"HER42PB",115.1,1105.37,215,633,918,2816.9252048491,2816.9252048491,4630.85367789636,1002.99673180185
"HER42PB",115.2,1106.37,216,465,836,2926.23570101295,2926.23570101295,4740.1641740602,1112.30722796569
"HER42PB",115.3,1107.36,198,505,742,2520.56872360616,2520.56872360616,4334.49719665341,706.640250558899
"HER42PB",115.4,1108.35,169,510,867,2677.6236649216,2677.6236649216,4491.55213796886,863.695191874344
"HER42PB",115.5,1109.35,198,448,664,2428.78579869515,2428.78579869515,4242.71427174241,614.857325647898
"HER42PB",115.6,1110.34,303,544,937,3486.38224113079,3486.38224113079,5300.31071417804,1672.45376808353
"HER42PB",115.7,1111.34,318,539,1016,3773.53329307371,3773.53329307371,5587.46176612097,1959.60482002646
"HER42PB",115.8,1112.33,229,510,1249,3956.29351929301,3956.29351929301,5770.22199234027,2142.36504624576
"HER42PB",115.9,1113.33,268,617,1181,3787.56305863832,3787.56305863832,5601.49153168557,1973.63458559106
"HER42PB",116,1114.32,224,663,866,2676.16077258478,2676.16077258478,4490.08924563204,862.232299537522
"HER42PB",116.1,1115.31,192,545,1033,3152.37800783998,3152.37800783998,4966.30648088724,1338.44953479272
"HER42PB",116.2,1116.31,164,531,1041,3053.50158394973,3053.50158394973,4867.43005699699,1239.57311090248
"HER42PB",116.3,1117.3,190,580,1300,3753.40472234979,3753.40472234979,5567.33319539705,1939.47624930254
"HER42PB",116.4,1118.3,633,505,1061,5583.34421017447,5583.34421017447,7397.27268322173,3769.41573712722
"HER42PB",116.5,1119.29,183,578,825,2517.56984306458,2517.56984306458,4331.49831611184,703.641370017325
"HER42PB",116.6,1120.28,155,572,792,2299.98270309727,2299.98270309727,4113.91117614452,486.05423005001
"HER42PB",116.7,1121.28,210,538,742,2521.51099037513,2521.51099037513,4335.43946342239,707.582517327878
"HER42PB",116.8,1122.27,109,441,566,1732.22293950112,1732.22293950112,3546.15141254837,-81.7055335461387
"HER42PB",116.9,1123.27,118,435,581,1828.00695912007,1828.00695912007,3641.93543216733,14.0784860728158
"HER42PB",117,1124.26,176,515,716,2322.11316534352,2322.11316534352,4136.04163839078,508.184692296268
"HER42PB",117.1,1125.25,220,552,603,2195.24214956586,2195.24214956586,4009.17062261311,381.313676518601
"HER42PB",117.2,1126.25,208,388,706,2698.38625611455,2698.38625611455,4512.3147291618,884.45778306729
"HER42PB",117.3,1127.24,198,519,691,2365.38865334038,2365.38865334038,4179.31712638764,551.460180293122
"HER42PB",117.4,1128.24,168,427,844,2768.24529521882,2768.24529521882,4582.17376826608,954.316822171567
"HER42PB",117.5,1129.23,143,444,743,2351.2572472146,2351.2572472146,4165.18572026185,537.328774167339
"HER42PB",117.6,1130.22,145,309,776,2695.81170729792,2695.81170729792,4509.74018034517,881.883234250662
"HER42PB",117.7,1131.22,139,412,796,2524.18330959756,2524.18330959756,4338.11178264482,710.254836550307
"HER42PB",117.8,1132.21,40,344,811,2175.26979078299,2175.26979078299,3989.19826383025,361.341317735735
"HER42PB",117.9,1133.21,51,262,546,1713.20160059839,1713.20160059839,3527.13007364564,-100.726872448869
"HER42PB",118,1134.2,124,587,849,2255.85194286829,2255.85194286829,4069.78041591555,441.923469821036
"HER42PB",118.1,1135.2,125,400,867,2653.75001224681,2653.75001224681,4467.67848529406,839.821539199549
"HER42PB",118.2,1136.19,82,382,786,2259.0968293002,2259.0968293002,4073.02530234746,445.168356252945
"HER42PB",118.3,1137.18,90,336,839,2520.20858595469,2520.20858595469,4334.13705900195,706.280112907435
"HER42PB",118.4,1138.18,85,321,447,1529.12598066685,1529.12598066685,3343.05445371411,-284.802492380405
"HER42PB",118.5,1139.17,113,308,418,1624.92398903955,1624.92398903955,3438.8524620868,-189.00448400771
"HER42PB",118.6,1140.17,57,352,475,1397.38240626796,1397.38240626796,3211.31087931522,-416.546066779296
"HER42PB",118.7,1141.16,108,366,482,1653.47006300408,1653.47006300408,3467.39853605133,-160.458410043179
"HER42PB",118.8,1142.15,230,436,607,2472.53102037029,2472.53102037029,4286.45949341754,658.602547323032
"HER42PB",118.9,1143.15,114,399,651,2051.42221616606,2051.42221616606,3865.35068921332,237.493743118808
"HER42PB",119,1144.14,143,402,645,2180.96688451112,2180.96688451112,3994.89535755838,367.038411463863
"HER42PB",119.1,1145.14,114,294,749,2494.58032020728,2494.58032020728,4308.50879325454,680.651847160025
"HER42PB",119.2,1146.13,139,242,629,2416.70199062881,2416.70199062881,4230.63046367607,602.773517581558
"HER42PB",119.3,1147.12,120,350,632,2125.34667393127,2125.34667393127,3939.27514697853,311.418200884016
"HER42PB",119.4,1148.12,121,315,698,2362.68888400155,2362.68888400155,4176.61735704881,548.760410954298
"HER42PB",119.5,1149.11,104,360,532,1770.53423518231,1770.53423518231,3584.46270822957,-43.3942378649424
"HER42PB",119.6,1150.11,143,317,463,1877.70705574456,1877.70705574456,3691.63552879181,63.7785826972986
"HER42PB",119.7,1151.1,121,321,552,1981.70575293591,1981.70575293591,3795.63422598317,167.777279888656
"HER42PB",119.8,1152.09,93,254,614,2118.00245031475,2118.00245031475,3931.930923362,304.073977267492
"HER42PB",119.9,1153.09,117,301,497,1858.7724277858,1858.7724277858,3672.70090083306,44.8439547385422
"HER42PB",120,1154.08,60,293,474,1519.91713447852,1519.91713447852,3333.84560752577,-294.01133856874
"HER42PB",120.1,1155.09,132,239,657,2456.91769101943,2456.91769101943,4270.84616406669,642.989217972175
"HER42PB",120.2,1156.1,66,321,585,1780.2255102524,1780.2255102524,3594.15398329965,-33.7029627948614
"HER42PB",120.3,1157.11,104,329,614,2035.79931441173,2035.79931441173,3849.72778745899,221.870841364472
"HER42PB",120.4,1158.12,125,368,647,2155.84809478491,2155.84809478491,3969.77656783217,341.919621737658
"HER42PB",120.5,1159.12,121,476,856,2464.07768539273,2464.07768539273,4278.00615843999,650.149212345476
"HER42PB",120.6,1160.13,153,585,811,2313.61576175759,2313.61576175759,4127.54423480485,499.687288710338
"HER42PB",120.7,1161.14,157,319,527,2108.6833718199,2108.6833718199,3922.61184486716,294.754898772648
"HER42PB",120.8,1162.15,116,383,561,1863.50142987475,1863.50142987475,3677.429902922,49.5729568274905
"HER42PB",120.9,1163.16,140,450,685,2177.64522272097,2177.64522272097,3991.57369576822,363.716749673711
"HER42PB",121,1164.17,92,493,498,1375.32716322767,1375.32716322767,3189.25563627493,-438.601309819583
"HER42PB",121.1,1165.17,150,462,373,1416.84707848465,1416.84707848465,3230.77555153191,-397.081394562607
"HER42PB",121.2,1166.18,72,299,459,1532.9801229451,1532.9801229451,3346.90859599236,-280.948350102155
"HER42PB",121.3,1167.19,116,368,673,2175.06230496632,2175.06230496632,3988.99077801358,361.133831919067
"HER42PB",121.4,1168.2,74,283,706,2198.74421023853,2198.74421023853,4012.67268328579,384.815737191278
"HER42PB",121.5,1169.21,106,340,761,2398.12588338368,2398.12588338368,4212.05435643094,584.197410336422
"HER42PB",121.6,1170.22,121,395,784,2432.04373301734,2432.04373301734,4245.97220606459,618.115259970082
"HER42PB",121.7,1171.22,137,462,792,2410.87201281409,2410.87201281409,4224.80048586135,596.943539766836
"HER42PB",121.8,1172.23,110,442,828,2399.24554561925,2399.24554561925,4213.1740186665,585.317072571991
"HER42PB",121.9,1173.24,109,703,1135,2687.27208315712,2687.27208315712,4501.20055620438,873.343610109865
"HER42PB",122,1174.25,110,439,922,2642.93409140512,2642.93409140512,4456.86256445238,829.005618357867
"HER42PB",122.1,1175.26,128,390,451,1634.0551692963,1634.0551692963,3447.98364234356,-179.873303750956
"HER42PB",122.2,1176.27,125,358,430,1624.70839688686,1624.70839688686,3438.63686993412,-189.220076160397
"HER42PB",122.3,1177.27,142,370,613,2154.12140892965,2154.12140892965,3968.04988197691,340.192935882396
"HER42PB",122.4,1178.28,218,476,784,2784.4575523488,2784.4575523488,4598.38602539606,970.529079301542
"HER42PB",122.5,1179.29,153,423,548,1948.09830223949,1948.09830223949,3762.02677528675,134.169829192233
"HER42PB",122.6,1180.3,135,369,630,2162.75953814911,2162.75953814911,3976.68801119636,348.831065101852
"HER42PB",122.7,1181.31,54,320,539,1603.3567444066,1603.3567444066,3417.28521745386,-210.571728640654
"HER42PB",122.8,1182.32,116,349,706,2293.92617927838,2293.92617927838,4107.85465232564,479.997706231128
"HER42PB",122.9,1183.32,123,456,802,2374.77669494578,2374.77669494578,4188.70516799303,560.848221898519
"HER42PB",123,1184.33,119,332,685,2287.83490496096,2287.83490496096,4101.76337800822,473.906431913704
"HER42PB",123.1,1185.34,105,419,612,1868.85424374955,1868.85424374955,3682.7827167968,54.9257707022905
"HER42PB",123.2,1186.35,158,352,713,2523.78379278543,2523.78379278543,4337.71226583268,709.85531973817
"HER42PB",123.3,1187.36,184,485,758,2525.65994688993,2525.65994688993,4339.58841993718,711.731473842669
"HER42PB",123.4,1188.37,90,498,772,2049.77349863906,2049.77349863906,3863.70197168632,235.845025591808
"HER42PB",123.5,1189.37,169,496,674,2214.70548843759,2214.70548843759,4028.63396148484,400.777015390332
"HER42PB",123.6,1190.38,99,395,849,2482.67085390147,2482.67085390147,4296.59932694873,668.742380854212
"HER42PB",123.7,1191.39,72,294,570,1823.4453771173,1823.4453771173,3637.37385016456,9.5169040700423
"HER42PB",123.8,1192.4,198,395,660,2517.03392688437,2517.03392688437,4330.96239993163,703.105453837114
"HER42PB",123.9,1193.41,95,324,608,1983.23267513738,1983.23267513738,3797.16114818464,169.304202090128
"HER42PB",124,1194.42,61,275,860,2536.32386267195,2536.32386267195,4350.2523357192,722.395389624691
"HER42PB",124.1,1195.42,104,299,538,1898.96420383694,1898.96420383694,3712.8926768842,85.0357307896872
"HER42PB",124.2,1196.43,78,290,606,1953.16431812896,1953.16431812896,3767.09279117621,139.2358450817
"HER42PB",124.3,1197.44,94,334,554,1822.69481795622,1822.69481795622,3636.62329100348,8.76634490896276
"HER42PB",124.4,1198.45,203,327,721,2823.69897628583,2823.69897628583,4637.62744933309,1009.77050323858
"HER42PB",124.5,1199.46,138,355,670,2305.62409610408,2305.62409610408,4119.55256915133,491.69562305682
"HER42PB",124.6,1200.47,152,321,578,2208.24759756597,2208.24759756597,4022.17607061323,394.319124518712
"HER42PB",124.7,1201.47,130,358,588,2050.86829785879,2050.86829785879,3864.79677090604,236.939824811531
"HER42PB",124.8,1202.48,142,343,614,2206.77316320102,2206.77316320102,4020.70163624827,392.84469015376
"HER42PB",124.9,1203.49,135,316,579,2131.94775815291,2131.94775815291,3945.87623120017,318.019285105657
"HER42PB",125,1204.5,201,387,533,2225.71837352064,2225.71837352064,4039.6468465679,411.789900473385
"HER42PB",125.1,1205.51,106,381,709,2190.29405884654,2190.29405884654,4004.22253189379,376.365585799281
"HER42PB",125.2,1206.52,151,443,837,2632.6988336135,2632.6988336135,4446.62730666075,818.770360566241
"HER42PB",125.3,1207.52,142,450,669,2147.48057186964,2147.48057186964,3961.4090449169,333.552098822386
"HER42PB",125.4,1208.53,167,528,1047,3089.8190231636,3089.8190231636,4903.74749621085,1275.89055011634
"HER42PB",125.5,1209.54,167,586,622,1905.55136839877,1905.55136839877,3719.47984144603,91.6228953515119
"HER42PB",125.6,1210.55,185,620,862,2543.70202580304,2543.70202580304,4357.6304988503,729.773552755786
"HER42PB",125.7,1211.56,223,482,730,2662.44381288834,2662.44381288834,4476.3722859356,848.515339841082
"HER42PB",125.8,1212.57,196,569,716,2325.53985309684,2325.53985309684,4139.4683261441,511.611380049585
"HER42PB",125.9,1213.57,154,393,800,2647.33255028793,2647.33255028793,4461.26102333519,833.404077240676
"HER42PB",126,1214.58,173,424,945,3055.5821220618,3055.5821220618,4869.51059510906,1241.65364901454
"HER42PB",126.1,1215.59,144,396,804,2600.06467040415,2600.06467040415,4413.99314345141,786.136197356898
"HER42PB",126.2,1216.6,143,379,784,2575.77382217773,2575.77382217773,4389.70229522498,761.84534913047
"HER42PB",126.3,1217.61,165,643,1262,3410.62043074054,3410.62043074054,5224.5489037878,1596.69195769328
"HER42PB",126.4,1218.62,145,760,1159,2828.85764413548,2828.85764413548,4642.78611718273,1014.92917108822
"HER42PB",126.5,1219.62,162,442,865,2762.4994832293,2762.4994832293,4576.42795627656,948.571010182046
"HER42PB",126.6,1220.63,125,320,977,3080.90031225954,3080.90031225954,4894.8287853068,1266.97183921228
"HER42PB",126.7,1221.64,106,365,878,2648.10298062048,2648.10298062048,4462.03145366773,834.174507573219
"HER42PB",126.8,1222.65,158,426,709,2376.28904240394,2376.28904240394,4190.2175154512,562.360569356685
"HER42PB",126.9,1223.66,165,310,521,2151.65594973964,2151.65594973964,3965.5844227869,337.727476692387
"HER42PB",127.1,1225.67,57,295,499,1563.98481401466,1563.98481401466,3377.91328706192,-249.943659032598
"HER42PB",127.2,1226.68,75,258,674,2169.27141441104,2169.27141441104,3983.19988745829,355.342941363781
"HER42PB",127.3,1227.69,91,335,571,1848.35322434384,1848.35322434384,3662.28169739109,34.4247512965787
"HER42PB",127.4,1228.7,75,333,319,1130.77089380441,1130.77089380441,2944.69936685167,-683.157579242845
"HER42PB",127.5,1229.71,54,305,445,1393.08057511106,1393.08057511106,3207.00904815832,-420.847897936195
"HER42PB",127.6,1230.72,110,261,437,1744.74844513978,1744.74844513978,3558.67691818703,-69.1800279074796
"HER42PB",127.7,1231.72,52,236,228,961.092840653341,961.092840653341,2775.0213137006,-852.835632393916
"HER42PB",127.8,1232.73,73,238,342,1355.01096955019,1355.01096955019,3168.93944259745,-458.917503497063
"HER42PB",127.9,1233.74,60,252,284,1114.71709133759,1114.71709133759,2928.64556438484,-699.21138170967
"HER42PB",128,1234.75,23,225,143,615.87786965186,615.87786965186,2429.80634269912,-1198.0506033954
"HER42PB",128.1,1235.76,26,236,427,1330.43459589782,1330.43459589782,3144.36306894507,-483.493877149438
"HER42PB",128.2,1236.77,42,259,464,1464.40007032199,1464.40007032199,3278.32854336925,-349.528402725262
"HER42PB",128.3,1237.77,45,201,253,1053.10875286364,1053.10875286364,2867.0372259109,-760.819720183615
"HER42PB",128.4,1238.78,59,228,295,1181.94882069128,1181.94882069128,2995.87729373853,-631.97965235598
"HER42PB",128.5,1239.79,12,212,256,869.244348529215,869.244348529215,2683.17282157647,-944.684124518042
"HER42PB",128.6,1240.8,76,201,467,1755.89023023534,1755.89023023534,3569.8187032826,-58.0382428119174
