"Location","Site","Section","sample","top","bottom","mp","depth","depth_err","SH20_min_age_95CI","SH20_max_age_95CI","SH20_median_age","SH20_mean_age","SH20_mean_95CI","accrate","accrate_err","Water_Content","Dry_mass","Dry_mass_err","LOI550","LOI550_err","C_org_pc","C_org_pc_err","Volume","Volume_err","Wet_density","Dry_density","Dry_density_err","DMAR","DMAR_err","DMAR_err_pc","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"Isla Hermite","HER42PB","HER42PB1B",48,54,54.5,54.3,54.3,0.6,345,599,494,477,127,0.1058,0.02929,75.7,24.3,1.21,40.85,2.04,23.69,2.04,3.9811,2.0781,1.1561,0.3711,0.2123,0.0393,0.0333,84.9,1482.982594,20.02026502,4618.995032,831.4191058,16479.65741,2142.355463,1575.735639,220.6029895,285.4554922,34.25465906,13872.977,2497.13586,5.871694204,0.411018594,11.09571628,5.991686791,27.8525667,3.899359338,30.62449678,2.75620471,3.358299908,0.053732799,17.215285,2.7544456,199.578966,3.99157932,9.92564195,0.496282098,5.775742778,0.041007774,1.748714738,0.016437919
"Isla Hermite","HER42PB","HER42PB1B",50,56.7,57.2,57,57,0.6,353,658,511,503,153,0.1062,0.0333,68.99,31.01,1.55,28.45,1.42,16.5,1.43,3.9811,2.1578,1.1804,0.5306,0.3141,0.0564,0.051,90.6,746.1273884,12.31110191,3415.579205,614.8042569,10723.74092,1394.08632,1161.29693,162.5815702,213.0614752,25.56737702,10017.06936,1803.072485,4.139917554,0.289794229,5.323592416,2.874739905,16.00316636,2.24044329,21.4504263,1.930538367,1.692478385,0.017094032,12.67297664,2.027676262,119.2508257,2.385016514,6.298210275,0.314910514,3.645247462,0.013122891,1.178669272,0.009782955
"Isla Hermite","HER42PB","HER42PB1B",56,64.7,65.2,65,65,0.6,401,788,586,587,194,0.0894,0.03031,80.11,19.89,0.99,43,2.15,24.94,2.15,3.808,2.2924,1.2687,0.3151,0.2054,0.0282,0.0279,99.1,1306.437254,29.00290704,4921.529077,885.8752339,16718.31854,2173.38141,1911.570392,267.6198549,318.8247,38.258964,18126.438,3262.75884,5.075843538,0.355309048,8.253068077,4.456656762,36.18123,5.0653722,34.30741154,3.087667039,3.075266769,0.043976315,16.21679654,2.594687446,197.3571738,3.947143476,10.43275985,0.521637993,5.613188538,0.092056292,1.741273362,0.040223415
"Isla Hermite","HER42PB","HER42PB1B",60,69.9,70.4,70.2,70.2,0.5,426,913,634,644,243,0.0984,0.03793,69.15,30.85,1.54,25.75,1.29,14.94,1.29,3.722,2.3914,1.2274,0.5476,0.3792,0.0539,0.0581,107.8,1259.896121,32.63130953,7273.786524,1309.281574,20223.29166,2629.027916,2382.409952,333.5373933,443.5927218,53.23112662,18736.05749,3372.490348,6.595896427,0.46171275,10.60653138,5.727526945,35.46679751,4.965351651,37.68347236,3.391512512,3.361097671,0.05747477,25.92994062,4.148790499,220.559147,4.41118294,10.79469099,0.53973455,6.907777422,0.069077774,2.021298155,0.025266227
"Isla Hermite","HER42PB","HER42PB1B",63,73.7,74.3,74,74,0.6,463,939,675,683,238,0.0985,0.03504,72.95,27.05,1.35,33.31,1.67,19.32,1.67,4.0765,2.7414,1.0844,0.4022,0.2906,0.0396,0.0427,107.8,1344.416439,10.48644822,5415.67046,974.8206828,17750.4328,2307.556264,1894.366875,265.2113625,330.5850441,39.67020529,13972.31801,2515.017242,6.245626149,0.43719383,8.570619866,4.628134728,35.40585383,4.956819536,37.52964617,3.377668155,3.85635977,0.057074125,20.04468741,3.207149986,211.7085625,4.23417125,11.40700042,0.570350021,6.150614387,0.077497741,1.940196079,0.02987902
"Isla Hermite","HER42PB","HER42PB1B",69,81.5,82,81.8,81.8,0.5,522,1022,756,761,250,0.1008,0.03369,56.09,43.91,2.2,18.54,0.93,10.75,0.93,3.6349,2.6608,1.0156,0.7951,0.6217,0.0801,0.0895,111.6,1516.768292,13.34756097,8945.422022,1610.175964,26370.11281,3428.114665,3316.178876,464.2650426,654.0897303,78.49076764,29131.62831,5243.693096,11.02836,0.7719852,12.14358742,6.557537207,49.15261573,6.881366202,53.75514157,4.837962741,4.670383596,0.06538537,36.0531191,5.768499056,255.3811775,5.10762355,18.6667827,0.933339135,8.703494382,0.082683197,3.050648539,0.038438172
"Isla Hermite","HER42PB","HER42PB1C",80,86.5,87.2,86.9,86.9,0.6,570,1069,810,813,250,0.101,0.03175,48.46,51.54,2.58,9.36,0.47,5.43,0.48,4.9676,4.1976,0.6572,0.699,0.6256,0.0706,0.0854,120.9,1197.776996,14.97221245,8976.759109,1615.81664,26667.54291,3466.780578,2867.600154,401.4640216,567.7982591,68.13579109,22528.01628,4055.04293,9.134399757,0.639407983,7.820727692,4.223192954,39.76047449,5.566466429,44.16857409,3.975171668,3.406789555,0.121281708,32.92937976,5.268700762,253.6262866,5.072525732,14.95542664,0.747771332,8.387066316,0.132515648,2.620337879,0.018080331
"Isla Hermite","HER42PB","HER42PB1C",86,94.8,95.4,95.1,95.1,0.6,642,1168,894,895,263,0.1013,0.03045,77.25,22.75,1.14,41.25,2.06,23.93,2.06,4.9676,4.4957,0.9147,0.2694,0.2573,0.0273,0.0343,125.6,1488.067168,33.33270455,5721.295663,1029.833219,19173.11646,2492.50514,1937.934236,271.310793,360.8953237,43.30743884,16524.5867,2974.425606,5.668266146,0.39677863,7.733471223,4.17607446,34.52810771,4.833935079,29.23988643,2.631589779,3.435134265,0.059084309,20.28673632,3.245877811,218.7762183,4.375524366,9.993117862,0.499655893,6.148477883,0.045498736,2.101736522,0.025010665
"Isla Hermite","HER42PB","HER42PB1C",90,100.2,100.8,100.5,100.5,0.6,679,1214,948,948,267,0.098,0.02824,70.96,29.04,1.45,32.26,1.61,18.71,1.62,4.6419,4.3797,0.9539,0.3903,0.3878,0.0383,0.049,128.2,1561.45067,15.30221656,6594.697268,1187.045508,20274.4736,2635.681568,2422.968415,339.2155781,431.4287933,51.7714552,17616.22911,3170.92124,7.144032067,0.500082245,7.374484715,3.982221746,40.65077512,5.691108517,32.82610384,2.954349346,3.738156314,0.027288541,24.33687143,3.893899429,219.7339196,4.394678392,20.92027695,1.046013848,7.387883124,0.098997634,2.602507106,0.04762588
"Isla Hermite","HER42PB","HER42PB1C",91,101.6,102.3,102,102,0.8,703,1223,965,964,260,0.0977,0.0271,76.82,23.18,1.16,36.47,1.82,21.15,1.83,5.6991,5.4369,0.7432,0.2242,0.2251,0.0219,0.0281,128.1,1436.002402,12.92402162,5009.073815,901.6332867,15679.13954,2038.28814,1886.233337,264.0726672,299.9841868,35.99810242,15409.2047,2773.656846,5.39869674,0.377908772,7.652397974,4.132294906,44.99762802,6.299667923,66.23589727,5.961230754,3.947160352,0.053286665,17.07719827,2.732351723,188.3177471,3.766354942,7.331532035,0.366576602,6.671974273,0.028022292,1.678943755,0.041302016
"Isla Hermite","HER42PB","HER42PB1C",97,109.8,110.4,110.1,110.1,0.6,789,1301,1046,1047,256,0.0862,0.02155,63.82,36.18,1.81,24.06,1.2,13.96,1.21,3.611,3.6471,1.0578,0.5996,0.6356,0.0517,0.0677,131,1212.3254,27.76225166,7175.3422,1291.561596,23770.8588,3090.211644,2339.38198,327.5134772,436.78518,52.4142216,17175.5766,3091.603788,7.2536503,0.507755521,6.6532882,3.592775628,28.9478943,4.052705202,36.659792,3.29938128,3.3295444,0.122194279,24.826568,3.97225088,254.965373,5.09930746,15.9139461,0.795697305,6.8534089,0.058253976,3.0279132,0.035123793
"Isla Hermite","HER42PB","HER42PB1C",104,119.2,119.8,119.5,119.5,0.6,902,1374,1164,1156,236,0.1045,0.02184,76.83,23.17,1.16,39.8,1.99,23.09,1.99,4.1793,4.5304,0.9886,0.2981,0.338,0.0311,0.0418,134.3,1355.713487,19.38670286,6260.84885,1126.952793,19931.45628,2591.089316,1783.788743,249.730424,323.6804956,38.84165947,29105.71327,5239.028389,7.23671292,0.506569904,8.016836814,4.32909188,31.06311504,4.348836106,39.88560708,3.589704637,5.055202832,0.167327214,19.90308814,3.184494102,231.5407717,4.630815434,9.931686372,0.496584319,6.34311646,0.072945839,1.546347398,0.026133271
"Isla Hermite","HER42PB","HER42PB1D",118,127.3,127.8,127.6,127.6,0.6,995,1422,1241,1230,213,0.1098,0.01951,75.98,24.02,1.2,31.86,1.59,18.48,1.6,3.9915,4.8816,1.2745,0.403,0.513,0.0442,0.0642,145.1,1520.525972,43.79114799,5656.960644,1018.252916,21097.44306,2742.667598,2617.070294,366.3898412,421.6584628,50.59901554,12943.05626,2329.750127,5.413025996,0.37891182,7.99757167,4.318688702,27.88986141,3.904580597,25.82803284,2.324522956,3.142110584,0.038962171,18.26896274,2.923034038,237.9234012,4.758468024,19.67739493,0.983869747,5.72084829,0.146453716,2.048179847,0.076397108
"Isla Hermite","HER42PB","HER42PB1D",121,130.9,131.6,131.3,131.3,0.7,1038,1449,1273,1266,206,0.1008,0.0169,84.55,15.45,0.77,54.74,2.74,31.75,2.74,4.9392,6.1938,1.0271,0.1877,0.2447,0.0189,0.0278,147.2,1357.682984,12.21914686,3648.143898,656.6659016,15108.07419,1964.049645,1282.645911,179.5704275,195.5844371,23.47013245,7988.703067,1437.966552,3.181449904,0.222701493,6.481861022,3.500204952,25.96709783,3.635393696,17.02060447,1.531854402,2.950543137,0.048093853,10.8681745,1.73890792,200.4648971,4.009297942,7.802635527,0.390131776,3.699998786,0.06104998,1.325044907,0.019080647
"Isla Hermite","HER42PB","HER42PB1D",131,143.2,143.8,143.5,143.5,0.6,1244,1514,1395,1392,135,0.0907,0.00917,80.13,19.87,0.99,47.58,2.38,27.6,2.38,4.173,5.646,1.2803,0.3175,0.4455,0.0288,0.0433,150.4,1496.398904,23.64310268,5049.87496,908.9774928,16222.83208,2108.96817,1694.217096,237.1903934,259.3390696,31.12068835,12805.9724,2305.075032,4.0172756,0.281209292,6.76410592,3.652617197,22.2037868,3.108530152,20.90723648,1.881651283,2.573376832,0.031395197,15.70363184,2.512581094,201.5309088,4.030618176,6.75540424,0.337770212,4.60898984,0.074204736,1.425915296,0.010409182
"Isla Hermite","HER42PB","HER42PB1D",137,150.7,151.3,151,151,0.6,1378,1586,1481,1480,104,0.0631,0.0047,84.05,15.95,0.8,67.1,3.36,38.92,3.36,4.5358,6.4091,1.1773,0.2233,0.3268,0.0141,0.0217,153.7,1122.527929,11.44978487,3309.7982,595.763676,14715.29986,1912.988982,1150.276453,161.0387034,172.5557713,20.70669256,6997.205183,1259.496933,2.856953727,0.199986761,5.489630722,2.96440059,20.00182283,2.800255196,15.64215778,1.4077942,2.14979546,0.020638036,9.202783759,1.472445401,193.3528611,3.867057222,5.180678081,0.259033904,3.541512681,0.037894186,0.969481945,0.01289411
"Isla Hermite","HER42PB","HER42PB1D",144,159.2,159.8,159.5,159.5,0.6,1424,1936,1589,1615,256,0.0689,0.01115,69.44,30.56,1.53,24.03,1.2,13.94,1.21,3.808,5.6435,1.1573,0.5094,0.7804,0.0351,0.0594,169.4,1280.002013,30.3360477,5997.873908,1079.617303,19331.44723,2513.08814,2133.687133,298.7161986,334.5877951,40.15053541,14513.69839,2612.46571,5.301363572,0.37109545,7.080750354,3.823605191,29.54255159,4.135957223,29.06945023,2.616250521,2.539765801,0.023873799,21.18442756,3.38950841,222.8833073,4.457666146,11.73028539,0.58651427,6.344814905,0.065986075,2.638854252,0.051457658
"Isla Hermite","HER42PB","HER42PB1D",147,162.9,163.5,163.2,163.2,0.6,1458,1990,1644,1669,266,0.0705,0.0115,79.71,20.29,1.01,33.48,1.67,19.42,1.68,3.3117,4.9924,1.3497,0.3435,0.535,0.0242,0.0417,172.1,1401.647809,2.522966056,4295.763522,773.237434,16304.49768,2119.584698,1670.874143,233.92238,264.1328625,31.6959435,10760.96847,1936.974325,4.125981149,0.28881868,7.101215107,3.834656158,30.53387748,4.274742847,22.37893368,2.014104031,2.464539361,0.013062059,15.49870515,2.479792824,201.1247375,4.02249475,9.839292734,0.491964637,5.338712382,0.032566146,2.093713099,0.022193359
"Isla Hermite","HER42PB","HER42PB1E",158,169.3,169.9,169.6,169.6,0.6,1498,2157,1732,1760,330,0.077,0.01467,85.37,14.63,0.73,60.28,3.01,34.97,3.02,3.7938,6.1498,1.2763,0.2188,0.3656,0.0168,0.0314,186.2,447.033557,5.051479195,1024.567593,184.4221667,5436.594439,706.7572771,410.3823586,57.4535302,66.61077661,7.993293193,3223.639501,580.2551102,1.260301438,0.088221101,2.834914669,1.530853921,7.835581975,1.096981477,7.99662512,0.719696261,0.9343279,0.008595817,4.023302013,0.643728322,74.85729626,1.497145925,2.834914669,0.141745733,1.326106999,0.025726476,0.722195206,0.013793928
"Isla Hermite","HER42PB","HER42PB1E",162,175.6,176.2,175.9,175.9,0.6,1556,2241,1819,1842,342,0.0767,0.01452,83.11,16.89,0.84,49.45,2.47,28.68,2.47,3.768,6.2549,1.2538,0.2548,0.4357,0.0195,0.0371,189.9,1183.99773,17.04956731,3756.973168,676.2551702,14110.24974,1834.332466,1400.001342,196.0001879,211.0280805,25.32336966,11941.27554,2149.429597,5.526713106,0.386869917,27.22539319,14.70171232,42.45588235,5.943823529,30.50864809,2.745778328,2.30066192,0.062578004,12.28390196,1.965424314,180.6386068,3.612772136,7.531822497,0.376591125,4.644822497,0.113333669,1.256992054,0.022877255
"Isla Hermite","HER42PB","HER42PB1E",166,181.9,182.5,182.2,182.2,0.6,1629,2326,1912,1929,349,0.0665,0.01225,84.81,15.19,0.76,63.1,3.15,36.6,3.16,4.5358,7.7245,1.0927,0.1957,0.343,0.013,0.0252,193.7,836.8221931,3.59833543,3191.150345,574.4070621,13479.76097,1752.368926,914.3215586,128.0050182,153.4316483,18.4117978,10687.50441,1923.750794,2.678001972,0.187460138,5.932120552,3.203345098,20.43760841,2.861265177,16.5256,1.487304,2.16000989,0.07214433,7.299756414,1.167961026,178.3340179,3.566680358,6.704264966,0.335213248,2.470007352,0.038038113,0.898650731,0.025341951
"Isla Hermite","HER42PB","HER42PB1E",174,194.9,195.5,195.2,195.2,0.6,1770,2504,2112,2118,367,0.0712,0.01256,84.28,15.72,0.79,63.26,3.16,36.7,3.16,4.5593,8.1338,0.9731,0.1815,0.3328,0.0129,0.026,201,833.2937056,28.91529158,3125.582355,562.6048239,14253.70812,1852.982056,982.7018051,137.5782527,143.7066162,17.24479394,6996.743289,1259.413792,4.257107492,0.297997524,4.605044162,2.486723847,16.48459618,2.307843465,37.24969056,3.35247215,2.086742869,0.046117017,8.233526579,1.317364253,188.1781856,3.763563712,5.05239131,0.252619566,3.143125381,0.092722199,0.756981545,0.007645514
"Isla Hermite","HER42PB","HER42PB1E",179,202.5,203,202.8,202.8,0.6,1850,2609,2223,2225,379,0.0698,0.01209,86.18,13.82,0.69,58.1,2.91,33.7,2.91,3.1172,5.6983,1.2611,0.2022,0.3797,0.0141,0.0289,205.1,1203.95387,48.03775942,5457.248831,982.3047896,19005.72883,2470.744748,2108.785455,295.2299637,365.7716364,43.89259637,13791.08364,2482.395055,5.441252987,0.380887709,7.643347532,4.127407667,26.97965714,3.777152,33.08473766,2.977626389,2.19542961,0.055983455,19.53359169,3.12537467,225.088187,4.50176374,10.66656208,0.533328104,5.609209351,0.103770373,1.478016,0.004434048
"Isla Hermite","HER42PB","HER42PB1F",189,208.1,208.7,208.4,208.4,0.6,1905,2702,2305,2306,398,0.0691,0.01213,85.34,14.66,0.73,63.98,3.2,37.11,3.2,4.5593,8.8176,1.1109,0.1908,0.3785,0.0132,0.0285,216,648.6931151,21.08252624,2756.113305,496.1003949,10921.53411,1419.799434,775.5257867,108.5736101,131.1007878,15.73209454,11345.31869,2042.157364,2.424955924,0.169746915,6.281092925,3.39179018,32.78276452,4.589587033,17.72327666,1.595094899,1.772024963,0.082399161,7.558500739,1.209360118,150.0197423,3.000394846,6.063146568,0.303157328,2.604761668,0.073714755,0.787633918,0.020242192
"Isla Hermite","HER42PB","HER42PB1F",191,210.9,211.5,211.2,211.2,0.7,1953,2736,2350,2349,392,0.064,0.01087,81.09,18.91,0.95,62.08,3.1,36.01,3.11,4.7173,9.2128,1.0462,0.244,0.4887,0.0156,0.0339,217.3,719.2964267,16.04031032,2828.534907,509.1362833,13096.11662,1702.495161,993.0986057,139.0338048,174.0963235,20.89155882,8584.603441,1545.228619,2.969961652,0.207897316,7.062851662,3.813939897,17.54257349,2.455960289,19.13786718,1.722408046,1.866833038,0.080647187,7.439046804,1.190247489,166.9684155,3.33936831,6.36986061,0.318493031,2.49335352,0.020196164,2.743961713,0.017286959
"Isla Hermite","HER42PB","HER42PB1F",197,219.3,219.9,219.6,219.6,0.6,2073,2832,2491,2479,379,0.0547,0.00852,85.86,14.14,0.71,66.48,3.32,38.56,3.33,4.4562,8.9727,1.1597,0.1909,0.394,0.0104,0.0232,221.9,753.1282518,10.09191857,3423.57602,616.2436836,13147.58443,1709.185976,599.0527127,83.86737978,107.6482229,12.91778675,7683.311513,1382.996072,3.689626761,0.258273873,5.405800223,2.91913212,15.70576463,2.198807048,34.46965096,3.102268586,1.887790808,0.033413897,7.303239025,1.168518244,192.3751513,3.847503026,4.803531513,0.240176576,2.882703635,0.006341948,0.649923953,0.019692696
"Isla Hermite","HER42PB","HER42PB1F",200,223.4,224,223.7,223.7,0.6,2190,2867,2565,2554,338,0.0545,0.00736,88.36,11.64,0.58,70.1,3.5,40.66,3.51,4.0559,8.2801,1.0819,0.1425,0.2981,0.0078,0.0173,222.7,670.9631777,6.709631777,2194.360902,394.9849624,11323.61093,1472.069421,690.7048329,96.69867661,104.6054626,12.55265551,9567.109814,1722.079767,2.746114854,0.19222804,5.360618674,2.894734084,16.67157469,2.334020457,22.71049639,2.043944675,1.703350504,0.055358891,4.662067798,0.745930848,171.3980626,3.427961252,2.662592467,0.133129623,1.537065024,0.020135552,0.509992759,0.020042715
"Isla Hermite","HER42PB","HER42PB1F",205,230.3,230.9,230.6,230.6,0.6,2304,2968,2694,2679,332,0.0571,0.00723,88.43,11.57,0.58,75.58,3.78,43.84,3.78,4.5593,9.5471,1.14,0.1491,0.3197,0.0085,0.0193,227.1,741.4445825,11.34410211,2525.307497,454.5553495,11871.90515,1543.34767,549.7826232,76.96956725,83.17074012,9.980488814,5459.728289,982.751092,2.27561944,0.159293361,3.651541303,1.971832304,16.66345413,2.332883578,20.69597487,1.862637738,1.661949497,0.074953922,4.800340815,0.76805453,190.1380415,3.80276083,3.129892546,0.156494627,2.226385175,0.077700843,0.559160578,0.031368908
"Isla Hermite","HER42PB","HER42PB1F",209,235.8,236.4,236.1,236.1,0.6,2465,3006,2789,2776,271,0.0569,0.00568,73.17,26.83,1.34,30.35,1.52,17.61,1.52,3.8992,8.3151,1.1141,0.4084,0.8914,0.0232,0.053,228.2,916.3058162,24.46536529,5697.238235,1025.502882,21435.85886,2786.661652,1725.260893,241.536525,306.2265551,36.74718661,11114.88978,2000.68016,5.029922831,0.352094598,6.72326864,3.630565066,24.69330757,3.45706306,25.50832915,2.295749624,2.151234956,0.070560507,18.92485386,3.027976618,248.0408721,4.960817442,10.2233775,0.511168875,5.325335184,0.085205363,1.686751783,0.025638627
"Isla Hermite","HER42PB","HER42PB1F",211,238.4,239,238.7,238.7,0.6,2499,3039,2838,2822,270,0.0598,0.00585,77.91,22.09,1.1,45.67,2.28,26.49,2.29,4.0849,8.7968,1.1382,0.3227,0.711,0.0193,0.0444,230.1,1039.769396,18.4039183,5573.411793,1003.214123,18063.59942,2348.267925,2165.153606,303.1215048,346.4020468,41.56824562,13675.84016,2461.651229,5.877569688,0.411429878,7.291340643,3.937323947,32.30269493,4.52237729,29.23295322,2.63096579,2.242037963,0.017039489,21.81206384,3.489930214,211.4460624,4.228921248,23.116,1.1558,6.913959552,0.085733098,2.178953363,0.052730671
