Location,Site,Section,Sample_ID,Core_section,Sample,Radius_1_cm,Radius_2_cm,Thickness_cm,section_cut_loss,section_depth_top,section_depth_bottom,section_depth_mid,field_depth_top,field_depth_bottom,field_depth_mid,strat_depth_top,strat_depth_bottom,strat_depth_mid,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,Bag_mass,Wet_bag_g,Dry_bag_g,Wet_mass_g,Dry_mass_g,Water_Content_pc,Dry_mass,Dry_mass_err,Ash_Mass,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr,DMAR_err_pc
Isla Hermite,HER42PB,HER42PB1B,HER42PB1B_67,B,67,2.1,1.9,1.1,0.20556,38.8,39.9,39.4,78.8,79.9,79.4,78.8,79.9,79.4,79.4,0.6,496,996,730,735,250,0.0997,0.0346,1.147626667,6.7795,3.0251,3.7544,1.8775,66.66,1.315420305,1.67,0.182,-1.129372066,1.37,-1.129977106,1.37,3.454,2.4523,1.087,1.562646936,0.4131,0.0542,0.06,110.7
Isla Hermite,HER42PB,HER42PB1B,HER42PB1B_68,B,68,2.2,2,1.2,0.20556,40.1,41.3,40.7,80.1,81.3,80.7,80.1,81.3,80.7,80.7,0.6,506,1011,743,748,252,0.1004,0.03459,1.147626667,7.9915,3.8703,4.1212,2.7227,60.22,2.079829387,1.99,0.2654,-1.57257174,0.96,-1.572870317,0.96,3.8869,2.8044,1.0603,2.629897532,0.5404,0.0703,0.0785,111.6
Isla Hermite,HER42PB,HER42PB1B,HER42PB1B_69,B,69,2.1,2.1,1.1,0.20556,41.5,42.5,42,81.5,82.5,82,81.5,82.5,82.0,82.0,0.5,522,1022,756,761,250,0.1008,0.03369,1.147626667,7.7294,4.0376,3.6918,2.89,56.09,2.570048255,2.2,0.2298,-1.606246225,0.93,-1.606578891,0.93,3.6349,2.6608,1.0156,3.273376858,0.6217,0.0801,0.0895,111.6
Isla Hermite,HER42PB,HER42PB1B,HER42PB1B_70,B,70,2.2,2.1,1.1,0.20556,42.7,43.8,43.3,82.7,83.8,83.3,82.7,83.8,83.3,83.3,0.6,537,1035,771,774,249,0.1012,0.03322,1.147626667,8.0513,4.4399,3.6114,3.2923,52.31,3.018723151,2.38,0.265,-1.649154036,0.89,-1.648714609,0.89,3.808,2.8256,0.9484,3.746123298,0.6847,0.0875,0.098,112
Isla Hermite,HER42PB,HER42PB1B,HER42PB1B_71,B,71,2.2,2.2,1.1,0.20556,44,45.1,44.6,84,85.1,84.6,84,85.1,84.6,84.6,0.6,551,1045,784,787,247,0.1004,0.03221,1.147626667,7.7963,4.0457,3.7506,2.8981,56.41,2.532065195,2.18,0.4658,-1.801775493,0.75,-1.802275892,0.75,4.0849,3.078,0.9182,2.691116495,0.5701,0.0712,0.0801,112.4
Isla Hermite,HER42PB,HER42PB1B,HER42PB1B_72,B,72,2.2,2.1,1.1,0.20556,45.3,46.4,45.9,85.3,86.4,85.9,85.3,86.4,85.9,85.9,0.6,560,1057,797,800,248,0.1005,0.03185,1.147626667,8.0437,4.1009,3.9428,2.9533,57.17,2.441855428,2.14,0.2314,-1.529120791,1,-1.528861901,1,3.8992,2.9732,1.0112,3.016937423,0.6154,0.0761,0.086,112.9
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_80,C,80,2.4,2.1,1.3,0.15833,6.5,7.8,7.2,86.5,87.8,87.2,86.5,87.8,87.2,87.2,0.6,570,1069,810,813,250,0.101,0.03175,1.147626667,7.8846,4.6198,3.2648,3.4722,48.46,3.475706842,2.58,0.3446,-2.104845858,0.47,-2.10471671,0.48,4.9676,4.1976,0.6572,2.619694371,0.6256,0.0706,0.0854,120.9
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_81,C,81,2.5,2.4,1.3,0.15833,8,9.3,8.6,88,89.3,88.6,88,89.3,88.7,88.7,0.7,581,1093,824,827,256,0.1007,0.03187,1.147626667,8.0081,3.4167,4.5914,2.2691,66.93,1.283372098,1.65,0.2094,-1.326530744,1.18,-1.326610455,1.19,6.0012,5.152,0.7651,0.43689822,0.3435,0.0381,0.0466,122.5
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_82,C,82,2.4,2.3,1.2,0.15833,9.4,10.6,10,89.4,90.6,90,89.4,90.6,90.0,90.0,0.6,588,1117,838,841,264,0.1008,0.03237,1.147626667,7.3806,2.8392,4.5414,1.6916,72.86,0.579498518,1.36,0.1188,-0.984354525,1.5,-0.983906618,1.5,5.0921,4.4123,0.8919,0.124681507,0.3045,0.0335,0.0414,123.8
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_83,C,83,2.4,2.2,1.2,0.15833,10.8,12,11.4,90.8,92,91.4,90.8,92.0,91.4,91.4,0.6,605,1129,852,854,262,0.1009,0.03158,1.147626667,7.3727,2.6994,4.6733,1.5518,75.07,0.317178009,1.25,0.0759,-0.91266046,1.57,-0.912744072,1.57,4.9832,4.3653,0.9378,-0.01680232,0.2884,0.0314,0.0389,123.9
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_84,C,84,2.4,2.3,1.2,0.15833,12.1,13.3,12.7,92.1,93.3,92.7,92.1,93.3,92.7,92.7,0.6,617,1138,867,868,260,0.1012,0.03101,1.147626667,7.4288,2.777,4.6518,1.6294,74.06,0.437062043,1.3,0.1581,-0.907229092,1.57,-0.907125976,1.57,5.0921,4.5141,0.9135,0.041695801,0.2997,0.0324,0.0402,124.3
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_85,C,85,2.3,2.2,1.2,0.15833,13.5,14.6,14.1,93.5,94.6,94.1,93.5,94.6,94.1,94.1,0.6,632,1154,880,881,261,0.1008,0.0305,1.147626667,6.8537,2.4742,4.3795,1.3266,76.75,0.117766945,1.16,0.0763,-0.523774472,1.92,-0.524159119,1.93,4.5702,4.0903,0.9583,-0.160326778,0.2743,0.0293,0.0365,124.8
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_86,C,86,2.4,2.2,1.3,0.15833,14.8,16,15.4,94.8,96,95.4,94.8,96.0,95.4,95.4,0.6,642,1168,894,895,263,0.1013,0.03045,1.147626667,7.0295,2.4859,4.5436,1.3383,77.25,0.058418413,1.14,0.0712,-0.372782426,2.06,-0.372470535,2.06,4.9676,4.4957,0.9147,-0.302490815,0.2573,0.0273,0.0343,125.6
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_87,C,87,2.3,2.2,1.2,0.15833,16.2,17.4,16.8,96.2,97.4,96.8,96.2,97.4,96.8,96.8,0.6,649,1181,909,908,266,0.1009,0.03013,1.147626667,6.9388,2.635,4.3038,1.4874,74.32,0.406200806,1.28,0.0864,-0.704639045,1.76,-0.704874531,1.76,4.6635,4.2648,0.9229,0.034213483,0.3076,0.0322,0.0406,126.3
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_88,C,88,2.2,2.3,1.1,0.15833,17.6,18.7,18.1,97.6,98.7,98.1,97.6,98.7,98.2,98.2,0.6,655,1192,921,921,268,0.1009,0.02997,1.147626667,7.1141,2.8217,4.2924,1.6741,71.94,0.688699815,1.4,0.1326,-0.915376145,1.56,-0.91555312,1.57,4.3715,4.0436,0.9819,0.470228545,0.3734,0.0386,0.0492,127.2
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_89,C,89,2.3,2.3,1.2,0.15833,18.8,20,19.4,98.8,100,99.4,98.8,100.0,99.4,99.4,0.6,664,1203,934,934,270,0.0993,0.02927,1.147626667,7.1264,2.7218,4.4046,1.5742,73.67,0.483353897,1.32,0.1352,-0.695405718,1.77,-0.695511038,1.77,4.9832,4.6643,0.8839,0.013807162,0.3115,0.0314,0.0402,128.1
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_90,C,90,2.1,2.3,1.3,0.15833,20.2,21.4,20.8,100.2,101.4,100.8,100.2,101.4,100.8,100.8,0.6,679,1214,948,948,267,0.098,0.02824,1.147626667,7.3873,2.9595,4.4278,1.8119,70.96,0.805022936,1.45,0.1363,-0.861062459,1.61,-0.861244861,1.62,4.6419,4.3797,0.9539,0.519883926,0.3878,0.0383,0.049,128.2
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_91,C,91,2.3,2.1,1.5,0.15833,21.6,23.1,22.3,101.6,103.1,102.3,101.6,103.1,102.4,102.4,0.8,703,1223,965,964,260,0.0977,0.0271,1.147626667,6.661,2.4255,4.2355,1.2779,76.82,0.10945815,1.16,0.1413,-0.632401843,1.82,-0.632775636,1.83,5.6991,5.4369,0.7432,-0.609946054,0.2251,0.0219,0.0281,128.1
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_92,C,92,2.1,2.4,1.1,0.15833,23.2,24.3,23.8,103.2,104.3,103.8,103.2,104.3,103.8,103.8,0.6,719,1234,979,979,257,0.0973,0.0261,1.147626667,7.3065,2.4868,4.8197,1.3392,78.26,-0.06146562,1.09,0.0825,-0.286966803,2.14,-0.28726275,2.14,4.3715,4.2185,1.1025,-0.051493065,0.3109,0.0298,0.0383,128.3
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_93,C,93,2.2,2.4,1.2,0.15833,24.5,25.7,25.1,104.5,105.7,105.1,104.5,105.7,105.1,105.1,0.6,736,1245,993,992,254,0.098,0.02567,1.147626667,7.4754,2.5409,4.9345,1.3933,77.98,-0.028230442,1.1,0.107,-0.572656789,1.88,-0.572849282,1.88,4.7755,4.6609,1.0333,-0.150123618,0.2993,0.0286,0.0368,128.8
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_94,C,94,2.1,2.4,1.2,0.15833,25.8,27,26.4,105.8,107,106.4,105.8,107.0,106.4,106.4,0.6,747,1258,1006,1005,256,0.0977,0.02538,1.147626667,7.5871,2.5179,5.0692,1.3703,78.72,-0.116066269,1.06,0.0763,-0.285880529,2.14,-0.286326401,2.14,4.6635,4.5912,1.087,-0.136519403,0.304,0.0287,0.0372,129.4
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_95,C,95,2.1,2.4,1.2,0.15833,27.2,28.4,27.8,107.2,108.4,107.8,107.2,108.4,107.8,107.8,0.6,761,1270,1019,1019,255,0.098,0.02503,1.147626667,7.2235,2.6516,4.5719,1.504,75.25,0.295812538,1.24,0.0928,-0.258723686,2.17,-0.259172272,2.17,4.7689,4.745,0.9587,0.010406109,0.3296,0.0309,0.0402,130
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_96,C,96,2.4,2.1,1.2,0.15833,28.5,29.7,29.1,108.5,109.7,109.1,108.5,109.7,109.1,109.1,0.6,774,1286,1032,1033,256,0.0936,0.02367,1.147626667,7.7635,3.3344,4.4291,2.1868,66.95,1.280998157,1.65,0.2114,-1.218989647,1.28,-1.218930288,1.29,4.4692,4.4893,0.991,1.193292524,0.516,0.0458,0.0599,130.7
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_97,C,97,1.8,2.2,1.2,0.15833,29.8,31,30.4,109.8,111,110.4,109.8,111.0,110.4,110.4,0.6,789,1301,1046,1047,256,0.0862,0.02155,1.147626667,7.1325,3.3128,3.8197,2.1652,63.82,1.652519962,1.81,0.2998,-1.306434681,1.2,-1.306010771,1.21,3.611,3.6471,1.0578,1.943564931,0.6356,0.0517,0.0677,131
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_98,C,98,1.9,2.5,1.2,0.15833,31.1,32.3,31.7,111.1,112.3,111.7,111.1,112.3,111.7,111.7,0.6,810,1307,1062,1062,249,0.0859,0.02058,1.147626667,7.3088,3.7817,3.5271,2.6341,57.25,2.432359663,2.14,0.2838,-1.243430805,1.26,-1.243275369,1.26,4.5593,4.6687,0.7736,1.794598787,0.6205,0.0496,0.0652,131.4
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_99,C,99,2.1,2.3,1.2,0.15833,32.5,33.7,33.1,112.5,113.7,113.1,112.5,113.7,113.1,113.1,0.6,829,1316,1078,1078,243,0.0862,0.01992,1.147626667,7.0774,2.8175,4.2599,1.6699,71.84,0.700569521,1.41,0.1545,-0.477607839,1.97,-0.477341655,1.97,4.5593,4.7143,0.9343,0.356633357,0.397,0.0316,0.0415,131.5
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_100,C,100,2,2.3,1.2,0.15833,33.9,35,34.4,113.9,115,114.4,113.9,115.0,114.5,114.5,0.6,848,1324,1093,1094,238,0.0855,0.01902,1.147626667,6.8664,2.8379,4.0285,1.6903,70.44,0.866745409,1.48,0.1297,-0.472176471,1.97,-0.471723559,1.97,4.173,4.3524,0.9654,0.620555111,0.4427,0.0346,0.0456,131.5
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_101,C,101,2.1,2.2,1.2,0.15833,35.2,36.4,35.8,115.2,116.4,115.8,115.2,116.4,115.8,115.8,0.6,864,1334,1112,1109,235,0.0859,0.01865,1.147626667,7.2331,2.9012,4.3319,1.7536,71.18,0.778909582,1.44,0.117,-0.722019424,1.74,-0.721728818,1.74,4.3544,4.5852,0.9948,0.604230054,0.4442,0.0346,0.0457,132
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_102,C,102,2.4,2.2,1.2,0.15833,36.5,37.7,37.1,116.5,117.7,117.1,116.5,117.7,117.1,117.1,0.6,877,1344,1130,1125,234,0.0865,0.01841,1.147626667,7.6485,3.165,4.4835,2.0174,68.97,1.041230091,1.55,0.1039,-0.744288035,1.72,-0.744201201,1.72,4.9832,5.3121,0.8997,0.618514479,0.4518,0.035,0.0465,132.9
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_103,C,103,2.1,2.2,1.2,0.15833,37.9,39.1,38.5,117.9,119.1,118.5,117.9,119.1,118.5,118.5,0.6,892,1358,1147,1141,233,0.0858,0.01796,1.147626667,6.8315,2.5009,4.3306,1.3533,76.19,0.184237299,1.19,0.1379,-0.54658622,1.9,-0.546631502,1.9,4.3544,4.6723,0.9945,-0.020883584,0.349,0.0267,0.0355,133.2
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_104,C,104,1.9,2.5,1.1,0.15833,39.2,40.3,39.8,119.2,120.3,119.8,119.2,120.3,119.8,119.8,0.6,902,1374,1164,1156,236,0.1045,0.02184,1.147626667,6.5251,2.3934,4.1317,1.2458,76.83,0.10827118,1.16,0.1393,-0.45153727,1.99,-0.451123875,1.99,4.1793,4.5304,0.9886,-0.107270343,0.338,0.0311,0.0418,134.3
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_105,C,105,2,2.1,1.1,0.15833,40.5,41.6,41.1,120.5,121.6,121.1,120.5,121.6,121.1,121.1,0.6,916,1382,1176,1168,233,0.1093,0.02228,1.147626667,6.4771,2.21,4.2671,1.0624,80.07,-0.276307303,1,0.1218,-0.152268863,2.27,-0.152428453,2.27,3.6289,3.9591,1.1759,-0.143321511,0.334,0.032,0.043,134.5
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_106,C,106,2.1,2.1,1.2,0.15833,41.8,43,42.4,121.8,123,122.4,121.8,123.0,122.4,122.4,0.6,934,1389,1189,1180,227,0.1094,0.02162,1.147626667,6.8175,2.3096,4.5079,1.162,79.51,-0.209836948,1.02,0.0746,0.08399567,2.48,0.084467915,2.48,4.1542,4.578,1.0851,-0.232429113,0.3222,0.0306,0.0413,135
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_107,C,107,2.2,2,1.1,0.15833,43.1,44.2,43.7,123.1,124.2,123.7,123.1,124.2,123.7,123.7,0.6,950,1393,1201,1192,222,0.1097,0.0209,1.147626667,7.238,2.5993,4.6387,1.4517,76.16,0.187798211,1.19,0.1502,-0.960456504,1.52,-0.960497885,1.52,3.808,4.2345,1.2181,0.457984752,0.443,0.0418,0.0566,135.3
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_108,C,108,1.9,2.2,1.1,0.15833,44.4,45.4,44.9,124.4,125.4,124.9,124.4,125.4,124.9,124.9,0.5,967,1401,1214,1203,217,0.1097,0.02026,1.147626667,6.1371,2.2655,3.8716,1.1179,77.6,0.016874441,1.12,0.1231,-0.358117731,2.08,-0.358425296,2.08,3.3799,3.7872,1.1455,0.114478346,0.3871,0.0363,0.0492,135.5
Isla Hermite,HER42PB,HER42PB1C,HER42PB1C_109,C,109,2.1,2.1,1.1,0.15833,45.6,46.7,46.1,125.6,126.7,126.1,125.6,126.7,126.2,126.2,0.6,978,1410,1225,1215,216,0.1098,0.02001,1.147626667,7.1982,2.686,4.5122,1.5384,74.57,0.376526541,1.27,0.1188,-0.959913367,1.52,-0.959561536,1.52,3.808,4.3107,1.1849,0.613072793,0.4775,0.0444,0.0605,136.4
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_117,D,117,2.1,2.4,1.2,0.06282,6,7.2,6.6,126,127.2,126.6,126,127.2,126.6,126.6,0.6,981,1413,1229,1219,216,0.1088,0.01978,1.147626667,7.2245,2.3769,4.8476,1.2293,79.77,-0.240698184,1.01,0.1152,-0.485211755,1.96,-0.485768798,1.96,4.6635,5.6638,1.0395,-0.341943036,0.3333,0.0287,0.0415,144.6
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_118,D,118,2.1,2.2,1.1,0.06282,7.3,8.4,7.8,127.3,128.4,127.8,127.3,128.4,127.9,127.9,0.6,995,1422,1241,1230,213,0.1098,0.01951,1.147626667,7.8432,2.7561,5.0871,1.6085,75.98,0.209163683,1.2,0.2143,-0.882787933,1.59,-0.882780895,1.6,3.9915,4.8816,1.2745,0.606270686,0.513,0.0442,0.0642,145.1
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_119,D,119,2.2,2.3,1.2,0.06282,8.4,9.6,9,128.4,129.6,129,128.4,129.6,129.0,129.0,0.6,1005,1433,1251,1241,214,0.1071,0.01898,1.147626667,7.6075,2.3254,5.2821,1.1778,81.77,-0.478092309,0.91,0.0371,0.483201258,2.85,0.48335271,2.85,4.6635,5.7571,1.1326,-0.416766214,0.3244,0.027,0.0395,146.2
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_120,D,120,2.3,1.9,1.2,0.06282,9.7,10.9,10.3,129.7,130.9,130.3,129.7,130.9,130.3,130.3,0.6,1017,1444,1262,1253,214,0.1001,0.01752,1.147626667,6.8475,1.9464,4.9011,0.7988,85.99,-0.978993913,0.7,0.0667,0.549463955,2.91,0.549833509,2.91,3.8869,4.8256,1.2609,-0.737145456,0.2654,0.0206,0.0302,146.7
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_121,D,121,2.4,2,1.3,0.06282,10.9,12.2,11.6,130.9,132.2,131.6,130.9,132.2,131.6,131.6,0.7,1038,1449,1273,1266,206,0.1008,0.0169,1.147626667,7.1476,2.0746,5.073,0.927,84.55,-0.808070143,0.77,0.0754,0.359909192,2.74,0.359754605,2.74,4.9392,6.1938,1.0271,-0.858222961,0.2447,0.0189,0.0278,147.2
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_122,D,122,2.4,1.9,1.2,0.06282,12.3,13.4,12.9,132.3,133.4,132.9,132.3,133.4,132.9,132.9,0.6,1056,1455,1284,1278,200,0.1,0.01604,1.147626667,7.3305,2.2288,5.1017,1.0812,82.51,-0.565928135,0.87,0.0536,0.509271827,2.87,0.50957049,2.88,4.0765,5.1466,1.2515,-0.331059665,0.3481,0.0265,0.0391,147.3
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_123,D,123,2.3,1.9,1.1,0.06282,13.5,14.6,14,133.5,134.6,134,133.5,134.6,134.1,134.1,0.6,1073,1461,1298,1290,194,0.1001,0.01544,1.147626667,6.4367,1.8723,4.5644,0.7247,86.3,-1.015790002,0.69,0.0398,0.601061956,2.96,0.60133272,2.96,3.7179,4.7273,1.2277,-0.80924779,0.2576,0.0195,0.0288,147.6
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_124,D,124,2.1,2.1,1.1,0.06282,14.7,15.7,15.2,134.7,135.7,135.2,134.7,135.7,135.2,135.2,0.5,1089,1468,1310,1302,189,0.1005,0.01501,1.147626667,4.9929,2.0202,2.9727,0.8726,77.31,0.05129659,1.13,0.0566,0.421826794,2.79,0.422490007,2.8,3.5489,4.5479,0.8376,-0.462340331,0.3274,0.0247,0.0366,148.1
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_125,D,125,2.2,2.3,1.3,0.06282,15.8,17,16.4,135.8,137,136.4,135.8,137.0,136.4,136.4,0.6,1103,1474,1322,1314,186,0.1,0.0146,1.147626667,6.7413,2.0331,4.7082,0.8855,84.17,-0.762965259,0.79,0.0802,0.208374009,2.6,0.208066021,2.6,4.8578,6.2884,0.9692,-0.894954339,0.2451,0.0182,0.0272,149
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_126,D,126,2.3,2,1.2,0.06282,17.1,18.3,17.7,137.1,138.3,137.7,137.1,138.3,137.7,137.7,0.6,1117,1482,1337,1326,183,0.1005,0.01428,1.147626667,6.1109,1.9786,4.1323,0.831,83.26,-0.654950932,0.84,0.0774,-0.286423666,2.14,-0.286326401,2.14,4.2537,5.5405,0.9715,-0.805846737,0.2642,0.0196,0.0293,149.5
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_127,D,127,2.3,2.3,1.2,0.06282,18.3,19.5,18.9,138.3,139.5,138.9,138.3,139.5,138.9,138.9,0.6,1128,1492,1350,1339,182,0.0986,0.01384,1.147626667,7.1061,2.2618,4.8443,1.1142,81.3,-0.42230469,0.93,0.0783,0.168181882,2.56,0.168739351,2.56,4.7689,6.2711,1.0158,-0.546006248,0.3189,0.023,0.0347,150.5
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_128,D,128,2.1,2.1,1.2,0.06282,19.6,20.8,20.2,139.6,140.8,140.2,139.6,140.8,140.2,140.2,0.6,1142,1502,1363,1352,180,0.0911,0.01252,1.147626667,7.0105,2.3665,4.644,1.2189,79.21,-0.174227829,1.04,0.1646,-0.487927439,1.96,-0.487641497,1.96,3.9811,5.2631,1.1665,-0.052173276,0.4201,0.0279,0.0421,150.9
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_129,D,129,2.2,2,1.2,0.06282,20.8,22,21.4,140.8,142,141.4,140.8,142.0,141.4,141.4,0.6,1177,1505,1373,1365,164,0.0903,0.01123,1.147626667,7.2133,2.3315,4.8818,1.1839,80.48,-0.324973099,0.98,0.087,-0.172364926,2.25,-0.172091788,2.25,3.8869,5.1754,1.256,-0.063056647,0.4208,0.0275,0.0414,150.6
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_130,D,130,2.2,2,1.2,0.06282,22,23.2,22.6,142,143.2,142.6,142,143.2,142.6,142.6,0.6,1208,1509,1383,1378,150,0.0911,0.0103,1.147626667,6.9112,2.3267,4.5845,1.1791,79.54,-0.21339786,1.02,0.2116,-1.222791605,1.28,-1.222675685,1.28,3.8869,5.2143,1.1795,-0.071899387,0.4221,0.0276,0.0416,150.5
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_131,D,131,2.2,2.1,1.2,0.06282,23.2,24.4,23.8,143.2,144.4,143.8,143.2,144.4,143.8,143.8,0.6,1244,1514,1395,1392,135,0.0907,0.00917,1.147626667,7.8153,2.4726,5.3427,1.325,80.13,-0.283429127,0.99,0.0682,-0.028976796,2.38,-0.028830348,2.38,4.173,5.646,1.2803,0.024690533,0.4455,0.0288,0.0433,150.4
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_132,D,132,2.2,2,1.2,0.06282,24.5,25.7,25.1,144.5,145.7,145.1,144.5,145.7,145.1,145.1,0.6,1277,1520,1407,1405,122,0.091,0.00825,1.147626667,7.2122,2.1343,5.0779,0.9867,83.73,-0.710738552,0.81,0.0694,0.390867993,2.77,0.390654131,2.77,4.1542,5.658,1.2223,-0.51947803,0.3354,0.0216,0.0325,150.3
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_133,D,133,2.2,2,1.2,0.06282,25.7,26.9,26.3,145.7,146.9,146.3,145.7,146.9,146.3,146.3,0.6,1302,1528,1420,1419,113,0.0911,0.00762,1.147626667,7.1391,2.0636,5.0755,0.916,84.71,-0.827061673,0.76,0.081,0.578250208,2.94,0.577923988,2.94,4.1542,5.6996,1.2218,-0.63511385,0.3135,0.0201,0.0302,150.6
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_134,D,134,2.3,1.8,1.2,0.06282,27,28.2,27.6,147,148.2,147.6,147,148.2,147.6,147.6,0.6,1326,1538,1434,1433,106,0.0907,0.00709,1.147626667,6.4263,2.0755,4.3508,0.9279,82.42,-0.5552454,0.88,0.0624,0.552722776,2.91,0.552642557,2.92,3.9588,5.467,1.099,-0.540564562,0.3354,0.0213,0.0321,150.9
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_135,D,135,2.2,1.9,1.2,0.06282,28.2,29.4,28.8,148.2,149.4,148.8,148.2,149.4,148.8,148.8,0.6,1347,1551,1448,1447,102,0.09,0.00672,1.147626667,6.7601,2.0644,4.6957,0.9168,83.67,-0.703616728,0.82,0.0475,0.599975682,2.96,0.599460022,2.96,3.7938,5.2772,1.2377,-0.491589391,0.3482,0.0217,0.033,151.6
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_136,D,136,2.2,2.1,1.2,0.06282,29.5,30.6,30,149.5,150.6,150,149.5,150.6,150.1,150.1,0.6,1362,1562,1462,1460,100,0.0623,0.0045,1.147626667,6.6932,2.0097,4.6835,0.8621,84.45,-0.796200437,0.78,0.0957,-0.216359012,2.21,-0.216100205,2.21,4.0765,5.7173,1.1489,-0.696332813,0.3072,0.0132,0.0201,152.5
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_137,D,137,2,2.3,1.3,0.06282,30.7,31.9,31.3,150.7,151.9,151.3,150.7,151.9,151.3,151.3,0.6,1378,1586,1481,1480,104,0.0631,0.0047,1.147626667,7.5009,2.1607,5.3402,1.0131,84.05,-0.748721612,0.8,0.0326,1.031226345,3.36,1.031117041,3.36,4.5358,6.4091,1.1773,-0.61606795,0.3268,0.0141,0.0217,153.7
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_138,D,138,2.2,2,1.1,0.06282,32,33.1,32.5,152,153.1,152.5,152,153.1,152.6,152.6,0.6,1389,1629,1500,1500,120,0.0623,0.00521,1.147626667,7.0116,2.2383,4.7733,1.0907,81.4,-0.434174396,0.93,0.0791,0.234987715,2.62,0.234283801,2.62,3.808,5.415,1.2535,-0.186854996,0.4216,0.0178,0.0278,155.6
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_139,D,139,2.2,2.2,1.2,0.06282,33.1,34.3,33.7,153.1,154.3,153.7,153.1,154.3,153.7,153.7,0.6,1397,1676,1516,1520,140,0.0628,0.00603,1.147626667,7.7495,2.4029,5.3466,1.2553,80.99,-0.3855086,0.95,0.0886,-0.022459154,2.38,-0.022275903,2.39,4.4562,6.388,1.1998,-0.218824899,0.4179,0.0177,0.0279,157.9
Isla Hermite,HER42PB,HER42PB1D,HER42PB1D_140,D,140,2,2.1,1.2,0.06282,34.4,35.6,35,154.4,155.6,155,154.4,155.6,155.0,155.0,0.6,1404,1728,1530,1540,162,0.0625,0.0068,1.147626667,6.9723,2.1042,4.8681,0.9566,83.58,-0.692933992,0.82,0.145,-0.445562765,2,-0.445505779,2,3.9588,5.7046,1.2297,-0.491589391,0.3603,0.0151,0.0242,160
