"depth","SH20_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
1.1,-51.51,6.66,16596,44628,1.45,0.00195404378505518,0.0119051926904288,0.00271394970146553,0.00390808757011037,0.211724262710331,0.00419757553826669,0.00539171340691153,0.00267776370544599,0.00184548579699656,0.00394427356612991,0.0162836982087932,0.0205174597430794,1,0.176768590555455,0.176768591
1.2,-50.47,6.68,16084,44476,1.35,0.00320512820512821,0.0156440781440781,0.0041971916971917,0.00400641025641026,0.279647435897436,0.00183150183150183,0.00469322344322344,0.00152625152625153,5.08181725785141e-05,0.00690628815628816,0.0259462759462759,0.0282738095238095,1,0.177388583638584,0.177388584
1.3,-49.42,6.7,16223,44600,1.42,0.00215329983755808,0.0139397831589286,0.00460881719617695,0.00426882248498357,0.26436477654792,0.00154886479543652,0.00676211703373503,0.00438215405538136,0.000868875373049753,0.00445770843564656,0.022364096558498,0.0194930301084205,1,0.178761663707453,0.178761664
1.4,-48.38,6.7,16870,48427,1.4,0.00508517670989067,0.0158366931822309,0.0030511060259344,0.00544840361774,0.329192546583851,0.00552104899930987,0.00650176165050307,0.0020703933747412,0.0037049144600632,0.00897170462387854,0.0242635574443355,0.0262249827467219,1,0.176019759543787,0.17601976
1.5,-47.34,6.71,16085,44532,1.13,0.0036093023255814,0.0130232558139535,0.0037953488372093,0.00357209302325581,0.236204651162791,0.00349767441860465,0.00509767441860465,0.000967441860465116,5.08181725785141e-05,0.00565581395348837,0.0318139534883721,0.0255255813953488,1,0.177376744186047,0.177376744
1.6,-46.29,6.73,16366,44776,1.31,0.00238374651606278,0.0134589995599237,0.00366730233240428,0.00341059116913598,0.209623001320229,0.00209036232947044,0.0053909344286343,0.00227372744609066,0.000843479536452985,5.00025001250062e-05,0.0349860642511369,0.0220404870177497,1,0.17261992078627,0.172619921
1.7,-45.25,6.76,16696,47047,1.33,0.00224055764990398,0.0117362543566399,0.00341418308556796,0.00526353225691728,0.231630983711502,0.0030229746070133,0.00682836617113593,0.00352087630699196,5.08181725785141e-05,0.00529909666405861,0.0294117647058824,0.0214097730990824,1,0.186179671384878,0.186179671
1.8,-44.2,6.78,16936,47641,1.27,0.00307538263481619,0.0149477900157345,0.00486339579459305,0.00507795737376627,0.262086968960092,0.00539979974252611,0.00579316263767701,0.00239593763410099,5.08181725785141e-05,0.00679445000715205,0.0321842368759834,0.0259619510799599,1,0.175618652553283,0.175618653
1.9,-43.16,6.81,16562,46327,1.18,0.00184228587942058,0.0184589820467435,0.00274536719286205,0.00512950186034751,0.243109489578442,0.00198677888957122,0.00581584365856302,0.00155329985911932,0.00144493010150634,0.00473214608243326,0.0284289997471372,0.0166528194198606,1,0.173138749412997,0.173138749
2,-42.11,6.84,15674,42856,1.25,0.00157083363775846,0.00957112588587711,0.0108862424198144,0.00562577628406517,0.171805362752977,0.00208226784540075,0.00694089281800248,0.00507781106159129,0.00153430262292687,0.00664864469934975,0.0168042668225323,0.019434499890407,1,0.17049024621904,0.170490246
2.1,-41.07,6.84,16295,44760,1.36,0.00300579689400988,0.01044872253632,0.00314893007943892,0.0123452372432548,0.207042152723109,0.00229013096686467,0.00440134545194303,0.00214699778143563,0.000250483074500823,0.00762184212409647,0.0213268446289272,0.0202175624418521,1,0.162527732054677,0.162527732
2.3,-38.98,6.75,17745,52423,1.2,0.00321011015746435,0.0120294654321822,0.00253429749273501,0.00706224234642157,0.349699263364195,0.00273704129215381,0.00449415422045009,0.00243292559302561,0.00121646279651281,0.00608231398256403,0.0235858619990539,0.0238561870649456,1,0.168243562884368,0.168243563
2.4,-37.94,6.76,19359,57926,1.2,0.00379808472650544,0.0129849050478818,0.00340853757506898,0.00558350917058919,0.450219120272683,0.00457717902937835,0.00535627333225126,0.000162311313098523,5.08181725785141e-05,0.00181788670670346,0.0259048855705243,0.0243142347021587,1,0.167180652491479,0.167180652
2.5,-36.89,6.78,19163,54196,1.4,0.00259395166392509,0.013096292547134,0.0097747690750348,0.00496646842971024,0.280874351512084,0.00136024294571682,0.00465013286093888,0.00265721877767936,0.000949006706314058,0.00724408452486398,0.0237568012147286,0.0310325192964697,1,0.17059977223839,0.170599772
2.6,-35.85,6.81,19345,53809,1.34,0.00220757513639661,0.0140654072976127,0.00491973887539815,0.00476205493708411,0.262543757292882,0.00469898136175849,0.00671733577217825,0.00211296477340818,0.00148222902015201,0.00640196789555016,0.0243464000756883,0.0202150808918604,1,0.170204043016178,0.170204043
2.7,-34.8,6.84,19212,53059,1.31,0.00108925482155443,0.0139680912411098,0.00583071698596783,0.0047094252578971,0.261357083360031,0.00506183122957647,0.00736848849875056,0.00560645864035369,0.00214647273659255,0.00246684180175562,0.0233549048503876,0.0190619593772025,1,0.169859678349459,0.169859678
2.8,-33.76,6.87,18667,51028,1.3,0.00169651272384543,0.0141690229343387,0.00304743952246309,0.00314169022934339,0.21262959472196,0.00289035501099592,0.00367577756833176,0.00386427898209237,5.08181725785141e-05,5.00025001250062e-05,0.0181275526233113,0.0196669808356896,1,0.168645931511153,0.168645932
2.9,-32.72,6.88,19151,51026,1.36,0.00227182021919995,0.011942406287416,0.00282442513738372,0.00196481748687563,0.167869094034937,0.00236392103889725,0.00638565683234581,0.00340773032879993,0.000491204371718908,0.00144291284192429,0.0151659349768213,0.0207840849783563,1,0.169097104964234,0.169097105
3,-31.67,6.87,19630,53119,1.26,0.00232074504957955,0.013351818921607,0.00304409415594201,0.00322493143253263,0.196509840561801,0.00114530275174056,0.00494288556014346,0.00385786190059978,5.08181725785141e-05,0.00476204828355285,0.0218511709213659,0.0219114500135628,1,0.163085083938636,0.163085084
3.1,-30.63,6.88,19370,53696,1.33,0.00296885856863117,0.0162339713220896,0.00315836017939486,0.00353736340092224,0.287600277935696,0.000568504832291074,0.00641147116417156,0.00341102899374645,5.08181725785141e-05,0.00473754026909229,0.021508432821679,0.0162339713220896,1,0.161644873981429,0.161644874
3.2,-29.58,6.9,19100,51022,1.41,0.00284495021337127,0.0168800379326695,0.00290817132922396,0.00319266635056109,0.199841947210368,0.00211790738106528,0.00347716137189821,0.00195985459143354,5.08181725785141e-05,0.00101153785364312,0.0220957799905168,0.0198830409356725,1,0.175059269796112,0.17505927
3.3,-28.54,6.9,19321,53273,1.31,0.00227081842784708,0.014527016517871,0.00391949482066756,0.00435499424518618,0.23274333530345,0.002924067564625,0.00407503032942421,0.00214639002084176,5.08181725785141e-05,0.00643917006252527,0.0244501819765452,0.0207795439698883,1,0.166422994369615,0.166422994
