"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err","fit","lwr","upr"
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.151656429,0.00391005054569837,16.82536639,1.682536639,17.2302520770654,2.65656915666746,31.8039349974633
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.149871289,0.00371803632177862,15.55226095,1.555226095,16.4922692142085,1.91470671168734,31.0698317167297
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.163339329727273,0.00256756843248978,14.32041997,1.432041997,22.0600024188791,7.49779675705708,36.6222080807011
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.155620113454545,0.00423640430757824,15.13754881,1.513754881,18.8688525236557,4.30177041401854,33.435934633293
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.18981486525,0.00545146347910097,18.81474965,1.881474965,33.0050775954648,18.3795787457669,47.6305764451628
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.171447406090909,0.00403567896790407,19.36337954,1.936337954,25.411908379811,10.8434645653881,39.980352194234
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.1720160675,0.0048410711869434,20.68841246,2.068841246,25.6469949134595,11.0776770165412,40.2163128103778
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.163066211666667,0.00463478219692574,14.84252301,1.484252301,21.9470944966635,7.38489633342225,36.5092926599047
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.1568333585,0.00460904109211662,17.69781147,1.769781147,19.3704120943291,4.8047950262741,33.936029162384
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.190100895727273,0.0133013700302859,45.84025227,4.584025227,33.1233235540352,18.4964676343709,47.7501794736995
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.162232980090909,0.00260452872874025,20.07250761,2.007250761,21.6026337688211,7.04037686072742,36.1648906769148
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.159601122545455,0.00336775217890736,24.48454632,2.448454632,20.5146150330213,5.95136514365209,35.0778649223906
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.1813896864,0.00475555581895366,24.57346976,2.457346976,29.5220804031976,14.9301248298041,44.1140359765911
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.16678873995,0.00435648814020502,22.17332138,2.217332138,23.4860001733049,8.92256293741829,38.0494374091916
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.169669245545455,0.00435904101777829,22.99890718,2.299890718,24.6768108468706,10.1107311668089,39.2428905269324
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.1670347968,0.00635740659642806,27.86780897,2.786780897,23.5877209003003,9.024115313563,38.1513264870376
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.164979078818182,0.0048796740441444,21.30941668,2.130941668,22.7378801923175,8.17535179242489,37.3004085922102
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.167321740666667,0.00496390663497741,27.91782393,2.791782393,23.7063444571094,9.14252900711128,38.2701599071075
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.14541441625,0.00486668227117756,19.69837052,1.969837052,14.6497830722624,0.0600803284767935,29.2394858160481
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.168186230416667,0.00387045173057498,22.2896321,2.22896321,24.0637274190146,9.49919160131895,38.6282632367102
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.170357614,0.00565766346754796,18.54037683,1.854037683,24.9613846745735,10.3944561363998,39.5283132127471
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.159016234727273,0.00334601616291354,28.24074713,2.824074713,20.2728204474359,5.70918332332357,34.8364575715482
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.165370381,0.00399401919004644,17.98134036,1.798134036,22.8996458265984,8.3369700442607,37.4623216089362
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.160143112272727,0.00417085182457121,22.4464389,2.24464389,20.7386754039565,6.17573028244147,35.3016205254716
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.156258753454545,0.00482245865986856,24.93876512,2.493876512,19.1328684414745,4.56658997925788,33.6991469036911
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.158800656416667,0.00346959720017092,21.28612473,2.128612473,20.1836996508424,5.61990452474832,34.7474947769365
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.163200453454545,0.00410627444066505,19.76825892,1.976825892,22.0025905019814,7.44039030375209,36.5647907002108
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.148755290461538,0.00423684129207317,56.8446065,5.68446065,16.0309116756635,1.4506380213005,30.6111853300265
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.226903901166667,0.0192419662268625,31.84980956,3.184980956,48.3378094295969,33.4189407986836,63.2566780605101
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.162143465272727,0.00497309987343341,38.5145956,3.85145956,21.5656280427771,7.00335751022477,36.1278985753295
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.162107014333333,0.00433464220674764,64.63475063,6.463475063,21.5505591021855,6.98828261513717,36.1128355892338
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.168467554181818,0.0088418140009814,29.55260302,2.955260302,24.1800276070087,9.61522883782552,38.7448263761918
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.155643579727273,0.00353544024995901,26.05373802,2.605373802,18.8785535595008,4.31150225615309,33.4456048628485
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.166063939583333,0.0048276544419602,25.38306341,2.538306341,23.1863652709485,8.62336164963378,37.7493688922632
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.165775222090909,0.00377420733916301,38.12452987,3.812452987,23.0670084913032,8.50415169197836,37.6298652906281
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.164327659181818,0.00605834033624731,23.11355335,2.311355335,22.4685811299667,7.9062379466526,37.0309243132807
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.1812110093,0.0116878752857954,27.05462698,2.705462698,29.4482146908249,14.8568354773713,44.0395939042785
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.1679936634,0.00715670739725986,18.2523685,1.82523685,23.9841195685089,9.41975566594896,38.5484834710688
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.168708173846154,0.00441999096080199,20.52199678,2.052199678,24.2795005832157,9.71446579439614,38.8445353720354
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.180820653461538,0.00591109684603813,28.41964251,2.841964251,29.2868402780611,14.6967006876092,43.8769798685131
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.186126874846154,0.0084470149463899,70.38997719,7.038997719,31.4804499940337,16.8711665311116,46.0897334569557
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.176783745384615,0.00625635417181775,24.25268384,2.425268384,27.6179689404083,13.0390744998955,42.1968633809211
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.176709254461538,0.00268037723819358,28.08949975,2.808949975,27.5871741429867,13.0084601985199,42.1658880874535
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.183069920666667,0.00636049475218899,32.86456422,3.286456422,30.2166948840703,15.6190445981645,44.814345169976
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.186192237846154,0.00406954777494389,31.47956371,3.147956371,31.5074712774427,16.8979211667195,46.117021388166
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.207411269363636,0.00730232867287039,40.47366511,4.047366511,40.2794900694261,25.5440613498789,55.0149187889732
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.19989823275,0.00903294357113845,36.81900645,3.681900645,37.1735755367399,22.4916337148094,51.8555173586703
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.180753975416667,0.0099834761180887,41.3738341,4.13738341,29.2592753506921,14.6693448220075,43.8492058793766
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.177930938083333,0.00451591526698096,26.73751232,2.673751232,28.0922222494196,13.5104244477916,42.6740200510476
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.178880946666667,0.00590696245974207,24.29736534,2.429736534,28.4849589838311,13.9005811604456,43.0693368072167
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.183302172416667,0.00767261806353377,31.01118031,3.101118031,30.3127085364272,15.7142320384019,44.9111850344526
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.18033640425,0.00827238141136432,19.89352741,1.989352741,29.0866500299759,14.4980109470207,43.675289112931
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.178287780454545,0.00458270544758877,30.85010838,3.085010838,28.2397420824275,13.6569938340115,42.8224903308434
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.182009143666667,0.00358285633533958,27.0545809,2.70545809,29.7781661147229,15.1841688494754,44.3721633799705
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.21437147,0.00904689117844741,43.90873382,4.390873382,43.1568603550518,28.3632706737322,57.9504500363715
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.200281993230769,0.00739941947063828,51.53906898,5.153906898,37.3322234065144,22.6477850167246,52.0166617963042
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.178004605923077,0.00454971204769889,22.75250175,2.275250175,28.122676781431,13.5406846055769,42.704668957285
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.170673390230769,0.00650999420347503,29.03795177,2.903795177,25.0919276273979,10.5245816425557,39.6592736122402
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.1684474398125,0.0042813358626073,23.17770367,2.317770367,24.1717122592747,9.60693275582466,38.7364917627247
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.195670323846154,0.0216175782782549,36.17742954,3.617742954,35.4257438166741,20.7696195685367,50.0818680648115
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.168132582666667,0.00547260939346281,23.1665181,2.31665181,24.0415492592451,9.47706199540519,38.606036523085
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.157741404333333,0.00638421357933104,24.02293655,2.402293655,19.7458012871589,5.1811102935822,34.3104922807357
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.163619123642857,0.00546713756108525,15.44962422,1.544962422,22.1756701619315,7.61344312074499,36.737897203118
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.155899836230769,0.00480362336219416,19.87159939,1.987159939,18.9844908574582,4.41776962457457,33.5512120903418
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.161160914153846,0.0038902097267459,15.94569099,1.594569099,21.159438115032,6.59692477121759,35.7219514588464
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.175100004416667,0.00507528926362722,30.56266025,3.056266025,26.9219047774656,12.3468509903411,41.49695856459
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.173317608923077,0.00531931256718478,20.28888154,2.028888154,26.1850565027629,11.6135228328971,40.7565901726287
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.161139713923077,0.00465101837619944,14.63439001,1.463439001,21.1506738685325,6.58815340158819,35.7131943354768
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.159008354,0.00421719200026669,16.88910103,1.688910103,20.2695625283515,5.70591977316574,34.8332052835372
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.163310218538462,0.0035548010760613,15.18690869,1.518690869,22.0479677557939,7.48576352217303,36.6101719894148
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.158259801230769,0.00434461852939433,15.71765814,1.571765814,19.9601083031162,5.39588056091633,34.524336045316
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.159231476583333,0.0092934968836424,13.81573274,1.381573274,20.3618021525917,5.79831457578561,34.9252897293977
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.180552756416667,0.00722527870590059,29.24416515,2.924416515,29.1760907412602,14.5867863669987,43.7653951155218
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.161911887923077,0.00609700244139509,14.65698229,1.465698229,21.4698931897866,6.90758082673402,36.0322055528392
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.161095717357143,0.00385960052924362,18.91065944,1.891065944,21.1324855406233,6.56995003718027,35.6950210440663
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.167499311153846,0.00533926309721236,14.13675428,1.413675428,23.7797526920306,9.2158000707277,38.3437053133335
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.162356608615385,0.00415726838783653,11.64068541,1.164068541,21.6537422154547,7.09150179094335,36.2159826399661
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.162146319769231,0.00413249972490205,11.56613441,1.156613441,21.5668081012051,7.00453802501913,36.129078177391
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.172582197916667,0.00605165396677935,26.82647453,2.682647453,25.8810351263516,11.310790237966,40.4512800147373
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.168527857916667,0.00343535534264056,22.08725825,2.208725825,24.204957373237,9.64010041541366,38.7698143310603
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.169096885916667,0.00957058914993707,24.52573101,2.452573101,24.4401954567966,9.87475774011598,39.0056331734773
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.156662090923077,0.00257463227035411,13.39469893,1.339469893,19.2996095036459,4.73380141120769,33.8654175960841
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,0.154703404153846,0.00410734916237188,19.45800873,1.945800873,18.4898818243619,3.92152003973588,33.058243608988
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,0.153993742615385,0.00372940491887496,12.02392678,1.202392678,18.1965053643572,3.62705086719824,32.7659598615162
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.162468287615385,0.00397132305187792,16.01472408,1.601472408,21.6999106885946,7.13768282765927,36.26213854953
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,0.156552123846154,0.00361088920937329,19.26502214,1.926502214,19.2541487452473,4.68821526406337,33.8200822264312
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,0.155241804076923,0.00397384018206446,15.9896661,1.59896661,18.7124581582037,4.14486596381078,33.2800503525966
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.173526985166667,0.00528909562956651,17.20808815,1.720808815,26.271613344052,11.6996952673695,40.8435314207345
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.166997759538462,0.00360763039823953,22.12531638,2.212531638,23.572409572168,9.00883001139442,38.1359891329415
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,0.155964320615385,0.00207216956849464,14.11915932,1.411915932,19.0111489183209,4.44450891481491,33.5777889218269
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,0.163302304076923,0.00359155973784472,17.41073532,1.741073532,22.0446958908508,7.48249201956906,36.6068997621325
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.159617883846154,0.00537566536184691,14.61761184,1.461761184,20.521544210943,5.95830452599676,35.0847838958892
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,0.164518762357143,0.00472777400914544,19.48993262,1.948993262,22.5475838235522,7.98519409281068,37.1099735542938
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,0.171070867285714,0.00321520306001224,21.20303339,2.120303339,25.2562459749383,10.6883494624778,39.8241424873988
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,0.160153428538462,0.00296196074127938,15.90856062,1.590856062,20.7429401828092,6.18000035786479,35.3058800077537
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,0.154831656307692,0.00395520838904137,16.0403886,1.60403886,18.5429016948835,3.97472788611387,33.1110755036531
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,0.156616087928571,0.00237454831253303,12.8914014,1.28914014,19.280591711436,4.71473142493157,33.8464519979405
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,0.157923344538462,0.00404264812947451,12.83985868,1.283985868,19.8210159781355,5.25649298803933,34.3855389682316
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,0.179362517,0.00627649902557456,27.24284566,2.724284566,28.6840417746823,14.0982953400207,43.2697882093439
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,0.175135429214286,0.00584518484846346,20.22918999,2.022918999,26.9365495076061,12.3614200707213,41.5116789444908
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,0.194036148153846,0.00656161686260183,35.44641495,3.544641495,34.7501701049089,20.1031937715206,49.3971464382972
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,0.181389239916667,0.00490081117766475,35.28699525,3.528699525,29.5218958254903,14.9299416993243,44.1138499516564
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,0.161036549230769,0.00286787821750823,26.51036789,2.651036789,21.108025238747,6.54546897326668,35.6705815042274
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,0.158320473214286,0.00539907012543843,38.83837476,3.883837476,19.9851903045789,5.4210136708857,34.549366938272
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,0.162562439846154,0.00506227187493313,15.22168904,1.522168904,21.7388335365546,7.17661455160292,36.3010525215063
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,0.1775461945,0.00721274509635771,22.64753764,2.264753764,27.9331679617481,13.3523697604315,42.5139661630648
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,0.168199263153846,0.00880844982485949,18.64517078,1.864517078,24.0691151962725,9.50456750639947,38.6336628861455
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,0.169681712692308,0.00535736353296923,32.61245875,3.261245875,24.681964807191,10.1158704987918,39.2480591155901
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,0.15329975375,0.00223801385347654,25.94707768,2.594707768,17.9096080399638,3.33899884129826,32.4802172386294
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,0.203875801529412,0.0122903659962809,32.36277494,3.236277494,38.8179158097944,24.1088652484827,53.5269663711061
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,0.201586507466667,0.0220913685909312,58.59664427,5.859664427,37.871513966608,23.1783989175633,52.5646290156526
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,0.159645525071429,0.00631906653232497,17.48773645,1.748773645,20.5329711861726,5.9697482207929,35.0961941515522
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,0.185652934857143,0.0201604584524328,28.19880436,2.819880436,31.2845216131152,16.6771491689041,45.8918940573264
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,0.1600421338125,0.0133615973286676,19.1429554,1.91429554,20.6969305698453,6.1339326091256,35.2599285305651
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.526666666667,0.157802914266667,0.00430957165735743,19.77031081,1.977031081,19.7712296998862,5.20659616010632,34.3358632396661
