"Location","Site","Section","sample","min_depth","max_depth","midpoint","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-4.52696889576041,0.00108134,4.00686912375442,0.904111945,4.87052033752482,4.07024149286233,5.67079918218731
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.16899813241814,0.001546775,3.98120094013651,0.512470791,4.9427965411597,4.14223776829387,5.74335531402553
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-4.40723335139314,0.001218885,4.83863377723039,0.909448982,4.89469558163197,4.09434012953699,5.69505103372695
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-4.05428716072861,0.001734784,5.0275703373299,1.310436979,4.96595729728285,4.16527647411846,5.76663812044725
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-3.69456804350162,0.002485819,4.92796820808576,3.800967424,5.03858650287862,4.23742124387264,5.83975176188459
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.08389239691287,0.001684178,5.15122272117239,2.126521142,4.95997984242276,4.15933202102017,5.76062766382534
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-3.90682294918653,0.002010427,4.96127239704665,1.931616323,4.99573110697267,4.19487033772111,5.79659187622423
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-3.9183269838121,0.001987432,4.8652129416843,0.996133225,4.99340838111245,4.19256258192842,5.79425418029647
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-4.1881105548973,0.001517493,5.03272069818746,2.167962906,4.93893764127033,4.13839767837308,5.73947760416758
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-4.12347065869429,0.001618823,4.90990425474619,2.715802678,4.95198878057927,4.15138344555122,5.75259411560731
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-4.96634107871794,0.00069686,5.02211114919423,1.325348387,4.78180875373389,3.98166432704138,5.58195318042639
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-4.67389398653502,0.000933585,4.79952697956569,1.405222576,4.84085537918925,4.04064714566711,5.64106361271139
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-4.48939538771342,0.001122743,4.85154838767966,0.485558929,4.87810662891221,4.0778055874727,5.67840767035172
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-3.74523890720804,0.002362998,5.43893495275558,2.48800676,5.0283557856284,4.22726809100056,5.82944348025624
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-3.80748660926352,0.002220392,4.99114666985596,0.981019187,5.01578764305843,4.21479105001948,5.81678423609738
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-4.04447012894207,0.001751898,4.5067322610346,1.806865583,4.96793940828507,4.16724741108462,5.76863140548552
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-4.54336038442178,0.00106376,4.50083290786636,1.320509697,4.86721080866468,4.06694111924834,5.66748049808101
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-4.3004044734556,0.001356307,4.51844421677488,2.73622133,4.91626490104736,4.11582665248454,5.71670314961018
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-3.95178524918266,0.001922036,4.67712823950778,2.19863695,4.98665297913879,4.18584982250146,5.78745613577613
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-4.76264983401983,0.000854294,5.57469817257397,4.67933169,4.8229351008774,4.02275703071524,5.62311317103956
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-2.62919262619039,0.007213668,5.42694982006684,2.714332835,5.25369147371547,4.45018952383047,6.05719342360048
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-3.69236881485845,0.002491292,5.29193586702381,1.546696593,5.03903053885454,4.23786184418366,5.84019923352542
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-4.02975366120638,0.001777871,5.713479251255,5.375215015,4.97091074149933,4.17020177835109,5.77161970464756
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-3.92134537399091,0.001981442,5.50367524145641,4.87578685,4.9927989520597,4.19195705455648,5.79364084956293
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-3.73314461954964,0.002391751,5.5400177749991,3.27008475,5.03079768671958,4.22969175645479,5.83190361698436
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-3.47552367918559,0.003094562,4.71552387896197,0.974152096,5.08281272664215,4.28127702102693,5.88434843225738
"Bird Island","BI10","BI10.13",519,491,492,491.5,-3.77835301615858,0.002286031,4.88149917134404,1.128119455,5.02166987066889,4.22063121399904,5.82270852733873
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-3.722156235482,0.002418177,5.4136321336454,2.552502686,5.03301629998586,4.2318936505847,5.83413894938702
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-3.21087620730082,0.004032127,5.57015098025976,2.533130332,5.13624646070136,4.33418712584059,5.93830579556213
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-3.37799744353182,0.00341157,5.29275948157958,1.2109063,5.10250379303552,4.30078479997556,5.90422278609547
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-3.80952715902001,0.002215865,5.32139353241645,2.906298325,5.01537564519483,4.21438196046397,5.8163693299257
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-3.4686292364556,0.003115971,5.36821733176771,2.487970085,5.08420475134844,4.28265645978538,5.88575304291151
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-3.39051121269338,0.003369145,5.25655596373445,0.230183662,5.09997719639473,4.29828235319039,5.90167203959907
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-3.62557359238891,0.002663382,5.2907181288431,1.290158433,5.05251685001574,4.25124106492994,5.85379263510154
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-3.66691089962266,0.002555529,5.3826754753159,2.023714323,5.04417062752693,4.24296174319197,5.84537951186189
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-3.36261724863652,0.003464447,5.66219633304157,3.53969412,5.10560913629824,4.30386020681001,5.90735806578648
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-3.28264544168848,0.003752885,5.25754462550231,1.056052013,5.12175587004281,4.31984675417245,5.92366498591317
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-3.16796612279277,0.004208911,5.46924393047532,5.125263643,5.1449102352983,4.34275816731963,5.94706230327698
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-3.06276794731685,0.004675809,5.30808874723216,2.746708433,5.16615030720173,4.36376165922001,5.96853895518346
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-3.62305122750412,0.002670108,5.54563685026469,1.075694066,5.05302612891984,4.25174619580011,5.85430606203958
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-3.82606937098431,0.002179512,5.3835306951838,1.350297189,5.01203568449709,4.21106539362399,5.81300597537019
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-3.57656367447987,0.002797165,5.2962099775629,1.576673831,5.06241221346344,4.26105447639235,5.86376995053454
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-3.44691006613371,0.003184388,4.78122905385349,0.643954459,5.08858996751054,4.2870016578786,5.89017827714247
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-3.59504243160044,0.002745952,5.28501515209425,0.967050152,5.05868125398481,4.25735475171964,5.86000775624998
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-3.46857278695311,0.003116147,5.3961658992797,3.021660314,5.08421614880364,4.28266775395768,5.8857645436496
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-3.46747520651186,0.003119569,5.35521062370928,0.296391987,5.08443775614033,4.28288735235243,5.88598815992823
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-2.84389320630271,0.005819864,5.542757242762,0.817219768,5.21034228311722,4.40741940580144,6.013265160433
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-3.0810453117196,0.004591124,5.53586187097688,2.967427554,5.16246000998542,4.36011340733384,5.96480661263701
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-3.6333102624188,0.002642855,5.38804937314139,2.472171267,5.05095477513199,4.24969166580263,5.85221788446134
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-3.82149478644984,0.002189505,5.39241735800612,1.186563166,5.01295931747838,4.21198258986712,5.81393604508964
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-3.81471064949862,0.002204409,5.23813068029257,1.902009246,5.01432907086046,4.21334275163895,5.81531539008196
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-3.1417223948326,0.004320831,5.54112774378097,0.790392656,5.1502089837449,4.34799912432511,5.9524188431647
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-4.04301841637417,0.001754444,5.44475597767347,1.088241627,4.96823251678421,4.16753885744938,5.76892617611903
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-4.68614545336029,0.000922216,5.4719487781712,7.232871397,4.83838174278716,4.03817823266875,5.63858525290556
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-4.10780519136955,0.001644383,5.30063915461091,2.10488142,4.95515172186483,4.15452979367881,5.75577365005084
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-4.71109074733112,0.000899496,5.30594276317154,1.61224727,4.83334515507833,4.03315070815847,5.6335396019982
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-4.29833474107809,0.001359117,5.26451681546128,1.29546417,4.91668279103756,4.11624280384881,5.71712277822631
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-3.70103280784098,0.002469801,5.40664834884818,2.295698066,5.03728123252782,4.23612603953391,5.83843642552172
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-3.64896179157862,0.002601813,5.30392530015321,1.28719832,5.04779464803616,4.24655696440777,5.84903233166455
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-4.56514402806179,0.001040838,4.31558358453844,0.127257404,4.86281257499628,4.0625545560179,5.66307059397466
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-4.17459895729983,0.001538136,5.19649838779411,1.390917272,4.94166570478666,4.14111248924934,5.74221892032399
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-4.24162906826353,0.001438414,5.18365829691212,0.49933525,4.9281319683875,4.12764235844497,5.72862157833003
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-4.46879684801853,0.00114611,5.23738930969985,1.655968033,4.88226558378235,4.08195165825743,5.68257950930727
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-4.23971490229962,0.00144117,5.20547519290949,2.168982826,4.92851844869027,4.1280270967286,5.72900980065194
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-3.57164013958043,0.002810971,5.41649226763735,2.903637612,5.06340630138189,4.26204017349828,5.8647724292655
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-3.96737933223805,0.001892296,5.01076690076905,1.980260599,4.9835044507174,4.18272071294098,5.78428818849383
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-4.3743099252096,0.001259683,5.11780466578714,2.003620986,4.90134299672527,4.10096347987044,5.70172251358009
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-3.84118707342116,0.00214681,5.25944737864346,0.865688181,5.00898333985974,4.2080341432906,5.80993253642888
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-4.13189267175702,0.001605247,5.1439887027159,2.51955152,4.95028833128711,4.149691796042,5.75088486653222
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-3.94901966961286,0.001927359,5.2477503425728,3.764733223,4.98721136438313,4.18640473359297,5.78801799517329
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-3.72264366349736,0.002416999,5.51359353944066,3.844633517,5.03291788567356,4.23179598095429,5.83403979039284
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-3.9061864214706,0.002011707,5.35396994184868,1.057230312,4.9958596253086,4.19499802314693,5.79672122747027
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-3.85951087162722,0.002107831,5.31236219951462,0.141980149,5.00528366741124,4.2043596737898,5.80620766103268
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-4.6978273980255,0.000911506,4.98873899768367,2.846974309,4.83602309594239,4.03582392267902,5.63622226920577
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-4.63943797713505,0.000966313,5.28040139826097,2.396674308,4.84781223099633,4.04758975226716,5.64803470972549
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-4.57719204981693,0.001028373,5.13777851716181,1.243459714,4.86038001523737,4.06012820752524,5.66063182294949
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-4.31474615115336,0.001336994,5.14522793339927,0.995341457,4.91336923993785,4.11294289829135,5.71379558158436
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-4.61102086789765,0.000994166,5.22044871643946,2.997278408,4.85354979669801,4.0533145024684,5.65378509092762
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-4.51480649262849,0.001094572,5.22209737850423,1.871756928,4.87297599149288,4.07269014633577,5.67326183664999
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-3.86147125091334,0.002103703,5.23644389367915,1.52280294,5.00488785639259,4.20396653543552,5.80580917734966
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-4.02436119743564,0.001787484,5.26476931152298,0.638225571,4.97199950865436,4.17128426414034,5.77271475316837
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-4.57226601486441,0.001033451,5.17572858684227,0.920012459,4.86137460792985,4.06112028158615,5.66162893427354
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-4.19878803182856,0.001501376,5.23833976299513,0.772264213,4.93678180181075,4.13625215769606,5.73731144592544
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-4.59752806154937,0.001007671,5.06026399040885,0.788160621,4.85627406616105,4.05603234928732,5.65651578303477
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-4.10358443870775,0.001651338,5.12506762195143,0.807290469,4.95600391430655,4.15537746536995,5.75663036324314
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-3.88876039040686,0.002047071,5.34318829338769,1.798935709,4.99937803378965,4.19849344178167,5.80026262579763
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-4.3007177996472,0.001355882,5.26026487715558,1.598019601,4.91620163882053,4.11576365301385,5.71663962462721
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-4.61162064554212,0.00099357,5.23302201135047,2.023467991,4.85342869839723,4.05319368461749,5.65366371217698
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-4.38167349703432,0.001250441,5.13754934684211,2.367141025,4.89985625235621,4.09948223010007,5.70023027461236
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-4.31192931731187,0.001340766,5.14778652195482,1.169941626,4.91393797369262,4.11350931279262,5.71436663459263
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-3.4415900308643,0.003201374,5.45174011807119,1.935257425,5.0896641109654,4.28806591357782,5.89126230835298
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-3.53410355263562,0.002918491,5.36346345511039,1.280777922,5.07098513820211,4.26955409186581,5.87241618453842
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-3.07940353313339,0.004598668,5.56665132343003,2.354010859,5.16279149382593,4.36044113059961,5.96514185705225
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-3.52294300300131,0.002951245,5.4910596274632,1.406581463,5.07323851261324,4.27178784131449,5.87468918391199
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-4.52692339770512,0.001081389,5.43687997435676,3.744506391,4.8705295238245,4.07025065330317,5.67080839434583
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-4.35542334128011,0.0012837,5.55643935797871,2.74433306,4.90515629860866,4.10476239294843,5.70555020426889
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-4.00406417427589,0.001824135,5.01185432211293,1.697067512,4.9760975857302,4.17535838760073,5.77683678385968
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-3.48057642460985,0.003078966,5.14215822127037,1.505544556,5.08179255043058,4.28026603283435,5.88331906802682
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-3.77863139757306,0.002285395,5.21737663819127,0.996028221,5.02161366397867,4.22057541402376,5.82265191393358
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-3.72494365988246,0.002411446,5.4548734241333,1.450150635,5.03245350415387,4.23133510950321,5.83357189880453
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-4.34065185856552,0.001302803,4.92752091756339,6.40274082,4.90813873964016,4.10773328356217,5.70854419571816
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-3.32565879618099,0.003594883,5.14768757386669,8.636659734,5.11307124468599,4.31124922975381,5.91489325961817
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-3.370091117164,0.00343865,5.04266029354866,4.521959852,5.10410012243748,4.30236577537814,5.90583446949681
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-4.6945532459229,0.000914495,4.17969722173075,2.211412383,4.83668416468971,4.03648379235683,5.63688453702259
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-3.75960342308592,0.002329298,4.96598854381959,5.236474934,5.02545551336869,4.22438925116861,5.82652177556878
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-4.53211249375671,0.001075793,4.29379140139575,2.496659877,4.86948181769508,4.06920588046306,5.6697577549271
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-4.83614796992144,0.000793757,4.19960516048835,1.215205903,4.80809543579523,4.0079352210072,5.60825565058326
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-5.81879172331907,0.000297119,3.34323167546116,0.190321941,4.609694428523,3.80915309765811,5.41023575938789
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-4.3096866988614,0.001343776,4.73961955289527,3.793152987,4.91439077030173,4.11396025616057,5.7148212844429
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-5.30603648241368,0.000496155,4.17340964864121,2.106412572,4.71322244254435,3.91302386266608,5.51342102242263
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-3.04421696838393,0.00476336,5.14356253417404,4.492499717,5.16989584864893,4.36746412121497,5.97232757608289
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-3.16827976849459,0.004207592,4.24212282828025,1.920119418,5.14484690856066,4.34269552632461,5.94699829079671
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-3.34261571113269,0.003534439,4.86948388369066,4.448161977,5.10964755324643,4.3078592720204,5.91143583447246
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-3.07658130955619,0.004611665,4.88195297672773,3.844581339,5.16336131579704,4.36100448066479,5.96571815092929
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-3.24784889493433,0.003885771,4.47721176336419,2.926433788,5.12878147815536,4.32680029344773,5.93076266286299
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-2.93381860056818,0.005319352,5.21231622310062,7.306522756,5.19218586708147,4.38948934135041,5.99488239281253
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-3.29195489959539,0.003718109,4.84740727482237,2.739950494,5.11987624091017,4.3179861626718,5.92176631914854
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,-2.72144381646128,0.006577971,5.14353574555259,6.260687092,5.23506546707927,4.4318189999866,6.03831193417195
