"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","BI10","Bayes",4577,7977.67015907795,2701.43919061436,12914.4609340399,0.20917940008583,0.00083746433289697,0.954003236021566,0.608838674772661,0.815937411522004,1
"Ca","BI10","OLS_weighted",5017,8704.48569640587,2346.12378187831,14883.6168606104,0.157631293780973,0.000982002448699456,0.689423322901102,0.983985497058312,0.807248192563986,2
"Ca","BI10","PLS_LOO",4577,7855.58661793518,2796.64031522814,12820.3361914551,0.218140949930169,0.000780584740588244,1,0.461208423824314,0.784483369529726,3
"Ca","BI10","PLS_kfold",4577,7855.58661793518,2796.64031522814,12820.3361914551,0.218140949930169,0.000780584740588244,1,0.461208423824314,0.784483369529726,4
"Ca","BI10","OLS",5017,9134.44342980325,2400.78482472853,18376.0319985411,0.130647618861304,0.000960331115133468,0.550924765384859,0.927737829259166,0.701649990934582,5
"Ca","BI10","RF",4577,7783.2627858425,2413.6930718461,12176.5213352437,0.198225174940556,0.000602888455795935,0.897778708197047,0,0.538667224918228,6
"Ca","BI10","WLS_weighted",5017,9183.88358975807,2337.47336212703,97060.955278778,0.0240825299463966,0.0009872092238201,0.00396030853295355,0.997499614978147,0.401376031111031,7
"Ca","BI10","WLS",5017,9186.32244910297,2335.27006011243,100179.133008929,0.0233109430075053,0.000988172582479617,0,1,0.4,8
"Fe","BI10","OLS_weighted",5017,20519.7953664731,17402.2900964142,34234.6694181385,0.508323591031786,0.000255688721444451,1,0.863097475640019,0.945238990256008,1
"Fe","BI10","OLS",5017,21361.6317087794,17035.7338836164,65690.3835348874,0.259333755823924,0.00026863051350664,0.437023640782447,0.920247603590961,0.630313225905853,2
"Fe","BI10","PLS_LOO",4577,32854.349102052,31606.5329900537,84875.9308113816,0.37238511186749,7.71079766578377e-05,0.692637452394,0.0744963016227998,0.44538099208552,3
"Fe","BI10","PLS_kfold",4577,32854.349102052,31606.5329900537,84875.9308113816,0.37238511186749,7.71079766578377e-05,0.692637452394,0.0744963016227998,0.44538099208552,4
"Fe","BI10","WLS_weighted",5017,20955.6117055136,16189.5854587212,233861.997185869,0.0692270897090391,0.000286690646839554,0.00718457260122083,1,0.404310743560733,5
"Fe","BI10","WLS",5017,20964.1842322952,16208.5276982559,245399.555809322,0.0660495396774478,0.00028625977994064,0,0.998097319267342,0.399238927706937,6
"Fe","BI10","Bayes",4577,34367.8263998514,27116.9922184253,85357.4556440566,0.317687447614465,8.64634144960282e-05,0.568963761646084,0.115809318160265,0.387701984251756,7
"Fe","BI10","RF",4577,28649.227977955,20213.6512368766,67222.4217432887,0.300698051523184,6.0238099378962e-05,0.530550031427781,0,0.318330018856668,8
"Mn","BI10","PLS_LOO",4577,108.423007425117,53.3540501498914,294.380727008734,0.181241654954906,0.0296074156427905,0.722615033986815,1,0.833569020392089,1
"Mn","BI10","PLS_kfold",4577,108.423007425117,53.3540501498914,294.380727008734,0.181241654954906,0.0296074156427905,0.722615033986815,1,0.833569020392089,2
"Mn","BI10","RF",4577,105.265221812603,50.9404508376603,259.720286323873,0.196135818109092,0.0273860817801771,0.806299164507914,0.725982515182656,0.77417250477781,3
"Mn","BI10","OLS",4853,91.9235720269349,57.574335658588,258.621240088393,0.222620290734473,0.0221174424150872,0.955104440844773,0.0760580119235674,0.60348586927629,4
"Mn","BI10","Bayes",4577,102.915450473698,61.486951447233,266.626463322264,0.230610835402769,0.021500875054353,1,0,0.6,5
"Mn","BI10","OLS_weighted",4853,79.7490810137652,54.1242262518363,566.135893135161,0.0956028877662319,0.0242605882314531,0.241446290439852,0.340430439716337,0.281039950150446,6
"Mn","BI10","WLS",4853,92.6919468539723,55.1492415462581,1041.02683403519,0.052975811711299,0.0226512469201542,0.00194241503673336,0.141906631225909,0.0579281015124036,7
"Mn","BI10","WLS_weighted",4853,92.4195027622177,55.840138043817,1060.992451776,0.0526300992531531,0.0224990260392805,0,0.123129092371556,0.0492516369486222,8
"Sr","BI10","OLS",4892,133.021245192819,33.9145005967583,225.528564651434,0.150377849693563,0.0540359585768105,0.745259101978359,0.656131273086663,0.70960797042168,1
"Sr","BI10","RF",4577,120.124660842152,29.3124849786046,164.325649198593,0.178380460515811,0.047303565841726,0.884064709750701,0.345323406406677,0.668568188413091,2
"Sr","BI10","PLS_LOO",4577,132.163841353896,34.9714540365896,195.406053235624,0.178968120268109,0.0469886247411925,0.886977669174336,0.330783825096075,0.664500131543032,3
"Sr","BI10","PLS_kfold",4577,132.163841353896,34.9714540365896,195.406053235624,0.178968120268109,0.0469886247411925,0.886977669174336,0.330783825096075,0.664500131543032,4
"Sr","BI10","Bayes",4577,128.445033483059,35.6650326897618,176.761514446265,0.201769218834136,0.039823533829085,1,0,0.6,5
"Sr","BI10","OLS_weighted",4892,123.108572641999,29.4598233982136,1000235.04490858,2.94529006438742e-05,0.0614844808540081,0,1,0.4,6
"Sr","BI10","WLS_weighted",4892,132.895211943176,32.6578949941325,1604.13190112638,0.0203586095203275,0.0557314911780453,0.100769208914347,0.734407287486397,0.354224440343167,7
"Sr","BI10","WLS",4892,133.034483198397,34.2057986126626,1904.82182318499,0.0179574793801282,0.053661881771381,0.0888670926950248,0.638861630859151,0.308864907960675,8
"Ti","BI10","PLS_LOO",4577,750.93746810572,639.362675623046,2257.16491945946,0.283259176195313,0.0031704775117555,0.871485181770401,0.870916075071225,0.871257539090731,1
"Ti","BI10","PLS_kfold",4577,750.93746810572,639.362675623046,2257.16491945946,0.283259176195313,0.0031704775117555,0.871485181770401,0.870916075071225,0.871257539090731,2
"Ti","BI10","OLS_weighted",4790,726.209976484539,563.266093115789,2586.20726908919,0.217796191298372,0.00327556650497939,0.617295977656224,1,0.770377586593734,3
"Ti","BI10","Bayes",4577,772.43371084734,702.247414867603,2219.79816748019,0.316356426073079,0.00276388875175166,1,0.371491050973768,0.748596420389507,4
"Ti","BI10","OLS",4790,833.091794210343,601.925239562639,2724.70237798445,0.220914124209009,0.00301915652115716,0.629402741291949,0.685044017576793,0.651659251805886,5
"Ti","BI10","RF",4577,856.199526578704,764.072537887837,2539.87693711666,0.300830535023966,0.00246145279343957,0.93971381086349,0,0.563828286518094,6
"Ti","BI10","WLS_weighted",4790,848.754704959257,586.652542018583,9451.98279257098,0.0620666113018823,0.00306764785761277,0.0126065022425833,0.744607363296509,0.305406846664154,7
"Ti","BI10","WLS",4790,852.06598199714,584.805849841913,9942.29979072901,0.0588199774852124,0.0030725055533132,0,0.750574214894227,0.300229685957691,8
"Zr","BI10","Bayes",4577,11.9272657115946,10.2875081694654,43.1342917882097,0.238499526547863,0.112365004676481,0.899517247379858,0.46207849888042,0.724541747980083,1
"Zr","BI10","PLS_LOO",4577,12.0889896088415,8.16193554329003,46.942108218979,0.173872368603805,0.123689477929349,0.655770588751073,0.592623700451011,0.630511833431048,2
"Zr","BI10","PLS_kfold",4577,12.0889896088415,8.16193554329003,46.942108218979,0.173872368603805,0.123689477929349,0.655770588751073,0.592623700451011,0.630511833431048,3
"Zr","BI10","RF",4577,15.9107484116555,13.524881804244,51.0100344546494,0.265141593195126,0.0722808381323204,1,0,0.6,4
"Zr","BI10","OLS",5017,14.9174885182867,9.02212559957325,73.1859244160666,0.1232767867805,0.0985470096367089,0.464945177219206,0.302788710517707,0.400082590538607,5
