"Site","Element","Model","Rank_site","Robustness_score","R2_overall","RMSE_overall","RMSEP_overall","SNR_CI_s","SNR_smooth_s","n_mean"
"KER1","Ca","PLS_LOO",1,0.821391308900756,0.714591218855023,0.380160401230266,5060.00126868248,0.714193943862859,0.982187356457601,2249
"KER1","Ca","PLS_kfold",2,0.821391308900756,0.714591218855023,0.380160401230266,5060.00126868248,0.714193943862859,0.982187356457601,2249
"KER1","Ca","Bayes",3,0.78747958393471,0.71849446314204,0.377551919451181,4920.26934220119,0.713791487999683,0.898011727837251,2249
"KER1","Ca","OLS_weighted",4,0.749285791099257,0.60078407376705,0.449611220751241,5620.88386479327,0.683636964254199,0.847759031366845,2523
"KER1","Ca","OLS",5,0.652763497725411,0.605349695781694,0.447032844459699,5504.63271481712,0.541000441214283,0.820408082492103,2523
"KER1","Ca","RF",6,0.6,0.734447503581713,0.366697885888916,4496.46080402109,1,0,2249
"KER1","Ca","WLS",7,0.4,0.604685117514639,0.447409080513934,5446.04597912254,0,1,2523
"KER1","Ca","WLS_weighted",8,0.399786645086522,0.604732452698864,0.447382293228408,5447.03371534874,0.00389037806431144,0.993631045619839,2523
"KER1","Fe","OLS_weighted",1,0.931002631132981,0.705011398870254,0.619652240442579,19165.0781241486,1,0.827506577832453,2523
"KER1","Fe","OLS",2,0.612550625238846,0.711860213839782,0.612416695598065,19046.317786508,0.43681426246481,0.8761551693999,2523
"KER1","Fe","Bayes",3,0.575178306712798,0.782666025570093,0.531874559979908,13054.643263387,0.555135787732706,0.605242085182936,2249
"KER1","Fe","PLS_LOO",4,0.547680031565407,0.769588412151896,0.547643031052147,12699.4253247054,0.50841272849295,0.606580986174093,2249
"KER1","Fe","PLS_kfold",5,0.547680031565407,0.769588412151896,0.547643031052147,12699.4253247054,0.50841272849295,0.606580986174093,2249
"KER1","Fe","WLS_weighted",6,0.404299322735023,0.711404682307114,0.612900601250386,19121.2837499281,0.00716553789170452,1,2523
"KER1","Fe","WLS",7,0.398827416617939,0.711426381771426,0.612877558837851,19118.97376675,0,0.997068541544848,2523
"KER1","Fe","RF",8,0.341851979289968,0.80053438105373,0.509541347860933,18195.5344182785,0.569753298816613,0,2249
"KER1","Mn","RF",1,0.989958702608155,0.698151148146781,0.529253362135368,99.3730994626993,0.983264504346925,1,2249
"KER1","Mn","PLS_LOO",2,0.898345308106238,0.652472643614871,0.567888873609633,106.37886834467,0.862785089993714,0.951685635275024,2249
"KER1","Mn","PLS_kfold",3,0.898345308106238,0.652472643614871,0.567888873609633,106.37886834467,0.862785089993714,0.951685635275024,2249
"KER1","Mn","Bayes",4,0.709944702005396,0.675458563365959,0.54878715622519,106.167683499791,1,0.27486175501349,2249
"KER1","Mn","OLS",5,0.50773590097268,0.642325781154841,0.576119639333299,111.776118917736,0.846226501621134,0,2469
"KER1","Mn","OLS_weighted",6,0.163239655879278,0.621575234052913,0.592595892589243,115.442539169045,0.203343355989487,0.103084105713965,2469
"KER1","Mn","WLS",7,0.0459797518135972,0.64171449487873,0.57661174033931,108.962939644912,0.00259036246444216,0.11106383583733,2469
"KER1","Mn","WLS_weighted",8,0.0312782034227561,0.642027836746649,0.576359544649593,109.653909631702,0,0.0781955085568902,2469
"KER1","Sr","PLS_LOO",1,0.776322047238166,0.681443929954195,0.349250256346248,60.5526521980026,0.901872322788586,0.587996633912535,2249
"KER1","Sr","PLS_kfold",2,0.776322047238166,0.681443929954195,0.349250256346248,60.5526521980026,0.901872322788586,0.587996633912535,2249
"KER1","Sr","OLS",3,0.754474617305194,0.605940022011523,0.388440903375382,59.7735590156883,0.827320358677856,0.645206005246201,2310
"KER1","Sr","Bayes",4,0.690836710854666,0.719033486991341,0.327997906598047,49.7050467588939,0.929037722587261,0.333535193255774,2249
"KER1","Sr","RF",5,0.6,0.721982836872426,0.326271842029504,43.1095883838837,1,0,2249
"KER1","Sr","OLS_weighted",6,0.4,0.588442221601662,0.396971381054182,68.563181097856,0,1,2310
"KER1","Sr","WLS_weighted",7,0.351571609761512,0.605197017350042,0.38880693583257,61.616501941787,0.111720172678239,0.711348765386422,2310
"KER1","Sr","WLS",8,0.31155740720647,0.605899324973479,0.388460961218056,59.3656290640811,0.0988676690496093,0.630592014441762,2310
"KER1","Ti","PLS_LOO",1,0.825512341530864,0.754035431978301,0.610392701137588,2029.36926987965,0.745710644058076,0.945214887740045,2249
"KER1","Ti","PLS_kfold",2,0.825512341530864,0.754035431978301,0.610392701137588,2029.36926987965,0.745710644058076,0.945214887740045,2249
"KER1","Ti","OLS",3,0.724607767658741,0.729930592021033,0.639603384224678,2035.54425020404,0.648198275261287,0.839222006254922,2505
"KER1","Ti","OLS_weighted",4,0.716241177268554,0.718555763474536,0.652933928562262,2173.73266969499,0.624212360386503,0.854284402591632,2505
