"Location","Site","Section","sample","min_depth","max_depth","midpoint","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","Cu_fit_OLS","Cu_lwr_OLS","Cu_upr_OLS","Cu_fit_WLS","Cu_lwr_WLS","Cu_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,0.372548029429469,0.0186274014714735,-2.12531618636997,-0.106265809318499,-1.79289833735488,-3.20430159956091,-0.381495075148854,-1.73077128885428,-3.34967501963702,-0.111867558071544
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.835770609214755,0.0417885304607377,-2.17090670474982,-0.108545335237491,-1.64335293090487,-3.06055525892887,-0.226150602880873,-1.53304822187055,-3.33304915759112,0.26695271385003
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.477548835731455,0.0238774417865727,-2.09689470641358,-0.104844735320679,-1.75900018786638,-3.17141932531375,-0.346581050419019,-1.6859524860502,-3.34578885537792,-0.0261161167224804
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.20825808477765,-0.0104129042388825,-1.86135317033261,-0.0930676585166307,-1.98040406399284,-3.38937106266115,-0.571437065324543,-1.97868400130705,-3.37277845576604,-0.584589546848062
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.217303929711652,-0.0108651964855826,-2.29698600257009,-0.114849300128505,-1.98332439779429,-3.39229618661625,-0.574352608972333,-1.98254515204076,-3.37316398078758,-0.591926323293938
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.281854028856893,0.0140927014428446,-2.10946612672938,-0.105473306336469,-1.82217772003197,-3.2328450280063,-0.411510412057648,-1.76948333945973,-3.3530946909248,-0.185871987994663
"Bird Island","BI10","BI10.2",45,44,45,44.5,-0.199713714900078,-0.00998568574500391,-3.28717186323751,-0.164358593161876,-1.97764562491418,-3.38660930363533,-0.568681946193026,-1.97503690142168,-3.37241514129124,-0.577658661552113
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.465200545865302,0.0232600272932651,-1.43919851548374,-0.0719599257741872,-1.76298667321399,-3.17527723115497,-0.35069611527302,-1.69122326051347,-3.34624198886113,-0.0362045321658093
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.618021690514015,0.0309010845257007,-2.87738168075736,-0.143869084037868,-1.71365034724897,-3.12770282471524,-0.299597869782693,-1.62599270669652,-3.3407029091173,0.088717495724254
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.416226885440351,-0.0208113442720176,-0.44052288966772,-0.022026144483386,-2.04754409598015,-3.45695274163729,-0.638135450323003,-2.06745391645889,-3.38188717245756,-0.753020660460231
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.0166962420825117,0.00083481210412558,-1.63981914139546,-0.0819909570697731,-1.90778047500765,-3.31705023423492,-0.498510715780366,-1.88266394231366,-3.36346816800493,-0.401859716622391
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.481847500254394,0.0240923750127197,-1.10084599198705,-0.0550422995993527,-1.75761241973648,-3.17007688745091,-0.345147952022061,-1.68411763349659,-3.34563134822293,-0.0226039187702503
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,0.290058309935004,0.0145029154967502,-1.62204439811832,-0.0811022199059159,-1.81952907421461,-3.23025755556113,-0.40880059286809,-1.76598140391524,-3.35278283029927,-0.17917997753121
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,0.327176862888552,0.0163588431444276,-1.06551795879487,-0.0532758979397433,-1.80754583045553,-3.2185645093888,-0.396527151522267,-1.75013762934066,-3.35137819867335,-0.148897060007967
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.313228524271031,-0.0156614262135516,-1.57964606443596,-0.078982303221798,-2.01429240995074,-3.42339569560253,-0.605189124298952,-2.02348984226774,-3.37731015448013,-0.669669530055355
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-0.515232028680904,-0.0257616014340452,-1.67315492911032,-0.0836577464555159,-2.07950662335395,-3.48936893474712,-0.669644311960773,-2.10971351567308,-3.38641974208692,-0.833007289259235
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.241807094331257,-0.0120903547165628,-1.32002689646471,-0.0660013448232353,-1.99123492692706,-3.40022627998803,-0.582243573866098,-1.99300414318416,-3.3742129196767,-0.611795366691619
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.355870508383117,0.0177935254191559,-0.695703770737642,-0.0347851885368821,-1.79828245888154,-3.20954053889158,-0.387024378871495,-1.73788996301844,-3.35029934406073,-0.125480581976149
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,0.585451512524099,0.0292725756262049,0.00793031335121253,0.00039651566756062,-1.72416520709865,-3.13781106949349,-0.310519344703809,-1.63989504169789,-3.34187118086332,0.0620810974675414
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.116765720249992,0.00583828601249962,-0.154838744258429,-0.00774193721292145,-1.87547434089663,-3.28513935005977,-0.465809331733482,-1.83995003975755,-3.35948321258862,-0.320416866926486
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.28879025923216,0.014439512961608,-1.09512188719655,-0.0547560943598275,-1.8199384479499,-3.23065740412529,-0.409219491774503,-1.76652266180076,-3.35283099802946,-0.180214325572047
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.338366039766199,0.0169183019883099,-0.847155394083254,-0.0423577697041627,-1.80393354971399,-3.21504402119707,-0.392823078230903,-1.74536161352058,-3.35095678214133,-0.139766444899838
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.0281194822424473,-0.00140597411212236,-0.840453530858274,-0.0420226765429137,-1.92224865078749,-3.33139340124275,-0.513103900332232,-1.90179319647639,-3.36528260427564,-0.438303788677139
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-0.144278725740812,-0.0072139362870406,-2.09151305849895,-0.104575652924947,-1.95974915710983,-3.36871972392594,-0.550778590293716,-1.95137489409928,-3.37007738218436,-0.532672406014189
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-0.0428107170517003,-0.00214053585258502,-1.08319265479248,-0.054159632739624,-1.92699152554507,-3.33610230037963,-0.517880750710501,-1.9080640393304,-3.36588158296803,-0.450246495692777
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.220579208272423,0.0110289604136211,-1.80298447800585,-0.0901492239002924,-1.84195950172686,-3.25220393675411,-0.431715066699613,-1.79563803481257,-3.355440275077,-0.235835794548139
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.338356349086262,0.0169178174543131,-2.16242190382251,-0.108121095191126,-1.80393667822441,-3.21504706934371,-0.392826287105113,-1.74536574991428,-3.35095714672366,-0.139774353104895
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.0774048117675059,0.00387024058837529,-1.19367513015904,-0.059683756507952,-1.88818150007696,-3.29767191102909,-0.478691089124824,-1.85675094688957,-3.36103997282,-0.35246192095913
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-0.0917713379502046,-0.00458856689751023,-0.52020035502762,-0.026010017751381,-1.9427978274652,-3.35182034596368,-0.533775308966731,-1.92896251135646,-3.36789310072971,-0.490031921983211
