"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00110535866171565,0.00043457682270521,1557.061769,23.70865277,5935.70987747369,-2582.14274305099,14453.5624979984
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00095256488493045,0.00026751862317572,1397.543318,16.95048652,5835.62057544568,-2683.28257144952,14354.5237223409
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00134011621405697,0.00035908885288464,2547.021617,33.02866289,6089.4904832943,-2426.78932346592,14605.7702900545
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00306932834846386,0.00053467863323521,6361.863436,96.22229039,7222.23056756136,-1284.00620660802,15728.4673417307
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00565597208931385,0.00078855174274732,8442.247188,102.4072847,8916.64098180719,420.343205031359,17412.938758583
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0042312418661029,0.00062832502099639,8467.75867,27.42631931,7983.35523797834,-517.661922156572,16484.3723981133
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00580533454358538,0.00065012494776174,10818.31417,94.24288942,9014.48255697974,518.572182177752,17510.3929317817
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00445213008691055,0.00034665746965793,6975.196896,67.76762951,8128.05058036737,-372.11353202636,16628.2146927611
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00386383929928701,0.00036955030931482,7326.374157,349.9533771,7742.68400614147,-759.850593003366,16245.2186052863
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00686036694843217,0.00134488837236492,5816.665099,70.73844961,9705.5935383288,1211.83890097774,18199.3481756799
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00901647550376912,0.00149240466299286,9084.977882,46.04204392,11117.9769805136,2625.46181432374,19610.4921467034
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.005783137500884,0.00099395456670841,6626.492173,12.55357407,8999.94213159193,503.975473838747,17495.9087893451
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00528310965146769,0.00068442184614293,9905.624178,61.39912548,8672.39319932748,175.039381097949,17169.747017557
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00554632021120713,0.00057622174136483,7180.738417,69.86799065,8844.81227139321,348.217115326492,17341.4074274599
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0063741776472636,0.0012115203337886,6732.62029,14.01324671,9387.10970455422,892.488056300779,17881.7313528077
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00579470935066301,0.00105663848189103,6605.365982,65.89419971,9007.52240345852,511.585143531167,17503.4596633859
