"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","KER3","OLS_weighted",2000,6929.60011628761,2850.52629603518,11865.8233108174,0.240229963093797,0.000960819586332564,1,0.971839499590923,0.988735799836369,1
"Ca","KER3","OLS",2000,7307.47310664866,2907.92704381854,14717.2059434183,0.197586896249081,0.000942254380051319,0.792291507834117,0.927590058858194,0.846410928243748,2
"Ca","KER3","PLS_LOO",1837,8427.30375898257,3460.71833302913,16735.806697747,0.206785271575526,0.000825196967954523,0.837095524308569,0.648588310079545,0.761692638616959,3
"Ca","KER3","PLS_kfold",1837,8427.30375898257,3460.71833302913,16735.806697747,0.206785271575526,0.000825196967954523,0.837095524308569,0.648588310079545,0.761692638616959,4
"Ca","KER3","Bayes",1837,7627.64279067642,2985.26466150799,14384.921618393,0.207527349866887,0.000649947463648213,0.840710085229549,0.230887992788911,0.596781248253294,5
"Ca","KER3","RF",1837,7671.72950137457,2395.40034342508,13488.4860909514,0.177588524558883,0.000553076562163162,0.694882199899724,0,0.416929319939834,6
"Ca","KER3","WLS_weighted",2000,7392.36329969694,2820.87475149484,78148.2245403915,0.0360964662739951,0.000971585458947964,0.00569391551058415,0.997499534551724,0.40241616312704,7
"Ca","KER3","WLS",2000,7396.02526284447,2817.84336265569,80676.94684287,0.0349274913457476,0.000972634549198093,0,1,0.4,8
"Sr","KER3","PLS_LOO",1837,94.3497651055374,26.7335459116109,154.699633645899,0.172809367944612,0.0583128949762705,0.910309783489366,1,0.946185870093619,1
"Sr","KER3","PLS_kfold",1837,94.3497651055374,26.7335459116109,154.699633645899,0.172809367944612,0.0583128949762705,0.910309783489366,1,0.946185870093619,2
"Sr","KER3","Bayes",1837,94.0121099549468,28.5449843866222,150.369540963737,0.189832224024054,0.0549548898861032,1,0.818459178912863,0.927383671565145,3
"Sr","KER3","RF",1837,93.3886918865271,23.439917331781,136.459465480809,0.171772014855778,0.0479886898956062,0.904844165810328,0.441851749151938,0.719647199146972,4
"Sr","KER3","OLS",1846,98.8973563958974,30.8450220645756,167.8306376755,0.183786598750905,0.0399871280678325,0.968146741230707,0.00927047985995764,0.584596236682407,5
"Sr","KER3","OLS_weighted",1846,93.0714235059623,27.2940033793717,756212.044924977,3.6093055595378e-05,0.0446244852345584,0,0.259975766217874,0.10399030648715,6
"Sr","KER3","WLS_weighted",1846,99.778071402937,30.0253310671683,1204.54423319866,0.024926715216955,0.0407755296611575,0.131143991367748,0.0518931289493589,0.0994436464003926,7
"Sr","KER3","WLS",1846,98.6807076384558,31.0318716348877,1413.20302504201,0.021958537510182,0.0398156497282964,0.115505223118746,0,0.0693031338712478,8
"Ti","KER3","OLS_weighted",1984,1175.81196222422,1060.36589276349,4191.98347321769,0.252950876247032,0.002366598449119,0.727076971695812,0.954190430346416,0.817922355156054,1
"Ti","KER3","OLS",1984,1314.43930188586,1105.06488049025,4299.29613603801,0.257033906370686,0.00229311541198247,0.743170069032022,0.887947270308679,0.801080949542684,2
"Ti","KER3","RF",1837,1389.0263825002,1187.65988969984,4312.32875580984,0.275410330926127,0.00200660124548309,0.815599999771203,0.629661759473919,0.741224703652289,3
"Ti","KER3","PLS_LOO",1837,1519.87782213964,1361.53019079578,4539.18524660973,0.299950347215438,0.00156290331357581,0.912323476898689,0.229678930006231,0.639265658141706,4
"Ti","KER3","PLS_kfold",1837,1519.87782213964,1361.53019079578,4539.18524660973,0.299950347215438,0.00156290331357581,0.912323476898689,0.229678930006231,0.639265658141706,5
"Ti","KER3","Bayes",1837,1570.03333508534,1503.56867919951,4666.64140563837,0.322195032466574,0.00130812221114183,1,0,0.6,6
"Ti","KER3","WLS_weighted",1984,1318.15142782878,1060.32506103273,14673.6264332832,0.072260600735185,0.00240207505359603,0.0148935923293629,0.986171721261233,0.403404843902111,7
"Ti","KER3","WLS",1984,1320.00777433443,1054.37205499976,15396.360833154,0.0684819007832882,0.00241741465876457,0,1,0.4,8
"Zr","KER3","OLS",2000,99.5481667830696,449.238590545518,509.138567969608,0.88235034390939,0.00633339779638327,1,0.0691687000931873,0.627667480037275,1
"Zr","KER3","RF",1837,66.3331556611556,55.7018071396408,226.702655702552,0.245704255060536,0.0252389921132665,0.278459962048748,1,0.567075977229249,2
"Zr","KER3","Bayes",1837,82.8632299779177,226.819514722221,300.997043124264,0.753560607665439,0.00715551969790001,0.854036720236172,0.109646496529732,0.556280630753596,3
"Zr","KER3","PLS_LOO",1837,77.3447716562552,187.537683411894,282.161116960829,0.664647508600302,0.00889563470515307,0.753267451410815,0.195322380981681,0.530089423239161,4
"Zr","KER3","PLS_kfold",1837,77.3447716562552,187.537683411894,282.161116960829,0.664647508600302,0.00889563470515307,0.753267451410815,0.195322380981681,0.530089423239161,5
"Zr","KER3","WLS_weighted",2000,105.891257227535,495.355244354646,764.395958528728,0.648034881435116,0.00569457732578471,0.73443960365491,0.0377158888730017,0.455750117742147,6
"Zr","KER3","WLS",2000,104.355008383172,484.146792962244,1137.4514697226,0.425641713822143,0.0058381079847476,0.482391287627857,0.0447827299158986,0.307347864543074,7
"Zr","KER3","OLS_weighted",2000,93.7187990112709,540.775463253504,77854775.3422564,6.94595111059287e-06,0.00492855098523836,0,0,0,8
