"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","SNR_CI_s","SNR_smooth_s","Robustness_score","Robustness_Rank"
"Ca","PB1","Bayes",947,26545.0420291462,17741.4701054625,50061.1210337438,0.354396180890633,0.000325147039539451,0.747159350996595,1,0.848295610597957,1
"Ca","PB1","RF",947,27568.364397532,16406.6708524312,48470.8825643246,0.33848508598246,0.000300768547898271,0.705492667525549,0.810746332300957,0.747594133435712,2
"Ca","PB1","PLS_LOO",947,29610.387593017,19485.8596769893,58803.3536199398,0.331373271717309,0.00030039119834253,0.686868825759716,0.80781691449777,0.735248061254937,3
"Ca","PB1","PLS_kfold",947,29610.387593017,19485.8596769893,58803.3536199398,0.331373271717309,0.00030039119834253,0.686868825759716,0.80781691449777,0.735248061254937,4
"Ca","PB1","OLS_weighted",970,27360.2382187574,21632.6896885983,47971.6411185266,0.450947459461497,0.000196333199693836,1,0,0.6,5
"Ca","PB1","OLS",970,27724.7788492419,21481.064067992,56626.8005435383,0.379344477558395,0.000200006794371442,0.812491924675323,0.0285186334170986,0.498902608172033,6
"Ca","PB1","WLS_weighted",970,26695.1575574388,20151.5413130683,282441.802896564,0.071347587738095,0.000216309287528219,0.00593467690114087,0.155077186258284,0.0655916806439982,7
"Ca","PB1","WLS",970,26659.6362260705,20104.930594342,291032.742754723,0.0690813356739247,0.000216927768973039,0,0.159878544913233,0.063951417965293,8
"Sr","PB1","OLS",948,244.36445489428,122.301856208928,417.019740600425,0.293275939486313,0.0494176618070442,0.724477125158232,0.694528944671022,0.712497852963348,1
"Sr","PB1","Bayes",947,253.80117245151,156.972442509113,405.947338229947,0.38668178782391,0.0341953121068919,0.955263214952934,0.0766715127997609,0.603826534091665,2
"Sr","PB1","RF",947,306.051137264543,181.021880593226,447.201623207856,0.404788066945563,0.0323063317051463,1,0,0.6,3
"Sr","PB1","PLS_LOO",947,254.298643360865,138.11357531161,416.958186600362,0.331240828817174,0.0364385264109611,0.818280334637047,0.167720966816392,0.558056587508785,4
"Sr","PB1","PLS_kfold",947,254.298643360865,138.11357531161,416.958186600362,0.331240828817174,0.0364385264109611,0.818280334637047,0.167720966816392,0.558056587508785,5
"Sr","PB1","OLS_weighted",948,216.718695749547,103.868644831959,1761721.2342196,5.89586154803716e-05,0.056943649175051,0,1,0.4,6
"Sr","PB1","WLS_weighted",948,238.080670700868,116.216016623495,2877.82060231552,0.0403833430513307,0.0513693879591551,0.0996330226956721,0.773747234344604,0.369278707355245,7
"Sr","PB1","WLS",948,245.83590850791,123.73852284535,3524.20865209834,0.0351110093245119,0.0489769681518185,0.0866062015002003,0.676641702857296,0.322620402043039,8
"Ti","PB1","RF",947,12420.8457025189,8878.49093117546,38561.3770690506,0.230243098302144,0.000794802025247064,0.787207696208309,1,0.872324617724985,1
"Ti","PB1","PLS_LOO",947,13479.0778650902,10541.511271113,40255.8880009106,0.261862594383077,0.000513716145998857,0.940538873364696,0.278757495702825,0.675826322299948,2
"Ti","PB1","PLS_kfold",947,13479.0778650902,10541.511271113,40255.8880009106,0.261862594383077,0.000513716145998857,0.940538873364696,0.278757495702825,0.675826322299948,3
"Ti","PB1","OLS",969,13969.8119326534,11273.7575861601,46478.5169051976,0.242558462206426,0.000549304565135378,0.846928105405201,0.370074358046295,0.656186606461639,4
"Ti","PB1","Bayes",947,13296.8235142156,10834.0615236646,39522.4138164758,0.274124489814137,0.000405077518477853,1,0,0.6,5
"Ti","PB1","OLS_weighted",969,14155.7650601049,11703.1416342887,51920.9518064237,0.22540306421811,0.00051371234489858,0.763737109527156,0.278747742402197,0.569741362677172,6
"Ti","PB1","WLS",969,12829.463207101,10165.1836991599,149691.653028792,0.0679074851101065,0.000622514625052776,0,0.557925156869044,0.223170062747618,7
"Ti","PB1","WLS_weighted",969,12968.7486587714,10301.9026204076,144460.619873948,0.0713128784121012,0.000612432705266552,0.016513639633561,0.532055806568746,0.222730506407635,8
"Zr","PB1","RF",947,177.750953303148,117.272559719314,607.488257807723,0.193044981877547,0.0334520702627885,0.640172063072502,1,0.784103237843501,1
"Zr","PB1","Bayes",947,232.624125200182,254.809335537766,844.996916766131,0.301550609809254,0.00806136246982112,1,0.126272782279321,0.650509112911728,2
"Zr","PB1","PLS_LOO",947,231.192979716651,236.047576217389,843.414079496824,0.279871515019305,0.0092528989719922,0.928107471460997,0.167275100188037,0.623774522951813,3
"Zr","PB1","PLS_kfold",947,231.192979716651,236.047576217389,843.414079496824,0.279871515019305,0.0092528989719922,0.928107471460997,0.167275100188037,0.623774522951813,4
"Zr","PB1","OLS",970,287.67978745105,408.594614037374,1456.20633395619,0.280588405990045,0.00480695217411352,0.930484835694725,0.0142842990839958,0.564004621050433,5
"Zr","PB1","WLS_weighted",970,305.639707528188,441.8757489745,2183.78931407513,0.202343580548951,0.00441012336230194,0.671008210837613,0.000628904500960033,0.402856488302952,6
"Zr","PB1","WLS",970,301.322338644163,433.844921416075,3258.27564991505,0.133151693727136,0.00449997014517971,0.441553072318118,0.00372064894010842,0.266420102966914,7
"Zr","PB1","OLS_weighted",970,260.581267122912,421.626007748308,214928672.349058,1.96170200625238e-06,0.00439184725725486,0,0,0,8
