"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","Ti_fit_OLS","Ti_lwr_OLS","Ti_upr_OLS","Ti_fit_WLS","Ti_lwr_WLS","Ti_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.82488135966297,-10.1266311038503,4.90495174256426,0.809311850924935,5.77945081945995,4.45797249837819,7.10092914054171,5.82060381571975,4.0634085277734,7.5777991036661
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.16738527160999,-10.4691214127971,4.37935983755429,-0.0462302050626054,5.54502399077782,4.22181872935452,6.86822925220111,5.59114525832587,3.75808447275104,7.42420604390069
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.12192657828474,-10.4243635121556,5.83054549007266,1.58786741113314,5.57613819689503,4.25317644740636,6.8990999463837,5.62160005264377,3.79860929531385,7.44459080997368
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-7.15337452706153,-9.45624091041301,6.97603890594798,2.37326375234184,6.23906372230319,4.92024742290302,7.55788002170337,6.27047601780047,4.66197488713382,7.87897714846711
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.2382493638717,-8.54083548078921,7.582225674148,3.41468147889351,6.8654212101178,5.54868103807233,8.18216138216326,6.88355894169088,5.47756842905577,8.28954945432598
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-7.11465276517421,-9.41736454141051,7.33838856463051,2.07229394574194,6.26556683518336,4.94687470950165,7.58425896086506,6.29641744302947,4.69648846642386,7.89634641963507
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.98774048830874,-9.29046641645547,8.00856570530786,2.64601413625186,6.35243195277362,5.03412434405768,7.67073956148955,6.38144160465023,4.80960640776898,7.95327680153147
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.08745832433534,-10.3912479033711,5.70716697941964,1.25842597536065,5.59972999594234,4.27694996967804,6.92251002220664,5.64469186430267,3.82933636850972,7.46004736009562
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.58593787941754,-10.8869870341037,7.55171928570447,4.53018375524104,5.25854562640767,3.9328931773208,6.58419807549453,5.31073830754095,3.3849489383713,7.2365276767106
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.40876461286327,-8.71134849157174,5.41898367225024,0.705367728064666,6.74871203492676,5.43172109965126,8.06570297020227,6.76932321566706,5.32561261446467,8.21303381686945
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.97380320536554,-9.27648017448073,7.2737868892733,2.40046354015638,6.36197132714819,5.04370384636272,7.68023880793366,6.39077880847939,4.82202864563319,7.95952897132559
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.89418280315236,-9.1967629635625,6.13538078300935,1.41864121487883,6.41646751752198,5.09842130912802,7.73451372591594,6.44412004632716,4.89299326690666,7.99524682574766
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-7.28008497882755,-9.58285437994466,7.6949965706891,3.21649884208163,6.15233674391767,4.83309171804218,7.47158176979316,6.18558706776285,4.549033250322,7.8221408852037
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-7.44804404289877,-9.74990846460783,6.35400922144901,0.866841361255888,6.03737714969054,4.71751101685966,7.35724328252141,6.07306384335959,4.39932126410297,7.74680642261621
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.93859661311635,-8.24118018850311,6.40691933777027,0.986831546279051,7.07051855825063,5.75406782302888,8.38696929347238,7.08430960616232,5.74458773492395,8.42403147740069
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.11544987728918,-8.41803587588305,6.33278695155472,1.12417525117457,6.94947132808487,5.63287308812327,8.26606956804648,6.96582776273807,5.58699748299532,8.34465804248083
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.53719222288324,-8.83977731587728,6.08925368788437,1.92688620415872,6.66080974744322,5.34358875633919,7.97803073854725,6.68328386517554,5.21115895375054,8.15540877660054
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.23192292848453,-9.53468642879955,5.87125953874839,0.578697289176255,6.1853012629521,4.86622323337081,7.50437929253338,6.21785296081505,4.59196215008244,7.84374377154766
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-7.88519029892585,-10.1885065075684,5.26250214324613,0.821645977705077,5.73817236137692,4.41640800131585,7.05993672143798,5.78020018318152,4.00964736209722,7.55075300426583
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-6.86165539704559,-9.16423953509352,5.99527017426419,1.65242970400923,6.4387309031152,5.12077118785899,7.75669061837142,6.46591159795819,4.92198417546615,8.00983902045023
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.49632985420409,-9.79912753721189,6.2596340693734,0.625871991226276,6.00432792245602,4.684272098318,7.32438374659403,6.04071503735114,4.35628042698832,7.72514964771395
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.54134758617313,-9.84333362971638,7.04706218045058,2.99857002333074,5.97351553237272,4.65327838097537,7.29375268377007,6.01055566259819,4.31615236898692,7.70495895620945
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.23926048682157,-8.54184455485737,5.53635867120092,1.51199349716864,6.86472914693756,5.54798767184488,8.18147062203024,6.88288154559311,5.47666738118532,8.28909571000089
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.67190401377311,-8.97448594717955,7.36172735624317,2.19334012985153,6.56860625188347,5.25110594146862,7.88610656229832,6.59303446327581,5.09110096621708,8.09496796033454
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-6.55519107255944,-8.85777686843717,5.42735166601519,0.966479450942939,6.64849043340814,5.33123437426758,7.96574649254871,6.6712256377002,5.19511822645062,8.14733304894979
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-6.77261530581728,-9.07519777803389,6.8195334429552,2.84042446601261,6.49967440035459,5.18193986267281,7.81740893803637,6.52556350315053,5.00134245965425,8.04978454664682
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-6.99053055004203,-9.29263561470301,7.6948282137441,3.02461731488904,6.35052229480725,5.03220660308736,7.66883798652713,6.37957241858248,4.80711963399895,7.95202520316601
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.84365904313829,-9.14623944656966,6.49373313857842,1.48749080623225,6.45104850892107,5.13313567428197,7.76896134356018,6.47796815340728,4.93802381359657,8.017912493218
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.44710967478729,-8.74969287515447,5.45908540315205,1.11499339209748,6.72246675436525,5.40541083527246,8.03952267345804,6.74363415844652,5.29144019597836,8.19582812091469
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.63104745390718,-8.93363330517753,7.16489785567465,3.30778416418656,6.59657052740309,5.27915904136174,7.91398201344444,6.6204060843286,5.12751360310977,8.11329856554743
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.89238993285329,-9.19497896486348,6.06475341401157,2.17600985561049,6.41769464773506,5.09965326570992,7.7357360297602,6.4453211696372,4.89459121507621,7.99605112419819
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.77594924893997,-9.07853171240449,5.96528436687479,0.186294455204689,6.49739248272972,5.17964981964266,7.81513514581677,6.52332994682407,4.99837106213279,8.04828883151535
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-7.64189321830222,-9.94430954705638,5.70811785330651,1.42185579230804,5.90469706678536,4.58403934454723,7.2253547890235,5.94319568539545,4.22652661064887,7.65986476014204
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-7.48257734861283,-9.78481602281863,5.84232466067732,0.764762285385957,6.01374082595795,4.69373953470564,7.33374211721026,6.04992845063913,4.3685391225044,7.73131777877386
"Bird Island","BI10","BI10.7",271,265,266,265.5,-6.93411670827283,-9.23668434731579,5.44809059788394,0.959841929928031,6.38913475311334,5.07097926037815,7.70729024584854,6.41736655259929,4.85740084769489,7.97733225750368
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.1797831864017,-9.48214909527167,5.42676694384413,1.03738931178965,6.22098831340153,4.90208548863562,7.53989113816743,6.25278368593642,4.63843610776579,7.86713126410705
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.79597869041149,-9.09856646614119,5.57555303267531,1.31458081239121,6.4836833299853,5.16589135050207,7.80147530946852,6.50991133586768,4.98051965157279,8.03930302016257
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.54789371770583,-8.85047950847304,5.62603834306476,1.17391720672001,6.65348510849484,5.3362433508734,7.97072686611629,6.6761144592847,5.20162169950464,8.15060721906475
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-5.70966695429601,-8.01225084020859,6.53884323319134,2.95161975452447,7.22720948070887,5.91084990673492,8.54356905468281,7.23767973545216,5.94856842202597,8.52679104887834
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-6.68414783528264,-8.98673292827669,5.49828088638407,2.13311523827943,6.56022596731647,5.24269834149274,7.87775359314019,6.58483178434991,5.08018882373598,8.08947474496385
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-6.74549698344644,-9.04808547733254,5.96682569063522,1.98011031576966,6.51823553817178,5.20056620817102,7.83590486817253,6.54373126974561,5.02551175044935,8.06195078904186
