"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd_5pc","Ca_ICP_sd_5pc","Ti_ICP_sd_5pc","Mn_ICP_sd_5pc","Fe_ICP_sd_5pc","Co_ICP_sd_5pc","Ni_ICP_sd_5pc","Cu_ICP_sd_5pc","Zn_ICP_sd_5pc","Rb_ICP_sd_5pc","Sr_ICP_sd_5pc","Zr_ICP_sd","dry_mass_err","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd"
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,744.4133333,17734.86667,51774.86667,1.346,46.2,449.6666667,543.2666667,109.6,16626.73333,186.9333333,196.2666667,118.6,22.66666667,71.8,896.1333333,721.8666667,25354.33333,4805.866667,0.190547723,22.77592714,106.9864255,132.246235,32.05530934,2634.83354,59.29643047,30.41725701,60.51658568,27.7480158,79.29618978,151.9411854,112.0662219,2464.787608,306.5927654,0.014773897,11659.94441,21714.33708,10403.61788,371.3797605,29657.04588,14.92378146,32.14134367,34.08990898,81.59730828,3.963633199,130.2536735,121.174026,45.92488524,3267.30311,194.8718454,155.4234859,1.61738766,109.2912388,0.147042894,0.246042698,0.311441985,0.230844804,0.075817522,4.448161977,5.750805569,4.592488524,2098.7899938,2822.8638204,1456.5065032,44.56557126,5338.2682584,1.0446647022,17.3563255818,4.7725872572,7.3437577452,0.63418131184,2.60507347
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,772.55,15955.78571,48824.78571,1.318571429,71.35714286,459.0714286,587.0714286,110.5714286,17408.78571,193.3571429,173.6428571,123.3571429,13.42857143,106,1016.285714,722.4285714,22037.28571,4461.571429,0.203191631,33.9289011,148.3190243,209.0055076,30.1118793,4565.243631,82.81825063,28.179663,42.37126592,25.00065933,64.40377438,191.0684245,68.79927804,1741.735449,187.5595144,0.012095968,7647.184074,20341.20911,9675.703494,341.5130418,27516.05179,16.64731905,38.36122731,29.17767688,79.93730908,4.206801091,131.8879867,116.499276,37.28461474,2267.931752,405.8746354,40.69163139,3.285768212,192.625989,0.147532673,0.176175431,0.034558641,0.565674037,0.021598758,3.844581339,5.014326643,3.728461474,1376.49313332,2644.3571843,1354.59848916,40.981565016,4952.8893222,1.1653123335,20.7150627474,4.0848747632,7.1943578172,0.67308817456,2.637759734
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,799.7333333,16688.2,50340.73333,1.355333333,44.2,415,478.8,109.8,16520.4,233.2,186.6666667,140.8,21.6,112,937.3333333,715.1333333,24122.2,4729.866667,0.199006737,33.67958262,154.2794311,129.0659853,44.07493619,2635.316538,64.43512795,36.79803307,36.39309197,29.20322878,66.50134263,217.1627654,128.4099833,4143.115015,428.4151636,0.019218049,5002.720293,12514.93162,8232.043472,241.2793604,18335.53114,10.18252838,22.13806966,20.22360626,53.3476494,1.945757248,87.98899619,91.14020217,54.6526961,1430.900738,348.3525975,175.7847238,5.105480906,296.2920325,0.107644663,0.261153416,0.217514945,0.456586235,0.05221292,2.926433788,3.600436192,5.46526961,900.48965274,1626.9411106,1152.48608608,28.953523248,3300.3956052,0.7127769866,11.9545576164,2.8313048764,4.801288446,0.31132115968,1.7597799238
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,888.225,15616.08333,49393.83333,1.421666667,77,524.6666667,610.25,144.5,19037.33333,316,185.6666667,122.25,17.91666667,137.8333333,1089,685.5833333,20472.41667,4455,0.218104392,54.69419115,226.4313395,259.22371,34.12943278,3587.529064,95.43298458,34.97098364,31.04871539,26.52086086,46.91352457,101.2826827,94.56451221,1778.473219,287.7574736,0.009289858,9110.578774,26333.16952,13294.3136,477.955413,37854.28444,19.97407233,43.41924078,37.92341421,105.4949459,5.765444277,183.5186364,153.3915035,54.98885363,2763.677538,223.1480952,138.4755692,3.028332467,235.7764508,0.056478506,0.469946319,0.429757144,0.961084227,0.078340462,7.306522756,7.789540979,5.498885363,1639.90417932,3423.3120376,1861.203904,57.35464956,6813.7711992,1.3981850631,23.4463900212,5.3092779894,9.494545131,0.92247108432,3.670372728
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,1.407333333,54.26666667,416.1333333,529.4666667,127.4666667,17317.93333,233.3333333,185.4,146.3333333,42.13333333,81.33333333,924.0666667,761,24853.13333,4822.2,0.194959698,28.52684617,118.3172893,147.2713078,35.31666273,2596.03171,39.487189,40.39766613,61.40924391,40.25963357,63.82640146,206.4061415,103.1011986,2421.379857,265.281037,0.011529893,9163.233327,20694.032,10841.15992,375.4268958,31170.92403,19.40135717,37.71061641,31.57899132,88.37360202,2.362468842,127.4096231,135.8916128,40.20040958,2655.178009,39.14844249,130.6451559,6.296867091,513.3314228,0.312621445,0.920295627,0.217195633,2.113767288,0.050752787,2.739950494,5.21794709,4.020040958,1649.38199886,2690.22416,1517.7623888,45.051227496,5610.7663254,1.3580950019,20.3637328614,4.4210587848,7.9536241818,0.37799501472,2.548192462
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,1213.321429,15258.5,51210.85714,1.39,84.07142857,590.7857143,774,163.9285714,22231.78571,275.5714286,184.6428571,131.2857143,27.42857143,129.3571429,1241.357143,677.0714286,18871.42857,4335.5,0.231535365,47.79678825,163.7433163,288.1207012,29.06084939,3933.363313,78.72709854,26.03136316,45.26575981,28.17995547,91.69817307,184.94931,79.9773663,2082.372896,231.4963864,0.019715073,12647.00276,27857.81305,11278.11655,457.3151082,33869.91213,16.69197316,33.88638281,33.08146631,81.69604829,14.53891486,171.3204442,150.100816,52.07309242,3438.356828,654.0277488,175.8665955,6.7296966,564.3448783,0.148497839,0.331823463,0.222861529,0.669962803,0.264350315,6.260687092,6.648722512,5.207309242,2276.4604968,3621.5156965,1578.936317,54.877812984,6096.5841834,1.1684381212,18.2986467174,4.6314052834,7.3526443461,2.3262263776,3.426408884
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,1.327142857,27.28571429,227.5714286,318.2857143,79,12460.35714,165.5,209.2142857,144.8571429,10.5,39,286.2857143,939.5714286,34586.57143,5638.642857,0.163122271,14.15533915,31.84509209,43.27271048,24.53568829,1835.183605,50.73877292,32.43260129,24.7692649,22.12464689,47.30262637,136.0584877,93.52804128,1183.50605,130.2628155,0.003918103,3713.686646,7587.711479,3746.441884,143.4324445,12808.45152,6.554846441,13.83972022,14.52619027,30.18599746,7.56864323,76.14964032,105.1968675,21.37694093,1197.639786,189.2791492,59.23831837,2.745857023,155.8409567,0.087370293,0.185515164,0.072743303,0.312888828,0.254801003,1.933172921,4.11158064,2.137694093,668.46359628,986.40249227,524.50186376,17.21189334,2305.5212736,0.45883925087,7.4734489188,2.0336666378,2.7167397714,1.2109829168,1.5229928064
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,1.295333333,83,217.8666667,268.3333333,131.0666667,10805.73333,153.4,183.8666667,91.33333333,31.6,239.9333333,145.8666667,1402.333333,31054.26667,5426,0.176164448,31.29810583,47.07875873,56.76853589,50.8393361,1570.158839,60.10799804,29.3351731,31.73251299,33.92175871,123.9847149,98.35567139,197.1245678,3604.98499,249.476595,0.014053807,15479.98661,4034.917626,2161.427163,346.3897576,14380.32761,1.249641147,9.064108327,4.195291116,64.2076509,36.56109383,34.6500895,338.8652331,27.74511597,4690.122304,33.47703592,2.306044471,2.28996156,84.43624491,0.005086433,0.0922759,0.039434945,0.983473977,0.912413514,0.973343211,14.72743525,2.774511597,2786.3975898,524.53929138,302.59980282,41.566770912,2588.4589698,0.08747488029,4.89461849658,0.58734075624,5.778688581,5.8497750128,0.69300179
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,1.356428571,105.5,181,199.2857143,110.7142857,9963,148.3571429,241,122.1428571,9.928571429,29.42857143,138.4285714,1065.071429,40818.78571,6144.214286,0.150520749,33.14942858,25.27692776,29.16907892,30.39845282,658.3052834,61.33590634,25.04150401,47.67172544,20.82699537,45.11474991,76.865231,106.7682352,454.0540765,133.0275729,0.002587245,1332.507255,3370.327372,1321.532644,59.66146775,4883.677754,1.332416753,11.80880582,2.938278701,10.51247544,2.802966071,47.97809994,48.56850259,17.98223463,500.4474263,73.61854793,26.45067866,0.738292129,28.13610288,0.015849868,0.078581954,0.035397825,0.113252779,0.034857543,0.295823984,0.143823469,1.798223463,239.8513059,438.14255836,185.01457016,7.15937613,879.06199572,0.09326917271,6.3767551428,0.41135901814,0.9461227896,0.44847457136,0.9595619988
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,1.326666667,14.06666667,157.6666667,87.2,46.73333333,5039.933333,94.93333333,232.8666667,114.8,0.181818182,26.6,63.06666667,906.7333333,42678,6341.6,0.148592771,10.56589302,30.93002856,29.51803323,17.62087507,412.7132292,52.46286669,38.79960726,49.35758735,0.603022689,35.84450546,67.65507759,80.41807425,515.9241362,166.7310923,0.003488414,442.9078563,5249.86072,498.7916112,76.30468085,8920.913751,3.179077437,9.288903341,5.504167322,11.403039,1.221309035,70.88337203,20.51940777,13.12565828,296.6069678,175.8882384,15.46904819,2.226362168,261.941093,0.038353696,0.036993918,0.043984322,0.023987942,0.010561385,0.693696694,0.615202156,1.312565828,79.723414134,682.4818936,69.830825568,9.156561702,1605.76447518,0.22253542059,5.01600780414,0.77058342508,1.02627351,0.1954094456,1.4176674406
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,3452.746667,23417.13333,58329,1.412,15.33333333,162.4666667,75.8,44.66666667,5143.2,40.4,237.2666667,101.6,0.181818182,44.73333333,125.4,917.6666667,43233.86667,6307.533333,0.145892131,6.443897076,28.17766762,39.83394102,21.16488556,684.5140299,40.33927544,33.39261395,44.16656783,0.603022689,51.56336832,79.43263093,122.1759075,483.1422249,133.5439289,0.00256107,323.9790116,3883.986282,291.56336,55.46225053,6816.274673,2.133265234,4.959823644,4.052348853,8.987606637,0.934094849,56.90823166,13.72149586,12.56793451,259.1559924,72.63749019,2.633210049,1.39598335,92.89896956,0.03359726,0.076279173,0.080249406,0.174366221,0.015066063,0.823351056,0.490283027,1.256793451,58.316222088,504.91821666,40.8188704,6.6554700636,1226.92944114,0.14932856638,2.67830476776,0.56732883942,0.80888459733,0.14945517584,1.1381646332
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,1.295714286,16.21428571,142.8571429,70.07142857,42.07142857,4582.571429,56.5,207.4285714,95.35714286,1.214285714,28.78571429,88.64285714,881.2857143,40754.64286,6081.428571,0.149229965,9.374093363,29.8118643,17.88193883,24.53400869,391.9811052,31.15902141,27.00345928,31.96538306,3.142232705,38.16599084,99.53090525,65.2456053,598.7366966,145.133209,0.003312639,487.3846201,3407.375544,755.0023464,56.20523213,5710.94941,1.579837083,3.437486028,4.450254187,9.510397791,1.203244441,52.38105472,16.75001654,13.46785804,303.2847,62.86312354,16.03135126,1.1653151,95.31310828,0.025874662,0.007161326,0.056354536,0.055405562,0.007084839,0.990931332,0.321749848,1.346785804,87.729231618,442.95882072,105.700328496,6.7446278556,1027.9708938,0.11058859581,1.85624245512,0.62303558618,0.85593580119,0.19251911056,1.0476210944
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,1.344666667,18,156.6,90.26666667,36.26666667,4491.666667,88.86666667,231.7333333,118,13.13333333,27.4,68.26666667,957.0666667,42424.2,6334.133333,0.149304916,32.72395366,33.89858826,81.36905929,16.24133469,1303.046796,49.77501764,30.31139971,34.51707652,26.43824791,55.14629893,68.58724024,84.78836398,564.2894647,143.6343904,0.002732735,196.5150343,2189.505993,223.979161,29.73641755,3225.774563,0.923007687,2.13136205,2.622442469,5.963937738,0.700899472,36.49555291,8.929101824,12.25687847,191.5053837,32.85207386,4.416598968,0.524097846,68.32973981,0.017314455,0.036233417,0.027138847,0.025577129,0.003215039,0.116935077,0.094618257,1.225687847,35.372706174,284.63577909,31.35708254,3.568370106,580.63942134,0.06461053809,1.150935507,0.36714194566,0.53675439642,0.11214391552,0.7299110582
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,1.338,6.8,130.8,37.13333333,25.26666667,3302.533333,102.6,217.7333333,117.3333333,0.181818182,38.93333333,54.86666667,993.4666667,43221.4,6328.066667,0.146391761,7.282071919,23.35502393,25.82597437,16.84579925,287.4364195,41.05884279,23.57803659,41.78801377,0.603022689,62.32457285,71.29602941,99.28448783,818.434551,201.1241502,0.002854314,299.9494325,3711.15207,334.2205693,46.8799998,4542.425909,1.049747683,2.791826174,5.41452311,10.45252365,1.072921849,65.73504848,14.23345251,13.92959389,205.5788987,106.3870844,6.961726331,0.996486006,37.35777084,0.004983547,0.030081004,0.007968769,0.130952766,0.004038338,0.581975022,0.170296554,1.392959389,53.99089785,482.4497691,46.790879702,5.625599976,817.63666362,0.07348233781,1.50758613396,0.7580332354,0.9407271285,0.17166749584,1.3147009696
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,1.32,6.846153846,167,33.84615385,28.30769231,3430.076923,98,228.3846154,120.5384615,0.181818182,19.38461538,43.30769231,967.2307692,44027.92308,6353.230769,0.14429771,8.552252665,31.14749856,19.09993959,21.74237267,242.5278202,43.40314889,36.18595138,55.82056877,0.603022689,29.7224339,55.90376346,93.56829399,474.9455164,135.3570303,0.002510634,167.7999201,4217.700826,237.3718165,46.78120576,4414.084703,1.050225297,2.843511196,4.038560617,9.118797628,0.714706415,78.06690295,10.592352,12.11978687,206.6572639,50.2785658,2.315375042,0.804152565,51.03978495,0.014156455,0.045295099,0.060109751,0.147479116,0.006330412,0.162916633,0.163054645,1.211978687,30.203985618,548.30110738,33.23205431,5.6137446912,794.53524654,0.07351577079,1.53549604584,0.56539848638,0.82069178652,0.1143530264,1.561338059
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,1.306666667,12,128.75,38.75,30.08333333,3587.416667,70.91666667,215.4166667,122.5833333,0.181818182,13.25,161.9166667,988.9166667,41852.16667,6051.583333,0.144591799,8.63397096,15.73718815,23.62635278,13.93790341,272.9653519,40.06916369,32.46944951,35.65862979,0.603022689,29.26097308,118.6756147,118.605119,374.7321063,175.8291828,0.00390588,335.8691783,4013.123051,393.3367813,45.78783303,3780.979575,0.930570105,3.315937291,3.510172288,11.7594545,1.060803729,78.12846424,16.12570153,13.01429456,217.6595685,37.50970772,9.38595087,0.73313968,30.53025131,0.010595202,0.04688002,0.029526189,0.04012809,0.017051544,0.573784212,0.219705011,1.301429456,60.456452094,521.70599663,55.067149382,5.4945399636,680.5763235,0.06513990735,1.79060613714,0.49142412032,1.058350905,0.16972859664,1.5625692848
"Kerguelen","KER1","CAT1-S1-1D",108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,1.440769231,13.15384615,162.4615385,56.07692308,22.23076923,3247.538462,85.92307692,208.3076923,120.0769231,0.384615385,3,74.30769231,928.6153846,41812.07692,6176.846154,0.147728606,9.026314806,32.41557081,25.21395625,16.98113584,549.8970533,50.31146579,26.51535598,39.24169028,1.386750491,7.659416862,85.77915891,124.2279749,1023.087685,197.2582259,0.003058425,238.5346084,3486.528107,386.7326744,38.5256522,3167.607313,0.814471895,3.032224277,3.038249121,5.798802064,0.994535425,70.05573441,13.26053158,11.60860149,206.9599076,93.38353963,7.70046112,0.466129212,47.14163657,0.00909909,0.012421038,0.01986838,0.133579217,0.022361288,0.531498179,0.190513613,1.160860149,42.936229512,453.24865391,54.142574416,4.623078264,570.16931634,0.05701303265,1.63740110958,0.42535487694,0.52189218576,0.159125668,1.4011146882
"Kerguelen","KER1","CAT1-S1-1D",110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,1.287692308,10.92307692,140.4615385,52.53846154,31.30769231,3051,85.84615385,227.8461538,97.46153846,5.538461538,30.23076923,81.69230769,936.4615385,42000.53846,6175.846154,0.147029775,9.508430807,13.20110718,17.36190938,18.88290504,207.6663991,42.74701969,40.25925598,47.51248149,9.088595277,46.01839097,61.12880474,57.33180529,323.2851206,176.9900403,0.003540928,35.89186233,2595.371312,218.0937453,28.24261491,2284.889729,0.611487721,2.520712809,2.972262265,4.641441298,0.562762357,53.9478412,10.56346884,12.0714856,186.0023139,19.60075045,1.218257687,0.206348674,28.98397658,0.006965903,0.046532686,0.023071922,0.066323119,0.014474014,0.881024174,0.243980703,1.20714856,6.4605352194,337.39827056,30.533124342,3.3891137892,411.28015122,0.04280414047,1.36118491686,0.4161167171,0.41772971682,0.09004197712,1.078956824
"Kerguelen","KER1","CAT1-S1-1D",114,143.4,144.6,144,4936.930769,22964,55507.53846,1.303076923,6.153846154,146.6153846,55.92307692,25.15384615,2559.615385,73.53846154,219.1538462,106.6153846,2.230769231,20.23076923,113.3846154,955.7692308,43080.07692,6317,0.146626676,5.913912324,20.91864584,19.263357,19.38146087,111.7844194,33.51272242,24.76504981,62.75818467,8.043152845,29.82491645,89.90044351,79.87819252,599.1299889,193.8620644,0.003704556,157.0594404,3949.674648,441.6354183,41.11180496,3412.493629,0.910381859,5.705617692,5.962629521,6.264222559,0.765652204,79.92720242,23.41796688,10.34845519,200.016727,42.83076251,3.726801625,0.161053209,30.7799401,0.006646955,0.048933219,0.022947646,0.084999184,0.002890113,1.001958291,0.204597872,1.034845519,28.270699272,513.45770424,61.828958562,4.9334165952,614.24885322,0.06372673013,3.08103355368,0.83476813294,0.56378003031,0.12250435264,1.5985440484
"Kerguelen","KER1","CAT1-S1-1D",117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,1.346666667,22.58333333,199.5,205.75,63.08333333,3836.666667,47.16666667,228.4166667,85.16666667,5,80.5,345.6666667,954.75,40863.08333,6265,0.153631201,9.765042786,32.00710148,112.6725949,19.14280465,763.9887354,37.42831532,35.8087301,39.35810725,9.115421498,71.11514351,200.3648188,118.7167178,2470.866151,212.3089516,0.006694886,7255.583194,5683.67778,2787.737038,103.2608758,4977.113764,1.191415297,6.225778674,7.391036368,28.72260097,10.74847022,109.6646554,97.07584026,15.67137024,2014.293918,65.29379887,26.53025849,1.199696853,41.06758826,0.020650204,0.034384999,0.048550012,0.157111928,0.148107154,2.228401166,1.090708744,1.567137024,1306.00497492,738.8781114,390.28318532,12.391305096,895.88047752,0.08339907079,3.36192048396,1.03474509152,2.5850340873,1.7197552352,2.193293108
"Kerguelen","KER1","CAT1-S1-1D",119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,1.3725,13.33333333,161.8333333,86.5,29.58333333,2368.333333,52.41666667,209.5833333,93,3.333333333,24.33333333,92.91666667,906.5833333,43054.33333,6227.083333,0.144629065,17.92577288,47.663276,32.28706468,22.81330686,233.5295712,49.92987507,29.43855954,36.12100874,7.831560083,42.33703157,103.8385621,116.9331264,589.7309607,134.6068068,0.002135395,293.8266765,3599.827864,435.4794317,33.50696137,2637.046993,0.767742407,6.625024494,5.924549608,21.92880594,0.706861739,74.39152898,23.61796449,10.15673365,214.5612668,77.24643191,8.232842168,0.982277396,44.32058868,0.008962163,0.06070631,0.069898106,0.771044273,0.012775555,0.715396099,0.250319871,1.015673365,52.88880177,467.97762232,60.967120438,4.0208353644,474.66845874,0.05374196849,3.57751322676,0.82943694512,1.9735925346,0.11309787824,1.4878305796
"Kerguelen","KER1","CAT1-S1-1D",123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,1.347692308,4.384615385,140.8461538,43.69230769,38.15384615,2061.846154,31.61538462,241.4615385,87.15384615,6.615384615,9.538461538,152.2307692,894.6923077,43283.84615,6268.076923,0.144808217,7.286270897,28.5769317,16.57500435,19.07374353,214.1128387,33.70593039,30.20655388,37.87445523,16.23031352,23.40090947,88.30643035,92.79671745,772.2085045,182.3039868,0.003093697,199.7601332,4640.523522,337.7373781,41.49307617,3560.842802,1.008260928,7.365820821,6.211413657,9.708856297,0.749489114,89.12411225,16.00076454,11.97580925,247.9286391,108.2639191,5.496537482,0.629608913,36.86802119,0.010698193,0.096946552,0.115546166,0.229171541,0.014813114,2.309353539,0.483891328,1.197580925,35.956823976,603.26805786,47.283232934,4.9791691404,640.95170436,0.07057826496,3.97754324334,0.86959791198,0.87379706673,0.11991825824,1.782482245
"Kerguelen","KER1","CAT1-S1-1D",124,158,159.2,158.6,5499.669231,23511.76923,56021.46154,1.395384615,6,131.6153846,37.07692308,34.84615385,1867.307692,33.23076923,229.5384615,79,0.181818182,44.07692308,113,940.5384615,44059,6357.769231,0.144329003,9.695359715,29.56782728,19.91842337,18.65407084,173.2086336,35.23292458,48.5946077,52.77941518,0.603022689,58.47144822,72.65558019,114.4644161,822.2367867,155.3620255,0.003683225,973.6824666,3761.690452,439.2617094,42.17796203,2748.553456,0.858721787,5.849088818,4.744298227,10.21776865,1.919467031,71.42068742,20.00078753,13.98620881,485.0193541,131.9789472,15.50786053,1.220525248,47.53207477,0.01258998,0.061291396,0.014952396,0.164653492,0.062970521,0.41484736,0.121375429,1.398620881,175.262843988,489.01975876,61.496639316,5.0613554436,494.73962208,0.06011052509,3.15850796172,0.66420175178,0.9195991785,0.30711472496,1.4284137484
"Kerguelen","KER1","CAT1-S1-1E",132,161.5,162.7,162.1,5646.269231,23811.38462,56569.61538,1.366923077,13.07692308,141.0769231,35.15384615,25.46153846,1542.461538,43.15384615,228.2307692,87.30769231,0.181818182,39.07692308,101.4615385,953.2307692,45075.92308,6574.307692,0.145862529,14.5857324,18.96251363,16.26779105,10.20306641,104.2805634,38.6735184,27.36833281,49.54523962,0.603022689,55.78449835,70.48358601,120.7008381,524.9314974,124.4450244,0.002957996,4674.018055,15500.47502,4823.395579,275.8213156,24110.30848,9.64091711,25.33147037,19.09702535,53.70010907,6.739390951,139.1876948,82.65655708,19.24399494,1417.904442,273.6253169,68.52333173,3.694081689,256.7032264,0.055564368,0.02901097,0.049455498,0.379025561,0.214985846,0.806932965,2.8164492,1.924399494,841.3232499,2015.0617526,675.27538106,33.098557872,4339.8555264,0.6748641977,13.6789939998,2.673583549,4.8330098163,1.07830255216,2.783753896
"Kerguelen","KER1","CAT1-S1-1E",137,168.8,170,169.4,5947.946154,23243.15385,57024.69231,1.373846154,35.30769231,158.2307692,109.6923077,56.76923077,4515.153846,46.07692308,210.0769231,89.92307692,0.181818182,42.53846154,129.9230769,1001.153846,42551.15385,6192.692308,0.14554695,13.92470595,20.83728168,25.08115034,20.71293415,253.1780816,34.16982474,34.2210012,40.69492503,0.603022689,67.01817587,72.0549114,96.44155929,1092.790758,214.155078,0.003903024,214.2359607,3865.367321,314.2119789,40.30371929,2886.473191,0.797101318,3.074840014,4.308979567,10.03284659,0.841708562,71.47093889,15.55587576,11.79816971,203.8744744,43.25747431,7.44344845,0.993577198,40.65829501,0.013543108,0.026459833,0.029165588,0.050604346,0.011120136,0.862385743,0.211942031,1.179816971,38.562472926,502.49775173,43.989677046,4.8364463148,519.56517438,0.05579709226,1.66041360756,0.60325713938,0.9029561931,0.13467336992,1.4294187778
"Kerguelen","KER1","CAT1-S1-1E",144,179,180.2,179.6,6370.753846,22715.76923,55020.92308,1.346923077,14,177.3846154,89.15384615,52.84615385,2592.230769,54.46153846,221.4615385,97.53846154,0.181818182,34.15384615,150,977.9230769,42318.38462,6246.384615,0.147650223,7.842193571,33.58456605,18.26128032,21.14964993,243.7444542,37.88274758,37.01039355,55.09025229,0.603022689,40.88774501,70.17953168,82.86581677,976.5482185,143.4750492,0.003789667,4531.40776,3481.392137,904.1879244,84.65981172,3168.819664,0.546046302,3.299582559,5.064349607,18.29158675,7.805442382,46.22785062,83.4623728,14.89672027,1385.451254,66.26631024,6.44341763,0.742198205,35.87297563,0.003678018,0.042987824,0.031713711,0.257119006,0.168696462,0.727736984,2.659299806,1.489672027,815.6533968,452.58097781,126.586309416,10.1591774064,570.38753952,0.03822324114,1.78177458186,0.70900894498,1.6462428075,1.24887078112,0.9245570124
"Kerguelen","KER1","CAT1-S1-1E",145,180.4,181.6,181,6433.538462,18555.69231,44574.53846,1.393846154,60.53846154,203.3076923,196,79.07692308,3589.307692,59.30769231,189.6923077,104.0769231,9.076923077,169.5384615,352.4615385,866,31582.76923,5394.230769,0.174344314,67.31717882,81.22539075,209.3051998,35.36114049,837.4556092,37.13350826,40.27071851,40.29983775,29.8509116,116.2523228,269.0605927,146.4655819,6265.93824,572.7287249,0.02120744,23278.04767,3903.380519,2923.188804,121.9300211,4456.928381,0.855150174,2.425675008,3.767313027,30.48216342,16.42557783,35.5730101,90.16911624,41.8734204,6156.752203,120.8006655,57.700133,2.033316472,33.7098105,0.008209565,0.030902266,0.017291261,0.197518023,0.089593448,0.632117041,2.1945355,4.18734204,4190.0485806,507.43946747,409.24643256,14.631602532,802.24710858,0.05986051218,1.30986450432,0.52742382378,2.7433947078,2.6280924528,0.711460202
"Kerguelen","KER1","CAT1-S1-1E",146,181.9,183,182.4,6500.141667,13949,38376,1.411666667,464.1666667,364.3333333,523.5833333,172.6666667,8320,109.9166667,155.6666667,66.66666667,36.83333333,391.5,449.5,827,20285.25,4924.75,0.244724512,71.72781042,69.90036199,226.6184051,34.69433628,1437.341169,64.82488065,37.59916182,55.23558361,42.88638973,83.24498347,151.9919256,236.6988881,2857.980537,337.4018713,0.015893984,34328.60153,4312.186563,3433.05248,397.1365916,13289.58227,0.757047602,2.230484241,6.015402464,87.59499317,53.67294845,37.52281834,334.5208848,35.95890476,9926.584014,55.81052408,24.39482226,5.745249531,193.3357389,0.007136358,0.019087013,0.019215536,0.753510405,0.888153563,0.853159602,10.07399486,3.595890476,6179.1482754,560.58425319,480.6273472,47.656390992,2392.1248086,0.05299333214,1.20446149014,0.84215634496,7.8835493853,8.587671752,0.7504563668
"Kerguelen","KER1","CAT1-S1-1E",147,183.3,184.4,183.8,6564.375,22427.08333,57499.5,1.2675,143.1666667,195.25,247.8333333,121,5463.166667,80.75,224.4166667,92,34.75,84.25,126,1174.166667,41365.91667,6449.583333,0.156258563,116.0343471,51.61769429,65.54503425,46.68073381,1984.072434,26.74160871,37.77555326,26.94438717,50.78139423,113.3210443,102.4260265,124.3746783,2243.380058,218.7806948,0.008311197,1154.260764,4541.333436,1119.777227,77.89836317,3562.901422,0.996950957,7.771363798,8.155143454,34.97989363,2.833581675,86.72448526,123.6786369,11.78728762,441.1367224,88.34590622,20.32893742,1.455982628,48.89958885,0.016241426,0.092422783,0.093802488,0.152811284,0.047351872,0.810766896,2.79967276,1.178728762,207.76693752,590.37334668,156.76881178,9.3478035804,641.32225596,0.06978656699,4.19653645092,1.14172008356,3.1481904267,0.453373068,1.7344897052
