"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd_5pc","Ca_ICP_sd_5pc","Ti_ICP_sd_5pc","Mn_ICP_sd_5pc","Fe_ICP_sd_5pc","Co_ICP_sd_5pc","Ni_ICP_sd_5pc","Cu_ICP_sd_5pc","Zn_ICP_sd_5pc","Rb_ICP_sd_5pc","Sr_ICP_sd_5pc","Zr_ICP_sd","dry_mass_err","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd"
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.618182,21292.72727,58885,1.335454545,33.18181818,315.7272727,184.9090909,67.45454545,13294,106.0909091,200.5454545,131.3636364,17.18181818,84.63636364,858.9090909,744.3636364,34476.45455,5588.454545,0.162143465,18.72868485,58.4261772,49.22490131,15.16155425,5753.232952,69.44415677,34.39291682,38.65041456,30.15897273,78.35850015,215.1118103,106.6070098,1142.661049,206.8653493,0.0049731,5505.035933,10269.18303,3795.356029,311.4480017,35173.56997,7.368448017,6.263265577,34.66157048,58.60550147,21.04953065,198.7277638,50.93045401,38.5145956,1603.539606,319.7998586,93.10104025,8.47360052,618.3618955,0.084118008,0.073683145,0.4641381,0.854908221,0.452109582,1.546696593,0.738584595,3.85145956,990.90646794,1334.9937939,531.34984406,37.373760204,6331.2425946,0.51579136119,3.38216341158,4.8526198672,5.2744951323,3.367924904,3.974555276
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.183333,22271.58333,59847.83333,1.283333333,43.33333333,318.0833333,180.1666667,75.33333333,11089.41667,169.9166667,202.0833333,157.75,10.5,59.25,657.4166667,807.25,36977.75,5991.5,0.162107014,22.27649937,48.15780562,48.85197183,17.82405593,1346.87392,74.17357816,28.88364851,42.84459232,14.21586821,58.89455138,213.0836192,55.20066699,934.663588,106.1067216,0.004334642,6097.843222,12229.13292,5093.523369,353.3049619,30813.78663,5.122222899,6.301289954,25.95749555,40.82277223,23.73857998,302.9231828,78.78952034,64.63475063,1936.386236,864.7429197,50.42995617,9.842514542,1575.735471,0.145873046,0.20152179,0.857134355,1.397062702,0.966107219,5.375215015,1.427199314,6.463475063,1097.61177996,1589.7872796,713.09327166,42.396595428,5546.4815934,0.35855560293,3.40269657516,3.634049377,3.6740495007,3.7981727968,6.058463656
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.063636,20921.72727,58109.63636,1.321818182,38.45454545,309.2727273,169.6363636,54.09090909,12770.72727,180.7272727,189.8181818,161.2727273,11.72727273,86.81818182,679.6363636,768.2727273,34300.09091,5761.090909,0.168467554,14.55584856,41.80452346,36.45071392,22.98457981,1398.06145,49.29318596,35.37461853,37.63533156,18.03380664,62.24438638,186.6013251,66.94040769,2290.955323,148.3701146,0.008841814,6175.999603,9855.628818,3509.410749,115.4337622,13189.89932,5.35222129,9.999536344,89.58971424,35.42302354,30.35980649,245.5928888,55.86097273,29.55260302,1855.683454,190.0778574,57.96869106,1.894932065,129.6827163,0.027518772,0.112403008,1.243282919,0.65822487,0.744553021,4.87578685,0.54284315,2.955260302,1111.67992854,1281.23174634,491.31750486,13.852051464,2374.1818776,0.3746554903,5.39974962576,12.5425599936,3.1880721186,4.8575690384,4.911857776
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.509091,21790,55455.72727,1.312727273,36.90909091,289.8181818,108.2727273,46.54545455,4996.545455,68.90909091,208.1818182,213.6363636,13.72727273,89.36363636,916.1818182,870.2727273,38305.90909,5961.090909,0.15564358,12.56546494,47.45696615,47.89590987,17.68255432,813.5276718,40.23792874,32.66440932,63.81265192,29.82311489,76.68020961,89.08963821,88.52919395,876.0102116,155.3296202,0.00353544,5968.444872,10048.24434,3248.960975,105.7636335,10103.92743,5.409379617,13.45589808,97.79698974,54.064265,28.7689376,254.6825264,50.67135824,26.05373802,1958.591437,653.9557626,183.8381806,5.529308912,578.8562016,0.23362155,0.463413678,5.191445766,2.19762822,1.015325028,3.27008475,0.810955899,2.605373802,1074.32007696,1306.2717642,454.8545365,12.69163602,1818.7069374,0.37865657319,7.2661849632,13.6915785636,4.86578385,4.603030016,5.093650528
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.691667,20826.08333,59943.75,1.424166667,41,334.5,174.6666667,61.41666667,15793.33333,148.8333333,191,172.1666667,40.25,145.5,1013.25,748.0833333,32742.91667,5434,0.16606394,16.47587768,42.06812657,27.98809271,24.09246707,2157.795648,75.27022028,30.70090316,70.45028335,55.49303806,45.90206967,204.6181033,58.72038261,1161.338214,142.8750249,0.004827654,2516.983872,6960.861032,1199.537678,60.6622639,33521.67785,21.80830378,10.48832859,46.69505839,136.0251037,10.73581104,111.667296,21.85695903,25.38306341,857.2828993,157.416355,19.22244936,0.521352206,153.1315042,0.383297426,0.122763336,0.266664267,1.154440273,0.228115294,0.974152096,0.227943318,2.538306341,453.05709696,904.91193416,167.93527492,7.279471668,6033.902013,1.5265812646,5.6636974386,6.5373081746,12.242259333,1.7177297664,2.23334592
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,17.27272727,305.9090909,72.45454545,40.09090909,14940.09091,196,190.1818182,224.5454545,56.36363636,68.72727273,813.3636364,709.8181818,35579.72727,5895.090909,0.165775222,10.66856044,40.41646829,21.46794651,14.8354612,4174.159303,69.75098566,48.81765701,40.1207269,52.05434223,47.88129261,92.54649937,126.057779,2148.93495,322.5106059,0.003774207,790.4601626,7012.381581,307.9839209,64.82600414,19102.04921,14.81752131,14.68864067,78.63602567,94.75874646,3.470088908,131.8281488,7.181000574,38.12452987,305.8039749,44.90787058,4.116043221,1.104452514,190.2959459,0.234127184,0.077615628,0.631116592,2.09078523,0.051336491,1.128119455,0.167559119,3.812452987,142.282829268,911.60960553,43.117748926,7.7791204968,3438.3688578,1.0372264917,7.9318659618,11.0090435938,8.5282871814,0.55521422528,2.636562976
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,26.72727273,346.7272727,109.0909091,51,20218.45455,143.3636364,174.5454545,193.9090909,34.27272727,46.36363636,826.3636364,670.5454545,34173,5605.909091,0.164327659,14.37421935,46.91287863,52.9215543,22.4053565,8601.48369,69.43525434,27.89753981,47.90293216,31.90326287,50.24793076,147.3487514,112.4787657,1998.699527,169.8466688,0.00605834,3163.380594,9040.006112,1347.461524,87.95481953,17067.4608,4.1377886,13.66412704,99.33071721,57.03901807,14.31278916,224.4453244,28.83560184,23.11355335,1060.826347,121.9027865,14.95676567,1.208105913,48.08420766,0.019010108,0.131993681,5.308945902,0.139519515,0.159446453,2.552502686,0.21722532,2.311355335,569.40850692,1175.20079456,188.64461336,10.5545783436,3072.142944,0.289645202,7.3786286016,13.9063004094,5.1335116263,2.2900462656,4.488906488
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,54.8,495.9,167.4,120.7,32461.8,273.2,210.2,375.8,169.1,88.2,1238.5,658.3,30715.8,5547,0.181211009,24.83635328,91.0792695,78.42363589,60.4024466,6283.970999,51.01154553,32.70677809,70.24528454,107.3917543,42.42064487,274.8184249,74.03159986,2061.698965,178.1566103,0.011687875,6266.517708,11396.20863,2883.518514,169.8695081,32079.57549,10.38268079,13.11407391,78.85879013,47.08824283,25.23019472,262.4737246,49.62591564,27.05462698,1913.941942,173.5311002,39.47106595,6.194816384,646.9348498,0.298178052,0.450378152,2.91695892,2.313488133,0.998221456,2.533130332,0.75197774,2.705462698,1127.97318744,1481.5071219,403.69259196,20.384340972,5774.3235882,0.7267876553,7.0815999114,11.0402306182,4.2379418547,4.0368311552,5.249474492
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,37.9,555.3,91.7,67.6,31490.9,288.9,236,549.8,296.1,4.4,1130.4,631.5,33134.3,5557.3,0.167993663,19.3071662,77.0310904,39.44067275,15.8689074,9764.807086,100.2402115,46.15192304,120.0831194,48.64485813,11.11755369,159.4624303,77.44137568,1853.806957,198.2243678,0.007156707,1326.826528,7680.69076,440.1427786,77.40139067,40180.34818,32.08267707,54.67369247,273.7512725,160.9095737,4.409343496,198.8915063,8.837063052,18.2523685,440.8838882,235.9017829,8.564769473,1.444532107,163.829273,0.182515294,0.401191653,0.443798565,2.671233854,0.109085804,1.2109063,0.072120194,1.82523685,238.82877504,998.4897988,61.619989004,9.2881668804,7232.4626724,2.2457873949,29.5237939338,38.32517815,14.481861633,0.70549495936,3.977830126
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.62692308,19465.15385,53638,1.333846154,76.61538462,458.1538462,135.5384615,128.6153846,7915.153846,83.61538462,173.4615385,115.9230769,12.30769231,109.3076923,713.8461538,682.4615385,32215.23077,5434.153846,0.168708174,17.88639363,40.48630664,61.6557856,30.31099487,1284.980664,42.11203007,38.28754233,49.45277468,22.14491896,79.44535293,90.3418011,123.6666321,736.8298259,160.9409033,0.004419991,5443.67845,15948.18938,1607.114721,407.4375349,14682.28264,4.851245271,4.965819612,23.13004442,42.19689147,17.13305574,204.6688961,8.791484806,20.52199678,181.2744924,296.6363225,33.91012061,2.240906442,138.0134568,0.115944762,0.116696761,0.161910311,0.624513994,0.606510173,2.906298325,0.12132249,2.052199678,979.862121,2073.2646194,224.99606094,48.892504188,2642.8108752,0.33958716897,2.68154259048,3.2382062188,3.7977202323,2.7412889184,4.093377922
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,1.421538462,84.15384615,484.3076923,171.1538462,155.9230769,10825.15385,92.30769231,170.9230769,89.76923077,6.769230769,174.3846154,915.0769231,613.0769231,29367.30769,5307.461538,0.180820653,18.26584314,90.91056467,79.35662769,39.62419618,1410.878086,32.72202269,26.71286063,43.76671842,16.6490933,91.69109232,177.70409,81.35566108,830.9338506,147.8690949,0.005911097,5975.780316,16588.68048,1837.980819,366.7929674,16189.75967,5.402833637,5.507249153,28.86151963,35.42095591,22.17089462,214.4801797,9.110923126,28.41964251,106.9664677,111.1441592,28.85629885,4.804987873,153.8027168,0.043222669,0.124463831,0.069267647,0.354209559,0.341431777,2.487970085,0.162174432,2.841964251,1075.64045688,2156.5284624,257.31731466,44.015156088,2914.1567406,0.37819835459,2.97391454262,4.0406127482,3.1878860319,3.5473431392,4.289603594
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,1.385384615,118.6923077,558.6923077,201.3846154,146.4615385,24868.76923,158.1538462,186.4615385,103.8461538,9.538461538,125.3846154,943.6923077,598.7692308,28009.84615,5206.846154,0.186126875,43.01043404,81.92820497,34.89159035,31.97555156,2750.596788,49.54769782,34.98717714,44.61473253,15.30585609,39.40080046,112.6316893,102.7554977,1070.922721,145.1245707,0.008447015,5333.453521,15380.19155,1832.527324,315.5650704,16934.94085,4.923853521,4.900777465,28.38931831,31.93149296,20.66172394,191.8197183,8.621791549,70.38997719,102.4023076,46.14057465,6.413845634,3.09253769,255.7176068,0.059086242,0.204852498,0.300926774,0.194782107,0.413234479,0.230183662,0.062939078,7.038997719,960.02163378,1999.4249015,256.55382536,37.867808448,3048.289353,0.34466974647,2.6464198311,3.9745045634,2.8738343664,3.3058758304,3.836394366
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,100.0769231,541,253.3846154,136.9230769,21869.07692,172.8461538,183.4615385,98.46153846,0.181818182,122.4615385,823.2307692,753.3846154,30909.23077,5459.615385,0.176783745,18.67467777,123.0033875,122.6815243,46.06057884,5261.359021,76.10064187,28.87794829,55.11142559,0.603022689,56.46771258,158.0375239,199.0517263,1069.420961,137.0179663,0.006256354,5207.184,15558.14641,1580.648497,291.4015196,17138.00234,4.715790685,5.241528694,33.07658228,27.71352621,18.82353425,198.4859127,8.287638868,24.25268384,104.6643984,281.60245,25.4484408,1.981530334,174.8076238,0.102332658,0.172446294,0.588763165,0.146881689,0.246588299,1.290158433,0.061328528,2.425268384,937.29312,2022.5590333,221.29078958,34.968182352,3084.8404212,0.33010534795,2.83042549476,4.6307215192,2.4942173589,3.01176548,3.969718254
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,62.38461538,330,94.84615385,78,4048.307692,92.76923077,179.8461538,148.9230769,3.384615385,110.6923077,793.6923077,741.8461538,31057.84615,5487.538462,0.176709254,19.32415786,60.08743629,19.46726378,19.4422221,364.6572328,45.09278184,35.12559882,47.11946084,10.04604783,71.79065006,103.9273662,110.4059526,979.7075964,169.50104,0.002680377,5837.940234,17669.83951,1819.746676,318.8457154,13667.24784,5.347190156,6.351383957,33.89863255,28.93439766,20.45548446,217.6036906,10.6404829,28.08949975,81.73116327,81.28126176,23.83868146,3.985571442,118.9050562,0.056145497,0.153703492,0.559327437,0.506351959,0.186144909,2.023714323,0.029793352,2.808949975,1050.82924212,2297.0791363,254.76453464,38.261485848,2460.1046112,0.37430331092,3.42974733678,4.745808557,2.6040957894,3.2728775136,4.352073812
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,74.66666667,371.9166667,159.25,122.6666667,6877.166667,132.0833333,184.9166667,151.9166667,2,125.25,983.1666667,675.6666667,28378.75,5186.916667,0.183069921,25.42487448,58.15568187,46.17383163,30.24245461,1029.17927,48.23137103,27.62560845,57.72735027,6.92820323,45.61922442,160.137914,94.99792661,1887.105486,233.2542344,0.006360495,6956.874444,21182.64262,2092.551562,343.7990278,11986.74089,4.922970952,6.39350629,28.97734663,27.00122448,22.53472619,287.7800097,20.13391113,32.86456422,214.2717329,288.0839396,28.04019092,4.950706,38.35757086,0.064490919,0.235920382,0.156477672,0.615627918,0.574635518,3.53969412,0.39865144,3.286456422,1252.23739992,2753.7435406,292.95721868,41.255883336,2157.6133602,0.34460796664,3.4524933966,4.0568285282,2.4301102032,3.6055561904,5.755600194
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,87.84615385,485,219.6923077,141.7692308,7685.230769,47.92307692,164.7692308,109.6153846,9.692307692,148.1538462,1018.307692,658.0769231,27134,5051.461538,0.186192238,18.34777986,121.1947469,89.12667447,35.34627243,782.0365671,34.62046971,25.34808949,46.59137699,17.8062939,49.77925631,125.694328,96.19638034,850.1492026,171.9862472,0.004069548,5864.826617,16828.03623,2256.103454,382.915235,14179.20706,6.646599115,7.84225117,41.9704529,36.91192497,22.63461313,192.0094569,11.10116946,31.47956371,211.1337582,129.575879,45.34767943,1.64653551,59.55266965,0.108339566,0.241541336,0.247625672,0.11811816,0.371207655,1.056052013,0.204261518,3.147956371,1055.66879106,2187.6447099,315.85448356,45.9498282,2552.2572708,0.46526193805,4.2348156318,5.875863406,3.3220732473,3.6215381008,3.840189138
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,133.8181818,474.8181818,242.9090909,164.5454545,17722.90909,175.4545455,142.3636364,123.8181818,9.454545455,190.2727273,950.2727273,572.9090909,22577.63636,4675,0.207411269,47.62314182,70.00545433,70.98091933,47.50444955,1508.712925,60.93991079,42.63630549,29.80878455,17.62591068,116.0940058,164.3916609,65.01454383,1408.544871,181.3146436,0.007302329,8871.994311,23025.53265,3140.602681,585.3572459,35487.97724,9.632847657,11.08791026,61.64578206,47.90043877,34.84930473,237.2807242,16.78597985,40.47366511,120.6591226,198.0195808,31.40602681,7.78525137,670.7227699,0.088622198,0.09757361,1.02948456,0.728086669,0.4460711,5.125263643,0.229967924,4.047366511,1596.95897598,2993.3192445,439.68437534,70.242869508,6387.8359032,0.67429933599,5.9874715404,8.6304094884,4.3110394893,5.5758887568,4.745614484
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,174.75,778.6666667,370.4166667,190.25,14233.41667,98.91666667,146.75,130.5,15.33333333,204.1666667,1103,586.5833333,23589.5,4706.5,0.199898233,53.09532594,189.8618317,130.1023781,28.60109661,2137.657106,72.96631643,44.32344957,39.45883931,19.67616617,50.21740613,198.310592,158.3520005,1449.539018,195.3833063,0.009032944,7746.307975,19806.58483,2780.927179,509.8802514,25321.34917,8.041928644,8.769207812,43.74139458,42.59030524,30.00680597,201.9638553,18.09041528,36.81900645,230.8399776,186.1818974,39.76725866,3.977065961,194.9743886,0.101328301,0.211337908,0.209958694,0.234246679,0.483109576,2.746708433,0.063316453,3.681900645,1394.3354355,2574.8560279,389.32980506,61.185630168,4557.8428506,0.56293500508,4.73537221848,6.1237952412,3.8331274716,4.8010889552,4.039277106
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,79.33333333,426.1666667,234,124.8333333,16475.16667,129.8333333,164.9166667,94.66666667,1.25,154.6666667,739.6666667,649.9166667,27701.75,4996.416667,0.180753975,17.78320624,69.22274105,115.5484943,31.07420249,4112.851208,68.11865761,33.92895876,48.71127055,4.330127019,82.77827266,155.8001828,97.21434456,1355.74442,130.526527,0.009983476,8706.157013,23961.57686,2482.596033,510.7720501,30348.25974,8.722415009,8.979833284,34.73791874,44.27594323,30.61922635,256.1176349,12.6893661,41.3738341,221.1363881,191.6926149,49.15540146,2.24739702,264.0298597,0.070651562,0.241557515,0.340431604,0.509173347,0.814471421,1.075694066,0.16115495,4.13738341,1567.10826234,3115.0049918,347.56344462,61.292646012,5462.6867532,0.61056905063,4.84910997336,4.8633086236,3.9848348907,4.899076216,5.122352698
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,83,452.8333333,183.25,125.9166667,15627.83333,142.8333333,196,156.6666667,4.583333333,133.6666667,686.9166667,687.1666667,31517,5606.5,0.177930938,29.14228418,90.93337554,61.10367494,29.96500484,2422.88325,59.59992882,21.48995537,45.82046651,12.15399922,82.12997829,100.3978072,112.5205705,736.7245692,144.7314127,0.004515915,6598.380417,19881.77207,2488.325779,425.6460716,27170.31131,6.251857157,8.651530736,40.88974473,38.26194334,22.88497366,217.7898692,15.7899099,26.73751232,137.9061507,65.60984782,20.15543881,6.895466359,309.741549,0.096903786,0.255220157,0.249427443,0.566276761,0.157906318,1.350297189,0.203689838,2.673751232,1187.70847506,2584.6303691,348.36560906,51.077528592,4890.6560358,0.43763000099,4.67182659744,5.7245642622,3.4435749006,3.6615957856,4.355797384
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,68.33333333,402.1666667,162.6666667,112.1666667,6561.833333,70.16666667,162.5,103.6666667,5.833333333,119.6666667,825.25,662.25,29503.08333,5274.583333,0.178880947,15.81330472,33.60420248,42.64298585,21.49770953,383.5697953,34.93587199,30.69053748,56.09785822,13.43559271,58.63342722,106.744491,94.66027774,699.7771669,109.0474945,0.005906962,4618.995032,16479.65741,1575.735639,285.4554922,13872.977,5.871694204,11.09571628,27.8525667,30.62449678,17.215285,199.578966,9.92564195,24.29736534,122.8652679,75.80642407,15.59978283,3.882194694,234.4533113,0.029358471,0.335090632,0.35929811,0.275620471,0.129114638,1.576673831,0.11116719,2.429736534,831.41910576,2142.3554633,220.60298946,34.254659064,2497.13586,0.41101859428,5.9916867912,3.899359338,2.7562047102,2.7544456,3.99157932
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,59,349.1666667,136.0833333,100.8333333,5776.833333,162.5833333,180.5,144.5,14.33333333,115.75,935,712.6666667,29362,5376.916667,0.183302172,14.57893873,49.58341609,29.77325931,18.084817,704.0105672,43.78139566,38.67933439,34.15073538,21.2745402,58.95163657,127.5118533,125.0972955,1156.512783,182.1819562,0.007672618,3415.579205,10723.74092,1161.29693,213.0614752,10017.06936,4.139917554,5.323592416,16.00316636,21.4504263,12.67297664,119.2508257,6.298210275,31.01118031,69.67781578,15.01323728,11.14845052,1.363593441,131.2236086,0.052576953,0.062818391,0.17603483,0.265985286,0.01647487,0.643954459,0.021413915,3.101118031,614.8042569,1394.0863196,162.5815702,25.567377024,1803.0724848,0.28979422878,2.87473990464,2.2404432904,1.930538367,2.0276762624,2.385016514
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,64.16666667,377.0833333,170.9166667,104.75,7074.75,132.6666667,184.0833333,117.5833333,8.5,94.91666667,804.0833333,607.5833333,29282.5,5274.5,0.180336404,15.31982277,36.62949217,45.86434213,22.85975026,662.4272344,56.38557735,28.51939797,41.40368524,19.92485885,75.92634988,131.8376814,78.9803869,1036.499397,149.7831766,0.008272381,4921.529077,16718.31854,1911.570392,318.8247,18126.438,5.075843538,8.253068077,36.18123,34.30741154,16.21679654,197.3571738,10.43275985,19.89352741,148.6301781,180.5578402,23.70347286,5.61131472,242.8942692,0.092380352,0.149380532,0.137488674,0.161244834,0.37298632,0.967050152,0.040687763,1.989352741,885.87523386,2173.3814102,267.61985488,38.258964,3262.75884,0.35530904766,4.45665676158,5.0653722,3.0876670386,2.5946874464,3.947143476
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,47.72727273,317.3636364,128.1818182,111.8181818,7567.636364,73.63636364,178,113.0909091,2.363636364,154.0909091,889,629.5454545,28528.81818,5086.181818,0.17828778,17.77127406,77.96957449,54.42943722,37.31438913,1259.102003,39.04426393,31.26339713,36.51973315,7.839294959,66.94393855,104.3666613,87.7284032,708.9077258,177.8633285,0.004582705,7273.786524,20223.29166,2382.409952,443.5927218,18736.05749,6.595896427,10.60653138,35.46679751,37.68347236,25.92994062,220.559147,10.79469099,30.85010838,336.7763161,202.2329166,38.35680023,9.58160279,219.2118727,0.11081106,0.328802473,0.539095322,0.844109781,0.739003308,3.021660314,0.138172045,3.085010838,1309.28157432,2629.0279158,333.53739328,53.231126616,3372.4903482,0.46171274989,5.7275269452,4.9653516514,3.3915125124,4.1487904992,4.41118294
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,44.41666667,320.5833333,121.25,86.58333333,5734.916667,99.83333333,182,149.1666667,5.5,111,921.5,683.9166667,29539.33333,5376.25,0.182009144,11.79721333,51.4789601,60.76052097,21.05602196,888.6243156,48.77188708,28.02920555,42.73136666,19.05255888,53.44325793,154.8262956,127.5656397,453.5238459,126.498383,0.003582856,5415.67046,17750.4328,1894.366875,330.5850441,13972.31801,6.245626149,8.570619866,35.40585383,37.52964617,20.04468741,211.7085625,11.40700042,27.0545809,155.9713092,209.455107,25.95282619,1.454574194,76.84774904,0.014989503,0.118274554,0.400086148,0.240189735,0.567264654,0.296391987,0.087833903,2.70545809,974.8206828,2307.556264,265.2113625,39.670205292,2515.0172418,0.43719383043,4.62813472764,4.9568195362,3.3776681553,3.2071499856,4.23417125
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,157.7272727,760.2727273,408.4545455,258.4545455,17990.45455,129.8181818,138.7272727,113,8.909090909,200.1818182,1276,527.0909091,21924.90909,4696.545455,0.21437147,23.82893581,95.76856573,75.87405833,22.80948766,1359.464848,46.05174955,30.07687121,42.87889924,17.48401868,58.85544696,80.66969691,102.3996626,585.7828018,135.2030796,0.009046891,8945.422022,26370.11281,3316.178876,654.0897303,29131.62831,11.02836,12.14358742,49.15261573,53.75514157,36.0531191,255.3811775,18.6667827,43.90873382,111.8177753,58.01424818,18.57060171,4.251583247,367.0585168,0.101460912,0.338806089,0.407966711,0.73644544,0.504743667,0.817219768,0.104533983,4.390873382,1610.17596396,3428.1146653,464.26504264,78.490767636,5243.6930958,0.7719852,6.5575372068,6.8813662022,4.8379627413,5.768499056,5.10762355
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,121.3846154,644.8461538,287.2307692,181.3846154,15298,105.2307692,166.8461538,137.7692308,12.38461538,190.7692308,1180.692308,634.6923077,25716.84615,5142.230769,0.200281993,37.57778258,105.8456787,103.3054967,28.44450287,3374.729026,64.8268898,34.070628,49.59696537,26.49068535,60.5972412,202.3043848,150.8351112,1563.675683,199.1687533,0.007399419,8976.759109,26667.54291,2867.600154,567.7982591,22528.01628,9.134399757,7.820727692,39.76047449,44.16857409,32.92937976,253.6262866,14.95542664,51.53906898,182.2282099,424.0139323,48.17568258,8.346634409,74.34245371,0.033797279,0.171273936,0.397604745,0.295929446,0.625658215,2.967427554,0.216853686,5.153906898,1615.81663962,3466.7805783,401.46402156,68.135791092,4055.0429304,0.63940798299,4.22319295368,5.5664664286,3.9751716681,5.2687007616,5.072525732
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,79.61538462,440.8461538,176.7692308,140.5384615,8067.230769,130.6153846,189.8461538,117.6153846,0.181818182,117.0769231,849.2307692,730.8461538,32133.07692,5718.538462,0.178004606,14.18648689,56.6036603,41.40683085,26.53807135,791.9592954,62.84443553,37.172674,40.37230582,0.603022689,61.74606808,112.2580018,74.30998829,486.4710443,113.6108969,0.004549712,5721.295663,19173.11646,1937.934236,360.8953237,16524.5867,5.668266146,7.733471223,34.52810771,29.23988643,20.28673632,218.7762183,9.993117862,22.75250175,207.6830326,243.4985791,25.58073192,6.820921619,115.6721069,0.064051407,0.12373554,0.252055186,0.245615046,0.730322508,2.472171267,0.109924296,2.275250175,1029.83321934,2492.5051398,271.31079304,43.307438844,2974.425606,0.39677863022,4.17607446042,4.8339350794,2.6315897787,3.2458778112,4.375524366
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,1.345384615,43.84615385,283.8461538,152.6923077,82.84615385,4260.076923,58.76923077,181.7692308,127.4615385,0.181818182,65.69230769,703.0769231,721.5384615,32111.23077,5470.769231,0.17067339,13.53296071,55.75518833,181.2945966,38.33154957,1067.907569,33.96849974,33.28451553,25.29036504,0.603022689,43.70618685,146.8766271,99.78110658,1930.646487,184.1657559,0.006509994,6594.697268,20274.4736,2422.968415,431.4287933,17616.22911,7.144032067,7.374484715,40.65077512,32.82610384,24.33687143,219.7339196,20.92027695,29.03795177,79.79583695,85.15278913,22.04901258,3.580858984,348.8013364,0.087157191,0.076694641,0.219514186,0.403761077,0.484303741,1.186563166,0.115061523,2.903795177,1187.04550824,2635.681568,339.2155781,51.771455196,3170.9212398,0.50008224469,3.9822217461,5.6911085168,2.9543493456,3.8938994288,4.394678392
