"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","SH20_min_depth_min","SH20_min_depth_max","SH20_min_depth_median","SH20_min_depth_mean","SH20_max_depth_min","SH20_max_depth_max","SH20_max_depth_median","SH20_max_depth_mean","SH20_midpoint_depth_min","SH20_midpoint_depth_max","SH20_midpoint_depth_median","SH20_midpoint_depth_mean","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd","SAR","SAR_err","SAR_pc_err","DMAR","DMAR_err","DMAR_pc_err"
"Kerguelen","KER3","CAT2-S3-1A",6,7.9,9.1,8.5,386.2769231,-55.59,325.89,45.8,67.62,-50.97,380.93,46.63,79.79,-54.96,338.89,71.62,89.41,22243.61538,53274.69231,1.313846154,19.46153846,94.46153846,47.30769231,31.84615385,1533.307692,43.61538462,220.5384615,130.7692308,1.461538462,59.23076923,81.07692308,986.6153846,41542.69231,6149.153846,0.148017348,13.6236032,20.20154856,22.49957265,19.37285968,258.6675423,34.1822041,40.75458131,45.90597972,4.012800033,75.77395534,61.90242529,75.27454025,494.3651459,125.2908923,0.002253382,86.5897549,4.329487745,13.4102451,1.34102451,0.127002892,0.012700289,2570.623323,60.34061437,2433.469353,412.7415789,8525.391032,292.4467919,1493.72135,52.91622772,73.97054275,2.614554557,7043.906744,240.295989,2.360731307,0.069815083,7.989049521,0.248862689,8.840919501,0.229976711,33.9867472,0.829112693,1.836820618,0.007837643,6.303556106,0.104558215,77.55523489,0.957157998,51.12144032,1.081885684,1.449083949,0.031749255,1.368113398,0.05102612,0.0986031224322103,0.00274901493631449,2.78795931457894,0.0125228817091208,0.00160142099825459,12.7879591571022
"Kerguelen","KER3","CAT2-S3-1A",9,12.3,13.5,12.9,621.7076923,-17.94,455.6,120.75,141.5,-1.32,441.73,142.92,161.87,-27.57,436.14,148.08,161.86,22313.84615,53827.84615,1.332307692,13.23076923,83.76923077,35.76923077,26,1979.769231,48.15384615,224.7692308,115.0769231,0,43.69230769,72.69230769,935.0769231,41663.69231,6181.923077,0.148379162,7.440361171,17.23926645,18.87747267,15.17124473,152.1102417,45.77635153,33.69261503,33.32531955,0,43.99883448,75.45570954,94.59779907,756.8350089,178.8511772,0.003437259,87.65410667,4.382705334,12.34589333,1.234589333,0.120978988,0.012097899,1925.941564,47.47919756,1807.885973,317.9447142,7727.272205,259.4424886,1028.300333,41.97503234,53.9884387,1.825000442,5806.724977,264.0185473,2.063027935,0.069604809,6.820390916,0.213258954,7.875132613,0.29908538,22.83873715,0.668420943,1.981092172,0.026250211,3.688021304,0.079731647,68.05571381,0.211252066,28.2096257,0.542535446,0.861685089,0.023559447,0.723414991,0.021168133,0.0589101620029455,0.00261056845128026,4.43143994604825,0.00712689178203239,0.00102851311932589,14.4314401113662
"Kerguelen","KER3","CAT2-S3-1A",13,18.1,19.3,18.7,928.8076923,18.86,518.62,233.67,238.24,35.65,574.42,269.7,273.97,-6.96,547.44,241.19,251.91,22491.46154,54693.84615,1.41,13.15384615,65.15384615,42.15384615,27.15384615,2056.692308,44.07692308,203.2307692,82.92307692,0,47.61538462,48.61538462,973.3846154,42155.07692,6218.769231,0.147539399,11.80286797,14.08217641,18.44291261,12.28716236,303.6553377,38.28503088,40.69839032,33.67358396,0,85.133756,78.90135029,73.08732045,573.9132428,133.3473871,0.003451937,86.20305437,4.310152718,13.79694563,1.379694563,0.143807055,0.014380706,2075.478682,57.71761628,2390.397694,425.057007,8370.564722,304.4626424,1383.034771,54.8904067,65.55518428,2.528396357,5950.241077,237.5442039,2.117141394,0.072121037,6.393762065,0.166829823,6.48426444,0.180858218,21.31018792,0.696001663,1.837777624,0.007019007,6.207609895,0.185004911,78.5344764,1.42230775,45.24542121,1.004989654,1.293057315,0.020115449,1.321962492,0.040846333,0.033585222502099,0.00215998272013824,6.43134854921161,0.00482979193954659,0.00079359996458124,16.4313488968997
"Kerguelen","KER3","CAT2-S3-1A",15,21,22.1,21.6,1082.7,58.03,561.08,276.18,287.61,79.58,617.26,324.37,327.12,23.02,603.42,288.68,295.93,22178.83333,54848.75,1.3525,13,70.08333333,35.83333333,25.16666667,2116.75,36.25,198.1666667,75.16666667,0.833333333,32.25,84.75,946.75,41939.58333,6185.75,0.147500188,11.11918898,23.29439392,23.56358259,18.05966542,425.2979971,25.68382937,30.19281472,32.92645616,2.886751346,29.94881998,80.56519099,66.68122947,544.2418343,152.0216043,0.003483993,86.89391751,4.344695875,13.10608249,1.310608249,0.131689055,0.013168905,2443.572039,49.80339872,2551.414712,457.224602,8528.540345,342.5386702,1475.406854,49.34926785,59.93308415,2.067625201,6187.963748,264.4820043,2.279411544,0.072621448,7.850724687,0.178711739,6.918225269,0.133823297,19.50535782,0.465175211,2.009562056,0.035058094,5.547019557,0.091658311,79.19188077,0.248883511,39.22303086,1.041248388,1.091353254,0.022458753,1.113522217,0.044519068,0.0278410528980005,0.00196699032598394,7.0650716163296,0.0036663619463427,0.000625667277936712,17.0650712366473
"Kerguelen","KER3","CAT2-S3-1A",20,28.2,29.4,28.8,1469.792308,131.39,676.54,416.15,414.84,198.65,712.58,471.8,464.84,83.87,688.24,407.14,403.21,22745.53846,55251.15385,1.305384615,9.384615385,94.07692308,44.53846154,24.46153846,2376.461538,56.84615385,199.1538462,122.0769231,0,20.07692308,84.15384615,991.1538462,41845.07692,6153.769231,0.147061793,7.566796565,20.83851218,25.0752713,14.50640884,235.0186572,29.46423299,32.38530056,43.52482345,0,34.60120792,71.54933747,98.43343449,246.3873852,129.3909798,0.00302662,85.38950254,4.269475127,14.61049746,1.461049746,0.170373458,0.017037346,3359.324714,61.02238631,1463.774697,215.3232617,7489.032735,268.7118611,937.5899962,26.00205725,37.80142795,1.422170806,5072.990401,222.4086728,1.778968575,0.062470129,8.567301171,0.223272061,6.433648096,0.172534658,14.3729798,0.410391691,2.145297257,0.019339871,2.92778834,0.037964937,72.04904865,0.888278315,42.85323212,0.681820188,1.266430396,0.01680148,1.227647524,0.029567494,0.024,0.00206472926237547,8.60303859323113,0.004088962992,0.000760671368264698,18.6030387106203
"Kerguelen","KER3","CAT2-S3-1A",21,29.6,30.7,30.2,1540.333333,139.13,726.33,440.47,439.57,228.87,734.83,497.07,489.33,94.43,713.72,429.54,424.79,22410.91667,54173.41667,1.308333333,8.083333333,74.83333333,47.66666667,25.25,2253.916667,62.5,206.6666667,103,0.833333333,45.08333333,61,978.3333333,41017.16667,6018.5,0.146726372,9.586527794,15.65441171,21.32575623,20.05050441,250.2800099,30.76450138,31.70125703,37.56691,2.886751346,55.81211718,55.19552024,89.73226169,470.5736989,161.6800994,0.003331754,84.38619663,4.219309831,15.61380337,1.561380337,0.290230006,0.029023001,3337.527461,78.29548461,1742.201387,300.6279914,7060.636584,247.1543807,1221.194979,32.01951858,47.42694669,1.668705887,5217.251998,166.8662424,1.649765973,0.055830034,8.139809229,0.273778714,5.73865376,0.209451089,13.07843571,0.308143877,1.85274284,0.010493724,4.597352978,0.107216345,63.78046606,0.743036154,54.84725556,1.329843376,1.595597699,0.028713222,1.546097659,0.042317615,0.0221061093247588,0.00184656706395836,8.35319791841531,0.0064158562419614,0.00117751480309062,18.353198056237
"Kerguelen","KER3","CAT2-S3-1A",22,31,32.1,31.6,1613.258333,175.28,747.06,467.26,464.35,276.18,743.38,524.75,515.68,135.44,724.8,453.45,450.69,21431.16667,52867.91667,1.346666667,26.41666667,92.66666667,115.6666667,43.5,3442.5,40.33333333,189.5833333,105,0,70,162.3333333,1033.416667,38993.33333,5853,0.150084063,11.13926987,21.64311074,25.99067432,17.80449381,349.8528262,34.51306296,36.77563011,42.46709956,0,68.33074644,87.49995671,94.80166697,546.2294445,202.4392165,0.004085979,81.06164945,4.053082472,18.93835055,1.893835055,0.204189212,0.020418921,3870.540968,94.63863001,4461.087959,814.8204864,7896.234296,137.2228992,2205.724776,44.47793014,119.7043062,3.353962903,6488.988438,172.2282377,1.71561783,0.017316078,8.098447371,0.189641677,6.068782697,0.119616413,25.41388525,0.462599646,1.788830104,0.013674539,17.22708873,0.188428708,67.625654,0.890889058,113.2387274,1.329392715,3.268989696,0.036575957,3.137293564,0.081134649,0.0214299629846094,0.00193627882415068,9.03538109487765,0.00437576725501657,0.000832943968531279,19.0353809969293
"Kerguelen","KER3","CAT2-S3-1A",27,38.2,39.3,38.7,1994.208333,299.98,810.9,615.79,591.86,389.28,825.71,667.31,651.14,252.5,802.71,603.64,582.08,22003.58333,55134,1.405,110.9166667,209.0833333,300.25,98.58333333,5658.583333,39.75,198.3333333,93.66666667,7.416666667,109.5833333,219.4166667,1118.666667,38935.66667,5856.166667,0.150540635,54.31299582,53.26683828,97.7855957,34.47122208,1353.112671,31.89221906,32.90021645,40.06888009,22.45180022,79.2767974,127.3209676,120.459977,1591.5309,156.1548377,0.004662891,80.97508864,4.048754432,19.02491136,1.902491136,0.207657987,0.020765799,2699.125756,45.85131928,3566.70755,584.9454802,7653.796312,229.6193045,2003.194081,55.76531167,86.51921621,2.579695536,5349.432635,159.3624199,1.391814484,0.034683301,7.449716815,0.176749202,7.047681054,0.14681248,20.72720657,0.422312402,1.552621796,0.013289465,12.64697374,0.1608634,68.96032566,0.946703239,116.3395336,1.801510112,2.258197337,0.05099856,3.558463768,0.136219391,0.0185560053981106,0.002092328761912,11.2757499096494,0.00385330272773277,0.000819819057180927,21.2757500541178
"Kerguelen","KER3","CAT2-S3-1A",28,39.5,40.7,40.1,2065.984615,310.56,825.52,643.87,614.88,430.98,846.17,690.12,676.26,268.16,832.72,632.95,608.57,21501.84615,54318.69231,1.364615385,116.5384615,208,338.7692308,103.3076923,6021.153846,53.69230769,197.0769231,84.53846154,10.46153846,109.3846154,267.0769231,1132.769231,37608.07692,5983.769231,0.159710844,57.47117449,60.36693355,131.5992362,46.6679487,2244.887816,42.97360549,25.23377874,42.96629568,24.61915035,105.9375118,160.6094962,118.0354141,3335.587866,286.7650472,0.008069577,74.93538663,3.746769331,25.06461337,2.506461337,0.249493964,0.024949396,2141.460893,23.50064649,8937.293284,1465.603155,9775.180899,399.0790513,3299.904326,122.978558,206.5622145,7.321432352,8197.149421,280.6579326,1.707642336,0.043729961,6.49364719,0.147552822,6.508755339,0.189387888,39.26943077,0.573854051,1.304375651,0.004776414,30.0068369,0.064964968,79.88473282,0.812607102,158.7616528,4.191820821,3.814471206,0.062730445,4.341460403,0.091452063,0.0195503421309873,0.00224043613823492,11.4598308470716,0.00487769235581624,0.00104674452097857,21.459830686747
"Kerguelen","KER3","CAT2-S3-1A",32,45.1,47,46.1,2386.005,607.47,866.95,735.19,738.12,702.25,887.57,768.62,783.79,648.4,874.89,748.13,754.81,22434,54874.75,1.336,37.15,132.65,221.05,55.1,3856.15,94.75,226.15,110.35,0.6,47.8,189.45,1102.9,40482,6210.3,0.153425936,13.49181038,22.62573058,41.74417703,18.4986486,424.7618869,45.56530883,28.12617249,46.94596558,2.683281573,56.55421246,102.8363416,78.03096551,827.0512617,173.6981956,0.003743359,77.68865755,3.884432877,22.31134245,2.231134245,0.234122248,0.023412225,3170.162526,42.2925377,4770.599596,804.4079576,10152.65951,356.7867935,3690.444085,148.8328951,115.6050883,3.979073084,6337.843662,204.1185361,2.217760046,0.065872497,10.51108713,0.295660822,9.587253172,0.277084542,27.51857011,0.706941335,1.861307997,0.025104106,14.07224116,0.318548124,95.06307262,0.842246234,117.9588143,1.944375787,2.404639381,0.058721534,3.153152484,0.100445756,0.0416028027151303,0.0067832916815423,16.3048911103177,0.00974014169476681,0.00256213367511962,26.3048911957432
