"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","K","K_sd","K_ICP","K_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00023594538466685,0.00024817350123192,1782.206118,520.9093274,3584.331321669,-7758.44190324964,14927.1045465876
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00023606376341589,0.00018904686269951,1331.46149,522.7119355,3584.45247189845,-7758.32000483651,14927.2249486334
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00024253764714235,0.00019265105664075,1545.22611,589.8765904,3591.07792203417,-7751.65374087905,14933.8095849474
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00028135198395983,0.00021898165886552,4972.490853,1373.757336,3630.80097916663,-7711.69021622879,14973.292174562
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00068103188149218,0.00058632330988239,16457.36219,3980.600316,4039.83817279514,-7300.59898354722,15380.2753291375
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00028031161422581,0.00020114828208427,10808.43657,2190.076237,3629.73625232155,-7712.76129387206,14972.2337985152
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00034782295449194,0.00017397576328753,66668.75515,13007.37375,3698.82816645347,-7643.26807250442,15040.9244054114
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00023478400268371,0.00017451398321709,2479.827204,632.4407929,3583.14274943896,-7759.63781928689,14925.9233181648
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00014861022333656,0.00016005206239594,23399.21394,3611.164788,3494.95147165354,-7848.39212367228,14838.2950669794
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00066798055637961,0.00053966594535417,867.9986358,403.6307052,4026.48129037463,-7314.01078373231,15366.9733644816
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00057616747984756,0.00035925196423987,7766.606331,2010.436754,3932.51868831499,-7408.38291601113,15273.4202926411
