"Site","n_rows","mean_thickness","sd_thickness","se_thickness","mean_interval_cm","mean_interval_cm_err","sd_interval_cm","se_interval_cm","min_interval_cm","max_interval_cm"
"PB1",31,1.18387096774193,0.124088071394336,0.0222868755406997,3.29,0.818035842249424,2.1585994821036,0.387695911938057,1.19999999999999,8.2
