"Site","n_rows","mean_thickness","sd_thickness","se_thickness","mean_interval_cm","mean_interval_cm_err","sd_interval_cm","se_interval_cm","min_interval_cm","max_interval_cm"
"BI10",68,1.03970588235294,0.114786896493778,0.0139199558435497,7.52089552238806,0.734526427539123,3.68372906060548,0.446717765089227,1.09999999999999,15.9
