"Site","n_rows","mean_accrate","sd_accrate","se_accrate","mean_max_95CI_range","sd_max_95CI_range","se_max_95CI_range","mean_interval_yrs","mean_interval_yrs_err","sd_interval_yrs","se_interval_yrs","min_interval_yrs","max_interval_yrs"
"ACE",268,0.0633849253731343,0.0485810651566504,0.00296756086821272,550.952611940299,379.562177051183,23.1854501345063,133.252851711027,52.6425855513308,130.077099500088,7.94572348470279,5,727
