"Site","n_rows","mean_thickness","sd_thickness","se_thickness","mean_interval_cm","mean_interval_cm_err","sd_interval_cm","se_interval_cm","min_interval_cm","max_interval_cm"
"ACE",268,1.15708955223881,0.137344121391116,0.00838962749797877,5.46159695817491,0.819098067510498,3.31779963026033,0.20266686865723,0.300000000000011,16.5
