"Site","n_rows","mean_thickness","sd_thickness","se_thickness","mean_interval_cm","mean_interval_cm_err","sd_interval_cm","se_interval_cm","min_interval_cm","max_interval_cm"
"KER3",51,1.10980392156863,0.0755113288474893,0.0105737009903629,3.98,0.781984897959509,1.87170117970857,0.262090588519764,1.19999999999999,7.90000000000001
