"Site","n_rows","mean_accrate","sd_accrate","se_accrate","mean_max_95CI_range","sd_max_95CI_range","se_max_95CI_range","mean_interval_yrs","mean_interval_yrs_err","sd_interval_yrs","se_interval_yrs","min_interval_yrs","max_interval_yrs"
"HER42PB",66,0.094730303030303,0.0664641487389936,0.00818117116495486,486.257575757576,178.513116140055,21.9734456250461,76.8153846153846,24.6,44.2563174542955,5.44757610070391,5,194
