"Site","n_rows","mean_thickness","sd_thickness","se_thickness","mean_interval_cm","mean_interval_cm_err","sd_interval_cm","se_interval_cm","min_interval_cm","max_interval_cm"
"HER42PB",66,1.18787878787878,0.0868511574080799,0.0106906384586413,6.04461538461539,0.858254103411664,3.24908788975993,0.399935072673443,0.300000000000011,16.5
