"Site","n_rows","mean_thickness","sd_thickness","se_thickness","mean_interval_cm","mean_interval_cm_err","sd_interval_cm","se_interval_cm","min_interval_cm","max_interval_cm"
"KER1",52,1.30192307692308,0.116299789447965,0.0161278790069348,4.74313725490196,0.917307533782813,2.90601134904603,0.402991266387144,1.4,10.7
