"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.2858844419155,6.85e-05,0.828010693892561,0.010158086,1.62770440362567,-0.34011101513061,3.59551982238196
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.68519269639758,0.000124927,0.422019571710031,0.011740776,1.91577273777534,-0.0510465987016249,3.88259207425231
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.29483346731764,6.79e-05,1.48137044625347,0.046912281,1.62341280005514,-0.344433092690507,3.59125869280078
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.30794342952451,0.000182178,2.94516564297707,0.109765839,2.09668677343204,0.129435158219605,4.06393838864447
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.7095816987186,0.000121917,3.76510499590153,0.83280191,1.90407672343419,-0.0627427560595273,3.87089620292791
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.88467633407157,1.38e-05,3.04841410108306,0.09353744,0.860986165091697,-1.11951875473417,2.84149108491756
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.79239116656306,0.000112228,4.9287008454864,2.068052956,1.86436453222836,-0.102480891213047,3.83120995566976
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-7.26569244776301,6.99e-05,1.66473145136415,0.054223017,1.63738769653267,-0.330360647701276,3.60513604076662
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.37874499425093,6.24e-05,4.06764638555692,1.652885172,1.58317210429064,-0.384981840121766,3.55132604870305
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.66550509091362,0.00034634,1.2699297134193,0.038361736,2.40477514551039,0.43491088257146,4.37463940844932
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.84208458649249,0.000106787,3.41320377295125,0.256345549,1.84053350607545,-0.126346369283966,3.80741338143487
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.0262888462169,8.88e-05,2.05354660680524,0.115748702,1.7521963270847,-0.214934797675607,3.71932745184501
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.64976904566103,0.000129432,3.91635642757712,0.70380336,1.93276053914488,-0.0340646660656263,3.89958574435539
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.72248307961866,0.000120355,2.58795630922308,0.023181323,1.89788972430887,-0.0689312105792523,3.86471065919699
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.87738899791611,0.000280209,2.33059914641457,0.050822268,2.30316388719236,0.334422282946951,4.27190549143776
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.30895393480824,0.00049471,2.2715446811789,0.203712654,2.57576317447,0.603431465244464,4.54809488369553
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.59214267094334,0.00013711,1.83521807251857,0.095875453,1.9603959010287,-0.00645422917677196,3.92724603123417
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.1883743532336,7.55e-05,1.79803683709596,0.042295483,1.67446643926038,-0.293046660160736,3.64197953868149
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-6.81716165922583,0.000109482,0.952679147086453,0.02182641,1.85248556999744,-0.114375256165887,3.81934639616077
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-7.79819309606719,4.1e-05,1.93944313233607,0.093655521,1.38202115315135,-0.588276458945002,3.35231876524771
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.54605259724679,5.28e-05,2.28106041113065,0.059603308,1.50293790289666,-0.465950526222008,3.47182633201532
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.48948452713269,5.59e-05,3.03557677576426,0.274237825,1.53006574316651,-0.438556432381216,3.49868791871423
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-7.67269281176058,4.65e-05,1.44930277027984,0.051289903,1.44220619498898,-0.527344620145087,3.41175701012305
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.77443840936603,0.000114261,3.76505512558544,0.550658986,1.87297397442185,-0.0938624852736403,3.83981043411733
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-7.21515310250395,7.35e-05,0.941773671293499,0.044583218,1.66162439548255,-0.305966303188496,3.6292150941536
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-7.66238007004996,4.7e-05,3.17965932210606,0.33159449,1.44715178371608,-0.522341663590512,3.41664523102267
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-7.92787436753604,3.61e-05,4.07595372115659,0.829134942,1.31983107292937,-0.651332616677167,3.2909947625359
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.83878067432869,0.000107141,2.53951583785195,0.313961187,1.84211793349651,-0.124759211772813,3.80899507876584
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.32663243476228,0.000178804,0.937504569219371,0.066508029,2.08772425539191,0.120513267413912,4.05493524336991
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.46222622359894,0.000156132,3.24673919028029,0.437908223,2.02269876242872,0.0557225690703718,3.98967495578708
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.8572161689201,0.000105184,1.81634223887534,0.106149158,1.83327698927546,-0.13361618956675,3.80017016811766
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.5992115813469,0.000136144,1.51177886706363,0.043240663,1.95700592728692,-0.00984012050173089,3.92385197507557
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-6.78874188941053,0.000112639,1.11103113030599,0.043979182,1.86611458322876,-0.100728868450016,3.83295803490755
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-6.99331534599539,9.18e-05,1.61479095490272,0.140151798,1.76800913182318,-0.199062721146954,3.73508098479332
"Bird Island","BI10","BI10.7",271,265,266,265.5,-7.8079044890001,4.07e-05,0.993016131174853,0.043626306,1.37736394784542,-0.592995199743398,3.34772309543424
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.15879303125567,7.78e-05,0.920959690503753,0.052718839,1.68865248760832,-0.278779667634198,3.65608464285084
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.87578482400738,0.000103249,1.2087273610862,0.075375837,1.82437218647385,-0.142539112116081,3.79128348506377
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.94562123023987,9.63e-05,1.13803483017063,0.061658011,1.79088136966722,-0.176115780112709,3.75787851944715
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-6.5513830808663,0.000142814,2.20581945851924,0.090928537,1.9799426108041,0.0130633506708868,3.94682187093731
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-7.53080379966453,5.36e-05,0.875521060151705,0.053500798,1.51025063151343,-0.458564223238928,3.47906548626578
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-6.49032997995526,0.000151805,2.58627667702711,0.106355187,2.00922129692779,0.0422805785559126,3.97616201529967
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-6.82938504603816,0.000108152,0.704587583871853,0.013793806,1.84662371039479,-0.120246013244392,3.81349343403398
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-6.20938128205708,0.000201048,1.10969261285147,0.053768638,2.14395333542995,0.176454342189814,4.11145232867008
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-6.7542002050643,0.000116597,2.50127386729276,0.459798787,1.88267942791423,-0.0841491435125274,3.84950799934098
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-6.95104176620463,9.58e-05,1.60803160705006,0.124594431,1.78828189201963,-0.178723090971763,3.75528687501102
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-7.17522827080337,7.65e-05,2.21654549625482,0.009274375,1.6807707876962,-0.286705720722362,3.64824729611477
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-5.78291789404026,0.000307972,2.01982429093537,0.16325235,2.3484685442346,0.379258081680829,4.31767900678837
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.56109039454796,0.000384458,1.9597717742796,0.184578085,2.45484836171027,0.484336555972165,4.42536016744837
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-7.00440165109393,9.08e-05,2.66453622255324,0.211659558,1.76269257226424,-0.204398513389927,3.72978365791842
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-6.59526547861479,0.000136682,2.2244225848454,0.206388311,1.95889832425909,-0.00794996713207996,3.92574661565025
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-7.51417628988686,5.45e-05,2.99710652583661,0.356503119,1.51822453672929,-0.450511606912283,3.48696068037085
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-6.62155505392408,0.000133136,2.36309077597283,0.249305115,1.94629086923518,-0.0205441594600773,3.91312589793043
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-6.89058650940279,0.000101732,1.58752330391482,0.051066703,1.8172738754245,-0.149653283380278,3.78420103422927
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-6.1042516830793,0.000223335,2.42052494302108,0.064356608,2.19436939104137,0.226545187615047,4.16219359446769
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-6.50082790716951,0.000150219,2.03089434043002,0.13765217,2.0041869004554,0.0372582715185863,3.97111552939221
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-6.76197928341993,0.000115694,2.65458404108435,0.130453023,1.87894888531922,-0.0878824402147385,3.84578021085317
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-6.60598023066855,0.000135226,2.73082479204988,0.315986762,1.95375994704984,-0.0130824603293351,3.92060235442901
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-6.25892943768033,0.000191329,1.75847511135943,0.179162331,2.12019197237297,0.152824297503417,4.08755964724253
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-7.05694113729111,8.61e-05,1.4297268344136,0.07241503,1.73749668372602,-0.229695130869007,3.70468849832104
