"Model","R2","RMSE","RMSEP","AIC","BIC","Rank","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation"
"PLS_LOO",0.729930592021033,0.639603384224678,0.644447515724916,NA,NA,1,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"PLS_kfold",0.729930592021033,0.639603384224678,0.644447515724916,NA,NA,2,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"OLS",0.729930592021033,0.639603384224678,0.644447515724916,527.008898110934,537.781859052467,3,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"Bayes",0.72993059046339,0.639603386069155,0.644447426962047,527.008899656642,537.781860598174,4,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"WLS_weighted",0.72919658362992,0.640471967780676,NA,487.996188481353,498.769149422886,5,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"OLS_weighted",0.718555763474536,0.652933928562262,NA,558.906329039579,569.679289981112,6,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
"RF",0.659206014857546,0.718487169927535,0.692928529454136,NA,NA,7,"Models are ranked by: (1) R² highest → lowest; (2) RMSEP lowest → highest; (3) RMSE lowest → highest. RMSEP is emphasised over RMSE because it reflects predictive performance under cross-validation. AIC/BIC are reported but not used for ranking.","R² = 1 − SS_res/SS_tot; fraction of variance explained (higher is better).","RMSE: calibration error (lower is better).","RMSEP: cross-validated predictive error (lowest values preferred)."
