Marion Island,PB1,PB1.1A,PB1.1A_3,A,3,1.8,1.8,1.8,0.1219,3.1,4.9,4,3.1,4.9,4,3.1,4.9,4,4,0.9,-67.3,-59.6,-64.5,-64.2,4,0.19107,0.03151,1.1476,2.9829,1.2439,1.8353,0.0963,94.75,5.25,0.26,NA,NA,NA,NA,NA,4.4518,0.2916,0.4123,0.0216,0.0025,0.0041,0.0012,28
Marion Island,PB1,PB1.1A,PB1.1A_4,A,4,1.3,1.3,1.3,0.1219,5,6.3,5.7,5,6.3,5.7,5,6.3,5.7,5.7,0.7,-64.3,-40.8,-56.6,-55.5,12,0.08948,-0.0087,1.1476,3.1716,1.2763,2.024,0.1287,93.64,6.36,0.32,NA,NA,NA,NA,NA,1.5945,0.1036,1.2693,0.0807,0.0093,0.0072,0.0001,1.8
Marion Island,PB1,PB1.1A,PB1.1A_5,A,5,1.5,1.7,1.3,0.1219,6.4,7.7,7.1,6.4,7.7,7.1,6.4,7.7,7.1,7.1,0.7,-62.2,2.9,-43.6,-39.6,33,0.08663,-0.06331,1.1476,4.0641,1.3637,2.9165,0.2161,92.59,7.41,0.37,NA,NA,NA,NA,NA,2.5315,0.2063,1.1521,0.0854,0.0112,0.0074,-0.0044,-59.9
Marion Island,PB1,PB1.1A,PB1.1A_6,A,6,1.9,1.8,1.8,0.1219,7.9,9.7,8.8,7.9,9.7,8.8,7.9,9.7,8.8,8.8,0.9,-60.2,55.4,-27.8,-20.3,58,0.09206,-0.25314,1.1476,4.7332,1.4778,3.5856,0.3302,90.79,9.21,0.46,NA,NA,NA,NA,NA,4.7062,0.4541,0.7619,0.0702,0.0103,0.0065,-0.0168,-260.3
Marion Island,PB1,PB1.1A,PB1.1A_7,A,7,2.2,1.8,1.3,0.1219,9.8,11.1,10.4,9.8,11.1,10.4,9.8,11.1,10.4,10.4,0.7,-55.1,96.7,-11.7,-2.1,76,0.08802,-3.17392,1.1476,5.0753,1.6,3.9277,0.4524,88.48,11.52,0.58,NA,NA,NA,NA,NA,3.9806,0.4359,0.9867,0.1136,0.0181,0.01,-0.3591,-3590
Marion Island,PB1,PB1.1A,PB1.1A_8,A,8,2.1,1.9,1.3,0.1219,11.2,12.5,11.8,11.2,12.5,11.8,11.2,12.5,11.8,11.8,0.6,-46.5,110.6,6.4,13.8,79,0.08487,0.48874,1.1476,5.2227,1.5822,4.0751,0.4346,89.34,10.66,0.53,NA,NA,NA,NA,NA,3.8275,0.4574,1.0647,0.1135,0.0192,0.0096,0.0571,592.8
Marion Island,PB1,PB1.1A,PB1.1A_9,A,9,1.8,1.8,1.2,0.1219,12.6,13.8,13.2,12.6,13.8,13.2,12.6,13.8,13.2,13.2,0.6,-40.6,127,24.1,29.6,84,0.09307,0.26736,1.1476,4.6421,1.5191,3.4945,0.3715,89.37,10.63,0.53,NA,NA,NA,NA,NA,2.9679,0.3725,1.1774,0.1252,0.022,0.0116,0.0355,304.8
Marion Island,PB1,PB1.1A,PB1.1A_10,A,10,2.1,2,1.3,0.1219,13.9,15.2,14.5,13.9,15.2,14.5,13.9,15.2,14.5,14.5,0.7,-36.6,152.5,38.2,44.4,95,0.0834,0.18137,1.1476,5.275,1.6062,4.1274,0.4586,88.89,11.11,0.56,NA,NA,NA,NA,NA,4.2887,0.6047,0.9624,0.1069,0.0204,0.0089,0.0211,236.6
Marion Island,PB1,PB1.1A,PB1.1A_11,A,11,2.1,2,1.3,0.1219,15.3,16.6,15.9,15.3,16.6,15.9,15.3,16.6,15.9,15.9,0.6,-25.5,170.8,56.3,61.1,98,0.07958,0.13089,1.1476,5.6294,1.6562,4.4818,0.5086,88.65,11.35,0.57,NA,NA,NA,NA,NA,4.1237,0.6227,1.0868,0.1233,0.0248,0.0098,0.0181,184.6
Marion Island,PB1,PB1.1A,PB1.1A_12,A,12,2,1.8,1.3,0.1219,16.7,17.9,17.3,16.7,17.9,17.3,16.7,17.9,17.3,17.3,0.6,-14.9,186.2,76.1,78.4,101,0.07958,0.10498,1.1476,5.2267,1.5827,4.0791,0.4351,89.33,10.67,0.53,NA,NA,NA,NA,NA,3.5423,0.5597,1.1515,0.1228,0.0255,0.0098,0.0149,152.7
Marion Island,PB1,PB1.1A,PB1.1A_13,A,13,2,1.9,1.3,0.1219,18.1,19.3,18.7,18.1,19.3,18.7,18.1,19.3,18.7,18.7,0.6,-5.3,200.4,94.6,95.6,103,0.08136,0.09025,1.1476,4.9158,1.5596,3.7682,0.412,89.07,10.93,0.55,NA,NA,NA,NA,NA,3.6361,0.6127,1.0363,0.1133,0.0248,0.0092,0.0122,132.8
Marion Island,PB1,PB1.1A,PB1.1A_14,A,14,2.1,1.9,1.3,0.1219,19.4,20.7,20.1,19.4,20.7,20.1,19.4,20.7,20.1,20.1,0.7,2.8,221.1,112.8,112.8,109,0.08745,0.08746,1.1476,5.2217,1.5683,4.0741,0.4207,89.67,10.33,0.52,NA,NA,NA,NA,NA,4.082,0.7348,0.9981,0.1031,0.0237,0.009,0.0111,123
Marion Island,PB1,PB1.1A,PB1.1A_15,A,15,1.9,2.1,1.3,0.1219,20.9,22.2,21.5,20.9,22.2,21.5,20.9,22.2,21.5,21.5,0.7,21.8,228.2,130.9,129,103,0.08591,0.07129,1.1476,5.6112,1.6649,4.4636,0.5173,88.41,11.59,0.58,NA,NA,NA,NA,NA,3.9806,0.7543,1.1213,0.1299,0.0311,0.0112,0.0119,106.9
Marion Island,PB1,PB1.1A,PB1.1A_16,A,16,2.1,2.1,1.3,0.1219,22.3,23.5,22.9,22.3,23.5,22.9,22.3,23.5,22.9,22.9,0.6,33.1,237.9,150,145.3,102,0.08437,0.06175,1.1476,6.5423,1.7802,5.3947,0.6326,88.27,11.73,0.59,NA,NA,NA,NA,NA,4.3273,0.8741,1.2467,0.1462,0.0368,0.0123,0.0121,98.4
Marion Island,PB1,PB1.1A,PB1.1A_17,A,17,2.3,2.2,1.3,0.1219,23.7,24.9,24.3,23.7,24.9,24.3,23.7,24.9,24.3,24.3,0.6,41.3,250.5,170.5,161.6,105,0.08595,0.05786,1.1476,5.9644,1.6992,4.8168,0.5516,88.55,11.45,0.57,NA,NA,NA,NA,NA,4.8578,1.042,0.9916,0.1135,0.03,0.0098,0.0092,93.8
Marion Island,PB1,PB1.1A,PB1.1A_18,A,18,2.2,2.6,1.2,0.1219,25,26.2,25.6,25,26.2,25.6,25,26.2,25.6,25.6,0.6,53.7,261.7,186.9,176.9,104,0.08255,0.05035,1.1476,6.8969,1.7772,5.7493,0.6296,89.05,10.95,0.55,NA,NA,NA,NA,NA,4.9854,1.1317,1.1532,0.1263,0.035,0.0104,0.0092,88.7
Marion Island,PB1,PB1.1A,PB1.1A_19,A,19,2.3,2.2,1.2,0.1219,26.3,27.5,26.9,26.3,27.5,26.9,26.3,27.5,26.9,26.9,0.6,67.5,266.4,204.1,192.7,99,0.08573,0.04617,1.1476,7.0882,1.7865,5.9406,0.6389,89.25,10.75,0.54,NA,NA,NA,NA,NA,4.7689,1.1207,1.2457,0.134,0.0382,0.0115,0.0095,82.4
Marion Island,PB1,PB1.1A,PB1.1A_20,A,20,2.3,2.3,1.3,0.1219,27.6,28.9,28.2,27.6,28.9,28.2,27.6,28.9,28.2,28.2,0.6,79.5,274.2,220.5,208.4,97,0.08108,0.03967,1.1476,7.0238,1.7608,5.8762,0.6132,89.57,10.43,0.52,NA,NA,NA,NA,NA,5.0786,1.2468,1.157,0.1207,0.0357,0.0098,0.0077,78.5
Marion Island,PB1,PB1.1A,PB1.1A_21,A,21,2.3,2.2,1.3,0.1219,29,30.2,29.6,29,30.2,29.6,29,30.2,29.6,29.6,0.6,89.3,288.9,238.7,225.3,100,0.04411,0.02047,1.1476,6.454,1.7024,5.3064,0.5548,89.55,10.45,0.52,NA,NA,NA,NA,NA,4.8578,1.2363,1.0923,0.1142,0.0348,0.005,0.0039,76.9
Marion Island,PB1,PB1.1A,PB1.1A_22,A,22,2.2,2.3,1.3,0.1219,30.4,31.6,31,30.4,31.6,31,30.4,31.6,31,31,0.6,121,335.6,266.6,256.4,107,0.03732,0.01637,1.1476,6.2248,1.6917,5.0772,0.5441,89.28,10.72,0.54,NA,NA,NA,NA,NA,4.8578,1.2849,1.0452,0.112,0.0352,0.0042,0.0031,75.3
Marion Island,PB1,PB1.1A,PB1.1A_23,A,23,2.3,2.2,1.3,0.1219,31.7,33,32.4,31.7,33,32.4,31.7,33,32.4,32.4,0.6,144.3,435.6,294.4,293.1,146,0.03946,0.02037,1.1476,7.0382,1.8268,5.8906,0.6792,88.47,11.53,0.58,NA,NA,NA,NA,NA,4.8578,1.3335,1.2126,0.1398,0.0454,0.0055,0.0046,84.1
Marion Island,PB1,PB1.1A,PB1.1A_24,A,24,2.5,2.2,1.2,0.1219,33.1,34.3,33.7,33.1,34.3,33.7,33.1,34.3,33.7,33.7,0.6,161,521.3,321.4,327.3,180,0.03661,0.0208,1.1476,7.0598,1.8856,5.9122,0.738,87.52,12.48,0.62,NA,NA,NA,NA,NA,5.2022,1.493,1.1365,0.1419,0.0478,0.0052,0.0047,90.5
Marion Island,PB1,PB1.1A,PB1.1A_25,A,25,2.1,2.3,1.3,0.1219,34.4,35.7,35.1,34.4,35.7,35.1,34.4,35.7,35.1,35.1,0.6,178.2,612.3,352.2,364.1,217,0.03978,0.02443,1.1476,6.7781,1.9014,5.6305,0.7538,86.61,13.39,0.67,NA,NA,NA,NA,NA,4.7493,1.3963,1.1855,0.1587,0.0546,0.0063,0.006,95.8
Marion Island,PB1,PB1.1A,PB1.1A_26,A,26,2.2,2.2,1.3,0.1219,35.8,37,36.4,35.8,37,36.4,35.8,37,36.4,36.4,0.6,215.9,639.2,390.3,398.6,212,0.03693,0.02025,1.1476,6.6063,1.8713,5.4587,0.7237,86.74,13.26,0.66,NA,NA,NA,NA,NA,4.6419,1.4088,1.176,0.1559,0.0551,0.0058,0.0052,90.2
Marion Island,PB1,PB1.1A,PB1.1A_27,A,27,2.3,2.3,1.3,0.1219,37.2,38.4,37.8,37.2,38.4,37.8,37.2,38.4,37.8,37.8,0.6,243.7,664.6,429.7,435.7,210,0.03694,0.01845,1.1476,6.6557,1.907,5.5081,0.7594,86.21,13.79,0.69,NA,NA,NA,NA,NA,5.0786,1.6023,1.0846,0.1495,0.0547,0.0055,0.0048,86.5
Marion Island,PB1,PB1.1A,PB1.1A_28,A,28,2.3,2.3,1.3,0.1219,38.5,39.8,39.2,38.5,39.8,39.2,38.5,39.8,39.2,39.2,0.6,263,720.9,465.2,472.8,229,0.04041,0.02021,1.1476,7.2016,2.0182,6.054,0.8706,85.62,14.38,0.72,NA,NA,NA,NA,NA,5.1908,1.6922,1.1663,0.1677,0.0631,0.0068,0.0059,87.6
Marion Island,PB1,PB1.1A,PB1.1A_29,A,29,2.1,2.3,1.3,0.1219,39.9,41.2,40.5,39.9,41.2,40.5,39.9,41.2,40.5,40.5,0.6,292.2,764.7,499.1,506.8,236,0.03851,0.01855,1.1476,6.7955,2.0835,5.6479,0.9359,83.43,16.57,0.83,NA,NA,NA,NA,NA,4.6419,1.5481,1.2167,0.2016,0.0773,0.0078,0.0067,86.5
Marion Island,PB1,PB1.1A,PB1.1A_30,A,30,2.2,2,1.3,0.1219,41.3,42.5,41.9,41.3,42.5,41.9,41.3,42.5,41.9,41.9,0.6,326,789.1,535.8,542.4,232,0.03851,0.01702,1.1476,6.5217,2.2552,5.3741,1.1076,79.39,20.61,1.03,NA,NA,NA,NA,NA,4.2249,1.4428,1.272,0.2622,0.1026,0.0101,0.0084,83.3
Marion Island,PB1,PB1.1A,PB1.1A_31,A,31,2,2.2,1.3,0.1219,42.7,43.9,43.3,42.7,43.9,43.3,42.7,43.9,43.3,43.3,0.6,354.5,817.5,574.1,578,231,0.03851,0.01598,1.1476,6.6588,2.602,5.5112,1.4544,73.61,26.39,1.32,NA,NA,NA,NA,NA,4.3273,1.5232,1.2736,0.3361,0.1351,0.0129,0.0106,81.7
Marion Island,PB1,PB1.1A,PB1.1A_32,A,32,2.1,2,1.3,0.1219,44,45.3,44.7,44,45.3,44.7,44,45.3,44.7,44.7,0.6,370.7,857.4,610.8,613.7,243,0.03973,0.01631,1.1476,6.6218,2.6705,5.4742,1.5229,72.18,27.82,1.39,NA,NA,NA,NA,NA,4.1237,1.4887,1.3275,0.3693,0.1518,0.0147,0.0121,82.2
Marion Island,PB1,PB1.1B,PB1.1B_38,B,38,2.1,1.9,1.1,0.1929,5.1,6.2,5.7,45.1,46.2,45.7,45.1,46.2,45.7,45.7,0.6,403.2,877.4,636.9,639.3,237,0.03942,0.01509,1.1476,5.9222,2.528,4.7746,1.3804,71.09,28.91,1.45,NA,NA,NA,NA,NA,3.3682,1.413,1.4175,0.4098,0.1924,0.0162,0.0138,85.2
Marion Island,PB1,PB1.1B,PB1.1B_39,B,39,2.2,2.1,1.2,0.1929,6.4,7.6,7,46.4,47.6,47,46.4,47.6,47,47,0.6,446.3,898.8,672.9,672.7,226,0.03938,0.01373,1.1476,6.1278,2.4306,4.9802,1.283,74.24,25.76,1.29,NA,NA,NA,NA,NA,4.173,1.8069,1.1934,0.3074,0.1485,0.0121,0.0101,83.2
Marion Island,PB1,PB1.1B,PB1.1B_40,B,40,2.1,1.9,1.3,0.1929,7.8,9.1,8.4,47.8,49.1,48.4,47.8,49.1,48.4,48.4,0.6,476,922.7,713.7,708.7,223,0.03741,0.01229,1.1476,6.2373,3.2827,5.0897,2.1351,58.05,41.95,2.1,NA,NA,NA,NA,NA,3.9806,1.7495,1.2786,0.5364,0.2626,0.0201,0.0164,81.8
Marion Island,PB1,PB1.1B,PB1.1B_41,B,41,2.3,1.8,1.2,0.1929,9.3,10.5,9.9,49.3,50.5,49.9,49.3,50.5,49.9,49.9,0.6,495.5,961,754.6,747.3,233,0.04402,0.01424,1.1476,6.9869,3.8263,5.8393,2.6787,54.13,45.87,2.29,NA,NA,NA,NA,NA,3.768,1.6956,1.5497,0.7109,0.3555,0.0313,0.0258,82.3
Marion Island,PB1,PB1.1B,PB1.1B_42,B,42,2.3,1.7,1.2,0.1929,10.6,11.8,11.2,50.6,51.8,51.2,50.6,51.8,51.2,51.2,0.6,545.2,975.3,786,778.9,215,0.03961,0.0114,1.1476,6.0086,3.257,4.861,2.1094,56.61,43.39,2.17,NA,NA,NA,NA,NA,3.6744,1.6884,1.3229,0.5741,0.2925,0.0227,0.0181,79.7
Marion Island,PB1,PB1.1B,PB1.1B_43,B,43,2,1.8,1.1,0.1929,12,13.1,12.6,52,53.1,52.6,52,53.1,52.6,52.6,0.6,592,998.4,821.3,812.8,203,0.04185,0.0109,1.1476,5.6494,2.966,4.5018,1.8184,59.61,40.39,2.02,NA,NA,NA,NA,NA,3.1172,1.4589,1.4442,0.5833,0.3022,0.0244,0.019,77.8
Marion Island,PB1,PB1.1B,PB1.1B_44,B,44,2.2,1.8,1.2,0.1929,13.3,14.5,13.9,53.3,54.5,53.9,53.3,54.5,53.9,53.9,0.6,621.1,1018.5,855.2,844.3,199,0.04125,0.01015,1.1476,6.0586,3.3406,4.911,2.193,55.35,44.65,2.23,NA,NA,NA,NA,NA,3.4327,1.6443,1.4306,0.6388,0.3379,0.0264,0.0204,77.5
Marion Island,PB1,PB1.1B,PB1.1B_45,B,45,2.2,1.7,1.1,0.1929,14.7,15.8,15.2,54.7,55.8,55.2,54.7,55.8,55.2,55.2,0.6,654.6,1045.9,887.3,876.3,196,0.03743,0.00873,1.1476,7.0434,4.2357,5.8958,3.0881,47.62,52.38,2.62,NA,NA,NA,NA,NA,3.1172,1.5212,1.8913,0.9906,0.533,0.0371,0.0286,77.1
Marion Island,PB1,PB1.1B,PB1.1B_46,B,46,2.2,1.6,1.7,0.1929,16,17.7,16.8,56,57.7,56.8,56,57.7,56.8,56.8,0.9,757.5,1072.6,921.1,918.8,158,0.03744,0.00698,1.1476,6.5181,4.1529,5.3705,3.0053,44.04,55.96,2.8,NA,NA,NA,NA,NA,4.8175,2.3991,1.1148,0.6238,0.3419,0.0234,0.0172,73.4
Marion Island,PB1,PB1.1B,PB1.1B_47,B,47,2.1,1.8,1.1,0.1929,17.9,19,18.4,57.9,59,58.4,57.9,59,58.4,58.4,0.6,850.6,1111.5,957.2,961.4,130,0.03813,0.00553,1.1476,6.4361,3.6088,5.2885,2.4612,53.46,46.54,2.33,NA,NA,NA,NA,NA,3.2835,1.6713,1.6106,0.7496,0.419,0.0286,0.0201,70.4
