"Model","Shapiro_W","Shapiro_p","Shapiro_expl","BreuschPagan_stat","BreuschPagan_p","BreuschPagan_expl","CV10_RMSE","CV10_expl","AIC","AIC_expl","BIC","BIC_expl"
"OLS",0.989692639200657,0.054410611783249,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",0.0351944944495204,0.851188691645727,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.829368800202076,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",661.700465220814,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",672.473426162346,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"OLS_weighted",0.988176167561384,0.0271803168567596,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",17736.6310744969,0,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",NA,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",788.726977570257,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",799.499938511789,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"WLS_weighted",0.98961898971789,0.052601554461371,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",44.1851214125448,0.0000000000298743354291733,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",NA,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",661.816062941063,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",672.589023882596,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"Bayes",0.989692787202244,0.05441430926024,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",0.0351944944495204,0.851188691645727,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.82935001460496,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",661.701099749555,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",672.474060691087,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"RF",0.991745230747362,0.138941521671863,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",NA,NA,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.8578115103714,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",NA,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",NA,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"PLS_LOO",0.989692639200657,0.0544106117832492,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",NA,NA,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.829368800202076,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",NA,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",NA,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
"PLS_kfold",0.989692639200657,0.0544106117832492,"Shapiro–Wilk test of residual normality: p > 0.05 suggests residuals are approximately normal.",NA,NA,"Breusch–Pagan test for heteroscedasticity: p < 0.05 suggests non-constant residual variance.",0.829368800202076,"10-fold cross-validation RMSE: lower values indicate better out-of-sample predictive performance.",NA,"AIC (Akaike Information Criterion): lower values indicate better trade-off between fit and complexity.",NA,"BIC (Bayesian Information Criterion): like AIC but with stronger penalty for complexity; lower is better."
