Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,cps_acf_sum,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Kerguelen,KER1,CAT1-S1-1A,8,10.7,12,11.4,130.2071429,18073.14286,50747.71429,49938.71429,1.393571429,0.218706965,0.985993735,0.879083576,0.213406361,25.74083751,0.289108654,0.402288456,0.242247554,0.016981448,0.1278349,1.333983636,1.34742039,10.19472722,0.185652935,0.218645969,0.507266116,0.473510745,0.08263019,6.596302313,0.151133339,0.056233978,0.093566487,0.027232668,0.129350201,0.570202436,0.198949413,0.690403237,0.020160458,71.80119564,3.590059782,28.19880436,2.819880436,0.313169166,0.031316917,1732.985617,17.56871755,7029.037339,1907.985918,23057.20465,434.2114875,9442.994519,253.226675,372.8583737,8.19883524,35630.07615,399.9479647,14.56260068,0.081466026,31.14535059,0.089369364,25.82156005,0.18436126,65.36111894,0.643115219,3.719253835,0.057860348,4.555799076,0.017626227,143.4502871,5.236474934,114.5251759,6.949966381,1.879720325,0.033823532,0.845985799,0.005878393
Kerguelen,KER1,CAT1-S1-1A,9,12.1,13.6,12.8,153.175,20860.6875,54932.3125,54120.5625,1.32875,0.089067295,0.577707515,0.555616918,0.137366009,16.45758552,0.141123903,0.421276894,0.232892473,0.021757413,0.115402416,0.696920497,1.576620378,10.53276912,0.160042134,0.100172706,0.589454537,0.491164099,0.069829668,9.000557272,0.098936887,0.049871836,0.086866169,0.054152957,0.111612389,0.433299801,0.191919451,0.914265246,0.013361597,80.8570446,4.04285223,19.1429554,1.91429554,0.183332976,0.018333298,1544.341058,19.77568712,3048.627916,1029.760485,8068.846686,203.0553031,3112.020149,70.38593935,137.6502423,3.767816255,13008.32214,299.9003674,5.221829427,0.034339306,13.60485991,0.037998077,19.18499137,0.141255927,28.74841778,0.45941447,2.507339154,0.040575593,4.22647584,0.084413495,73.24363877,2.496659877,41.3224873,1.733822103,0.701594692,0.00189081,0.759972104,0.007226092
Kerguelen,KER1,CAT1-S1-1A,11,15.1,16.5,15.8,212.5266667,21094.13333,53044.6,52110.13333,1.298,0.038785804,0.293494155,0.274805992,0.086987367,9.438427033,0.164822834,0.408577539,0.198533036,0.017875485,0.160801954,0.582666089,1.693269073,11.46319978,0.157802914,0.017382119,0.072465433,0.116478028,0.03628647,1.49335918,0.09291142,0.051903161,0.095072079,0.036737545,0.136298478,0.232966829,0.213571156,0.33741267,0.004309572,80.22968919,4.01148446,19.77031081,1.977031081,0.228079577,0.022807958,1195.644073,10.13885337,2675.023484,971.5768425,7023.833905,194.9295095,3257.609478,97.329283,116.7959682,2.858430699,9929.222192,271.9387073,4.215243411,0.073672112,10.86332373,0.083331033,10.81206248,0.068603587,28.98839799,0.171941507,1.591513383,0.032977868,2.954910964,0.027519532,66.66000584,1.215205903,46.13258291,1.848216072,0.965531788,0.01952173,0.66100582,0.004545605
Kerguelen,KER1,CAT1-S1-1A,13,18,19.4,18.7,308.48,23650.53333,61225.33333,60260.86667,1.335333333,0.017062032,0.264773428,0.139623996,0.076434604,13.6796617,0.153238056,0.40388165,0.195727053,0.007314524,0.065577915,0.206709621,1.56030865,10.52784642,0.150175611,0.014183376,0.102026178,0.063904905,0.027925254,4.983065197,0.101644344,0.0673391,0.074472471,0.018314363,0.08168611,0.145351182,0.224005087,0.60593712,0.004295984,84.03655899,4.201827949,15.96344101,1.596344101,0.160195085,0.016019508,982.6393251,33.61844003,458.1692768,273.1267857,1842.298409,30.56479527,338.8842864,6.962616026,22.55582026,0.666533592,4020.387316,67.74261464,1.572869736,0.017783884,7.487431173,0.034151641,3.298222114,0.016411823,11.6740324,0.10489905,2.025278681,0.098573745,0.811121884,0.025344872,28.31046928,0.190321941,11.60409855,0.079953569,0.393167393,0.00299171,0.214132522,0.001869461
Kerguelen,KER1,CAT1-S1-1A,17,24,25.5,24.7,466.2125,21313.25,55199.625,54276.6875,1.315625,0.039640251,0.402679319,0.523876637,0.126700923,16.05325334,0.331894207,0.400231374,0.199060468,0.001634948,0.105770625,0.907717001,1.653091409,10.7215153,0.160899843,0.030237039,0.123885408,0.18938819,0.032723217,1.368939161,0.121877165,0.04744095,0.084694484,0.004471471,0.099935676,0.284087415,0.127502361,0.301146844,0.00513953,68.34743292,3.417371646,31.65256708,3.165256708,0.314377289,0.031437729,1656.226334,6.054527797,5071.624524,1576.918734,15295.91562,236.5896523,6877.170886,109.8412701,213.3189091,2.983821266,18207.37633,174.7467358,6.986589224,0.042150715,16.48989021,0.0599718,22.07333655,0.101494601,44.32511103,0.350471561,2.226330413,0.015443008,3.976518253,0.100787663,114.3906738,3.793152987,97.8771987,4.502392108,1.360214265,0.002755716,0.998413767,0.012461864
Kerguelen,KER1,CAT1-S1-1A,20,28.6,30,29.3,587.28,22599.8,56713.06667,55812.8,1.3,0.013283414,0.211256955,0.182427205,0.073474964,11.88326487,0.172430084,0.422885634,0.225353111,0.004949362,0.049597676,0.351617182,1.630901664,11.04010888,0.154267967,0.014850791,0.047269248,0.054846348,0.02385968,1.605413367,0.111889506,0.061516713,0.077018857,0.019168796,0.089368123,0.198616975,0.195202465,0.247352404,0.004276096,81.83306385,4.091653193,18.16693615,1.816693615,0.190035975,0.019003598,1984.35608,27.9378454,2197.636489,660.9589888,5707.668952,140.4932862,2119.195067,42.49584384,70.00844714,1.304675757,11359.78762,111.3855993,5.66932153,0.032214672,15.34618164,0.095693995,18.88934963,0.052728105,29.368275,0.129787204,4.466479343,0.067868015,3.67902566,0.046467408,64.93648567,2.106412572,51.11187666,2.214402619,0.612052096,0.010945345,1.260110739,0.004130806
Kerguelen,KER1,CAT1-S1-1A,23,33,34.4,33.7,665.7466667,16717.46667,50758.26667,49893.66667,1.342,0.172081251,1.258917005,1.439618519,0.269246339,34.61621088,0.354394396,0.383921791,0.237192216,0.072130482,0.21588514,2.193916421,1.423027382,9.384594573,0.204718977,0.162758782,0.572276931,0.68472329,0.103285287,8.124158638,0.114201084,0.070616071,0.105547374,0.085716118,0.136001394,0.710288785,0.17815136,0.91986942,0.022146714,57.79204232,2.889602116,42.20795768,4.220795768,0.533062752,0.053306275,1780.96211,19.26115121,12528.03678,3444.206884,27130.75859,382.1862963,12890.21714,60.8506047,417.5692893,3.445464021,33851.35179,363.6703835,18.88507004,0.046887685,39.37891077,0.297328055,37.94363653,0.232560971,93.54908632,0.215122776,3.630991932,0.066691662,7.20558062,0.087693813,171.3250337,4.492499717,160.3937624,6.916091616,2.599389237,0.018432733,1.145429053,0.002698226
Kerguelen,KER1,CAT1-S1-1A,25,35.9,37.2,36.6,716.1928571,16771.35714,52420.35714,51672.92857,1.327142857,0.179728008,1.23566026,1.560437152,0.254005568,35.34206064,0.310409307,0.352762666,0.195342493,0.059526371,0.193516514,1.943276599,1.380316154,9.06226791,0.195298392,0.118760242,0.353652398,0.491149498,0.067785324,5.872370315,0.130868158,0.055159894,0.069235567,0.095320773,0.133528811,0.331539031,0.165757472,0.831025384,0.010733828,69.12832422,3.456416211,30.87167578,3.087167578,0.423956063,0.042395606,1037.146063,9.911663486,3483.960682,1094.011884,10116.20827,157.5389463,4855.040059,57.8341097,141.6979167,2.177054306,14577.34124,114.825693,7.044092268,0.065492235,18.00861913,0.119944376,18.73001453,0.085063108,40.14643479,0.370308521,2.977303637,0.036686872,2.109290233,0.016655159,69.55534929,1.920119418,63.51816441,2.858527259,0.916516561,0.003853973,0.582116874,0.00169892
Kerguelen,KER1,CAT1-S1-1A,26,37.3,38.7,38,744.4133333,17734.86667,51774.86667,50919.53333,1.346,0.090263621,0.883388907,1.065314127,0.214970479,32.617734,0.367737615,0.384383808,0.231050022,0.044035333,0.140968324,1.759351814,1.417514342,9.439571317,0.190547723,0.043801986,0.216293634,0.249131888,0.061843714,4.61852106,0.116679495,0.049682917,0.112671198,0.053456306,0.154713116,0.286424151,0.211224685,0.449484754,0.014773897,54.07511476,2.703755738,45.92488524,4.592488524,0.61562862,0.061562862,1392.158008,7.108145036,11659.94441,3267.30311,21714.33708,194.8718454,10403.61788,155.4234859,371.3797605,1.61738766,29657.04588,109.2912388,14.92378146,0.147042894,32.14134367,0.246042698,34.08990898,0.311441985,81.59730828,0.230844804,3.51604823,0.013814423,3.963633199,0.075817522,130.2536735,4.448161977,121.174026,5.750805569,2.055377995,0.021856926,0.673051269,0.005071986
Kerguelen,KER1,CAT1-S1-1A,27,38.8,40.1,39.4,772.55,15955.78571,48824.78571,48085.07143,1.318571429,0.152211963,0.949476969,1.201180118,0.228519415,35.74222725,0.403002669,0.361744331,0.254313598,0.025855468,0.218237932,2.121863043,1.513723853,9.34719481,0.203191631,0.079814056,0.263922141,0.342394236,0.051975647,5.744925711,0.158737877,0.051304594,0.078386263,0.047806083,0.133846167,0.377395579,0.178358636,0.778188112,0.012095968,62.71538526,3.135769263,37.28461474,3.728461474,0.487231101,0.04872311,1465.359818,11.44089097,7647.184074,2267.931752,20341.20911,405.8746354,9675.703494,40.69163139,341.5130418,3.285768212,27516.05179,192.625989,16.64731905,0.147532673,38.36122731,0.176175431,29.17767688,0.034558641,79.93730908,0.565674037,3.501373372,0.035358998,4.206801091,0.021598758,131.8879867,3.844581339,116.499276,5.014326643,1.738338112,0.021536133,0.863413962,0.008593058
Kerguelen,KER1,CAT1-S1-1A,28,40.2,41.6,40.9,799.7333333,16688.2,50340.73333,49503.73333,1.355333333,0.092163148,0.841882994,0.974238102,0.22314081,33.54046252,0.473856776,0.37718883,0.283927865,0.046277668,0.227699809,1.905377479,1.444172846,9.545124513,0.199006737,0.07588344,0.316641268,0.287489776,0.092974185,6.041259848,0.13663514,0.0704825,0.070251561,0.064908439,0.137085064,0.475810491,0.241047757,0.492780494,0.019218049,45.3473039,2.267365195,54.6526961,5.46526961,0.835475454,0.083547545,1044.236896,9.641918339,5002.720293,1430.900738,12514.93162,348.3525975,8232.043472,175.7847238,241.2793604,5.105480906,18335.53114,296.2920325,10.18252838,0.107644663,22.13806966,0.261153416,20.22360626,0.217514945,53.3476494,0.456586235,2.35241774,0.021704697,1.945757248,0.05221292,87.98899619,2.926433788,91.14020217,3.600436192,1.296530802,0.026420891,0.387156154,0.005073973
Kerguelen,KER1,CAT1-S1-1B,36,45.1,46.2,45.6,888.225,15616.08333,49393.83333,48607.25,1.421666667,0.1539805,1.063755163,1.236450707,0.295501037,38.9313844,0.644129346,0.381604757,0.252892662,0.036896823,0.280807815,2.245029363,1.416445318,9.202220442,0.218104392,0.099936574,0.402250361,0.463562352,0.057683411,5.11782099,0.170726091,0.063097124,0.066856566,0.05508901,0.084228653,0.201109151,0.216519229,0.807913788,0.009289858,45.01114637,2.250557319,54.98885363,5.498885363,1.245475777,0.124547578,1737.02068,6.654228897,9110.578774,2763.677538,26333.16952,223.1480952,13294.3136,138.4755692,477.955413,3.028332467,37854.28444,235.7764508,19.97407233,0.056478506,43.41924078,0.469946319,37.92341421,0.429757144,105.4949459,0.961084227,3.312187293,0.018319984,5.765444277,0.078340462,183.5186364,7.306522756,153.3915035,7.789540979,2.190471084,0.008947313,1.042200739,0.006217018
Kerguelen,KER1,CAT1-S1-1B,40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,51742.06667,1.407333333,0.103866107,0.80087506,1.017444407,0.24615245,33.45844209,0.45175368,0.357157629,0.284569717,0.08111554,0.159197751,1.786635023,1.475695898,9.324890228,0.194959698,0.052657184,0.213652576,0.260734921,0.066071586,4.738657815,0.078388845,0.071799383,0.123769339,0.077393685,0.126625828,0.397410067,0.229680754,0.478783765,0.011529893,59.79959042,2.989979521,40.20040958,4.020040958,0.496991162,0.049699116,1458.369885,15.52936827,9163.233327,2655.178009,20694.032,39.14844249,10841.15992,130.6451559,375.4268958,6.296867091,31170.92403,513.3314228,19.40135717,0.312621445,37.71061641,0.920295627,31.57899132,0.217195633,88.37360202,2.113767288,3.236225198,0.04936369,2.362468842,0.050752787,127.4096231,2.739950494,135.8916128,5.21794709,2.013870767,0.009340485,0.579473936,0.005683274
Kerguelen,KER1,CAT1-S1-1B,41,52.3,53.6,53,1213.321429,15258.5,51210.85714,50412.64286,1.39,0.164852168,1.159998817,1.50520125,0.324302919,43.88915481,0.552667186,0.366980053,0.258226596,0.052287757,0.255951708,2.472278715,1.348435355,8.640967094,0.231535365,0.090284173,0.22975757,0.398586191,0.041351062,4.330332271,0.171038742,0.04416226,0.08131612,0.05368286,0.174678589,0.350983144,0.157893871,0.514119028,0.019715073,47.92690758,2.396345379,52.07309242,5.207309242,0.769770628,0.076977063,1461.770688,14.84624756,12647.00276,3438.356828,27857.81305,654.0277488,11278.11655,175.8665955,457.3151082,6.7296966,33869.91213,564.3448783,16.69197316,0.148497839,33.88638281,0.331823463,33.08146631,0.222861529,81.69604829,0.669962803,2.945391384,0.027351395,14.53891486,0.264350315,171.3204442,6.260687092,150.100816,6.648722512,2.347294913,0.029682608,1.943124881,0.010880841
Kerguelen,KER1,CAT1-S1-1B,46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,56531.57143,1.327142857,0.048303474,0.402473533,0.563199258,0.1396261,21.99995436,0.291733153,0.371025676,0.256640013,0.018536913,0.069321369,0.5063262,1.662888671,9.979266621,0.163122271,0.025259712,0.054043749,0.077056615,0.042762225,2.816686892,0.085546879,0.061563391,0.045044893,0.038736569,0.085255452,0.239255681,0.169252327,0.301565334,0.003918103,78.62305907,3.931152954,21.37694093,2.137694093,0.23443294,0.023443294,1585.510293,23.42571214,3713.686646,1197.639786,7587.711479,189.2791492,3746.441884,59.23831837,143.4324445,2.745857023,12808.45152,155.8409567,6.554846441,0.087370293,13.83972022,0.185515164,14.52619027,0.072743303,30.18599746,0.312888828,2.759203056,0.063806366,7.56864323,0.254801003,76.14964032,1.933172921,105.1968675,4.11158064,1.676304543,0.010067412,2.325701248,0.027686575
Kerguelen,KER1,CAT1-S1-1B,49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,51320.93333,1.295333333,0.16424528,0.425174455,0.523704114,0.259315663,21.16110057,0.301318732,0.357941491,0.178762584,0.062211083,0.476372704,0.288265207,2.747757154,10.57722327,0.176164448,0.066286548,0.092634792,0.112774359,0.107115032,3.613877273,0.122326162,0.052066533,0.063216949,0.06697032,0.254194076,0.199351938,0.460860251,0.248664153,0.014053807,72.25488403,3.612744202,27.74511597,2.774511597,0.312565646,0.031256565,806.4630816,9.343521454,15479.98661,4690.122304,4034.917626,33.47703592,2161.427163,2.306044471,346.3897576,2.28996156,14380.32761,84.43624491,1.249641147,0.005086433,9.064108327,0.0922759,4.195291116,0.039434945,64.2076509,0.983473977,2.126892667,0.008844154,36.56109383,0.912413514,34.6500895,0.973343211,338.8652331,14.72743525,6.712487791,0.047348505,5.187565044,0.068701706
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,60945.07143,1.356428571,0.172841096,0.296921935,0.326867239,0.181339812,16.33947762,0.243259597,0.395331865,0.200696339,0.016352594,0.048733486,0.22677167,1.746838009,10.08234075,0.150520749,0.053376611,0.040658901,0.046757575,0.048352911,0.905140747,0.09996892,0.039314307,0.079293473,0.034203908,0.07475088,0.125396309,0.16507847,0.205763876,0.002587245,82.01776537,4.100888269,17.98223463,1.798223463,0.178266201,0.01782662,972.383618,15.84273379,1332.507255,500.4474263,3370.327372,73.61854793,1321.532644,26.45067866,59.66146775,0.738292129,4883.677754,28.13610288,1.332416753,0.015849868,11.80880582,0.078581954,2.938278701,0.035397825,10.51247544,0.113252779,1.764186714,0.090850711,2.802966071,0.034857543,47.97809994,0.295823984,48.56850259,0.143823469,0.967797072,0.007910503,1.071067919,0.012078129
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,56770.8,1.326666667,0.024692801,0.277634156,0.153492458,0.082254921,8.872457519,0.167171622,0.409902191,0.201863409,0,0.046935135,0.110551149,1.598134624,11.1713314,0.148592771,0.018404075,0.054136062,0.051347721,0.0307257,0.640847205,0.09255396,0.066208067,0.086354739,0,0.063504297,0.118357243,0.151437828,0.281736072,0.003488414,86.87434172,4.343717086,13.12565828,1.312565828,0.142117168,0.014211717,513.0398018,21.03485366,442.9078563,296.6069678,5249.86072,175.8882384,498.7916112,15.46904819,76.30468085,2.226362168,8920.913751,261.941093,3.179077437,0.038353696,9.288903341,0.036993918,5.504167322,0.043984322,11.403039,0.023987942,2.424840438,0.11036281,1.221309035,0.010561385,70.88337203,0.693696694,20.51940777,0.615202156,0.743462003,0.001174233,0.430177137,0.005489888
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.746667,23417.13333,58329,57406.53333,1.412,0.026664794,0.282692891,0.131644573,0.077653807,8.945826239,0.070774311,0.413316532,0.17678674,0,0.078325952,0.218443433,1.598116177,10.98832237,0.145892131,0.011033352,0.046454377,0.067442266,0.036201378,1.052475774,0.070911729,0.057962002,0.07663336,0,0.089940772,0.138426002,0.20945842,0.18303699,0.00256107,87.43206549,4.371603275,12.56793451,1.256793451,0.114391368,0.011439137,497.9986173,9.972433234,323.9790116,259.1559924,3883.986282,72.63749019,291.56336,2.633210049,55.46225053,1.39598335,6816.274673,92.89896956,2.133265234,0.03359726,4.959823644,0.076279173,4.052348853,0.080249406,8.987606637,0.174366221,1.99297207,0.067684798,0.934094849,0.015066063,56.90823166,0.823351056,13.72149586,0.490283027,0.314813019,0.001520897,0.290615627,0.001311434
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,54176.28571,1.295714286,0.029866626,0.26341231,0.129367047,0.077596891,8.450068748,0.104196191,0.382783394,0.176294577,0.002305964,0.052989945,0.163296893,1.626943054,11.2268207,0.149229965,0.017262527,0.053163549,0.033170343,0.045190037,0.588044636,0.056815292,0.047987571,0.059460588,0.005954751,0.070516932,0.182955204,0.119693108,0.244263655,0.003312639,86.53214196,4.326607098,13.46785804,1.346785804,0.148797169,0.014879717,480.0573451,12.0904326,487.3846201,303.2847,3407.375544,62.86312354,755.0023464,16.03135126,56.20523213,1.1653151,5710.94941,95.31310828,1.579837083,0.025874662,3.437486028,0.007161326,4.450254187,0.056354536,9.510397791,0.055405562,1.465269214,0.068452901,1.203244441,0.007084839,52.38105472,0.990931332,16.75001654,0.321749848,0.319751461,0.007815248,0.315510786,0.000624041
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,55867.8,1.344666667,0.031232824,0.279377005,0.158638675,0.064793374,7.995818624,0.15850033,0.415353864,0.210974706,0.023310904,0.048889149,0.12067497,1.713711003,11.3443812,0.149304916,0.05461378,0.052319011,0.134412301,0.0288553,2.008175117,0.087539344,0.056585568,0.06075097,0.047265531,0.098342095,0.120407031,0.152353556,0.362643742,0.002732735,87.74312153,4.387156077,12.25687847,1.225687847,0.117835974,0.011783597,345.730491,1.750039606,196.5150343,191.5053837,2189.505993,32.85207386,223.979161,4.416598968,29.73641755,0.524097846,3225.774563,68.32973981,0.923007687,0.017314455,2.13136205,0.036233417,2.622442469,0.027138847,5.963937738,0.025577129,1.120314178,0.031472784,0.700899472,0.003215039,36.49555291,0.116935077,8.929101824,0.094618257,0.179617133,0.003025055,0.166787898,0.001906893
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,55384.13333,1.338,0.012220475,0.236147327,0.066799325,0.045617439,5.965171954,0.184697193,0.393304794,0.212214381,0,0.0697612,0.097945091,1.793298503,11.42494327,0.146391761,0.012995225,0.041752358,0.045721848,0.030304933,0.537383425,0.07330674,0.043825363,0.076635935,0,0.111902804,0.127248205,0.168145229,0.254683443,0.002854314,86.07040611,4.303520305,13.92959389,1.392959389,0.155431687,0.015543169,591.9905518,6.267225698,299.9494325,205.5788987,3711.15207,106.3870844,334.2205693,6.961726331,46.8799998,0.996486006,4542.425909,37.35777084,1.049747683,0.004983547,2.791826174,0.030081004,5.41452311,0.007968769,10.45252365,0.130952766,1.499496878,0.052332993,1.072921849,0.004038338,65.73504848,0.581975022,14.23345251,0.170296554,0.304017311,0.001071613,0.304152866,0.006685523
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,56528.46154,1.32,0.012098035,0.295034839,0.059961075,0.049657305,6.063811449,0.172739849,0.403767311,0.214065289,0,0.033973554,0.076206679,1.710622739,11.23978559,0.14429771,0.015129891,0.052723971,0.034115469,0.037814524,0.35043697,0.075011989,0.062005428,0.101118795,0,0.051827847,0.097744045,0.158812107,0.21179118,0.002510634,87.88021313,4.394010656,12.11978687,1.211978687,0.140449668,0.014044967,630.4189958,8.260995754,167.7999201,206.6572639,4217.700826,50.2785658,237.3718165,2.315375042,46.78120576,0.804152565,4414.084703,51.03978495,1.050225297,0.014156455,2.843511196,0.045295099,4.038560617,0.060109751,9.118797628,0.147479116,1.65768929,0.051866478,0.714706415,0.006330412,78.06690295,0.162916633,10.592352,0.163054645,0.232814865,0.003724308,0.228581279,0.003447345
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,54692.66667,1.306666667,0.021906453,0.235357706,0.070782013,0.05501435,6.55674247,0.129784756,0.393768835,0.224123969,0,0.02412147,0.295964183,1.806617981,11.06393227,0.144591799,0.015710216,0.027929786,0.043149055,0.0254002,0.453366292,0.073359532,0.058633903,0.065367706,0,0.053246674,0.217614655,0.200124726,0.256387983,0.00390588,86.98570544,4.349285272,13.01429456,1.301429456,0.18906689,0.018906689,785.8172852,14.03913743,335.8691783,217.6595685,4013.123051,37.50970772,393.3367813,9.38595087,45.78783303,0.73313968,3780.979575,30.53025131,0.930570105,0.010595202,3.315937291,0.04688002,3.510172288,0.029526189,11.7594545,0.04012809,1.681733541,0.046882704,1.060803729,0.017051544,78.12846424,0.573784212,16.12570153,0.219705011,0.320872417,0.001780943,0.323772608,0.004952193
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,53989.38462,1.440769231,0.024367282,0.300982895,0.10410238,0.041435296,6.011369802,0.158769714,0.38566958,0.223081335,0.000711276,0.005499854,0.139070452,1.720298064,11.43996645,0.147728606,0.016841933,0.059896027,0.046925471,0.03184017,0.97458359,0.092156176,0.046790967,0.074196701,0.002564542,0.013979251,0.161656742,0.231280586,0.216115313,0.003058425,88.39139851,4.419569926,11.60860149,1.160860149,0.136528867,0.013652887,565.5024661,2.237850022,238.5346084,206.9599076,3486.528107,93.38353963,386.7326744,7.70046112,38.5256522,0.466129212,3167.607313,47.14163657,0.814471895,0.00909909,3.032224277,0.012421038,3.038249121,0.01986838,5.798802064,0.133579217,1.509515972,0.049513866,0.994535425,0.022361288,70.05573441,0.531498179,13.26053158,0.190513613,0.286292813,0.002454716,0.26074383,0.001711369
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,53914.23077,1.287692308,0.020195162,0.260582967,0.09718922,0.057922516,5.656288621,0.158742944,0.422565867,0.180463667,0.010287039,0.055845541,0.150843423,1.736764828,11.45317127,0.147029775,0.017551002,0.025014925,0.030901953,0.034602704,0.32870873,0.078118712,0.074578394,0.087400171,0.016932133,0.084889473,0.112430198,0.101385989,0.209119066,0.003540928,87.9285144,4.39642572,12.0714856,1.20714856,0.176153339,0.017615334,442.1118449,4.428268077,35.89186233,186.0023139,2595.371312,19.60075045,218.0937453,1.218257687,28.24261491,0.206348674,2284.889729,28.98397658,0.611487721,0.006965903,2.520712809,0.046532686,2.972262265,0.023071922,4.641441298,0.066323119,1.134356857,0.021990399,0.562762357,0.014474014,53.9478412,0.881024174,10.56346884,0.243980703,0.195604182,0.004466095,0.21328797,0.000310239
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.930769,22964,55507.53846,54559.38462,1.303076923,0.011338416,0.268974332,0.102437597,0.045866683,4.69210396,0.134992228,0.401778689,0.195742134,0.004135879,0.037001432,0.206588543,1.751472455,11.57741091,0.146626676,0.010885686,0.039777564,0.034621937,0.034850269,0.210212861,0.061668878,0.045659212,0.115801541,0.014912125,0.054544102,0.162709526,0.138267937,0.271025618,0.003704556,89.65154481,4.48257724,10.34845519,1.034845519,0.123289892,0.012328989,614.8442797,4.395341606,157.0594404,200.016727,3949.674648,42.83076251,441.6354183,3.726801625,41.11180496,0.161053209,3412.493629,30.7799401,0.910381859,0.006646955,5.705617692,0.048933219,5.962629521,0.022947646,6.264222559,0.084999184,1.957177567,0.056187664,0.765652204,0.002890113,79.92720242,1.001958291,23.41796688,0.204597872,0.301473477,0.001016326,0.528543858,0.003970185
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,54177.41667,1.346666667,0.041900525,0.370110364,0.379797361,0.116232625,7.118413933,0.087689498,0.421888237,0.158355384,0.009120558,0.150729169,0.647966337,1.761913231,11.56727889,0.153631201,0.018713401,0.070206957,0.204495792,0.033931108,1.592055803,0.069894834,0.067722,0.074504239,0.016632487,0.132904769,0.402569514,0.204912207,0.261218108,0.006694886,84.32862976,4.216431488,15.67137024,1.567137024,0.23901391,0.023901391,703.8825978,12.01755573,7255.583194,2014.293918,5683.67778,65.29379887,2787.737038,26.53025849,103.2608758,1.199696853,4977.113764,41.06758826,1.191415297,0.020650204,6.225778674,0.034384999,7.391036368,0.048550012,28.72260097,0.157111928,2.035936011,0.060969538,10.74847022,0.148107154,109.6646554,2.228401166,97.07584026,1.090708744,2.032385066,0.018798722,1.648071409,0.00388062
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,54251.83333,1.3725,0.024573151,0.29872922,0.159862408,0.054495047,4.366841603,0.096507237,0.386234689,0.171131681,0.006113272,0.044345227,0.171159473,1.670708901,11.47745201,0.144629065,0.033032141,0.089044146,0.060575015,0.041919709,0.442488503,0.092395915,0.053349677,0.065669791,0.014342757,0.077017554,0.191573274,0.212754179,0.164555236,0.002135395,89.84326635,4.492163318,10.15673365,1.015673365,0.126927537,0.012692754,610.582386,12.11887965,293.8266765,214.5612668,3599.827864,77.24643191,435.4794317,8.232842168,33.50696137,0.982277396,2637.046993,44.32058868,0.767742407,0.008962163,6.625024494,0.06070631,5.924549608,0.069898106,21.92880594,0.771044273,2.217616267,0.036112484,0.706861739,0.012775555,74.39152898,0.715396099,23.61796449,0.250319871,0.283433035,0.001790811,0.513351231,0.007447494
