Location,Site,label,ID,section_depth,field_depth,depth,SH20_mean_age,surface,validity,qc,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,Total_scatter
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6586,37.75,87.75,87.75,NA,7.35,1,TRUE,15522,72399,1.35,0.027793615,0.052023945,0.109179019,0.055587229,3.316205815,0.01731756,0.024372862,0.078891106,0.049600912,1,0.281641961,3.550607287,0.281641961,17984
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6587,37.8,87.8,87.8,NA,7.33,1,TRUE,15310,69496,1.43,0.033371201,0.04806873,0.120633343,0.031454132,3.118219256,0.012283442,0.021087759,0.080232888,0.055168986,1,0.2694547,3.711198946,0.2694547,17879
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6588,37.85,87.85,87.85,NA,7.31,1,TRUE,15829,73177,1.3,0.028949778,0.051348877,0.120800169,0.022046911,3.345918152,0.013735296,0.019933789,0.080791717,0.061562302,1,0.26554906,3.765782493,0.26554906,17967
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6589,37.9,87.9,87.9,NA,7.3,1,TRUE,15885,73341,1.35,0.026932738,0.048283561,0.11338264,0.025955903,3.334077589,0.011094055,0.016955066,0.076402456,0.046399665,1,0.264861848,3.775553214,0.264861848,18128
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6590,37.95,87.95,87.95,NA,7.29,1,TRUE,15565,74154,1.6,0.027630893,0.041930439,0.105831533,0.034557235,3.698294481,0.014150592,0.021747226,0.080434945,0.046696954,1,0.295226037,3.387235116,0.295226037,17391
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6591,38,88,88,NA,7.28,1,TRUE,15989,79054,1.35,0.041488059,0.050597061,0.119641764,0.039038579,4.188303735,0.011252296,0.03008267,0.068508879,0.047841396,1,0.297917942,3.356628983,0.297917942,16956
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6592,38.05,88.05,88.05,NA,7.27,1,TRUE,17043,88255,1.51,0.038333333,0.058492063,0.113650794,0.037063492,5.110714286,0.013174603,0.01968254,0.072380952,0.045,1,0.302222222,3.308823529,0.302222222,16408
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6593,38.1,88.1,88.1,NA,7.27,1,TRUE,17187,90691,1.34,0.034457298,0.073180737,0.1205185,0.039872016,5.531380753,0.015669866,0.018623349,0.063253753,0.048732464,1,0.300434818,3.328509011,0.300434818,15851
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6594,38.15,88.15,88.15,NA,7.26,1,TRUE,15921,83735,1.38,0.035028965,0.064989138,0.124909486,0.047157857,5.624909486,0.015477915,0.021451846,0.054217958,0.04634323,1,0.328294714,3.046043562,0.328294714,14675
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6595,38.2,88.2,88.2,NA,7.26,1,TRUE,17245,94481,1.3,0.028537991,0.063557796,0.128826071,0.055815628,6.499549874,0.020435722,0.009272596,0.046092906,0.03042852,1,0.340385308,2.93784713,0.340385308,14889
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6596,38.25,88.25,88.25,NA,7.26,1,TRUE,18480,103419,1.45,0.035046526,0.074006435,0.164014262,0.059135577,6.876163145,0.020088703,0.020001739,0.058700757,0.048960779,1,0.331941908,3.012575321,0.331941908,15316
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6597,38.3,88.3,88.3,NA,7.25,1,TRUE,17449,92178,1.51,0.039979498,0.069707842,0.171706817,0.045190501,5.831881087,0.01674355,0.025371604,0.069195284,0.053049718,1,0.317187767,3.152706706,0.317187767,15419
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6598,38.35,88.35,88.35,NA,7.24,1,TRUE,16307,81123,1.34,0.041815525,0.065849302,0.152890549,0.039460864,4.62382267,0.013803183,0.025738876,0.08176356,0.053426437,1,0.322182527,3.103830645,0.322182527,16284
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6599,38.4,88.4,88.4,NA,7.23,1,TRUE,16079,77150,1.31,0.038665169,0.062489973,0.140622493,0.03240815,4.275549495,0.015000802,0.014519493,0.074201829,0.049574844,1,0.308920263,3.237081278,0.308920263,16317
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6600,38.45,88.45,88.45,NA,7.24,1,TRUE,15589,72910,1.3,0.033526907,0.045915602,0.122493225,0.027332559,3.779171506,0.012001549,0.020441347,0.059543167,0.069918699,1,0.309639954,3.229557389,0.309639954,16914
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6601,38.5,88.5,88.5,NA,7.24,1,TRUE,15545,73499,1.44,0.036112628,0.05210202,0.128071133,0.030106856,3.869666953,0.010295609,0.020981203,0.076671086,0.064815537,1,0.301770533,3.31377617,0.301770533,16690
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6602,38.55,88.55,88.55,NA,7.22,1,TRUE,15920,75240,1.42,0.036396587,0.054066299,0.118553198,0.029374009,3.788114476,0.007249113,0.026504568,0.087291399,0.059050064,1,0.304764781,3.281219029,0.304764781,17279
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6603,38.6,88.6,88.6,NA,7.21,1,TRUE,16963,82703,1.3,0.039489715,0.056546979,0.137963162,0.029814377,4.038988031,0.011610406,0.027305956,0.071310829,0.059198739,1,0.298358776,3.351669469,0.298358776,18116
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6604,38.65,88.65,88.65,NA,7.2,1,TRUE,17402,83665,1.54,0.033924769,0.065081618,0.140454223,0.029311568,4.072817601,0.014549326,0.025124202,0.074024131,0.053584102,1,0.289354152,3.455972529,0.289354152,18167
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6605,38.7,88.7,88.7,NA,7.18,1,TRUE,17170,80566,1.39,0.034610123,0.063474692,0.145417237,0.026880985,3.660807114,0.01005472,0.024487004,0.082079343,0.054240766,1,0.270793434,3.69285173,0.270793434,18579
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6606,38.75,88.75,88.75,NA,7.18,1,TRUE,17147,79481,1.39,0.033624839,0.054843739,0.138363501,0.031591079,3.549793234,0.00942309,0.029353942,0.08751949,0.054775947,1,0.262490679,3.809659091,0.262490679,18623
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6607,38.8,88.8,88.8,NA,7.17,1,TRUE,16790,74902,1.49,0.032163169,0.048767732,0.114859123,0.025560567,3.123161404,0.009413611,0.020984507,0.077989148,0.040007845,1,0.281819965,3.548364649,0.281819965,19608
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6608,38.85,88.85,88.85,NA,7.17,1,TRUE,16425,75246,1.37,0.030153509,0.047286184,0.106496711,0.021313048,3.375068531,0.010622259,0.023231908,0.090940241,0.047354715,1,0.278645833,3.588785047,0.278645833,18658
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6609,38.9,88.9,88.9,NA,7.17,1,TRUE,15856,72525,1.31,0.032503223,0.044378096,0.101377485,0.021510484,3.155323336,0.00359639,0.018524802,0.08027414,0.055370835,1,0.266607858,3.750827182,0.266607858,18666
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6610,38.95,88.95,88.95,NA,7.16,1,TRUE,15691,72475,1.4,0.034375217,0.04581052,0.115877746,0.024880449,3.230022871,0.011851133,0.022246864,0.077274932,0.047058008,1,0.276872964,3.611764706,0.276872964,18424
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6611,39,89,89,NA,7.15,1,TRUE,15400,71169,1.43,0.035539216,0.046929066,0.115844867,0.026960784,3.342128028,0.012038639,0.025158593,0.067474048,0.056805075,1,0.283592849,3.526182003,0.283592849,17806
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6612,39.05,89.05,89.05,NA,7.15,1,TRUE,15148,72100,1.32,0.034782609,0.056444099,0.132686335,0.033928571,3.760714286,0.006521739,0.023447205,0.077639752,0.049456522,1,0.28742236,3.479200432,0.28742236,16582
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6613,39.1,89.1,89.1,NA,7.15,1,TRUE,14908,71673,1.41,0.034791407,0.052848692,0.121964508,0.030043587,3.731709215,0.010818804,0.02638543,0.073785803,0.057985679,1,0.292886052,3.414297103,0.292886052,16611
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6614,39.15,89.15,89.15,NA,7.15,1,TRUE,14711,70710,1.34,0.038366828,0.048296132,0.127253952,0.028993566,3.801890539,0.01525141,0.031058861,0.077686869,0.046945746,1,0.277543888,3.603033772,0.277543888,16083
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6615,39.2,89.2,89.2,NA,7.16,1,TRUE,14876,71177,1.47,0.032938593,0.048466787,0.111677515,0.031448514,3.752568426,0.01050898,0.031134813,0.086032468,0.053564426,1,0.284369853,3.516547159,0.284369853,16377
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6616,39.25,89.25,89.25,NA,7.16,1,TRUE,14057,64282,1.34,0.031233497,0.047302905,0.108562806,0.022557525,3.058770275,0.007167107,0.022104866,0.085628065,0.046171256,1,0.28668427,3.488157895,0.28668427,17055
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6617,39.3,89.3,89.3,NA,7.16,1,TRUE,13889,62644,1.24,0.025188917,0.045733627,0.102251259,0.024559194,3.14215995,0.009288413,0.014011335,0.098472922,0.053132872,1,0.274323048,3.645337159,0.274323048,16189
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6618,39.35,89.35,89.35,NA,7.17,1,TRUE,13920,62932,1.45,0.028458879,0.04027655,0.110298255,0.02363534,3.208618056,0.007717662,0.03022751,0.115443364,0.055711874,1,0.293673125,3.405146455,0.293673125,16092
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6619,39.4,89.4,89.4,NA,7.17,1,TRUE,14050,63905,1.38,0.02627232,0.04357744,0.098875167,0.026115,3.186266027,0.012900181,0.027766853,0.116573586,0.047510422,1,0.289310155,3.456498097,0.289310155,16391
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6620,39.45,89.45,89.45,NA,7.18,1,TRUE,14284,64512,1.38,0.023299653,0.047805761,0.10043734,0.027748454,3.03008596,0.008218971,0.023827477,0.102774845,0.05021867,1,0.287286985,3.480839895,0.287286985,17072
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6621,39.5,89.5,89.5,NA,7.18,1,TRUE,15279,69657,1.4,0.033622007,0.072847682,0.125100065,0.025907867,3.230041482,0.01157121,0.0194309,0.076777527,0.050578561,1,0.280474492,3.565386611,0.280474492,17595
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6622,39.55,89.55,89.55,NA,7.18,1,TRUE,14390,62238,1.32,0.025860227,0.047303555,0.102301061,0.033696659,2.699579682,0.005841704,0.013464415,0.065184869,0.041390611,1,0.272351642,3.671723777,0.272351642,17860
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6623,39.6,89.6,89.6,NA,7.18,1,TRUE,14838,68613,1.31,0.028953394,0.058497673,0.115370411,0.070684689,3.226604624,0.012556319,0.016397075,0.075411773,0.053992171,1,0.281483123,3.552610863,0.281483123,17350
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6624,39.65,89.65,89.65,NA,7.18,1,TRUE,13467,63441,1.21,0.038590467,0.047175211,0.10816777,0.033357861,3.385822909,0.010465211,0.025508953,0.07464639,0.045294743,1,0.262284359,3.81265586,0.262284359,15439
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6625,39.7,89.7,89.7,NA,7.18,1,TRUE,12965,60807,1.22,0.03696708,0.051448102,0.125022486,0.025993884,3.610091743,0.006206152,0.027702824,0.084007915,0.046321281,1,0.278377406,3.592245557,0.278377406,14213
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6626,39.75,89.75,89.75,NA,7.18,1,TRUE,13287,62900,1.38,0.033782616,0.050198721,0.138586487,0.032573008,3.599619838,0.01088647,0.030758597,0.080352514,0.058493174,1,0.263780888,3.791025221,0.263780888,14627
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6627,39.8,89.8,89.8,NA,7.18,1,TRUE,14147,67094,1.51,0.038943447,0.050287843,0.143752116,0.033440569,3.816711818,0.00770403,0.021757535,0.082627836,0.048171351,1,0.294446326,3.396204715,0.294446326,15290
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6628,39.85,89.85,89.85,NA,7.19,1,TRUE,14787,73418,1.41,0.041416051,0.055593745,0.151830211,0.034370167,4.375064444,0.015896202,0.037549407,0.085152088,0.044595291,1,0.302285616,3.308129619,0.302285616,15156
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6629,39.9,89.9,89.9,NA,7.18,1,TRUE,16244,85160,1.27,0.052668976,0.067945643,0.150990319,0.062083666,5.548094857,0.011279865,0.03526068,0.092814637,0.062883027,1,0.317257305,3.152015677,0.317257305,14831
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6630,39.95,89.95,89.95,NA,7.18,1,TRUE,16300,83480,1.41,0.047294998,0.065073154,0.164341613,0.044062606,5.142820687,0.011738687,0.035130997,0.086423954,0.055035726,1,0.316264035,3.161915008,0.316264035,15474
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6631,40,90,90,NA,7.19,1,TRUE,16253,82041,1.4,0.039122606,0.061548535,0.14896055,0.055246358,4.787035521,0.00900311,0.022753315,0.090931413,0.062039614,1,0.298821411,3.346480416,0.298821411,15869
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6632,40.05,90.05,90.05,NA,7.19,1,TRUE,15978,78885,1.38,0.038543546,0.059865508,0.158356569,0.053140889,4.489503034,0.013449237,0.024356241,0.103411514,0.054288995,1,0.298671478,3.348160351,0.298671478,15836
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6633,40.1,90.1,90.1,NA,7.19,1,TRUE,15990,79705,1.32,0.031545741,0.060260455,0.142845588,0.05014964,4.489767856,0.01787592,0.028714713,0.106042223,0.050958505,1,0.316994257,3.154631283,0.316994257,16282
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6634,40.15,90.15,90.15,NA,7.2,1,TRUE,16752,82720,1.42,0.043085314,0.059135177,0.149980522,0.044176081,4.485001948,0.008414492,0.034125438,0.086638099,0.06201792,1,0.32286716,3.097249035,0.32286716,16979
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6635,40.2,90.2,90.2,NA,7.21,1,TRUE,17051,85868,1.53,0.047241671,0.05824421,0.177964146,0.033777025,4.636377626,0.012695237,0.027160114,0.087558667,0.058475033,1,0.294760329,3.392586792,0.294760329,16828
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6636,40.25,90.25,90.25,NA,7.21,1,TRUE,16793,83320,1.41,0.052847776,0.068488822,0.1786871,0.034599889,4.619717197,0.010190378,0.030018169,0.078047239,0.051267873,1,0.299391737,3.340105541,0.299391737,16449
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6637,40.3,90.3,90.3,NA,7.21,1,TRUE,16796,83569,1.43,0.052179347,0.074285268,0.166536479,0.040228089,4.571707546,0.010154663,0.026636463,0.075300734,0.055850648,1,0.306436494,3.263318889,0.306436494,16725
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6638,40.35,90.35,90.35,NA,7.2,1,TRUE,17202,86723,1.51,0.062485318,0.085427923,0.187064443,0.040560645,4.790775977,0.010962337,0.024195443,0.066635346,0.050270143,1,0.313053011,3.194347174,0.313053011,16769
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6639,40.4,90.4,90.4,NA,7.19,1,TRUE,17330,86827,1.39,0.065409861,0.078537628,0.171500534,0.035261792,4.640207602,0.022439322,0.022134025,0.068004885,0.04877118,1,0.309647382,3.229479911,0.309647382,17159
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6640,40.45,90.45,90.45,NA,7.18,1,TRUE,17083,83687,1.49,0.06727463,0.075422335,0.174988788,0.033338317,4.334728659,0.008745702,0.023845119,0.061145164,0.046120496,1,0.293018388,3.412755102,0.293018388,17298
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6641,40.5,90.5,90.5,NA,7.18,1,TRUE,17600,88787,1.45,0.064805137,0.088099149,0.192996864,0.033373152,4.625205316,0.011721666,0.025907123,0.080558459,0.047035986,1,0.301403614,3.317810255,0.301403614,17431
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6642,40.55,90.55,90.55,NA,7.18,1,TRUE,18377,96555,1.59,0.069692694,0.101599247,0.217701474,0.047193478,5.481028536,0.017481969,0.029005958,0.073690812,0.061304484,1,0.312480401,3.200200702,0.312480401,16742
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6643,40.6,90.6,90.6,NA,7.17,1,TRUE,13880,66382,1.44,0.048654888,0.062860694,0.138417828,0.029388262,4.03160792,0.01580396,0.026280742,0.064014916,0.040752908,1,0.295480778,3.384314904,0.295480778,14591
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6644,40.65,90.65,90.65,NA,7.17,1,TRUE,14829,73903,1.51,0.043780032,0.063000534,0.192738922,0.035237587,4.608204307,0.009966186,0.021712048,0.070208222,0.061576793,1,0.318117103,3.143496503,0.318117103,14813
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6645,40.7,90.7,90.7,NA,7.17,1,TRUE,17773,93342,1.5,0.058948227,0.088626172,0.202282919,0.045495312,5.522951488,0.017692621,0.030248675,0.087240114,0.05584998,1,0.330778638,3.02316983,0.330778638,16322
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6646,40.75,90.75,90.75,NA,7.16,1,TRUE,18128,93571,1.47,0.058144729,0.071396665,0.159321024,0.039234663,4.963371054,0.013549732,0.026057177,0.101027397,0.061941632,1,0.321694461,3.10853969,0.321694461,17753
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6647,40.8,90.8,90.8,NA,7.15,1,TRUE,18847,98282,1.46,0.062027454,0.085737356,0.205754973,0.043088894,5.149379725,0.015268296,0.030389782,0.10320781,0.060265727,1,0.308522352,3.241256246,0.308522352,17826
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6648,40.85,90.85,90.85,NA,7.13,1,TRUE,19434,104216,1.41,0.072807214,0.091586556,0.245845443,0.049333035,5.630374842,0.011252701,0.026604069,0.112750578,0.057828452,1,0.306580222,3.261789013,0.306580222,17533
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6649,40.9,90.9,90.9,NA,7.14,1,TRUE,19322,104339,1.52,0.071199938,0.101413069,0.258021703,0.044890311,5.981185104,0.013662269,0.025216645,0.102818331,0.068545554,1,0.320711999,3.118062317,0.320711999,16917
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6650,40.95,90.95,90.95,NA,7.15,1,TRUE,18735,103940,1.41,0.076864082,0.116148274,0.287515978,0.056668087,6.563187047,0.019343843,0.029995739,0.121261184,0.077460588,1,0.32662974,3.061570571,0.32662974,15568
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6651,41,91,91,NA,7.15,1,TRUE,18025,100823,1.54,0.095298487,0.116586647,0.318054172,0.055168041,6.814475949,0.01911405,0.032883413,0.128091313,0.072198569,1,0.323036507,3.095625351,0.323036507,14605
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6652,41.05,91.05,91.05,NA,7.16,1,TRUE,18658,106178,1.43,0.081043316,0.107591989,0.339636702,0.057289241,7.505822077,0.02300885,0.028132278,0.134326968,0.085794131,1,0.34187238,2.92506812,0.34187238,14405
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6653,41.1,91.1,91.1,NA,7.16,1,TRUE,19502,110471,1.76,0.08261513,0.10202838,0.342038826,0.067728737,7.272568991,0.019152085,0.026638809,0.100896666,0.079132933,1,0.32427962,3.083758389,0.32427962,15212
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6654,41.15,91.15,91.15,NA,7.17,1,TRUE,19176,107148,1.42,0.080522766,0.104468803,0.307082631,0.051349073,6.771500843,0.017959528,0.038532884,0.099072513,0.079848229,1,0.334064081,2.993437658,0.334064081,15822
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6655,41.2,91.2,91.2,NA,7.17,1,TRUE,19029,104262,1.55,0.078046779,0.096347969,0.24792778,0.048912597,6.394419368,0.014936397,0.039392696,0.086335659,0.067377924,1,0.327944194,3.049299299,0.327944194,16181
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6656,41.25,91.25,91.25,NA,7.18,1,TRUE,18313,97127,1.49,0.070769733,0.083095258,0.192392458,0.051424374,5.825238756,0.016651702,0.031099502,0.087666313,0.072565505,1,0.325442821,3.072736393,0.325442821,16238
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6657,41.3,91.3,91.3,NA,7.18,1,TRUE,18292,95934,1.37,0.073137444,0.091763006,0.217485549,0.047527296,5.615205523,0.012283237,0.036528581,0.100754656,0.056278099,1,0.298811818,3.346587856,0.298811818,16178
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6658,41.35,91.35,91.35,NA,7.18,1,TRUE,18404,100291,1.38,0.079347549,0.098717186,0.242800102,0.047149775,6.340582788,0.014952001,0.042817093,0.104409141,0.06125223,1,0.319683969,3.12808929,0.319683969,15534
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6659,41.4,91.4,91.4,NA,7.18,1,TRUE,18781,103397,1.43,0.071713147,0.083838559,0.227697904,0.051619609,6.88324961,0.012212021,0.039494197,0.076823142,0.052052659,1,0.313182054,3.193030973,0.313182054,15162
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6660,41.45,91.45,91.45,NA,7.18,1,TRUE,18483,101878,1.52,0.089155141,0.089419434,0.278477667,0.048365783,6.702845564,0.017619593,0.045370452,0.081314422,0.073561801,1,0.339529557,2.945251687,0.339529557,15205
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6661,41.5,91.5,91.5,NA,7.18,1,TRUE,18733,104292,1.51,0.098080648,0.096407818,0.312290896,0.050977285,6.871896461,0.016023948,0.053618595,0.091565416,0.065944709,1,0.349885543,2.858077504,0.349885543,15332
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6662,41.55,91.55,91.55,NA,7.18,1,TRUE,18805,104248,1.45,0.101483479,0.092717465,0.274443695,0.05133176,6.53261969,0.015340526,0.048044504,0.082687121,0.074679703,1,0.33395145,2.994447249,0.33395145,15826
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6663,41.6,91.6,91.6,NA,7.18,1,TRUE,19243,107382,1.39,0.086492891,0.094955992,0.236628301,0.046885579,6.861374408,0.016841571,0.044515911,0.090132024,0.067620176,1,0.332430603,3.00814664,0.332430603,15744
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6664,41.65,91.65,91.65,NA,7.18,1,TRUE,19435,109318,1.62,0.084086112,0.091262136,0.252342761,0.049810046,7.025833685,0.012747995,0.048459266,0.090333474,0.07648797,1,0.335331363,2.982124874,0.335331363,15817
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6665,41.7,91.7,91.7,NA,7.18,1,TRUE,19501,111797,1.53,0.083160271,0.101218962,0.275665914,0.056252822,7.781399549,0.018239278,0.048397291,0.104108352,0.076117381,1,0.370564334,2.698586745,0.370564334,15179
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6666,41.75,91.75,91.75,NA,7.18,1,TRUE,19446,109903,1.45,0.074971062,0.093313151,0.234351349,0.065087704,7.57403615,0.023239249,0.047190811,0.09464874,0.072567002,1,0.339951919,2.941592457,0.339951919,15049
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6667,41.8,91.8,91.8,NA,7.18,1,TRUE,18198,100739,1.46,0.071441458,0.083618979,0.217661916,0.046545192,6.936496482,0.017409345,0.052949666,0.086866318,0.070629623,1,0.330777557,3.023179711,0.330777557,14753
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6668,41.85,91.85,91.85,NA,7.18,1,TRUE,18238,102120,1.54,0.074212894,0.093703148,0.25327961,0.041416792,7.391116942,0.011056972,0.045914543,0.092297601,0.06905922,1,0.339205397,2.948066298,0.339205397,14292
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6669,41.9,91.9,91.9,NA,7.18,1,TRUE,18284,102996,1.47,0.091029024,0.09602337,0.28552582,0.05248775,7.400018847,0.014134942,0.052958914,0.092725217,0.080380701,1,0.344892574,2.899453552,0.344892574,14272
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6670,41.95,91.95,91.95,NA,7.18,1,TRUE,17750,96633,1.54,0.080305755,0.106205036,0.274460432,0.044964029,6.417535971,0.013309353,0.052877698,0.095323741,0.077338129,1,0.358363309,2.790464241,0.358363309,15105
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6671,42,92,92,NA,7.18,1,TRUE,17132,90780,1.46,0.07191501,0.083265232,0.233088169,0.045128485,6.04385726,0.021156815,0.04694452,0.095251067,0.078997548,1,0.346136384,2.889034627,0.346136384,14825
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6672,42.05,92.05,92.05,NA,7.18,1,TRUE,17669,96272,1.42,0.072984649,0.102307197,0.236694549,0.052670282,6.606213806,0.019395165,0.042467139,0.116922511,0.074731133,1,0.350675614,2.85163827,0.350675614,14694
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6673,42.1,92.1,92.1,NA,7.18,1,TRUE,18137,99309,1.45,0.073317622,0.099240639,0.242210003,0.062930959,6.363969626,0.01815484,0.044426988,0.157807454,0.07628524,1,0.348433272,2.86998998,0.348433272,15449
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6674,42.15,92.15,92.15,NA,7.17,1,TRUE,17232,90934,1.46,0.069643895,0.082344152,0.206856479,0.052212169,5.352452893,0.01535652,0.040674027,0.148418693,0.07313024,1,0.327218395,3.056062912,0.327218395,15989
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6675,42.2,92.2,92.2,NA,7.17,1,TRUE,17012,87015,1.44,0.069008061,0.081674618,0.208011186,0.043428195,5.046060207,0.011761803,0.029116631,0.164829742,0.05996052,1,0.311728903,3.207915567,0.311728903,15948
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6676,42.25,92.25,92.25,NA,7.16,1,TRUE,17124,90238,1.4,0.073271585,0.081293417,0.182930863,0.046063513,5.33096262,0.013562686,0.034899107,0.170360569,0.061610982,1,0.322361892,3.102103643,0.322361892,15990
Diego Ramirez,DRPB,DRPB_1B.2,ACE_ITRAX_6677,42.3,92.3,92.3,NA,7.16,1,TRUE,15851,81336,1.36,0.07274846,0.085650075,0.171050441,0.045280506,4.617196604,0.015065757,0.042616947,0.200765773,0.061095389,1,0.319294157,3.131908238,0.319294157,15850
