"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00067837812382589,0.00098384214631748,2.288761162,0.010158086,8.15876952595178,-17.0640797647092,33.3816188166128
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00125478721247432,0.00157406592915168,1.525038372,0.011740776,9.44343683917591,-15.7705949797177,34.6574686580695
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00067863095394623,0.00102676396023656,4.398970104,0.046912281,8.15933301913362,-17.0635114607516,33.3821774990189
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00180790020741154,0.00189982572892467,19.01381163,0.109765839,10.6761831631131,-14.5334351041934,35.8858014304196
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00121410997786556,0.00094191729062857,43.16823811,0.83280191,9.35277776609162,-15.8617351584283,34.5672906906115
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00016009805262178,0.00024504476163347,21.08188416,0.09353744,7.00365681228412,-18.2307927860988,32.238106410667
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00112457749745338,0.00119524499324467,138.1998527,2.068052956,9.15323294051105,-16.062414445577,34.3688803265991
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00071068974479859,0.00133504573187963,5.28425398,0.054223017,8.23078380212888,-16.9914573772095,33.4530249814673
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00064041183072641,0.00079179274702171,58.41930414,1.652885172,8.07415244285971,-17.1494286501675,33.2977335358869
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00349137664482692,0.00292057572691324,3.560602291,0.038361736,14.4282182963579,-10.7923723487022,39.6488089414181
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00107895623711513,0.00122740715947035,30.36236272,0.256345549,9.05155490819192,-16.1647104844367,34.2678203008205
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00090490280415543,0.00126710686949276,7.795499709,0.115748702,8.66363466112907,-16.5552361797593,33.8825055020175
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0013136340078729,0.00094092967267166,50.21714125,0.70380336,9.57459118081512,-15.6387825794623,34.7879649410925
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00121565601285015,0.00168616227716543,13.30255749,0.023181323,9.35622347964632,-15.8582707673588,34.5707177266515
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00286670239136263,0.0022756969888368,10.28410137,0.050822268,13.03598036909,-12.1762524666502,38.2482132048303
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00511112675288281,0.00321300991049883,9.694363956,0.203712654,18.0382238642608,-7.22755134090425,43.3039990694258
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00136960921976364,0.0016359792971802,6.266500548,0.095875453,9.69934550284609,-15.5134439552982,34.9121349609904
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00077115921551964,0.00104016613914093,6.037782671,0.042295483,8.36555466888507,-16.8555847777032,33.5866941154733
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0011186039946746,0.0014548251462414,2.592646444,0.02182641,9.13991954223805,-16.0758072295433,34.3556463140194
