"Location","Site","Section","sample","min_depth","max_depth","midpoint","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","Sr_fit_OLS","Sr_lwr_OLS","Sr_upr_OLS","Sr_fit_WLS","Sr_lwr_WLS","Sr_upr_WLS"
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-9.18863245308603,-8.87372333501462,3.22105825962403,-1.67688267393337,2.96639664400222,2.36462811017505,3.5681651778294,2.96865501782117,2.37339233581435,3.56391769982799
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-5.10346956634338,-6.53714533374295,4.80370016784794,-0.174803375279016,4.69032849187464,4.10916216249402,5.27149482125526,4.69064528348549,4.11039105958114,5.27089950738984
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-4.69940871280571,-5.852392058504,5.01434956763412,0.953145772105413,4.8608414905491,4.28003180363736,5.44165117746084,4.86096624150307,4.28049268254922,5.44143980045693
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.61110495434336,-6.01535472015131,4.97818920065822,0.87431295469437,4.47610721435343,3.89405546804874,5.05815896065812,4.47666527317072,3.89624705763508,5.05708348870637
"Bird Island","BI10","BI10.2",45,44,45,44.5,-4.7510250936801,-6.26966517650603,5.11122645283105,0.959546236605112,4.83905946488005,4.25822143955787,5.41989749020223,4.83920874789053,4.25878047822308,5.41963701755797
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-5.01034336655924,-6.10874626831427,4.70858561298687,0.727265684166521,4.72962759111012,4.14857085863868,5.31068432358157,4.72990012202009,4.14962284323625,5.31017740080392
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-4.22359937002681,-5.37698938688399,4.58307553783376,0.164149271467765,5.06163223066714,4.4808460414779,5.64241841985637,5.0615308405883,4.48040189036056,5.64265979081605
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-4.56137621890712,-6.22369518702921,5.12420449095423,0.670393547395899,4.91909097015866,4.33833227080988,5.49984966950743,4.91915011750227,4.33853061209285,5.49976962291169
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-4.62828626682757,-5.95703649532609,4.74493052053587,0.424757633429026,4.89085504279158,4.31007613551697,5.47163395006619,4.89094599091332,4.31040174533302,5.47149023649363
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-4.64514625219977,-5.98435612267026,5.34661758690507,0.966617242496849,4.88374015740179,4.30295482020899,5.4645254945946,4.88383911867956,4.30331249761875,5.46436573974038
