"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd"
"South Georgia","POB4","POB_1A",16,31.5,32.9,32.2,-17.69,44267,285528.333333333,2.10666666666667,-1.22632505070768,0.32187343064112,0.222311951153342,-1.79877669707862,3.52021676387032,-2.60998927093706,-1.80767423483096,0.171616361114832,-4.53276293620165,-3.52867574436658,-1.85013372634303,2.10657755499464,6.39906171295166,4.61267988573968,0.167566239438512,0.398110085220797,0.484158458511071,0.347437617562921,0.254213533145951,0.523812536602007,1.79276358943312,0.956064961770714,0.570528453630291,0.687147134987579,2.23332821228813,2.35375685277363,0.60589767250577,0.583689702080795,0.580052695996693,0.000666783204762998,86.57066984,4.328533492,13.42933016,1.342933016,0.227620798,0.02276208,2008.828127,62.5916054,3544.338812,606.1221898,8147.851933,90.75336626,1433.304327,16.28919251,55.99665262,0.420128014,5244.470443,27.24487432,1.547300194,0.007500271,5.377096226,0.048082894,19.13155615,0.101062596,25.16989811,0.077839906,2.394824774,0.021513096,10.62932459,0.007552022,68.40901103,1.525239966,25.7005601,1.033289863,29.17530872,0.057445879,1.229997239,0.012913019
"South Georgia","POB4","POB_1A",19,36.1,37.4,36.8,-1.785,47201.5,290670,2.37,-1.50601616327387,-0.123549879647291,0.16350111122314,-1.58425727662305,3.37272597212896,-1.59593953605432,-4.32785543856712,-0.288201342541141,-5.23035778655616,-0.832436490637575,-0.376621452251075,1.83627910426709,6.13038098068382,4.3623481978486,0.170669535606389,0.0165894797729254,0.127477994534573,0.0264516086279625,0.555816688695245,0.101067139203194,1.18524940650569,1.69800497062211,0.28273797185184,0.106101273397793,0.342204078018424,0.457626891494528,0.104412227220755,0.106694077675568,0.111851709543177,0.000880246733078348,82.88293446,4.144146723,17.11706554,1.711706554,0.353840775,0.035384077,2231.066565,59.9771842,3651.465906,731.6866913,8012.02176,78.9580102,1715.231415,16.92975969,81.9905042,0.838900435,4933.407235,21.71424332,1.231904717,0.010262711,3.206884305,0.012684849,12.90608826,0.04407562,10.81225849,0.033361483,2.183842448,0.05133278,10.48840983,0.055718217,59.5129419,1.773754751,31.58940291,1.14949967,15.97939879,0.106041706,1.426380876,0.018198067
"South Georgia","POB4","POB_1A",21,39.2,40.6,39.9,17.4366666666667,52613.3333333333,309983.333333333,2.21333333333333,-0.760462949243981,0.379302479228901,0.895453156704165,-1.28501923739253,3.5349173326214,-4.15891805555658,-4.35869419733734,-0.340397036447935,-5.30606579230014,-1.14229040181728,0.251747713239318,1.85829352908125,6.11190044573698,4.32023301348377,0.166692421414605,0.375500223690919,0.230854877327007,0.0986835536549259,0.175512938835474,0.203826076871422,2.18113460324967,1.97324831502898,0.404664980156212,0.284776224551272,0.318089396441044,0.129529268884192,0.285167426914386,0.297779280518802,0.29465987730842,0.00228205828494163,80.56500294,4.028250147,19.43499706,1.943499706,0.387821946,0.038782195,1729.067606,54.83609426,5174.632753,853.1197494,9920.866738,107.0417876,3407.847355,14.69738857,166.6758881,0.286439586,9924.075645,33.09076413,2.172669917,0.017679999,3.283013484,0.0085671,14.36589299,0.063158779,14.76699588,0.059434745,2.108195242,0.028593466,13.77189749,0.129930246,122.9882961,3.003480471,38.30388391,1.17314976,9.011207172,0.113395503,1.441766139,0.02403531
"South Georgia","POB4","POB_1A",24,43.8,45.1,44.4,249.323333333333,57701,317832.666666667,2.31333333333333,-0.554497075014121,0.595656743501028,0.823943860090952,-1.69891346762353,3.59878993933361,-3.9983091078311,-1.72368026168886,0.0434550643045806,-5.22310069713479,-2.37970193593782,-2.10534698177746,1.9557638100931,6.22276840737058,4.44317170231385,0.168713306389673,0.720076135152143,0.304172495142743,0.675941122896345,1.40589261356806,0.211152985076738,2.66745037532693,0.592032011422285,0.195831160547804,0.20223283343544,2.43578397072523,2.74955617303829,0.283118739662294,0.227551771251547,0.234162850151442,0.00189835849757438,76.58466676,3.829233338,23.41533324,2.341533324,0.472476347,0.047247635,2170.917687,68.19357041,7122.822788,1113.55447,10188.18441,113.1202672,3497.062219,47.57087945,169.9904676,2.008391761,9286.226748,52.89163723,1.822061766,0.018143107,4.003302375,0.01303687,17.60350666,0.055916446,12.98468362,0.038736948,2.384540089,0.027573287,5.751736844,0.031056177,130.7410525,3.61161766,74.87357579,2.455824743,12.32866657,0.090157301,1.561973031,0.011050293
"South Georgia","POB4","POB_1A",28,49.9,51.2,50.5,569.63,53284,310762.666666667,2.22333333333333,-1.45752326555371,0.482820864715546,0.328800340038877,-1.72686253047681,3.47237567572059,-2.3073463306331,-3.01859422988536,0.333225678372743,-4.8406389755984,-3.70690651504435,-1.38206275002438,2.36347815780471,6.62764763169725,4.83158624886639,0.165954337762433,0.770669060243795,0.239886845639536,0.167330628799766,0.625489423676582,0.250341064209057,2.20831331858857,1.78926440169367,0.287200356148244,0.220706240807268,1.99496572946105,0.851440866844709,0.201283935511926,0.233750176664788,0.228849786716772,0.00124628996708601,87.59589429,4.379794715,12.40410571,1.240410571,0.244004662,0.024400466,2171.860898,69.99185723,3469.760214,548.5435634,8486.165584,113.5689994,895.9237859,3.712913435,20.82763897,0.033753854,5236.857966,7.904742031,1.744792146,0.016065056,4.960356243,0.04228838,15.80996096,0.131657593,11.42068754,0.030793824,2.849946484,0.059820102,7.570509804,0.155315079,72.8129235,1.847012294,17.18374497,0.569492015,29.57490275,0.314279561,0.888794411,0.004728319
"South Georgia","POB4","POB_1E",170,200.2,201.3,200.7,3778.715,56279.5,308607,2.585,-2.5529143236172,0.672691011093083,0.240851410367254,-1.38183617081087,3.78932248476758,-1.23171434806122,-2.73648744552021,0.623182557070182,-4.6119448680369,-4.6119448680369,-2.707282064442,2.64762080115753,6.83686099899241,5.02359482507727,0.163121003302599,1.97637714399093,0.222324125487782,0.399644463946034,0.116395367641283,0.277605320033095,0.542117188854807,2.6653019746694,0.500771404872071,0.30256798453165,0.30256798453165,2.70660462068447,0.323855406056113,0.318454491347316,0.322016449343713,0.00058102893345554,90.43033688,4.521516844,9.569663124,0.956966312,0.19553168,0.019553168,1174.207943,27.83118166,2400.357628,469.7919771,8642.477927,44.44094574,801.6977423,5.447919707,36.65682759,0.143526014,4216.267239,32.77760325,2.271954503,0.026351824,5.449026456,0.081194255,21.7488349,0.236147769,13.08869613,0.221798509,1.471227527,0.026968532,7.201458477,0.064793003,74.88881968,1.125564608,61.85187886,3.055895553,25.45986142,0.240470523,1.206578596,0.004531403
"South Georgia","POB4","POB_1E",174,205.3,206.4,205.9,3794.655,61768,316590,2.785,-2.15352044339386,1.21619269524329,0.549745032200275,-1.49742724891078,3.89081203735538,-2.54300975159872,-2.647555650528,0.886758101756858,-4.30501215706057,-4.30501215706057,-4.52815570837478,2.8771185479151,7.18052250712987,5.37854419532653,0.164974558564626,0.966145010304189,0.477393407660793,0.320174894610123,0.038289116485522,0.354921590355324,2.44758419853061,2.29973397037433,0.377141059631609,0.359836136832213,0.359836136832213,0.359836136832213,0.417433154875085,0.361937875936042,0.354373648549619,0.00124789317375138,92.65904727,4.632952364,7.340952726,0.734095273,0.11158136,0.011158136,671.203386,21.6162379,1952.523172,218.6404276,8972.566944,34.12967311,425.2372973,0.497018146,16.04081162,0.113906463,4463.205174,10.69801489,2.357841082,0.017253038,5.732386915,0.045233891,16.99716777,0.060197834,22.19696967,0.067312524,1.345030318,0.019990451,4.507072476,0.042549091,72.70995502,1.557929404,15.96434618,0.56108485,24.59674485,0.057426185,0.498424917,0.001616171
"South Georgia","POB4","POB_1E",177,209.4,210.5,209.9,3808.20666666667,59408.6666666667,313049.333333333,2.49666666666667,-1.57482851249189,0.645560822821852,0.0903268763592185,-1.0306289156073,3.83889557336485,-1.9604289259834,-2.08685326743864,0.419334514452164,-4.55292926079438,-3.66385319193372,-4.77607281210859,2.6444728159698,6.91304114260378,5.09396314078624,0.162175865544562,0.438909780836647,0.365951386548781,0.385633399910967,0.138855380288014,0.234862619908464,2.14601287504489,0.666383146720791,0.557989704093597,0.317955492968472,1.31416534132852,0.317955492968472,0.298176162322626,0.317223201767829,0.314585708167052,0.000566302193824209,91.19679578,4.559839789,8.803204222,0.880320422,0.184025974,0.018402597,966.3699976,20.32549599,1898.735746,293.3554931,8491.223715,50.45533399,479.5621493,2.570425078,18.24332469,0.019603571,3877.868341,26.08294331,2.288764835,0.008064611,5.73476091,0.060947191,15.82014281,0.080391758,207.3506979,1.608385462,1.34312097,0.020569108,4.923991974,0.042179663,67.97188086,1.69098108,17.51428395,0.596695235,16.06999202,0.145313495,0.615251165,0.00252605
"South Georgia","POB4","POB_1E",183,217.6,218.5,218.1,3834.505,59044,317910,2.3,-1.26855069480226,0.192355947063236,-0.1751754929134,-1.54505936928957,3.45906457595863,-3.19966686526482,-1.04579495423401,0.380872030096833,-4.80185243459748,-1.00412863016792,-5.02499598591169,2.45362583253625,6.68703590973705,4.89227013178915,0.166168050924106,0.937380955564404,0.283183836165656,0.154632949468022,0.646450635213589,0.166354957987629,2.33272121798711,0.0596158717682585,0.275670005506414,0.248683980226246,0.64918606137612,0.248683980226246,0.157252912136341,0.252992166564003,0.246626560449508,0.00105775321748,93.17786444,4.658893222,6.822135563,0.682213556,0.106073404,0.01060734,830.0212998,22.185493,2695.909694,365.6885155,9941.343133,67.8628497,529.7623669,7.137702191,32.86168706,0.264664564,4178.753143,39.54682775,1.831540327,0.004141929,4.562006327,0.01793847,11.60136026,0.043405677,57.54928203,0.147104951,1.317793379,0.019651115,7.110169989,0.061757612,70.86899848,1.037513405,22.20522155,0.796323366,115.411572,0.355868611,0.641280303,0.004974302
"South Georgia","POB4","POB_1F",196,225.1,226.2,225.7,3857.985,60935.5,318950.5,2.57,-1.94244192179534,0.518375924631153,-0.126643194898242,-2.2989168257234,3.71973299698506,-2.47521763499895,-0.583122818039818,0.829232317967167,-4.31159267109097,-4.31159267109097,-4.53473622240518,2.92463154018878,7.19161360476211,5.40067757550861,0.16680948853142,0.97650372129706,0.199960380561378,0.238457219985769,0.948215677908076,0.077826948566597,2.85022063060377,0.174394479164324,0.120302640457944,0.0623784876656123,0.0623784876656123,0.0623784876656123,0.151519859902756,0.0681019985798988,0.0565911995117721,0.00192006810430702,91.46775887,4.573387944,8.532241127,0.853224113,0.159526515,0.015952652,332.5460231,9.544861073,1636.161804,330.2882839,8036.188927,71.09665906,239.9609433,1.838223974,13.73734444,0.177944148,3149.824249,10.20555269,1.671684594,0.012563671,2.913948883,0.024228913,9.523847911,0.044199036,35.48721301,0.197163042,0.884469773,0.011338154,1.954388234,0.03161487,60.2839156,1.59581613,6.231949264,0.630685992,48.65092158,0.270511984,0.284786898,0.002578236
