"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0017958156076962,0.00148537201647492,0.738789575,0.008034972,3.72879080652589,-8.74548599704275,16.2030676100945
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00180656912858322,0.0009164712553725,0.761205508,0.003005595,3.74838991596926,-8.72581801128631,16.2225978432248
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00080282918698467,0.00079015914802645,1.745989306,0.00454165,1.91899755464358,-10.5632235581149,14.401218667402
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00122733108785056,0.00081534826727306,1.171208352,0.012269219,2.69268454529527,-9.78575693340165,15.1711260239922
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00375654206877946,0.00143005122708389,14.98993637,0.050641414,7.30236386255305,-5.16543975358423,19.7701674786903
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00635096122658507,0.00148931843424536,4.788646274,0.037728077,12.0308900401682,-0.447166182059608,24.5089462623959
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00445073599960169,0.00173262137658507,6.375776882,0.021747503,8.56758508340267,-3.90086177672791,21.0360319435332
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0013626356277762,0.00076663242340733,17.04437568,0.072771457,2.93928735697421,-9.53806972934153,15.4166444432899
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.000777527720442,0.00075188145558966,5.701846016,0.226259322,1.87288370811299,-10.6095807514941,14.3553481677201
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00184351304018888,0.00044324819944041,1.54911114,0.010688746,3.81572300384185,-8.65825110015498,16.2896971078387
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00150977380536301,0.0007819266468509,4.068857773,0.02443965,3.20745787304235,-9.268786025268,15.6837017713527
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.002298966777155,0.00091245301017752,2.041238975,0.011991471,4.64582206915961,-7.82562616517687,17.1172703034961
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00179351873346239,0.00125507050008707,2.439569014,0.01043611,3.72460457859561,-8.74968698412698,16.1988961413182
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0013598504725999,0.00087388522643763,2.601276107,0.027240957,2.93421119990058,-9.54316762141896,15.4115900212201
