"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00110535866171565,0.00043457682270521,1557.061769,23.70865277,8972.24602531918,-3013.24566714585,20957.7377177842
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00095256488493045,0.00026751862317572,1397.543318,16.95048652,8922.10687398916,-3063.50148679868,20907.715234777
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00134011621405697,0.00035908885288464,2547.021617,33.02866289,9049.28152172722,-2936.03363123984,21034.5966746943
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00306932834846386,0.00053467863323521,6361.863436,96.22229039,9616.72105174568,-2367.3950294325,21600.8371329239
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00565597208931385,0.00078855174274732,8442.247188,102.4072847,10465.5260534157,-1517.12949731976,22448.1816041512
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0042312418661029,0.00062832502099639,8467.75867,27.42631931,9998.00201042767,-1985.40860233199,21981.4126231873
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00580533454358538,0.00065012494776174,10818.31417,94.24288942,10514.5392191042,-1468.04419144955,22497.122629658
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00445213008691055,0.00034665746965793,6975.196896,67.76762951,10070.4862971775,-1912.79931567462,22053.7719100297
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00386383929928701,0.00036955030931482,7326.374157,349.9533771,9877.4391623575,-2106.18581236513,21861.0641370801
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00686036694843217,0.00134488837236492,5816.665099,70.73844961,10860.7472291271,-1121.36454326332,22842.8590015176
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00901647550376912,0.00149240466299286,9084.977882,46.04204392,11568.272466179,-413.082136700374,23549.6270690584
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.005783137500884,0.00099395456670841,6626.492173,12.55357407,10507.2552779222,-1475.33876927039,22489.8493251148
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00528310965146769,0.00068442184614293,9905.624178,61.39912548,10343.1715531881,-1639.66989730027,22326.0130036764
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00554632021120713,0.00057622174136483,7180.738417,69.86799065,10429.5438804131,-1553.16547852427,22412.2532393504
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0063741776472636,0.0012115203337886,6732.62029,14.01324671,10701.2046125414,-1281.11624869215,22683.525473775
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00579470935066301,0.00105663848189103,6605.365982,65.89419971,10511.052570845,-1471.53592754313,22493.6410692332
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00585273139724728,0.00127655194384291,7089.603048,60.94161611,10530.0924573861,-1452.46833944503,22512.6532542171
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00480162174710457,0.00070953843520539,5586.311354,64.02588147,10185.171696071,-1797.92208971024,22168.2654818522
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00425606046304062,0.00047561982776683,5350.125775,88.24884284,10006.1462124616,-1977.25021031692,21989.54263524
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.0057777168134583,0.00073043433529231,5647.265231,93.13022455,10505.4764838321,-1477.12016537749,22488.0731330417
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00461319988461058,0.00065024658948136,5488.24581,18.21293292,10123.3412179177,-1859.85508208615,22106.5375179216
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00396506328888002,0.00055006181618535,6436.237221,74.4489504,9910.65573072316,-2072.90938056642,21894.2208420127
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00757254609955403,0.00099732764609818,5642.915643,47.45052762,11094.4482278425,-887.382744865761,23076.2792005507
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00528286283381571,0.00074435429079122,6500.001765,157.0216455,10343.0905601799,-1639.75101611403,22325.9321364739
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00563207260885263,0.00112655407146847,6176.904031,61.73924486,10457.6834586925,-1524.98375878809,22440.3506761731
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00604868400506224,0.00132058524045542,6093.055388,99.46457719,10594.3941433805,-1388.0745849789,22576.8628717399
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00517666201049774,0.00109175047749196,9697.311696,71.12002695,10308.2408479485,-1674.65519746885,22291.1368933659
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00611083762224602,0.00145557835625679,7288.66125,112.260405,10614.7898013926,-1367.65020289485,22597.22980568
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00835340521751641,0.00180090907846328,5866.599826,19.40433341,11350.6865008055,-630.871398564912,23332.244400176
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00773489487311056,0.00192213285475778,6764.508083,155.9717551,11147.7228434509,-834.048356579167,23129.494043481
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00641197684946031,0.00067684585879001,8457.047616,112.1937561,10713.6083894423,-1268.69571006054,22695.9124889452
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00854663267362037,0.00140735233157497,7198.222186,31.09232618,11414.0939305226,-567.40201495423,23395.5898759994
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00355622194700902,0.00082557381113979,6524.805309,142.7736565,9776.49478293235,-2207.31586831142,21760.3054341761
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00541798513683639,0.00078762662715822,6240.983611,108.9028532,10387.4308320271,-1595.34241490946,22370.2040789637
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00688987296482145,0.00117711627722223,7771.356271,103.9511198,10870.4296039726,-1111.66993339096,22852.5291413362
