"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP_overall","RMSEP","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"PB1","Ca","Bayes",0.848295610597957,0.747159350996595,1,947,0.636884102731344,0.428801053115093,5546.07861545861,0.437812064252784,1,0.65436049816905,"Preferred 1","Moderate confidence",FALSE,1
"PB1","Ca","PLS_LOO",0.735248061254937,0.686868825759716,0.80781691449777,947,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,2,0.640428498900347,"Acceptable 2","Moderate confidence",FALSE,2
"PB1","Ca","PLS_kfold",0.735248061254937,0.686868825759716,0.80781691449777,947,0.605172814508826,0.447133012734933,5921.70892622602,0.450351241681476,3,0.640428498900347,"Acceptable 3","Moderate confidence",FALSE,3
"PB1","Ca","RF",0.680991587353568,0.700979039635498,0.651010408930673,947,0.673677785504348,0.406496238911912,4915.58130206669,0.405320083182145,4,0.63469287550447,"Unstable","Low confidence (noise-dominated)",FALSE,4
"PB1","Ca","OLS_weighted",0.6,1,0,970,0.60078407376705,0.449611220751241,5620.88386479327,NA,5,0.593460749886599,"Unstable","Low confidence",FALSE,5
"PB1","Ca","OLS",0.498902608172033,0.812491924675323,0.0285186334170986,970,0.605349695781694,0.447032844459699,5504.63271481712,0.450923989941031,6,0.527514139089005,"Unstable","Low confidence",FALSE,6
"PB1","Ca","WLS_weighted",0.0655916806439982,0.00593467690114087,0.155077186258284,970,0.604732452698864,0.447382293228408,5447.03371534874,NA,7,0.212649992961434,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"PB1","Ca","WLS",0.063951417965293,0,0.159878544913233,970,0.604685117514639,0.447409080513934,5446.04597912254,NA,8,0.210194064930934,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"PB1","Sr","OLS",0.697408247934229,0.71436640577287,0.671971011176267,948,0.605940022011523,0.388440903375382,59.7735590156883,0.391554198151312,5,0.453394114796587,"Unstable","Low confidence",FALSE,1
"PB1","Sr","RF",0.6,1,0,947,0.694520038625107,0.34200712565981,43.8791563053624,0.346757684558846,1,0.7,"Unstable","Low confidence (noise-dominated)",FALSE,2
"PB1","Sr","Bayes",0.56855381920852,0.941931671457425,0.008487040835162,947,0.635271572146413,0.373704733132646,56.5643915636821,0.385058169520708,2,0.69096575996511,"Acceptable 2","Moderate confidence",FALSE,3
"PB1","Sr","PLS_LOO",0.526620372268069,0.806860508455139,0.106260167987466,947,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,3,0.681572628387012,"Acceptable 3","Moderate confidence",FALSE,4
"PB1","Sr","PLS_kfold",0.526620372268069,0.806860508455139,0.106260167987466,947,0.619560933054721,0.381668523678026,58.9814163562467,0.387403145926133,4,0.681572628387012,"Acceptable 4","Moderate confidence",FALSE,5
"PB1","Sr","OLS_weighted",0.4,0,1,948,0.588442221601662,0.396971381054182,68.563181097856,NA,8,0.104718684234131,"Unstable","Low confidence (uncertainty-dominated)",FALSE,6
"PB1","Sr","WLS_weighted",0.361761247520227,0.0982425556967709,0.757039285255411,948,0.605197017350042,0.38880693583257,61.616501941787,NA,7,0.201892249595952,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"PB1","Sr","WLS",0.312343665670168,0.0853975353187672,0.652762861197269,948,0.605899324973479,0.388460961218056,59.3656290640811,NA,6,0.224381265643544,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"PB1","Ti","RF",0.868683328857281,0.781138881428801,1,947,0.739729829501074,0.627892441456487,1631.97472441788,0.624680929647959,6,0.488300129057627,"Unstable","Low confidence (noise-dominated)",FALSE,1
"PB1","Ti","PLS_LOO",0.671147812997871,0.940538873364696,0.267061222447633,947,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,1,0.844778456730668,"Preferred 1","High confidence (signal-dominated)",FALSE,2
"PB1","Ti","PLS_kfold",0.671147812997871,0.940538873364696,0.267061222447633,947,0.756227776634957,0.607666319730726,1919.97750377683,0.620336808479536,2,0.844778456730668,"Acceptable 2","High confidence (signal-dominated)",FALSE,3
"PB1","Ti","OLS",0.649975486210991,0.846928105405201,0.354546557419676,969,0.729930592021033,0.639603384224678,2035.54425020404,0.644447515724916,3,0.743945564809684,"Acceptable 3","Moderate confidence",FALSE,4
"PB1","Ti","Bayes",0.6,1,0,947,0.757847910218222,0.605643649083077,2132.72586760655,0.617880211717454,4,0.716725313773472,"Unstable","Low confidence (noise-dominated)",FALSE,5
"PB1","Ti","OLS_weighted",0.565063017069017,0.763737109527156,0.26705187838181,969,0.718555763474536,0.652933928562262,2173.73266969499,NA,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,6
"PB1","Ti","WLS",0.21380616015661,0,0.534515400391526,969,0.728935134347202,0.640781067535794,1882.89538666468,NA,8,0.357525879797602,"Unstable","Low confidence (uncertainty-dominated)",FALSE,7
"PB1","Ti","WLS_weighted",0.213800780467962,0.016513639633561,0.509731491719564,969,0.72919658362992,0.640471967780676,1893.08238585334,NA,7,0.368739820212937,"Unstable","Low confidence (uncertainty-dominated)",FALSE,8
"PB1","Zr","RF",0.787666442450302,0.64611073741717,1,947,0.744758871788424,0.66394198898659,46.0449432203038,0.675449546082181,5,0.702260749030039,"Unstable","Moderate confidence",FALSE,1
"PB1","Zr","Bayes",0.650581499678216,1,0.126453749195539,947,0.7219222288162,0.693007515213175,84.3816359771264,0.70718613446717,7,0.654094190789526,"Unstable","Moderate confidence",FALSE,2
