"Element","Site","Model","n","Mean_ppm","SD_pred","Mean_CI_w","SNR_CI","SNR_smooth","Robustness_low","Robustness_high","Bootstrap_Unstable","Global_Rank","Robustness_score","SNR_CI_s","SNR_smooth_s","Robustness_score_site","Robustness_Rank","Stability_class"
"Ca","KER1","PLS_LOO",2293,9472.90111033002,5574.41296960071,18812.2614757269,0.296318067702453,0.000531764498822108,0.622366279387121,0.673824171997311,FALSE,2,0.640428498900347,0.720398478346236,1,0.832239087007742,1,"Stable"
"Ca","KER1","PLS_kfold",2293,9472.90111033002,5574.41296960071,18812.2614757269,0.296318067702453,0.000531764498822108,0.622366279387121,0.673824171997311,FALSE,3,0.640428498900347,0.720398478346236,1,0.832239087007742,2,"Stable"
"Ca","KER1","Bayes",2293,8751.96085145763,5597.22269935625,16505.2656909092,0.339117394665092,0.000497913028529552,0.580584613197987,0.631881887509872,FALSE,1,0.65436049816905,0.846144723953619,0.795700661137901,0.825967098827332,3,"Stable"
"Ca","KER1","OLS_weighted",2523,8175.34368390542,4942.99790346286,14016.5202545135,0.352655139343245,0.000453700111340587,0.625387834228473,0.593460749886599,FALSE,5,0.593460749886599,0.885919194443658,0.528868240778986,0.743098812977789,4,"Acceptable"
"Ca","KER1","OLS",2523,8572.7165714356,5005.45200389427,17275.5475128282,0.28974201831678,0.000450358761299047,0.540651034651228,0.508723950309354,FALSE,6,0.527514139089005,0.7010777651514,0.508702629108538,0.624127710734255,5,"Acceptable"
"Ca","KER1","RF",2293,8959.19746617138,6199.23386843272,15835.2169923053,0.391483986070105,0.000366069051734025,0.63469287550447,0.63469287550447,FALSE,4,0.63469287550447,1,0,0.6,6,"Acceptable"
"Ca","KER1","WLS_weighted",2523,8612.8305688864,4810.54345293707,91044.5216746843,0.052837264279622,0.000471520679947397,0.228327202639043,0.196400118297169,FALSE,7,0.212649992961434,0.00504150708786795,0.636418381232376,0.257592256745671,7,"Unstable"
"Ca","KER1","WLS",2523,8614.92222600509,4803.69886495613,93966.6373190531,0.0511213235038486,0.000472298748236003,0.226066086409575,0.194139002067701,FALSE,8,0.210194064930934,0,0.641114154726938,0.256445661890775,8,"Unstable"
"Sr","KER1","Bayes",2293,106.427157979867,55.2696365655615,170.227036699602,0.324681893294631,0.0439989859810887,0.670431000858213,0.664607186531096,FALSE,2,0.69096575996511,0.955294475958673,0.981300607416113,0.965696928541649,1,"Stable"
"Sr","KER1","PLS_LOO",2293,110.288746026803,57.183570539238,180.833821753846,0.31622165579776,0.0442543285040755,0.665137214992373,0.706278068621457,FALSE,3,0.681572628387012,0.930397628893289,1,0.958238577335973,2,"Stable"
"Sr","KER1","PLS_kfold",2293,110.288746026803,57.183570539238,180.833821753846,0.31622165579776,0.0442543285040755,0.665137214992373,0.706278068621457,FALSE,4,0.681572628387012,0.930397628893289,1,0.958238577335973,3,"Stable"
"Sr","KER1","OLS",2310,111.768506195615,60.0394216895538,189.853320516577,0.316241093525206,0.038379642072062,0.4039083667839,0.4039083667839,FALSE,5,0.453394114796587,0.930454830375837,0.569781536523928,0.786185512835073,4,"Stable"
"Sr","KER1","RF",2293,103.839585546053,50.9392358307348,149.877111494903,0.339873349056818,0.0305992045827372,0.7,0.7,FALSE,1,0.7,1,0,0.6,5,"Acceptable"
"Sr","KER1","OLS_weighted",2310,103.963180855407,52.1623789648335,844781.10012443,6.17466216480818e-05,0.0430268240991065,0.104718684234131,0.104718684234131,FALSE,8,0.104718684234131,0,0.910106681415702,0.364042672566281,6,"Marginal"
"Sr","KER1","WLS_weighted",2310,111.984947193024,57.8178498014588,1352.20624798249,0.042758159036555,0.0392459967756021,0.154507802351877,0.154507802351877,FALSE,7,0.201892249595952,0.125647306062931,0.633226929515664,0.328679155444024,7,"Marginal"
"Sr","KER1","WLS",2310,111.708061849111,60.5556110236847,1600.04123166489,0.0378462815990529,0.0381882243017107,0.175010613432746,0.175010613432746,FALSE,6,0.224381265643544,0.111192598212162,0.555763518712159,0.289020966412161,8,"Unstable"
"Ti","KER1","OLS",2505,1792.96621299997,2004.84883284873,5875.30030645659,0.34123342268063,0.00126605936432334,0.65709745782766,0.85053732341887,FALSE,3,0.743945564809684,0.668571764584033,0.851586928545376,0.74177783016857,1,"Acceptable"
"Ti","KER1","PLS_LOO",2293,2015.81199277526,2257.17310669116,6020.31553079914,0.374926047504281,0.00118086948848983,0.837276138595287,0.830923310271565,FALSE,1,0.844778456730668,0.758827068682555,0.71615696704169,0.741759028026209,2,"Acceptable"
"Ti","KER1","PLS_kfold",2293,2015.81199277526,2257.17310669116,6020.31553079914,0.374926047504281,0.00118086948848983,0.837276138595287,0.830923310271565,FALSE,2,0.844778456730668,0.758827068682555,0.71615696704169,0.741759028026209,3,"Acceptable"
"Ti","KER1","OLS_weighted",2505,1644.7521063486,1953.82266464677,5885.04415049059,0.331997962068627,0.00127480543231513,0.661337636082951,0.854777501674161,FALSE,5,0.661337636082951,0.64383194955362,0.865490924059478,0.732495539355963,4,"Acceptable"
"Ti","KER1","Bayes",2293,2036.44743795084,2338.99611889438,6052.97334902192,0.386421017246396,0.00103732862247854,0.716725313773472,0.716725313773472,FALSE,4,0.716725313773472,0.789619623287849,0.487963959739909,0.668957357868672,5,"Acceptable"
"Ti","KER1","RF",2293,2147.35789696802,3126.50186507312,6724.28524988752,0.464956757318619,0.000730383330019455,0.567933458438985,0.32663373171368,FALSE,6,0.488300129057627,1,0,0.6,6,"Acceptable"
"Ti","KER1","WLS_weighted",2505,1771.03820509488,1904.88800643817,19713.1072375604,0.0966305303107513,0.0013473632686935,0.287495950606143,0.480935816197352,FALSE,7,0.368739820212937,0.0133331611872376,0.980839196273402,0.400335575221703,7,"Marginal"
"Ti","KER1","WLS",2505,1769.35171471997,1891.22625894598,20634.5874464519,0.0916532139958621,0.00135941604100633,0.278278205138541,0.47171807072975,FALSE,8,0.357525879797602,0,1,0.4,8,"Marginal"
"Zr","KER1","PLS_LOO",2293,57.6664054875416,91.5755318604936,210.372556994483,0.43530170079596,0.0210420867308908,0.636302440083098,0.725687300269023,FALSE,3,0.706378060237768,0.739839552870067,0.589111275283545,0.679548241835458,1,"Acceptable"
"Zr","KER1","PLS_kfold",2293,57.6664054875416,91.5755318604936,210.372556994483,0.43530170079596,0.0210420867308908,0.636302440083098,0.725687300269023,FALSE,4,0.706378060237768,0.739839552870067,0.589111275283545,0.679548241835458,2,"Acceptable"
"Zr","KER1","RF",2293,58.4277811121764,52.9220239086659,198.771072053946,0.266246105943943,0.025974001508631,0.702260749030039,0.665138605066957,FALSE,5,0.702260749030039,0.452508924351464,1,0.671505354610878,3,"Acceptable"
"Zr","KER1","OLS",2523,46.3671551237403,135.631027844088,230.519455750783,0.588371282598897,0.0154042744115473,0.7,0.7,FALSE,1,0.880981965744907,1,0.119412665619578,0.647765066247831,4,"Acceptable"
"Zr","KER1","Bayes",2293,58.9190886658958,103.383521306804,214.021001555661,0.483053160929709,0.0172400695574161,0.611623572413085,0.674034973384045,FALSE,7,0.654094190789526,0.820998990775221,0.272356818209402,0.601542121748893,5,"Acceptable"
"Zr","KER1","WLS_weighted",2523,47.7146941678421,146.882495585187,335.383485424305,0.437953870624729,0.014149873124935,0.589165235970157,0.589165235970157,FALSE,2,0.769948752269116,0.744347239377013,0.0149057209203066,0.45257063199433,6,"Marginal"
"Zr","KER1","WLS",2523,47.3898361330945,144.163140161595,505.857180827642,0.284987829817356,0.0144350130469594,0.488032175732776,0.488032175732776,FALSE,6,0.668897574495213,0.484362772813466,0.0386613582754297,0.306082206998252,7,"Marginal"
"Zr","KER1","OLS_weighted",2523,33.3676331235952,142.251627897805,27329374.2176453,5.20508178361286e-06,0.0139709591249695,0.243417629025981,0.243417629025981,FALSE,8,0.243417629025981,0,0,0,8,"Unstable"
