Location,Site,Section,sample,min_depth,max_depth,depth,SH20_mean_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd
Isla Hermite,HER42PB,HER42PB_1A,5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,1.421538462,1.155754723,0.836599318,0.375716469,1.174993998,0.639752108,-5.759536308,-5.146491386,-5.785605595,0.033059517,1.333607604,0.775032239,-0.359657757,0.594406903,0.180820653,-7.372468368,-5.737435769,-5.910332335,-6.560120332,-3.055789581,-6.775434996,-7.03405154,-6.515880566,-7.525055034,-5.770852485,-4.977925042,-5.790293794,-5.130923887,0.005911097,0.65027496,0.695992722,0.207039614,1.096698073,0.315652577,1.686923564,1.706065252,3.362509207,-0.044115801,1.099217931,0.801514749,-0.842586803,4.672515399,4.71082809,3.3623283,1.569654519,5.035670721,-3.141390176,-2.083740119,-2.669777336,-1.037866566,-1.074607394,0.911467151,-1.819082782
Isla Hermite,HER42PB,HER42PB_1A,7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,1.385384615,1.497302964,1.035266717,0.518478739,1.159381143,1.321890368,-5.178038836,-5.011371277,-5.591895448,0.220528944,1.086124813,0.819389532,-0.282478691,0.806913144,0.186126875,-6.531502963,-5.796468178,-6.602966081,-6.765752727,-2.155055772,-6.371966265,-6.674454782,-6.406471747,-7.535864186,-6.561359617,-5.314656171,-5.570389437,-4.773942167,0.008447015,0.548143191,0.5831596,0.204575683,0.947774552,0.356262969,1.59409146,1.589393859,3.346012959,-0.155563901,1.035486762,0.618602455,-0.885273101,4.628909248,3.831692707,1.858459034,1.128992013,5.544073737,-2.828757174,-1.585465081,-1.20088832,-1.635873745,-0.883740101,-1.468877758,-2.765588036
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,1.265944994,0.903709959,0.60840819,1.001245255,1.143832763,-5.178716426,-5.128929512,-5.738730647,-0.883393248,0.985252815,0.684881117,0.163204369,0.428515275,0.176783745,-7.322868024,-5.414305108,-5.511722532,-6.498529534,-1.80436169,-5.961752437,-7.095009975,-6.309431448,-11.88715831,-6.262115337,-5.170564674,-4.987451302,-5.074157665,0.006256354,0.526624157,0.600320178,0.081972205,0.868910931,0.36701962,1.550916598,1.656613191,3.498825548,-0.307805365,0.951254645,0.674563438,-0.915850486,4.650759026,5.640496325,3.236654476,0.683869442,5.163686077,-2.279526419,-1.75766943,-0.529731273,-1.918127853,-1.400035139,0.254765027,-2.791510161
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,0.844668256,0.375208908,-0.062903298,0.453676489,-0.16268003,-5.807857582,-5.151785948,-5.341082803,-0.269355861,0.883048406,0.659369267,0.081171099,0.425418688,0.176709254,-7.357680192,-6.220530979,-7.350969506,-7.407503718,-4.290279157,-6.538837043,-6.782518888,-6.490350013,-8.045567035,-6.072647576,-5.654569746,-5.701574499,-5.921797725,0.002680377,0.629315558,0.790177229,0.198772438,0.958013225,0.162798348,1.676571218,1.848672735,3.523374676,-0.261478636,1.026417746,0.825198608,-0.72253555,4.403435365,4.397915507,3.171309533,1.3826807,4.778325328,-2.879808797,-1.872729909,-0.581020222,-0.68052328,-1.681229828,0.704934597,-3.513469998
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,1.082266551,0.601616949,0.358381792,0.987498916,0.322703946,-5.368726377,-5.02953048,-5.225861141,-0.40245706,1.08060037,0.839795272,0.085888315,0.685238259,0.183069921,-6.968214901,-6.018882972,-6.285208271,-6.679252955,-3.054380368,-6.397149249,-6.848489686,-6.194441314,-8.306567135,-6.398934164,-4.914383796,-5.591325023,-5.057649109,0.006360495,0.786805106,1.060658312,0.314598188,1.032607245,0.044395604,1.5939122,1.855282833,3.366514374,-0.335786322,1.113932792,1.283081242,-0.229201314,5.367244989,5.663251895,3.333638871,1.599530193,3.646951923,-2.741230856,-1.444260895,-1.85484195,-0.485112527,-0.554019321,1.264040317,-0.919667828
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,1.266029708,0.926215662,0.599652328,1.159128022,0.436303577,-6.323207332,-5.105155928,-5.510484316,0.254586157,1.255139196,0.880270239,0.130446686,0.80949289,0.186192238,-7.215457931,-5.293489995,-5.695327952,-6.622482679,-3.564148756,-6.663621092,-7.046564026,-6.351105482,-7.313092498,-6.367171589,-5.2639272,-5.745367008,-5.504223427,0.004069548,0.633442372,0.717362586,0.376998257,1.139282615,0.195985378,1.894105313,2.059525932,3.736965868,0.000191248,1.117931079,0.62022198,-0.689748236,5.352491858,4.864266648,3.814359005,0.49867339,4.086861125,-2.222484855,-1.420714657,-1.39583706,-2.1360698,-0.990993656,0.054537439,-1.588354155
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,1.796969361,1.090259625,0.783304055,1.470668593,1.22497741,-4.852432588,-5.070113914,-5.211354551,0.328450222,1.655694988,0.948280299,0.292700367,1.602446656,0.207411269,-6.134809444,-5.853517453,-5.92510765,-6.302153951,-2.906878665,-5.888101659,-6.320860954,-6.718817755,-7.142879256,-5.181047744,-4.759880529,-5.840813751,-4.919561996,0.007302329,1.005203339,1.185099116,0.651271177,1.559433641,1.023910297,2.265178889,2.405855349,4.12140481,0.280222294,1.508063799,0.967006244,-0.369883345,4.792969401,5.288365919,3.446999811,2.052231094,6.508355892,-2.423372911,-2.327148211,0.02905825,-0.317335187,-0.807276923,1.634181966,-1.469815441
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,2.007116344,1.575534816,1.052735024,1.580672504,1.025812205,-5.473433706,-5.070667055,-5.198759505,0.549920832,1.667242878,1.009176024,0.209198019,1.331364924,0.199898233,-5.907679352,-4.634665881,-5.101648043,-6.497636056,-2.201976173,-5.802423801,-6.15758785,-6.426565427,-7.046471817,-6.048659549,-4.644761899,-5.090690154,-4.70687699,0.009032944,0.8833418,0.96046369,0.55041757,1.422772081,0.719291235,2.084668936,2.171246473,3.778294898,0.153958461,1.372814209,0.703018217,-0.311990957,5.441724733,5.226724139,3.683043927,1.380544352,5.272868209,-2.289389529,-1.554296967,-1.560844463,-1.451380535,-0.727511786,1.010403261,-2.759610063
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,1.160444926,0.764235647,0.635901103,1.022891084,1.019006112,-5.364120023,-5.121354522,-5.663947816,-0.550030386,1.286811721,0.688323374,0.032828281,0.591697058,0.180753975,-7.221946387,-5.976725919,-5.394387927,-6.691156606,-1.741609761,-5.995956928,-6.646819409,-6.299827669,-8.824020245,-5.772523317,-5.044200784,-5.587378136,-4.606823949,0.009983476,0.988256361,1.244540561,0.456322403,1.424502058,0.882717397,2.16589615,2.194981317,3.547831849,0.195669038,1.391078953,1.092145354,-0.586311623,5.398779652,5.255893125,3.894986738,0.809772667,5.576062202,-2.649995061,-1.420647677,-1.077541043,-0.674966757,-0.205215939,0.072966096,-1.825388954
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,1.08272329,0.692071726,0.374031654,0.901507427,0.870636312,-5.402938675,-5.080637079,-5.303652858,-0.168408983,1.035150123,0.567514529,-0.225216081,0.4760399,0.177930938,-6.975206648,-5.80882821,-6.231778728,-6.933256756,-2.488109638,-6.30402739,-7.351594713,-6.539373912,-7.915134123,-5.971671853,-5.726681609,-5.696864507,-5.400147415,0.004515915,0.73928845,0.966115607,0.45823392,1.244015821,0.782893327,1.832878565,2.157736269,3.710879292,0.038792191,1.127875518,0.826599542,-0.417204658,4.926573386,4.183725804,3.003474168,1.930864146,5.735738237,-2.33403669,-1.365628746,-1.388587216,-0.568672343,-1.845753346,0.300324708,-1.591156844
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,0.968645851,0.635689232,0.337586414,0.853868933,0.249489363,-6.040291188,-5.202415331,-5.644619791,-0.039752335,0.998318826,0.711350861,-0.118749293,0.515164445,0.178880947,-7.518110462,-6.753570902,-6.519798724,-7.174046144,-4.248202132,-6.727954253,-6.905895427,-6.236004663,-7.721711752,-6.237552506,-5.523743716,-5.668269045,-5.131623536,0.005906962,0.418972163,0.686156646,0.07939099,0.848501765,0.176281469,1.770143213,2.406559113,3.326925124,-0.200474315,0.870516331,0.683559626,-0.776332763,4.811088372,4.328183039,2.747256993,1.356400637,5.457256469,-3.528174154,-1.09335424,-1.023602845,-1.288730465,-2.047054603,0.455317458,-2.196719995
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,0.845826026,0.493017629,0.220164869,0.75711131,0.155222189,-5.196507966,-5.089285129,-5.317282883,0.401681654,0.980277533,0.786734124,0.13944712,0.694553552,0.183302172,-7.526299646,-6.351651975,-6.852459409,-7.36101073,-3.671649207,-6.516440924,-6.577288809,-6.861792972,-7.19407425,-6.175585722,-5.295189526,-5.477713234,-4.87009738,0.007672618,0.1478888,0.0452188,-0.173662585,0.558930795,-0.117603997,1.420675873,1.672148342,2.7727866,-0.583093206,0.593591537,-0.160029734,-1.128194273,4.243881986,2.708932297,2.411300521,0.310123451,4.876902804,-2.945477411,-2.767507398,-1.737073406,-1.324314288,-4.105919089,-0.440127271,-3.843714335
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,0.921449683,0.576970051,0.378725855,0.796542954,0.313870951,-5.396155615,-5.067214527,-5.517259818,0.14892899,0.81857515,0.701982499,-0.384945604,0.57470387,0.180336404,-7.511024851,-6.606298076,-6.376472561,-7.102594616,-3.722724239,-6.237074927,-6.864778837,-6.569890024,-7.294647747,-5.923607901,-5.295133906,-5.889682076,-4.794832855,0.008272381,0.47595158,0.707604894,0.239591213,0.957947974,0.417622959,1.624492726,2.110585019,3.588540476,-0.078441026,0.816500988,0.665221401,-0.737786441,5.001461194,5.196051171,3.165621572,1.724785045,5.492626242,-2.381840964,-1.901258323,-1.984213736,-1.824831361,-0.986213536,-0.033504921,-3.201827895
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,0.688072231,0.428442926,0.202992405,0.88540376,0.388022308,-5.966249958,-5.077379715,-5.528416148,-0.362314441,1.248559028,0.773213062,-0.185947585,0.490760313,0.17828778,-7.313570596,-5.80129841,-6.217354001,-6.600317323,-3.008214694,-6.616837168,-6.851035527,-6.640293687,-8.2278358,-6.068841471,-5.518966974,-5.897995331,-5.38546576,0.004582705,0.826813939,0.991521891,0.422166563,1.284900178,0.447474565,1.886447702,2.361469979,3.568596977,0.022421505,1.240803773,0.847297248,-0.71140503,5.81941896,5.309420086,3.646931832,2.259844884,5.390038717,-2.19992869,-1.112298095,-0.617862874,-0.169472721,-0.302452882,1.105806453,-1.979255667
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,0.588881838,0.398002926,0.13542418,0.603318408,0.145620396,-5.686954007,-5.088603631,-5.289296385,-0.049504137,0.936619055,0.774010434,-0.022629943,0.642541159,0.182009144,-7.807052241,-6.300220292,-6.21328776,-7.244366174,-3.413027162,-6.390611766,-6.912703385,-6.541724872,-7.371936139,-6.287342231,-5.188119512,-5.471710793,-5.631594927,0.003582856,0.561882568,0.796965544,0.232095065,0.993807113,0.182720679,1.831881403,2.14834006,3.566877169,0.01802593,1.008077985,0.780208483,-0.668725181,5.049672075,5.34450943,3.256280513,0.374713208,4.341826179,-4.200405123,-2.134746628,-0.916075385,-1.426326105,-0.566929322,-1.21607242,-2.432307714
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,1.966862758,1.613794507,1.160071892,1.938501965,1.259391826,-5.12772595,-5.062149673,-5.272147798,0.303958408,1.706835191,1.131441861,0.110866614,1.844958191,0.21437147,-6.79947977,-5.437127114,-5.729462995,-6.822974166,-2.672787137,-6.146321739,-6.587699641,-6.289894859,-7.15978678,-5.924332165,-5.366205733,-5.325460631,-4.705334099,0.009046891,1.012606003,1.387416046,0.69637737,1.669342072,0.845793845,2.400470137,2.496801246,3.894930065,0.404139881,1.538764515,1.087428275,-0.2877293,4.71687054,4.060688639,2.921579777,1.447291442,5.905521282,-2.288081658,-1.082327344,-0.896569699,-0.305920126,-0.683704569,-0.201847226,-2.258243064
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,1.6034503,1.281034995,0.821250473,1.448575293,1.00938945,-5.476962327,-5.038541569,-5.222930025,0.423136885,1.535737056,0.999585254,0.222864275,1.345456678,0.200281993,-6.43143197,-5.32109779,-5.419566101,-6.72347617,-2.117095611,-5.932358055,-6.735832688,-6.283306315,-6.824330332,-5.948791789,-4.626528171,-4.977623814,-4.90635373,0.007399419,1.015746791,1.40414694,0.575866065,1.529283017,0.613805291,2.21204748,2.056777605,3.682873316,0.193059959,1.456834825,1.076132978,-0.459206941,5.205259802,6.049766314,3.874854383,2.121858393,4.308682171,-3.387374983,-1.764491039,-0.92229687,-1.217634211,-0.468951039,1.087695434,-1.528532411
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,906.45,19630.15385,52476.30769,1.318461538,1.027498234,0.641787203,0.335198721,0.985910598,0.342958614,-5.502405823,-5.130650447,-5.610109854,-0.883393248,0.910066629,0.678366807,-0.076909131,0.479081249,0.178004606,-7.715547472,-6.35913395,-6.660797476,-7.112838893,-3.688639285,-6.224775665,-6.74888898,-6.683453357,-11.88715831,-6.231655509,-5.610250244,-5.989889255,-5.392691321,0.004549712,0.611188785,0.911975171,0.250948909,1.080651075,0.334126173,1.734883277,2.04555782,3.541773709,-0.250192465,1.018929069,0.834001581,-0.771091741,5.336013036,5.495111107,3.241839409,1.919994597,4.750759524,-2.748069284,-2.089608733,-1.378107223,-1.403989822,-0.314269051,0.90509682,-2.207963368
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,961.9553846,18939.23077,47732.76923,1.345384615,0.513667512,0.186278899,0.249679161,0.496421315,-0.139668147,-6.286102459,-5.173479791,-5.524920757,-0.883393248,0.415179146,0.576230545,-0.105791881,0.170069164,0.17067339,-7.634420366,-6.25809789,-5.134367523,-6.654675156,-3.24076031,-6.809307421,-6.89831934,-7.064347279,-11.88715831,-6.636757503,-5.183556651,-5.669256087,-5.034416725,0.006509994,0.738786981,0.995292401,0.436163847,1.25737474,0.391857104,1.966277332,1.998026031,3.705017904,-0.125871212,1.183483652,0.841156769,-0.199563367,4.379471335,4.444447162,3.09326782,1.275602711,5.854502523,-2.440041998,-2.567923443,-1.51633842,-0.90693197,-0.725043005,0.171061033,-2.162288311
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,977.5775,19813.25,51338.0625,1.355625,0.553014255,0.290982316,-0.039384779,0.526019068,0.066293642,-5.779483812,-5.143800758,-5.465909065,-0.182457558,0.561271956,0.575641535,-0.252837135,0.073613598,0.16844744,-7.627243242,-5.976170548,-6.838929415,-7.059614995,-3.289849158,-6.395986898,-6.636354414,-6.681633921,-7.618164869,-6.24418171,-5.510777245,-6.09978308,-5.45349021,0.004281336,0.491787236,0.61187608,0.228527278,0.89764738,0.271058931,1.68615758,2.035019059,3.806609778,0.628499192,0.863235789,0.588420029,-1.010674779,5.101679546,3.222334767,1.590093342,1.078356869,4.776185368,-2.779250656,-1.720000195,-1.047021766,-0.827463059,-1.254602421,0.642910825,-2.623036021
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,1058.646923,16921.61538,49881.46154,1.324615385,1.782515729,1.388182064,0.847741897,1.521798974,0.863714318,-5.826350816,-5.113093153,-5.371430084,0.573565871,1.418499085,0.991845355,0.160416008,1.17429958,0.195670324,-5.603729932,-4.360060773,-5.135173128,-5.652427088,-1.916430894,-6.157946682,-7.260323936,-6.598754776,-7.16708319,-5.34269738,-3.91839937,-5.282986254,-3.834248487,0.021617578,0.814575498,1.232620057,0.407054088,1.269589974,0.368996038,1.981504832,1.895111199,3.365497466,-0.007174195,1.201493395,1.084758995,-0.411151717,5.499947838,5.320222614,3.391488777,-0.039856423,5.250433518,-3.5652739,-3.344937273,-1.024561342,-0.788378237,-0.816642453,-0.235225424,-1.798753637
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,1151.604167,19878.16667,52794.58333,1.33,0.382381328,0.223555217,-0.004453188,0.412729578,0.287607259,-5.54473603,-5.110078987,-5.888741181,-0.883393248,0.401952036,0.442829939,-0.278641137,0.059867316,0.168132583,-7.670920051,-6.698206992,-7.14705764,-7.60365037,-3.112835092,-6.49594449,-6.764675205,-6.564942398,-11.88715831,-6.260640126,-6.099913523,-5.970596251,-5.207999754,0.005472609,0.692128907,0.969838712,0.182223891,0.972911818,0.844990681,1.979167087,2.081543932,3.436021104,0.083452493,1.001669158,0.926892572,-0.775861827,5.045159428,4.879368851,3.618488769,-0.098378957,6.078984688,-1.898454495,-1.369894666,-2.442114759,-0.561480208,-1.359653065,0.084563207,-2.009335304
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,1233.236667,21778.75,54049.75,1.334166667,0.133884083,-0.084693618,-0.512629325,-0.291507962,-0.279201221,-6.068361227,-5.221156964,-5.671548574,-0.883393248,-0.127721863,0.078660096,-0.093510197,-0.408862289,0.157741404,-7.907656237,-6.573799477,-7.251603666,-7.209673603,-2.935506804,-6.699972042,-6.817923236,-6.674688178,-11.88715831,-6.690391429,-5.681111875,-5.968525592,-5.053926956,0.006384214,0.601032223,1.054646348,0.50006229,1.234697721,0.113666298,1.68880827,2.079137954,3.328263232,-0.383522132,0.924220529,0.971437051,-0.246943072,5.20795399,6.31872079,4.18492333,2.647985816,5.163249134,-2.087810101,-2.074956614,-0.215650451,-0.503558811,-0.552564139,1.978636108,-0.581895622
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,1270.93,20312.92857,50184.42857,1.258571429,0.195632441,0.18388682,-0.443989236,-0.119675735,-0.648466856,-6.38742434,-5.244107714,-5.980450859,-0.505730119,0.160639546,0.40516448,-0.239325992,-0.14006508,0.163619124,-7.393994894,-6.564665851,-7.380045182,-7.228706055,-4.076088389,-7.035529578,-7.198928348,-7.107390021,-8.722274223,-6.572279623,-5.625310122,-5.734027674,-5.20900011,0.005467138,0.207050067,0.556530941,-0.091252202,0.474200868,-0.32179467,1.157337038,1.869007664,3.256830269,-0.83167047,0.454703996,0.690815054,-0.962499309,4.525022913,5.611141254,2.277073309,1.115507825,4.241351453,-3.170201405,-1.375185968,-2.695413571,-2.350564044,-1.440006562,0.744259133,-1.96292196
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,1396.852308,21612.38462,53592,1.345384615,-0.190364827,-0.222144295,-1.004173893,-1.025031541,-0.768776726,-5.788884536,-5.313676143,-5.621653887,-0.51020807,-0.173387246,0.059087085,0.095163343,-0.495144173,0.155899836,-7.939922561,-6.678739246,-7.770809124,-7.789485086,-3.902823443,-6.589061203,-7.145851862,-6.842764287,-8.631000794,-6.678929239,-5.768921743,-6.222203376,-5.33838478,0.004803623,0.499073292,0.662726219,0.139505405,0.753514565,0.10405718,1.390603961,1.91163009,3.100262851,-0.610655913,0.787431738,0.699502885,-1.073984796,4.41052859,4.746514422,3.241915488,1.118480607,4.724663377,-2.381657099,-2.49468924,-2.851980978,-1.242991346,-1.053770977,0.477629026,-2.021882901
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,1480.034615,20654.53846,50993.53846,1.311538462,-0.164787212,-0.132076676,-0.681412442,-0.281455344,-0.867777603,-5.97512443,-5.159603447,-5.949159687,-0.74380371,0.005880992,0.297021641,-0.299134425,-0.251288906,0.161160914,-8.160909837,-7.006037093,-7.459906098,-7.412129994,-4.200389699,-6.615704617,-6.963352293,-6.793728612,-9.843736081,-6.507987698,-6.385125953,-5.722790328,-5.549292225,0.00389021,0.119633678,0.517236992,-0.181568926,0.3501859,-0.441385426,1.049755927,1.70286099,2.995823411,-0.922426092,0.304335781,0.631643111,-1.27929474,4.481550786,5.595788819,3.046903367,1.144386811,3.862433422,-3.07918008,-2.834650543,-1.210570656,-1.865250831,-2.100485223,0.258869063,-2.846905541
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,1611.23,18959.91667,48486.91667,1.343333333,0.759326519,0.472555085,0.164012118,0.657566006,-0.036845367,-5.990162428,-5.17902065,-5.843123357,-0.883393248,0.47751194,0.639625005,-0.183233966,0.358201662,0.175100004,-7.792887057,-6.370356061,-6.600745055,-7.238810061,-3.717029893,-6.430516811,-6.92189403,-6.3462106,-11.88715831,-6.266889429,-5.395921047,-5.292475627,-5.28337177,0.005075289,0.653589403,0.92424306,0.330740168,1.005721741,0.217027232,1.667964065,1.957379884,3.385831651,-0.256474545,1.058072325,0.864468531,-0.6471065,5.130727036,4.96321316,3.330463762,1.246949839,4.379841012,-3.308269793,-1.559228347,-0.774652713,-0.765478754,-0.710336638,0.831036965,-2.003234251
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,1669.448462,18723.15385,49544,1.31,1.00831043,0.6913712,0.243559812,0.765486923,0.119026005,-5.849556917,-5.139208734,-5.550289331,0.981008938,1.014586881,0.669127647,-0.296900987,0.283027645,0.173317609,-6.855149428,-5.942487722,-6.386241537,-6.519858295,-2.657743069,-6.555605624,-6.786228383,-6.73316558,-6.615245699,-6.109667266,-5.612186143,-6.102625235,-5.236411195,0.005319313,0.353814593,0.670216634,0.128001495,0.771646709,-0.052956881,1.417303846,1.960265911,3.418836804,-0.537556285,0.775556947,0.696198082,-0.783091937,4.331193949,5.356390359,3.403718686,0.336403785,4.150877908,-2.782401236,-3.242741278,-1.543008327,-0.686119914,-1.751085017,0.252468012,-3.186286934
Isla Hermite,HER42PB,HER42PB_1E,158,169.3,170.5,169.9,1768.774615,20527.46154,50818.76923,1.289230769,0.077939046,-0.318627281,-0.785666934,-0.605642476,-0.647761432,-5.857624879,-5.290744052,-5.578237951,-0.443474414,0.118333559,0.146900344,-0.03621731,-0.252255485,0.161139714,-7.839769861,-7.098561609,-7.350012976,-7.646296743,-4.396716936,-6.687298992,-6.878436132,-6.622166342,-8.398233668,-6.444721642,-5.881673223,-6.000797318,-5.370669057,0.004651018,-0.933531233,-0.968110207,-1.036179908,-0.592119225,-1.140785366,0.231350929,1.042011838,2.058675152,-1.643431735,-0.443653648,-0.922802772,-1.745696835,2.634340456,3.933862532,0.849800203,-2.067035014,3.144592027,-3.910085234,-2.895328977,-3.008530503,-3.004186389,-2.814291104,-2.061543441,-3.690991723
Isla Hermite,HER42PB,HER42PB_1E,162,175.6,176.8,176.2,1865.005385,20266.61538,50557.07692,1.296153846,0.258162034,-0.034572733,-0.434204092,-0.195082983,-0.64622843,-6.396320708,-5.224123225,-5.927662161,-0.377685264,0.484756767,0.367070697,-0.220083155,-0.350085547,0.159008354,-7.978045511,-7.37875342,-7.465294592,-7.529584966,-4.057307672,-6.953918997,-7.03516688,-7.120594824,-9.020657086,-6.264616175,-5.939179748,-5.989195102,-5.468585799,0.004217192,0.233450766,0.45460564,-0.018658917,0.549437465,0.040966123,1.709593264,3.304150111,3.748465474,-0.204547118,0.565402111,0.520222243,-0.989825187,4.497492084,5.156500728,2.658860915,1.145597141,4.792536356,-2.875774289,-0.137869265,-0.374278562,-0.70473385,-1.449777324,0.329963437,-2.87371521
Isla Hermite,HER42PB,HER42PB_1E,166,181.9,183.1,182.5,1961.419231,20731.53846,52902.38462,1.318461538,0.110338184,0.00505231,-0.451832601,-0.169781937,-0.279490202,-5.626418797,-5.139086682,-5.559101096,-0.883393248,-0.893960717,0.329057465,-0.219458912,-0.153949609,0.163310219,-8.177039142,-6.815035221,-7.40700605,-7.537435477,-3.60754418,-6.519506563,-7.40647407,-6.800760766,-11.88715831,-7.306107138,-5.721318926,-6.059810713,-5.639456139,0.003554801,0.086846672,0.38641648,-0.371928467,0.233898995,-0.059138955,0.985070984,1.780381746,3.017376753,-0.863386271,0.094905806,0.499188913,-1.079863073,4.228434397,4.775941094,2.002291107,0.76455723,5.281425912,-3.681974588,-1.322935737,-2.14991235,-0.879976739,-1.894623224,-0.694477565,-2.142810511
Isla Hermite,HER42PB,HER42PB_1E,174,194.9,196.1,195.5,2158.501538,20100.38462,49962.53846,1.267692308,-0.052012042,-0.122943566,-0.637431505,-0.53315145,-0.870766636,-6.406438544,-5.231188333,-5.759919301,0.311993346,0.390677843,0.199019325,-0.17211572,-0.384755791,0.158259801,-7.979288408,-6.979483949,-7.416785376,-7.466786206,-4.887420368,-7.187714909,-7.127610001,-6.856305985,-7.367628625,-6.519282311,-6.335425314,-5.823471904,-5.438817348,0.004344619,0.068200688,0.469695217,-0.312125086,0.169074558,-0.441445001,1.448589937,1.52715226,2.80242638,0.009979782,0.203725884,0.587205592,-1.298691382,4.125302557,3.755629381,1.774309912,-1.469977816,4.334207586,-2.43387427,-3.048459121,-2.796996077,-1.622404821,-1.95463147,0.504385752,-3.300019261
Isla Hermite,HER42PB,HER42PB_1E,179,202.5,203.6,203,2273.884167,20055.5,49857.58333,1.296666667,0.066253066,0.151483649,-0.430554522,-0.177900682,-0.569061335,-6.355185232,-5.290857045,-5.814758393,-0.695044064,0.110843578,0.339869949,-0.056194051,-0.339782912,0.159231477,-7.941548365,-6.629806832,-7.032049108,-7.540504253,-3.638190715,-7.103908779,-6.96954946,-7.040596599,-9.537524688,-6.490746342,-5.187034416,-5.648191445,-4.67844039,0.009293497,-0.022081714,0.212035109,-0.144889835,0.21617735,-0.180477815,1.138669036,1.800324636,3.253247711,-0.090995333,0.173814209,0.534927132,-1.509489885,3.341683336,4.909091741,2.573000399,-0.557400263,4.026380039,-3.130028919,-1.592904574,-1.341972144,-1.512274419,-2.471774231,0.774258314,-2.501688537
Isla Hermite,HER42PB,HER42PB_1F,184,201.4,202.5,202,2256.428333,17848.91667,46531.83333,1.351666667,0.8260829,0.553132045,0.328873462,0.65476493,0.129362332,-5.520375067,-5.181151867,-5.578484903,0.09284374,0.927328951,0.718506936,-0.045707025,0.583513292,0.180552756,-7.123527747,-6.095788744,-6.039016881,-6.901880595,-3.120215695,-6.415109145,-7.029290763,-6.54031103,-7.521671241,-6.110074023,-5.211651891,-5.73982353,-4.930169471,0.007225279,0.568751573,0.898894875,0.321006106,1.093937673,0.170938434,1.694009363,2.033835666,3.295083143,-0.117437688,0.984728472,0.880593838,-0.720641904,5.434614404,5.583797781,4.370453101,1.535855909,4.598103296,-2.641133688,-2.308970255,-1.161667038,-1.46277305,-0.787166285,1.0659643,-1.36676301
