"Location","Site","Section","sample","min_depth","max_depth","midpoint","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err","fit","lwr","upr"
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,0.148386395,0.014838639,16.82974775,1.682974775,18.1100672230437,-1.21616694077054,37.4363013868579
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,0.149994636,0.014999464,13.84436494,1.384436494,18.4206363175244,-0.902567643732272,37.7438402787811
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,0.146540879,0.014654088,12.21081609,1.221081609,17.7536777061928,-1.57634929000746,37.0837047023931
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.157429024,0.015742902,16.79692387,1.679692387,19.8562987270629,0.54377090216591,39.1688265519598
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.149080326,0.014908033,14.8081316,1.48081316,18.2440729611775,-1.08082229794484,37.5689682202999
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.155207238,0.015520724,16.33050513,1.633050513,19.4272473186297,0.11210314516806,38.7423914920913
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,0.153555878,0.015355588,15.40632226,1.540632226,19.1083514691508,-0.209054542946458,38.4257574812481
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,0.152441264,0.015244126,18.59519446,1.859519446,18.8931071987488,-0.425978333032905,38.2121927305306
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,0.15642402,0.015642402,14.38022471,1.438022471,19.6622213579189,0.348570713617569,38.9758720022202
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.157741722,0.015774172,20.19056256,2.019056256,19.9166841635155,0.604485251133294,39.2288830758976
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.162401839,0.016240184,35.50400774,3.550400774,20.8166042108618,1.50815698960335,40.1250514321202
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.160799985,0.016079999,15.3832195,1.53832195,20.5072685166031,1.19777485817074,39.8167621750354
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.169451375,0.016945137,16.86311015,1.686311015,22.1779474498598,2.87107727012444,41.4848176295952
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,0.161060583,0.016106058,20.94043551,2.094043551,20.5575928677939,1.2482868004355,39.8668989351523
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,0.154850452,0.015485045,15.01857475,1.501857475,19.3583480025798,0.042738049615739,38.6739579555438
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.162782022,0.016278202,18.8198384,1.88198384,20.8900217459495,1.5817854764519,40.1982580154471
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.151617152,0.015161715,16.82536639,1.682536639,18.7339620721225,-0.586444438180699,38.0543685824257
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,0.1498613,0.01498613,15.55226095,1.555226095,18.394887663696,-0.928557786112144,37.7183331135042
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.163304559,0.016330456,14.32041997,1.432041997,20.9909294102378,1.68295966101049,40.2988991594651
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.155619324,0.015561932,15.13754881,1.513754881,19.5068256752741,0.192203761000052,38.8214475895482
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.189593168,0.018959317,18.81474965,1.881474965,26.0675500736137,6.73800192554291,45.3970982216845
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.171396927,0.017139693,19.36337954,1.936337954,22.5536550228574,3.24635104894968,41.8609589967651
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,0.172022702,0.01720227,20.68841246,2.068841246,22.6744990848473,3.36697568332309,41.9820224863715
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,0.163010724,0.016301072,14.84252301,1.484252301,20.9341866273609,1.62607034388887,40.2423029108329
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,0.156748109,0.015674811,17.69781147,1.769781147,19.7248065222451,0.411528907344476,39.0380841371457
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,0.188468209,0.018846821,45.84025227,4.584025227,25.8503080694875,6.5230870450016,45.1775290939734
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,0.162254359,0.016225436,20.07250761,2.007250761,20.7881241944625,1.47959127762409,40.0966571113009
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,0.159585706,0.015958571,24.48454632,2.448454632,20.2727778342507,0.9623211843086,39.5832344841929
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,0.1814446,0.01814446,24.57346976,2.457346976,24.4939716204623,5.1784451442439,43.8094980966806
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,0.166735792,0.016673579,22.17332138,2.217332138,21.6535383884708,2.34664513228805,40.9604316446536
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,0.169632536,0.016963254,22.99890718,2.299890718,22.2129316392476,2.90603693907785,41.5198263394174
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,0.166833776,0.016683378,27.86780897,2.786780897,21.6724601807604,2.36558049390188,40.9793398676189
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,0.164886487,0.016488649,21.30941668,2.130941668,21.2964171738838,1.98908899302648,40.603745354741
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,0.167220883,0.016722088,27.91782393,2.791782393,21.7472148166994,2.44037941338956,41.0540502200092
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,0.145374282,0.014537428,19.69837052,1.969837052,17.528394944521,-1.80420347892013,36.860993367962
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,0.168165012,0.016816501,22.2896321,2.22896321,21.9295365511926,2.62274673829225,41.2363263640929
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,0.170176127,0.017017613,18.54037683,1.854037683,22.3179050634035,3.01091722350721,41.6248929032998
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,0.159013679,0.015901368,28.24074713,2.824074713,20.162313104519,0.851352089976338,39.4732741190616
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,0.165325573,0.016532557,17.98134036,1.798134036,21.3812095286485,2.07401536106563,40.6884036962313
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,0.160142279,0.016014228,22.4464389,2.24464389,20.3802582259473,1.07026113902324,39.6902553128713
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,0.156254834,0.015625483,24.93876512,2.493876512,19.6295496732529,0.31570015437353,38.9433991921323
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,0.15879469,0.015879469,21.28612473,2.128612473,20.1200239106536,0.808861213566967,39.4311866077402
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,0.16313969,0.016313969,19.76825892,1.976825892,20.959091385938,1.65104047292622,40.2671422989498
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,0.148747376,0.014874738,56.8446065,5.68446065,18.1797766399126,-1.14575507824893,37.5053083580742
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,0.225475369,0.022547537,31.84980956,3.184980956,32.9967992797626,13.5276678174058,52.4659307421193
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,0.162094816,0.016209482,38.5145956,3.85145956,20.7573146795697,1.44868662593783,40.0659427332015
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,0.162029869,0.016202987,64.63475063,6.463475063,20.7447726967579,1.43610519087505,40.0534402026407
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,0.167961389,0.016796139,29.55260302,2.955260302,21.8902147015907,2.58342254388598,41.1970068592955
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,0.155618051,0.015561805,26.05373802,2.605373802,19.5065798449183,0.19195634323928,38.8212033465973
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,0.165959559,0.016595956,25.38306341,2.538306341,21.5036392254001,2.19660477468227,40.8106736761178
"Bird Island","BI10","BI10.13",519,491,492,491.5,0.165686793,0.016568679,38.12452987,3.812452987,21.4509650990564,2.14386682440002,40.7580633737127
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,0.16404498,0.016404498,23.11355335,2.311355335,21.1339128806906,1.82627435449103,40.4415514068902
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,0.180591096,0.01805911,27.05462698,2.705462698,24.3291505741043,5.01471195660647,43.6435891916022
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,0.167720459,0.016772046,18.2523685,1.82523685,21.843688458364,2.53688820744165,41.1504887092863
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,0.168682754,0.016868275,20.52199678,2.052199678,22.0295182480369,2.72271585037871,41.3363206456951
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,0.180726868,0.018072687,28.41964251,2.841964251,24.3553696464298,5.04076280985254,43.6699764830071
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,0.185893422,0.018589342,70.38997719,7.038997719,25.3530882702965,6.03072190031657,44.6754546402763
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,0.176633816,0.017663382,24.25268384,2.425268384,23.5649561118274,4.25461692022317,42.8752953034316
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,0.17668767,0.017668767,28.08949975,2.808949975,23.5753559138559,4.26497136514493,42.8857404625669
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,0.18277467,0.018277467,32.86456422,3.286456422,24.75082282342,5.4334570421328,44.0681886047072
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,0.186167227,0.018616723,31.47956371,3.147956371,25.4059630390123,6.08311162336284,44.7288144546617
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,0.207063305,0.02070633,40.47366511,4.047366511,29.4412264246983,10.0594983877517,48.8229544616448
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,0.199516734,0.019951673,36.81900645,3.681900645,27.9839002391921,8.62840429335556,47.3393961850286
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,0.180364658,0.018036466,41.3738341,4.13738341,24.2854228960909,4.97126076308171,43.5995850291001
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,0.177888124,0.017788812,26.73751232,2.673751232,23.8071768360596,4.4957065085063,43.1186471636129
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,0.178780749,0.017878075,24.29736534,2.429736534,23.9795525794717,4.66718218233935,43.2919229766041
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,0.183125014,0.018312501,31.01118031,3.101118031,24.8184781181406,5.50059866934004,44.1363575669412
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,0.180124648,0.018012465,19.89352741,1.989352741,24.2390743150223,4.9251996850345,43.5529489450101
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,0.178282247,0.017828225,30.85010838,3.085010838,23.8832863390657,4.57142835035835,43.1951443277731
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,0.182003092,0.018200309,27.0545809,2.70545809,24.6018225922474,5.28554516521763,43.9181000192772
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,0.214210487,0.021421049,43.90873382,4.390873382,30.8214261844538,11.409699376256,50.2331529926517
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,0.199955731,0.019995573,51.53906898,5.153906898,28.0686754070741,8.71180706705439,47.4255437470938
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,0.177964235,0.017796424,22.75250175,2.275250175,23.8218747105386,4.51033072092408,43.1334187001532
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,0.170369341,0.017036934,29.03795177,2.903795177,22.3552168201744,3.04818880534472,41.6622448350041
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,0.168454505,0.01684545,23.17770367,2.317770367,21.9854408459273,2.67864727762493,41.2922344142297
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,0.192783803,0.01927838,36.17742954,3.617742954,26.6836969214858,7.34686732285461,46.0205265201169
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,0.168100291,0.016810029,23.1665181,2.31665181,21.9170382114761,2.61024809971665,41.2238283232356
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,0.157570152,0.015757015,24.02293655,2.402293655,19.8835521021266,0.571173924597474,39.1959302796557
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,0.163585974,0.016358597,15.44962422,1.544962422,21.0452737539794,1.7374363076388,40.3531112003199
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,0.155898865,0.015589887,19.87159939,1.987159939,19.5608081289239,0.246530903025928,38.8750853548219
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,0.16113297,0.016113297,15.94569099,1.594569099,20.5715715967544,1.2623164405685,39.8808267529403
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,0.175088686,0.017508869,30.56266025,3.056266025,23.2665744482863,3.95741397159821,42.5757349249743
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,0.173185547,0.017318555,20.28888154,2.028888154,22.8990572938915,3.59102286885075,42.2070917189322
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,0.161036256,0.016103626,14.63439001,1.463439001,20.5528950554875,1.24357176169019,39.8622183492848
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,0.15900562,0.015900562,16.88910103,1.688910103,20.1607568226356,0.849788470346102,39.4717251749251
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,0.163280738,0.016328074,15.18690869,1.518690869,20.9863293121184,1.67834800280859,40.2943106214282
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,0.158272692,0.015827269,15.71765814,1.571765814,20.0192203332167,0.707557696498686,39.3308829699346
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,0.158830886,0.015883089,13.81573274,1.381573274,20.1270137579115,0.815884724640405,39.4381427911825
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,0.180146905,0.01801469,29.24416515,2.924416515,24.2433723874728,4.92947133669069,43.5572734382549
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,0.161860683,0.016186068,14.65698229,1.465698229,20.7121010120919,1.40332876714071,40.0208732570432
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,0.161030177,0.016103018,18.91065944,1.891065944,20.5517211334663,1.24239352583124,39.8610487411013
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,0.167349679,0.016734968,14.13675428,1.413675428,21.7720867463994,2.46526277721397,41.0789107155849
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,0.162329925,0.016232993,11.64068541,1.164068541,20.8027168234239,1.4942280851912,40.1112055616566
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,0.162160017,0.016216002,11.56613441,1.156613441,20.769905712586,1.46131684422122,40.0784945809508
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,0.172410171,0.017241017,26.82647453,2.682647453,22.7493236269833,3.44164486558396,42.0570023883826
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,0.168511905,0.01685119,22.08725825,2.208725825,21.996525419709,2.68973011799678,41.3033207214212
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,0.168521954,0.016852195,24.52573101,2.452573101,21.9984659925649,2.69167035372647,41.3052616314034
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,0.156643468,0.015664347,13.39469893,1.339469893,19.7045991897523,0.391202271264543,39.01799610824
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,0.154702375,0.015470237,19.45800873,1.945800873,19.3297526988887,0.0139457258947644,38.6455596718827
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,0.153992709,0.015399271,12.02392678,1.202392678,19.192708358517,-0.124073026874999,38.509489743909
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,0.162439001,0.0162439,16.01472408,1.601472408,20.8237806033857,1.51535463503726,40.1322065717342
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,0.1565552,0.01565552,19.26502214,1.926502214,19.6875536643418,0.374055264781681,39.001052063902
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,0.155231517,0.015523152,15.9896661,1.59896661,19.4319358616061,0.116822925229524,38.7470487979826
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,0.173444583,0.017344458,17.20808815,1.720808815,22.9490800056355,3.64091345744023,42.2572465538308
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,0.166962098,0.01669621,22.12531638,2.212531638,21.6972405758268,2.39037721756727,41.0041039340863
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,0.155959096,0.01559591,14.11915932,1.411915932,19.5724394000641,0.258235427004035,38.8866433731241
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,0.163293161,0.016329316,17.41073532,1.741073532,20.9887283305869,1.68075305705953,40.2967036041142
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,0.159593256,0.015959326,14.61761184,1.461761184,20.274235822614,0.963785612447733,39.5846860327803
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,0.164452938,0.016445294,19.48993262,1.948993262,21.2126940749558,1.90521478476376,40.5201733651478
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,0.17106544,0.017106544,21.20303339,2.120303339,22.4896412230462,3.18243772832718,41.7968447177653
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,0.160132747,0.016013275,15.90856062,1.590856062,20.3784174914998,1.06841279279919,39.6884221902004
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,0.154829905,0.01548299,16.0403886,1.60403886,19.3543801500102,0.0387429887110784,38.6700173113094
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,0.156610527,0.015661053,12.8914014,1.28914014,19.6982379189345,0.384803218832346,39.0116726190366
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,0.157900073,0.015790007,12.83985868,1.283985868,19.9472634900468,0.635227438739445,39.2592995413542
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,0.179286469,0.017928647,27.24284566,2.724284566,24.0772126953753,4.76429727263704,43.3901281181135
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,0.174984033,0.017498403,20.22918999,2.022918999,23.246364798461,3.93727558687865,42.5554540100433
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,0.19394242,0.019394242,35.44641495,3.544641495,26.9074386570465,7.56771580567673,46.2471615084163
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,0.181261607,0.018126161,35.28699525,3.528699525,24.4586336516464,5.14334649984684,43.773920803446
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,0.161032667,0.016103267,26.51036789,2.651036789,20.5522019799596,1.24287613974562,39.8615278201736
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,0.15816628,0.015816628,38.83837476,3.883837476,19.9986710010694,0.68690313077683,39.3104388713619
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,0.162423892,0.016242389,15.22168904,1.522168904,20.8208628886598,1.5124282960318,40.1292974812878
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,0.177182082,0.017718208,22.64753764,2.264753764,23.6708323301022,4.36001792264952,42.981646737555
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,0.167895541,0.016789554,18.64517078,1.864517078,21.8774987257306,2.57070492859885,41.1842925228623
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,0.16962702,0.016962702,32.61245875,3.261245875,22.2118664387427,2.90497253328452,41.518760344201
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,0.153198607,0.015319861,25.94707768,2.594707768,19.0393584942458,-0.278572447006464,38.3572894354981
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,0.202704477,0.020270448,32.36277494,3.236277494,28.5994886099321,9.23359553436939,47.9653816854949
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,0.198639798,0.01986398,58.59664427,5.859664427,27.8145542149099,8.46174287127627,47.1673655585436
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,0.159584119,0.015958412,17.48773645,1.748773645,20.2724713670279,0.962013362733725,39.5829293713221
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,0.182576586,0.018257659,28.19880436,2.819880436,24.712570615877,5.39548987566839,44.0296513560857
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,0.158748365,0.015874837,19.1429554,1.91429554,20.1110780416565,0.799872070646973,39.422284012666
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,0.157734771,0.015773477,19.77031081,1.977031081,19.915341848666,0.603135730297247,39.2275479670348
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,0.150109265,0.015010927,15.96344101,1.596344101,18.4427724430997,-0.880225318292133,37.7657702044915
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,0.160567491,0.016056749,31.65256708,3.165256708,20.4623713581223,1.15270464864218,39.7720380676025
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,0.154230509,0.015423051,18.16693615,1.816693615,19.2386301641839,-0.0778191440896236,38.5550794724574
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,0.20168261,0.020168261,42.20795768,4.220795768,28.4021548092954,9.0397036344417,47.7646059841492
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,0.194605958,0.019460596,30.87167578,3.087167578,27.0355751712963,7.69413561989646,46.3770147226961
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,0.189548138,0.018954814,45.92488524,4.592488524,26.0588542834153,6.72940169241409,45.3883068744165
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,0.202455579,0.020245558,37.28461474,3.728461474,28.5514236579268,9.18637840122976,47.9164689146237
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,0.196079407,0.019607941,54.6526961,5.46526961,27.3201144422722,7.97470728795062,46.6655215965938
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,0.217609873,0.021760987,54.98885363,5.498885363,31.4778851553485,12.0501370350459,50.905633275651
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,0.194027849,0.019402785,40.20040958,4.020040958,26.9239359402102,7.58399450742123,46.2638773729991
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,0.229738834,0.022973883,52.07309242,5.207309242,33.8201214462789,14.3260515622692,53.3141913302886
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,0.16302983,0.016302983,21.37694093,2.137694093,20.9378762069196,1.62976971213563,40.2459827017036
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,0.174726393,0.017472639,27.74511597,2.774511597,23.1966116697309,3.88769326853737,42.5055300709244
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,0.150524181,0.015052418,17.98223463,1.798223463,18.5228973039915,-0.799364971437551,37.8451595794206
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,0.14859178,0.014859178,13.12565828,1.312565828,18.1497293343006,-1.17610358133241,37.4755622499336
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,0.145893343,0.014589334,12.56793451,1.256793451,17.628631354829,-1.70280632059312,36.9600690302512
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,0.149220509,0.014922051,13.46785804,1.346785804,18.2711438463071,-1.05348672678462,37.5957744193987
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,0.149304721,0.014930472,12.25687847,1.225687847,18.2874061133332,-1.037066390968,37.6118786176344
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,0.146410497,0.01464105,13.92959389,1.392959389,17.728499502381,-1.60180819939503,37.058807204157
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,0.144300033,0.014430003,12.11978687,1.211978687,17.3209456013088,-2.01413975880687,36.6560309614245
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,0.144594266,0.014459427,13.01429456,1.301429456,17.3777652423802,-1.95662760554893,36.7121580903094
