"Location","Site","Section","sample","min_depth","max_depth","midpoint","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","Fe_fit_OLS","Fe_lwr_OLS","Fe_upr_OLS","Fe_fit_WLS","Fe_lwr_WLS","Fe_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.94334538537241,-3.68569455350129,9.54388200499906,5.1735301264337,9.18114361456367,8.07814194918588,10.2841452799415,9.18958360378247,8.07643255998404,10.3027346475809
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-2.18691153779199,-4.22616680559978,9.14377187171782,3.304647550641,9.00248792153695,7.8992989668148,10.1056768762591,9.01792961656259,7.86066871925805,10.1751905138671
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.58034100787613,-5.33451816528914,8.27949587269265,3.88158857289427,7.98040786160771,6.87291440307847,9.08790132013695,8.03590595656903,6.62473310892479,9.44707880421327
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.30464934232977,-5.6628661371908,8.42689211285074,3.32582393071755,8.18262760799114,7.07642109613852,9.28883411984377,8.23020049694014,6.86943698455729,9.59096400932299
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.57468365399816,-3.79602960418944,9.82855417128756,3.50355067375237,9.45155687378221,8.34851791668245,10.554595830882,9.44939908100346,8.4028044443267,10.4959937176802
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.34371676740077,-3.84610366149048,10.4469976275415,5.15703858194915,9.62097100945488,8.51771187417448,10.7242301447353,9.61217369728884,8.6071295543946,10.6172178401831
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.84243040345179,-3.57507914530664,10.1602156930854,3.64773917300838,9.25516472075067,8.15219125098351,10.3581381905178,9.26070374442934,8.16579775391835,10.3556097349403
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-2.7267129000849,-4.79868284574834,7.76434259814642,2.27103707812829,8.60654379909141,7.50233934992637,9.71074824825645,8.63750296358217,7.38215866923568,9.89284725792865
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-3.03769731749776,-4.79175119133575,8.73921076841923,2.71722094895158,8.37843683077302,7.27327238933671,9.48360127220932,8.4183357489184,7.10631203243948,9.73035946539733
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-3.02641374952533,-5.19703035439424,8.21468216401249,3.35831851941963,8.38671332418519,7.28158849714467,9.4918381512257,8.42628787778891,7.11632263243422,9.7362531231436
