depth	min	max	median	mean
8.5	-54.96	338.89	71.62	89.41
12.9	-27.57	436.14	148.08	161.86
18.7	-6.96	547.44	241.19	251.91
21.6	23.02	603.42	288.68	295.93
28.8	83.87	688.24	407.14	403.21
30.2	94.43	713.72	429.54	424.79
31.6	135.44	724.8	453.45	450.69
38.7	252.5	802.71	603.64	582.08
40.1	268.16	832.72	632.95	608.57
46.1	648.4	874.89	748.13	754.81
47	692.04	884.36	764.36	776.75
52.2	781.2	1079.49	914.46	917.86
55.9	810.36	1348.35	1010.41	1032.21
58.7	827.75	1587.76	1072.06	1118.75
65.1	921.98	1811.83	1326.22	1327.24
68.9	951.69	1923.68	1476.83	1452.65
70.1	965.83	1963.19	1521.81	1492.01
77.7	1204.07	2089.37	1766.45	1724.64
81.4	1435.32	2189.46	1902.04	1873.46
85.1	1941.44	2263.77	2061.04	2080.71
89.7	2081.19	2726.37	2316.56	2338.37
96.2	2270.3	3628.54	2739.45	2803.72
98.8	2310.69	4113.05	2895.6	2991.82
104.1	2533.68	4644.6	3489.2	3505.78
106.7	2585.79	4924.83	3809.42	3776.65
113.3	3063.23	5523.42	4450.08	4425.31
119.4	3451.77	5858.92	5083.38	4988.83
123	4251.43	5962.99	5405.03	5335.32
129.5	5794.94	6138.32	5965.29	5965.96
131.9	5978.06	6303.27	6140.05	6139.27
137.1	6084.87	7034.23	6448.65	6480.83
141	6196	7507.98	6688.35	6734.67
148.9	6513.77	7863.7	7278.49	7235.16
152.8	6967.45	8027.9	7543.06	7524.3
154.2	7179.59	8049.79	7644.13	7634.02
157	7594.57	8097.43	7855.32	7853.48
160.9	8073.02	8367.21	8235.15	8231.18
163.5	8198.8	8982.47	8662.01	8643.06
164.9	8240.18	9330.32	8883.37	8864.84
167	8302.16	9861.15	9224.23	9197.52
169.6	8373.52	10531.68	9651.03	9609.4
175.1	9620.14	10686.32	10232.64	10223.59
177.8	10224.77	10730.35	10526.81	10515.2
179.1	10444.03	10784.72	10665.37	10655.61
184.3	10613.3	10975.23	10810.51	10807.03
187	10642.29	11017.7	10844.77	10841.07
190.9	10679.43	11080.54	10889.89	10889.27
194.5	10730.49	11098.19	10935.05	10930.75
198.1	10762.74	11121.7	10984.39	10972.24
202.1	10819.97	11153.09	11036.42	11022.03
207.5	10892.22	11189.66	11112.26	11093.75
