"depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc"
1.1,-46.3,21997,50055,1.43,-1.87993870587436,-0.672127125241255,-2.94081066655962,0.493176537925527,1.93608157230152,-0.847575802747447,0.251036485920662,-2.00254102796669,-0.994900517504306,-4.44488806333589,0.725595931702258,1.40731441643858,5.42152048095881,3.54805648398221,6.510810811,0.153590702
1.2,-44.5,22239,50875,1.3,-1.8275851482601,-0.658203788703781,-2.0760465075586,0.450707252164904,1.88011606009443,-0.968923529222579,-0.350536423871743,-2.52073232882004,-1.3451589990158,-1.29695689719793,0.223971189930203,0.755657402248765,4.81252595200677,2.92116576620552,6.628378378,0.150866463
1.3,-42.7,20739,48826,1.42,-1.71031777927519,-0.304220790859124,-2.53129833134502,1.20961278086251,2.13214076276704,-4.9291936041434,-0.566094979355032,-0.631908197924604,-2.06699272321393,-0.299330805564932,0.805764487981256,1.06601392924342,4.85308630545704,2.97273894536997,6.555781684,0.152537111
1.4,-40.9,19540,45427,1.4,-2.0365978570973,-0.599010201589862,-1.98530456270975,1.40246979862026,2.21452550735833,-0.937985568429194,-0.643746095431254,-1.70389210327157,-3.47695943948747,-0.526689540010236,0.589214245767935,0.133958473156754,4.71330252147471,2.85671482164866,6.401854409,0.156204739
1.5,-39.1,17350,42629,1.43,-1.97637511207944,-0.682454071090569,-1.67409424020651,1.39799502734957,2.67674454866329,-0.666453729744128,-0.784236765400511,-0.858344737554233,-1.7891635699913,-4.80958845613566,0.542269677340406,0.846403354684192,4.78141190502972,2.9958861691352,5.962713936,0.167708867
1.6,-37.3,15841,39564,1.6,-4.17809109492414,-0.452397667687487,-1.06457578571377,1.46912102824367,3.51652936849169,-3.48494391436419,0.264560161566177,-0.744103890438993,-4.17809109492414,-2.67401369814787,1.18554573774454,1.47264215864225,5.3332423635635,3.53457632794876,6.04158283,0.165519538
1.7,-35.5,15612,41823,1.38,-1.18050672908235,-0.0650306343622359,-0.447354213908706,-0.802629577493015,3.21192477042894,-1.23287471459967,-0.809647150151662,-0.929192300801444,-1.16030402176483,-5.07232702719298,0.752197065159353,0.753673080187473,4.38327057634253,2.5988008772386,5.956420415,0.167886068
1.8,-33.8,16156,44055,1.35,-1.8106662988258,-0.022536597648327,-0.218772696042612,-0.515343715911639,3.42773950683481,-0.994916796173526,-0.712054010157694,-1.34884825416651,-1.92573562861059,-4.94616051475495,0.735717124513198,1.00838067824843,4.56072255810521,2.76247464459001,6.039057239,0.16558876
1.9,-32,18582,46177,1.49,-2.42302412755095,-0.482052260136224,-1.0111964644259,-0.806713335829092,2.94020884420193,-0.779684663441173,-0.293151732244227,-1.61593268764179,-1.35950315869412,-3.01773123529765,0.832416366412411,0.759330784696381,4.52676620300359,2.73026746694682,6.028503089,0.165878658
2,-30.2,19637,48660,1.35,-1.79259927427832,-0.265793626424495,-0.822604363432309,-0.616600321994795,3.06694578614378,-0.389210479799134,-0.753175857000546,-1.24787209883665,-5.1598951042648,-0.933061358996619,1.00552274996662,0.724819072896302,4.48053794564428,2.70298693037669,5.915352058,0.169051646
2.1,-28.3,18748,46867,1.38,-2.61222144174544,-0.247332465415237,-1.18225201712289,-0.68693057989286,2.86573531637661,-0.967692209500067,-0.430997205755659,-0.988598894319381,-2.80893173599149,-1.26229472479642,0.785398118568834,0.608081935113949,4.35807259231719,2.56996331216286,5.978138789,0.167276143
2.2,-26.5,17882,46628,1.43,-1.33869859208517,-0.0309945055585031,-0.561937271484093,-0.600089037448469,3.32649411931101,-1.11091466121446,-0.65138233183602,-0.980861532966262,-3.71360434665884,-2.49720902233435,0.531313074042631,0.496669682570317,4.43567237959501,2.69554204606722,5.698086026,0.175497526
2.3,-24.7,17134,47175,1.46,-1.74030436485443,0.196036333184736,-0.208467698443878,-0.898737179176208,3.25825834800756,-1.47282499972017,-0.687154450263075,-1.0273545569983,-2.06880843182646,-3.01327004066731,0.633049799027826,0.539353223495914,4.10490050860462,2.38532350962918,5.582166703,0.179141909
2.4,-23,17184,55940,1.4,-1.7232863508439,0.422580666817639,0.28941644878876,-1.03564882609493,3.71139493140637,-1.27130122710085,-0.956031198130235,-1.17155082433379,-2.97604931933927,-2.1910945895262,0.550311205276891,0.239744838991522,3.88546063155262,2.22605361253536,5.256193098,0.190251762
2.5,-21.2,17375,53340,1.41,-1.96297529081821,0.513563109299278,0.133814889196243,-0.537460216545034,3.87498836530401,-2.4738009145842,-0.63325128118671,-0.622724868199722,-1.43234703975604,-5.18185111568641,0.708410925912412,0.695884666093232,4.30354191234141,2.61420685862972,5.415878239,0.18464226
2.6,-19.4,18780,55015,1.34,-2.18608544802786,-0.0015192675635656,-0.248294423411052,-1.25853756162907,3.54963438639051,-1.22190342844929,-0.809269830862515,-1.17277073987165,-2.44280529487568,-1.52164837335035,0.566252433275465,0.315968932920917,4.11348791035626,2.31749070509788,6.025480368,0.165961872
2.7,-17.6,18159,48471,1.2,-2.00711122041634,0.14623535074782,-0.331715340190447,-0.434714579662594,3.4616199651767,-0.747875737415359,-0.47318086049039,-0.638009259836827,-2.32556495153488,-5.09815367377466,0.643245664452847,0.654418965050972,4.47599613104085,2.67480954685232,6.056830141,0.165102863
2.8,-15.8,16693,46852,1.22,-1.98488368025295,0.506412767633822,-0.0444831870086056,-1.10781366153208,3.28118858687823,-0.966314099258376,-0.63781003228634,-0.689103326673891,-4.14436792960632,-2.27256575270473,0.623487838658865,0.66374310037846,4.27005398377397,2.50245539199995,5.85677196,0.170742519
2.9,-14,17488,52595,1.37,-1.66468225877799,0.313972971371934,0.328630129171907,-0.575826145055245,3.30351160724571,-1.37215756185042,-1.06830263015304,-1.70429139687304,-2.27405955627248,-1.89269199974337,0.311284797710134,0.21973604093277,3.90754560138061,2.16733040091251,5.698569626,0.175482633
3,-12.2,17062,45941,1.2,-2.80744003870005,-0.25176431802384,-0.405914997851098,-1.07048880596699,3.10843852145134,-1.02236955762279,-0.596970234613807,-0.908322051151493,-2.24212622964999,-1.31678566225591,0.34015458416319,0.558475528817468,4.18377364627217,2.43133961513179,5.768626619,0.173351487
3.1,-10.4,15637,45572,1.22,-2.61837799617858,-0.129854705920389,-0.260810768767179,-0.878674888906576,3.69988481602222,-1.04434201079539,-0.533516387029403,-0.909685125649137,-5.06072503154778,-0.678698396873901,0.675847265931409,0.769690094041785,4.3351400948361,2.63412304083683,5.479517524,0.182497819
3.2,-8.6,16392,53193,1.37,-3.06036955237525,-0.248388428424811,-0.468318265135925,-0.743599824389251,4.26124408407307,-0.101004922992136,-0.611830546758127,-1.35562146013683,-5.00627970143057,-1.07445406870624,0.807850830394501,0.571561549867788,4.35416029878965,2.67505000722413,5.360784314,0.186539868
3.3,-6.8,16392,51053,1.37,-2.82742193755861,-0.453527816859785,-0.833017438564689,-1.17542441070572,3.84845611014056,-0.28959288631627,-0.875319818255378,-1.21798402512451,-1.97393210692349,-1.55619690622351,0.3042843950536,0.463572303969928,4.11825722743779,2.46784730993009,5.209114697,0.1919712
3.4,-5,15338,47209,1.31,-2.20078057398478,-0.258198215022139,-0.359861868798639,-1.3272517014487,3.72353740281731,-0.586702281994175,-1.1416991240733,-1.03472700452114,-3.07160893178218,-1.42938119652508,0.701152006312463,0.519596439598091,4.0442439403089,2.42168110911337,5.066057143,0.197392167
3.5,-3.2,15334,46614,1.27,-3.98106103692335,-0.352285506879119,-0.579863655261195,-1.03662205775691,3.91945206593579,-0.138030902982156,-0.710225473124438,-0.831178083542101,-3.82691035709609,-1.12842960701003,1.03732194396373,0.816105971382114,4.20317373717147,2.6085529621223,4.926460481,0.202985491
3.6,-1.4,14570,43688,1.33,-2.53461862245987,-0.0665190909882494,-0.364422717511568,-0.933212881723032,3.85629296043071,-0.162507466817213,-0.450189539268994,-1.50499920527871,-5.06034726676812,-0.901464183408452,0.933614160538445,0.478953569222453,4.16562036109376,2.54379992293885,5.062297533,0.197538764
