"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-8.35191020062379,-8.3013824546649,7.48560726800855,6.25557599090682,7.24876244866249,5.35133012658288,9.1461947707421,6.98453138688578,4.44533982443268,9.52372294933889
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.35140860546614,-8.57351562284829,7.19403248256761,6.25903051977997,7.24903287404875,5.35160407135118,9.1464616767463,6.98488445505211,4.44593983253856,9.52382907756566
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.32435361368831,-8.55463000213814,7.34292552813836,6.37991334620736,7.26361905274293,5.36637800951543,9.16086009597043,7.00392821213647,4.47830293615646,9.52955348811648
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-8.17590406053768,-8.42652258112747,8.51167617120909,7.22530484583096,7.3436527754329,5.44736962539705,9.23993592546876,7.10842047192708,4.65587510273712,9.56096584111705
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-7.29190143720988,-7.44163919718184,9.70852820561717,8.28918792007013,7.82024579515617,5.92712536038072,9.71336622993162,7.73066169671963,5.71317822049113,9.74814517294812
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.17960866566867,-8.51146820007589,9.28808227205149,7.69169163362017,7.34165550879628,5.44534994387363,9.23796107371893,7.10581283483049,4.65144379249436,9.56018187716661
"Bird Island","BI10","BI10.2",45,44,45,44.5,-7.96381695910768,-8.65659455990268,11.1074916836214,9.47327168717847,7.4579954588679,5.5628682670325,9.35312265070331,7.25770661008322,4.90956036815741,9.60585285200904
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.35684460400214,-8.65350568648305,7.8159441609251,6.44958660815693,7.24610215994325,5.34863514179957,9.14356917808693,6.98105810624075,4.43943728859383,9.52267892388767
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.81418363035824,-8.74001140568366,10.0604577084739,8.19178565524037,6.99953661606757,5.09826839598554,8.9008048361496,6.65914141912282,3.89234836171642,9.42593447652922
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-7.3112514920674,-7.52456022954458,6.76619014300013,6.00050036388099,7.80981358507783,5.91667060497273,9.70295656518292,7.71704137307282,5.69003755002375,9.74404519612189
