"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-8.39496670917362,-10.697560651686,7.48560726800855,6.25557599090682,7.39982224774563,5.48669285951114,9.31295163598012,7.24089679502064,4.85117023839083,9.63062335165045
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.37602788638916,-10.6800163420351,7.19403248256761,6.25903051977997,7.40895554010697,5.49593270660025,9.32197837361369,7.25211651633917,4.87035171185587,9.63388132082247
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.36187890312968,-10.6627745356006,7.34292552813836,6.37991334620736,7.41577892095779,5.50283458751723,9.32872325439835,7.26049864499197,4.88468180711806,9.63631548286588
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-8.18875312649229,-10.4904745372677,8.51167617120909,7.22530484583096,7.49926923877263,5.58720880088991,9.41132967665535,7.36306167063675,5.06001146641823,9.66611187485528
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-7.29016130310354,-9.59306599311486,9.70852820561717,8.28918792007013,7.93261728420944,6.02286337100048,9.8423711974184,7.8954046759158,5.96959450971582,9.82121484211579
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.20778754375304,-10.5086238557734,9.28808227205149,7.69169163362017,7.49008984574759,5.57793916236941,9.40224052912576,7.35178531731973,5.04073587833455,9.6628347563049
"Bird Island","BI10","BI10.2",45,44,45,44.5,-7.97366032888239,-10.2774539935849,11.1074916836214,9.47327168717847,7.60299825233106,5.69183842410464,9.51415808055748,7.49048676322409,5.27780859380133,9.70316493264685
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.39939682251541,-10.7019952487539,7.8159441609251,6.44958660815693,7.39768581504308,5.4845312573402,9.31084037274597,7.23827231103502,4.84668332765975,9.6298612944103
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.91384227511996,-11.2128208725199,10.0604577084739,8.19178565524037,7.14959327116781,5.23288660394686,9.06629993838875,6.93350497266902,4.32555455544541,9.54145538989263
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-7.33904139858332,-9.64112328806864,6.76619014300013,6.00050036388099,7.90904474183192,5.99926389717088,9.81882558649295,7.86644717124154,5.92014010690915,9.81275423557393
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-7.4600871590999,-9.76198799026243,8.95758858231473,7.60610726799621,7.8506701357394,5.94077376843224,9.76056650304656,7.79473734454105,5.79765868007471,9.79181600900739
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.7589303125675,-10.0613116377297,7.58747244830713,6.59085933024035,7.70655231374657,5.79607294020407,9.61703168728906,7.61769693722456,5.49519657176968,9.74019730267944
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-8.10310867073715,-10.404362845449,9.57217944611186,8.20625808685403,7.54057148139044,5.62889588758929,9.4522470751916,7.41379908641942,5.14673741873979,9.68086075409904
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-9.31237309754133,-11.6149581905354,8.03772748025162,6.89014412222533,6.9574008335699,5.03708763715208,8.87771402998773,6.69740768112673,3.92174332556679,9.47307203668667
"Bird Island","BI10","BI10.3",95,93,94,93.5,-7.26963804583493,-9.5727459906239,8.05006593280735,6.85211116633858,7.94251467387164,6.03276868666171,9.85226066108158,7.90756304656654,5.99035792997025,9.82476816316283
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.8120161003019,-9.11460301069958,8.02113085077993,6.76220271051115,8.16320394622432,6.25311521850072,10.0732926739479,8.17866705110555,6.45316668854638,9.90416741366472
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-7.70149878643565,-10.0044134711261,7.26163413962075,6.42494569973395,7.73424880390806,5.8239143657349,9.64458324208123,7.65172047318719,5.55333122364542,9.75010972272896
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-8.50870928176793,-10.8098279535571,7.44814768922964,6.35307468444632,7.34496962140988,5.4311646577787,9.25877458504107,7.17351351671006,4.73596502781444,9.61106200560567
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-8.65337380441395,-10.9533096770348,6.52682657511811,5.79996538261341,7.27520481106887,5.36045243108606,9.18995719105168,7.08781148299666,4.58942765126602,9.5861953147273
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-8.66461489500334,-10.9648040564605,7.40329878069465,6.38970970851435,7.26978376837885,5.35495363956807,9.18461389718963,7.08115204565123,4.57804046816231,9.58426362314016
"Bird Island","BI10","BI10.4",145,141,142,141.5,-8.58750836533126,-10.8923489772451,8.59651663617452,7.03267109488274,7.30696857582324,5.39265978741665,9.22127736422982,7.12683143051084,4.656147486582,9.59751537443968
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-9.42477198268837,-11.7273570756824,8.62957397296153,7.32150150115351,6.90319620370352,4.98173155055381,8.82466085685324,6.63082042899312,3.80784142233303,9.45379943565321
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-7.47562932263763,-9.77773634723057,7.93895203757743,6.37174855139169,7.84317489038369,5.9332586508508,9.75309112991658,7.78552986921036,5.78193084283308,9.78912889558764
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-7.95616697003843,-10.2601624964749,9.95339305067979,8.31402209366319,7.61143446626695,5.70033824947028,9.52253068306362,7.5008501640219,5.29552012029284,9.70618020775097
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-7.39332909694193,-9.6964733831518,7.1257969650866,6.08156363568521,7.88286437009623,5.97304031808254,9.79268842210991,7.83428609905982,5.86521084780931,9.80336135031034
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-8.43731511267792,-10.7381982974179,9.33589333629291,7.86962469306677,7.37939962936841,5.46602584907786,9.29277340965896,7.21580878976234,4.8082783247092,9.62333925481548
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-8.85128227001571,-11.1552510206984,9.96441690627002,8.44200062770568,7.17976298251929,5.26355481558332,9.09597114945527,6.97056671779137,4.38893589851184,9.5521975370709
"Bird Island","BI10","BI10.5",197,194,195,194.5,-8.6378647698985,-10.9419459183845,8.44295623026687,7.23703299269235,7.28268407987474,5.36803799059986,9.19733016914961,7.09699933206009,4.60513811531863,9.58886054880156
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-8.16855243530583,-10.4726487533151,7.76969406334424,6.21736730809967,7.50901107017402,5.59704453238482,9.42097760796322,7.3750289469629,5.08046778746021,9.6695901064656
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-7.68470807140115,-9.98686916147518,9.97429867813009,8.12459335564772,7.74234616619459,5.83205114547357,9.65264118691561,7.66166761433582,5.57032684943718,9.75300837923447
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-8.07044859345477,-10.3718924604182,8.24544140403268,6.87758654930466,7.55632188138937,5.64478390129369,9.46785986148505,7.43314754168088,5.17980831023706,9.6864867731247
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-8.40710188362258,-10.7109238794982,7.68696428760279,6.33592469684135,7.39397003098645,5.48077147655653,9.30716858541638,7.23370768527404,4.83887944839779,9.62853592215028
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-9.02362846688094,-11.3223051053616,7.86389680277594,6.33802225096023,7.09664861890494,5.17902271049861,9.01427452731128,6.8684655301335,4.21432181489861,9.52260924536838
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-8.66456854237572,-10.9648040564605,7.67796018952221,6.22278017644731,7.26980612204384,5.35497631505253,9.18463592903515,7.08117950583554,4.5780874233647,9.58427158830639
"Bird Island","BI10","BI10.7",271,265,266,265.5,-8.16746280519617,-10.4691214127971,7.66667152621659,6.29932879834657,7.50953654688768,5.59757501920824,9.42149807456711,7.37567446470758,5.08157119693029,9.66977773248487
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-8.0444028237355,-10.3466545278283,7.57172873989672,6.2010319276469,7.56888251582423,5.65745065997202,9.48031437167645,7.44857755447008,5.20618104226682,9.69097406667335
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-8.8094657842024,-11.1141493450129,6.46638202796067,5.66595126958262,7.19992908232409,5.28404386678871,9.11581429785947,6.99533960482268,4.43130014602905,9.55937906361632
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-7.95577902153944,-10.2573094274925,6.49522150919657,5.78407153567457,7.61162155535389,5.70052673282722,9.52271637788057,7.50107999214238,5.29591290391589,9.70624708036888
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-6.87281776410169,-9.17539802877862,7.46461500331814,6.4557126517715,8.13388219915169,6.22389628154171,10.0438681167617,8.14264698104629,6.39169628988528,9.89359767220729
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-8.12579320163291,-10.4277361966343,6.29797945709271,5.77344619480719,7.52963181237782,5.61785766520983,9.4414059595458,7.40036033588099,5.12376702198375,9.67695364977824
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-8.15959567318008,-10.4621038401385,7.9025303252964,6.82847381739559,7.51333049002585,5.60140496863392,9.42525601141779,7.38033510437886,5.08953778733337,9.67113242142435
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-7.70122457815506,-10.0044134711261,6.16077605719492,5.4071954761119,7.73438104150399,5.82404725779808,9.64471482520989,7.65188291942403,5.55360878072243,9.75015705812563
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-8.06317604272591,-10.3655230121327,6.25299817958083,5.55241401790994,7.5598290862867,5.64832106166889,9.47133711090451,7.43745594001066,5.18717221484857,9.68773966517276
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-6.96537485796592,-9.26796948481282,7.76448959280701,6.70551385482685,8.089246320354,6.17938322002618,9.99910942068182,8.08781438606254,6.29810833388611,9.87752043823898
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-6.71042771100301,-9.01301526676513,6.97624085555011,6.05898241464459,8.21219518873945,6.30189554009118,10.1224948373877,8.23884995846485,6.55585651559273,9.92184340133698
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-7.80787742969471,-10.1092824655157,7.46150136357903,6.4411178693365,7.68294745002006,5.77233220438389,9.59356269565624,7.58869972764282,5.44564752960654,9.7317519256791
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-7.33256835775847,-9.63498829950112,7.27743506637325,6.15479789899879,7.91216638117524,6.00238975466197,9.82194300768851,7.87028192459262,5.92668938609433,9.81387446309092
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-7.36118973821895,-9.66447065206563,7.19595093777587,6.30160987354906,7.8983636523306,5.98856686978688,9.80816043487432,7.85332607067432,5.89773048812051,9.80892165322812
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-7.68818732847268,-9.99122646684413,8.09022517793601,6.91312381855096,7.74066828619137,5.83036520751656,9.65097136486619,7.65960643581473,5.56680515686673,9.75240771476273
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-7.07453031167484,-9.3775762913521,7.79969644617826,6.63021333046079,8.03660584301787,6.12683531930184,9.94637636673389,8.02314860482845,6.18771839745588,9.85857881220102
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-8.73795208828031,-11.0429218357245,8.34106033815079,7.10209427291662,7.23441673238186,5.31906476184181,9.1497687029219,7.03770568785937,4.50374824551548,9.57166313020327
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-7.41124123744474,-9.7145214530235,7.8804290119637,6.72286395756959,7.87422619770867,5.96438481938828,9.78406757602906,7.82367460398714,5.84708618893321,9.80026301904106
