Location,Site,Section,sample,top,bottom,mp,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Marion Island,PB1,PB1_1B,41,49.3,50.5,49.9,73.26248768,3.663124384,26.73751232,2.673751232,0.377380815,0.037738081,2971.379152,50.8105835,8579.334172,1544.280151,60397.75166,7851.707716,19379.59354,2713.143096,1055.296149,126.6355379,74332.03609,13379.7665,35.14007772,2.45980544,47.34327699,25.56536957,50.31560728,7.044185019,103.8651099,9.347859891,1.56653696,0.01864179,16.4500648,2.632010368,511.7163841,10.23432768,243.6359699,12.1817985,2.406874182,0.036584488,2.656549927,0.046489624
Marion Island,PB1,PB1_1B,42,50.6,51.8,51.2,75.70263466,3.785131733,24.29736534,2.429736534,0.371069084,0.037106908,3346.770986,19.74594882,6114.128317,1100.543097,51827.23723,6737.54084,18233.81632,2552.734285,880.5487604,105.6658512,65826.87683,11848.83783,32.34773869,2.264341708,72.51241901,39.15670627,51.72438273,7.241413582,95.36897347,8.583207612,1.670242717,0.153328281,11.75398313,1.880637301,440.388663,8.80777326,228.9655343,11.44827672,2.377081663,0.044926843,2.600504483,0.037707315
Marion Island,PB1,PB1_1B,44,53.3,54.5,53.9,68.98881969,3.449440984,31.01118031,3.101118031,0.530621874,0.053062187,3365.840353,31.63889932,6085.950991,1095.471178,50668.12079,6586.855703,17231.49344,2412.409082,807.1621441,96.85945729,61529.99604,11075.39929,44.30881777,3.101617244,85.66749658,46.26044815,55.39246919,7.754945687,97.01418486,8.731276637,2.570540656,0.168370413,12.38336299,1.981338078,437.9821679,8.759643358,218.5784771,10.92892386,2.327618375,0.025603802,2.462231359,0.018959181
Marion Island,PB1,PB1_1B,45,54.7,55.8,55.2,80.10647259,4.005323629,19.89352741,1.989352741,0.315063631,0.031506363,3437.240636,69.08853679,5971.77161,1074.91889,52137.26958,6777.845045,17539.18581,2455.486013,795.0788946,95.40946735,62090.22227,11176.24001,46.36802899,3.245762029,110.4083356,59.62050122,54.30724473,7.603014262,99.41379483,8.947241535,2.449467948,0.026209307,11.91461022,1.906337635,460.3240616,9.206481232,220.0644131,11.00322066,2.579087797,0.093878796,2.439052068,0.07683014
Marion Island,PB1,PB1_1B,46,56,57.7,56.8,72.9454191,3.647270955,27.0545809,2.70545809,0.402178631,0.040217863,3104.202715,50.90892453,7275.637169,1309.61469,59688.22795,7759.469634,18368.00203,2571.520284,966.1091978,115.9331037,69022.61633,12424.07094,36.58043093,2.560630165,62.43668675,33.71581085,62.48854446,8.748396224,98.6333706,8.877003354,1.797388341,0.015817017,14.90909256,2.38545481,498.3007666,9.966015332,235.4340181,11.77170091,2.613110171,0.120203068,2.550362338,0.042591051
Marion Island,PB1,PB1_1B,52,64.3,65.4,64.9,56.09126618,2.804563309,43.90873382,4.390873382,0.795053383,0.079505338,3520.208785,32.03389995,5582.114343,1004.780582,53503.31048,6955.430362,19759.52586,2766.33362,675.5517271,81.06620725,55145.10882,9926.119588,23.6322384,1.654256688,37.44748852,20.2216438,48.02260133,6.723164186,97.63871281,8.787484153,2.140132419,0.043444688,10.19846496,1.631754394,551.4510882,11.02902176,232.6041937,11.63020969,2.834516539,0.074264333,2.666956532,0.052805739
Marion Island,PB1,PB1_1B,54,66.9,68.1,67.5,48.46093102,2.423046551,51.53906898,5.153906898,0.698967031,0.069896703,3656.8049,24.50059283,5139.243725,925.0638705,48214.4705,6267.881165,20035.274,2804.93836,622.734525,74.728143,49708.5435,8947.53783,21.47423775,1.503196643,44.00779775,23.76421079,44.9569015,6.29396621,85.7867325,7.720805925,2.013936925,0.023361668,10.06049975,1.60967996,496.7792725,9.93558545,260.6667525,13.03333763,2.8975219,0.073597056,3.177354425,0.068948591
Marion Island,PB1,PB1_1B,57,70.8,72,71.4,77.24749825,3.862374912,22.75250175,2.275250175,0.269401567,0.026940157,3637.676025,29.1014082,5962.569172,1073.262451,47830.07389,6217.909606,21583.66777,3021.713488,706.3493503,84.76192204,57544.1121,10357.94018,22.93900739,1.605730517,31.66776459,17.10059288,44.4717921,6.226050894,102.3212025,9.208908225,2.101007694,0.072274665,10.71782217,1.714851547,524.5580637,10.49116127,268.1074548,13.40537274,3.108954803,0.133685057,3.076574675,0.030458089
Marion Island,PB1,PB1_1B,62,77.7,78.9,78.3,70.96204823,3.548102411,29.03795177,2.903795177,0.390327941,0.039032794,4426.458219,30.09991589,5264.353752,947.5836754,38970.60587,5066.178763,20092.56561,2812.959185,575.5242044,69.06290453,52812.80934,9506.305681,24.17201658,1.692041161,37.3921461,20.19175889,39.51227571,5.531718599,94.45367825,8.500831043,2.185722438,0.099887515,9.441136029,1.510581765,465.9206978,9.318413956,253.3576038,12.66788019,2.96648873,0.032631376,2.997380838,0.091120377
Marion Island,PB1,PB1_1B,64,80.4,81.5,81,76.82229633,3.841114817,23.17770367,2.317770367,0.224223708,0.022422371,5049.590412,19.69340261,3567.259715,642.1067487,32020.30072,4162.639094,17955.59469,2513.783257,456.6288204,54.79545845,43148.48701,7766.727662,17.92500594,1.254750416,31.24334654,16.87140713,43.98661868,6.158126615,83.81316773,7.543185096,2.185871885,0.034099601,6.637758174,1.062041308,386.5194115,7.73038823,239.2040042,11.96020021,2.949367019,0.045420252,2.908989873,0.021235626
Marion Island,PB1,PB1_1B,65,81.7,82.8,82.3,63.82257046,3.191128523,36.17742954,3.617742954,0.599604911,0.059960491,4288.02736,95.19420738,4342.971443,781.7348597,36077.95721,4690.134437,18292.79638,2560.991493,514.981336,61.79776032,43519.29717,7833.473491,18.86015376,1.320210763,30.47007742,16.45384181,40.27640183,5.638696256,88.38830769,7.954947692,2.101611181,0.145221333,7.745921289,1.239347406,428.9221796,8.578443592,235.6026175,11.78013088,2.894717077,0.04921019,2.759745742,0.046363728
Marion Island,PB1,PB1_1B,66,83,84.1,83.6,76.8334819,3.841674095,23.1665181,2.31665181,0.298078963,0.029807896,4253.96919,91.03494066,4009.199321,721.6558778,33623.07526,4370.999784,16696.80175,2337.552245,479.1042361,57.49250833,43807.25015,7885.305027,18.06270504,1.264389353,29.45980204,15.9082931,41.21203391,5.769684747,79.16775438,7.125097894,2.218773296,0.020856469,7.807503175,1.249200508,400.1003901,8.002007802,227.6687595,11.38343798,2.690829471,0.036057115,2.696839445,0.038025436
Marion Island,PB1,PB1_1B,67,84.3,85.4,84.9,76.8334819,3.841674095,23.1665181,2.31665181,0.298078963,0.029807896,3314.053547,45.73393895,4866.164345,875.9095821,61232.19139,7960.184881,18645.98996,2610.438594,767.6621211,92.11945453,56835.40498,10230.3729,26.84557695,1.879190387,61.39360058,33.15254431,36.60114857,5.1241608,82.38325202,7.414492682,1.690277067,0.062878307,9.523142377,1.52370278,414.5633709,8.291267418,232.1064193,11.60532097,2.372715135,0.05647062,2.639363121,0.028505122
Marion Island,PB1,PB1_1B,68,85.6,86.6,86.1,75.97706345,3.798853173,24.02293655,2.402293655,0.402971752,0.040297175,4692.676971,60.53553292,3482.606716,626.8692089,34472.38333,4481.409833,18764.10578,2626.974809,454.0828716,54.48994459,40065.30353,7211.754635,15.24613069,1.067229148,29.45950461,15.90813249,39.07498882,5.470498435,74.93381275,6.744043148,2.235753343,0.100385325,6.271993137,1.003518902,399.5212471,7.990424942,254.9353,12.746765,2.962455706,0.113758299,3.094497667,0.061271054
Marion Island,PB1,PB1_1C,77,89.2,90.3,89.7,84.55037578,4.227518789,15.44962422,1.544962422,0.187676057,0.018767606,4898.459749,4.408613774,3031.680891,545.7025604,32998.88575,4289.855148,22143.81355,3100.133897,373.9562367,44.8747484,37869.32381,6816.478286,12.54971777,0.878480244,28.70889717,15.50280447,46.39592631,6.495429683,102.1457624,9.193118616,2.559315118,0.124638646,5.218707731,0.834993237,450.2820056,9.005640112,313.6428668,15.68214334,3.522727796,0.067284101,3.832300845,0.050586371
Marion Island,PB1,PB1_1C,79,91.8,92.9,92.4,80.12840061,4.006420031,19.87159939,1.987159939,0.317513884,0.031751388,4473.398835,48.7600473,2909.478926,523.7062067,32868.11347,4272.854751,24511.61008,3431.625411,353.6966545,42.44359854,37601.26579,6768.227842,12.3637857,0.865464999,25.05151339,13.52781723,47.36751669,6.631452337,119.2586413,10.73327772,2.425965521,0.016496566,4.718754893,0.755000783,473.1352636,9.462705272,351.2970843,17.56485422,3.718134099,0.059861959,4.326425157,0.038937826
Marion Island,PB1,PB1_1C,81,94.5,95.6,95.1,84.05430901,4.202715451,15.94569099,1.594569099,0.223349145,0.022334914,4018.357445,14.4660868,3170.339497,570.6611095,35958.92568,4674.660338,25718.47587,3600.586622,369.9655871,44.39587045,37546.25716,6758.326289,13.46452387,0.942516671,30.9684049,16.72293865,46.29202129,6.480882981,129.1482542,11.62334288,2.739845316,0.049865185,4.905904271,0.784944683,531.0457626,10.62091525,370.5832258,18.52916129,4.085062426,0.147470754,4.35126471,0.060047453
Marion Island,PB1,PB1_1C,84,98.5,99.6,99.1,69.43733975,3.471866988,30.56266025,3.056266025,0.509389576,0.050938958,3804.558184,70.76478223,3088.798418,555.9837152,32164.29416,4181.358241,22742.68935,3183.976509,351.2738566,42.15286279,36608.93142,6589.607656,12.41035079,0.868724555,27.5785573,14.89242094,44.25396404,6.195554966,134.7501137,12.12751023,3.030434494,0.095155643,4.98017436,0.796827898,493.0148139,9.860296278,379.5579119,18.9778956,3.475539582,0.024328777,4.386273335,0.021492739
Marion Island,PB1,PB1_1C,86,101.2,102.3,101.8,79.71111846,3.985555923,20.28888154,2.028888154,0.343529575,0.034352957,3246.145166,45.1214178,4067.195364,732.0951655,40201.01523,5226.13198,24341.33179,3407.786451,491.8690066,59.02428079,45780.92185,8240.565933,18.13350728,1.26934551,30.79651788,16.63011966,45.27192781,6.338069893,148.6548013,13.37893212,2.590636954,0.020984159,6.283935762,1.005429722,580.8240397,11.61648079,387.168457,19.35842285,3.542503377,0.040738789,4.386862649,0.056151842
Marion Island,PB1,PB1_1C,87,102.6,103.7,103.1,85.36560999,4.268280499,14.63439001,1.463439001,0.21879694,0.021879694,3317.338124,78.62091353,3202.886124,576.5195023,33421.16392,4344.75131,24341.69856,3407.837798,357.7509938,42.93011926,38376.81753,6907.827155,13.00859072,0.91060135,28.65429711,15.47332044,39.09656722,5.473519411,145.9557979,13.13602181,2.80879367,0.053928838,5.159189381,0.825470301,528.0720887,10.56144177,405.9506247,20.29753124,3.763346948,0.085051641,4.727929526,0.107324
Marion Island,PB1,PB1_1C,88,103.9,105,104.4,83.11089897,4.155544949,16.88910103,1.688910103,0.254796532,0.025479653,3354.842272,82.52911988,2975.878148,535.6580666,32805.93815,4264.77196,24549.50975,3436.931365,333.761663,40.05139956,37284.60506,6711.228911,12.74697506,0.892288254,29.91321827,16.15313787,41.1989837,5.767857718,150.0412815,13.50371534,2.882028099,0.069168674,4.813081963,0.770093114,528.8866074,10.57773215,415.553763,20.77768815,4.00347679,0.10529144,4.821991778,0.027003154
