"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","Zr_fit_OLS","Zr_lwr_OLS","Zr_upr_OLS","Zr_fit_WLS","Zr_lwr_WLS","Zr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-3.87592967744995,-6.17851486689902,1.06344302447402,-2.46055523100737,2.65359934436767,0.976520238063587,4.33067845067175,2.65735992835567,0.971359464442945,4.3433603922684
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-3.91870623856195,-6.22129138189127,0.748228535528028,-3.31608686015414,2.48972634552385,0.811944512852477,4.16750817819523,2.49445199514719,0.805374524594062,4.18352946570032
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.82165373913105,-6.12423874076573,1.86113383862431,-2.53974814739952,2.86152538017246,1.18510667018276,4.53794409016215,2.86406146547389,1.18174572176655,4.54637720918123
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.88280324123603,-6.18538818854964,3.57352940771241,-0.391038130230096,2.62726736533315,0.950086168855118,4.30444856181119,2.63118302116494,0.944698382919336,4.31766765941054
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-3.88365413417472,-6.18623932437175,3.71147308000633,-0.0862085291763824,2.62400767418609,0.946813551276649,4.30120179709553,2.62794252668804,0.941397677939946,4.31448737543613
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-3.8907352559818,-6.19332030002899,3.3230000127477,1.37265009959275,2.5968805598146,0.919576398431787,4.27418472119741,2.60097516679746,0.913926910770894,4.28802342282403
"Bird Island","BI10","BI10.2",45,44,45,44.5,-3.89669852734647,-6.19928362034052,4.10353283661237,1.90077600329844,2.57403582578165,0.896635583815258,4.25143606774805,2.57826496784912,0.890789540720051,4.26574039497818
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.8878504792788,-6.19043562107871,1.84936101446338,-2.20321846987363,2.60793186915381,0.93067306753379,4.28519067077382,2.61196139379276,0.925118724137602,4.29880406344791
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-3.89390041605667,-6.19648531264261,3.44709555981437,-0.51472777392739,2.58475512804062,0.907400357978348,4.26210989810289,2.58892114298942,0.901646522867079,4.27619576311175
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-3.83265957456472,-6.13524485229961,1.83343076570928,-1.99353873826423,2.81936305551587,1.14283135305575,4.495894757976,2.82214743926134,1.13910443476379,4.5051904437589
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-3.8620834068735,-6.16466859499624,3.41522430313818,1.19362388420362,2.70664310999961,1.0297570625672,4.38352915743202,2.71009131357265,1.02505423135216,4.39512839579313
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-3.86103525771523,-6.16362035070927,3.08978528026546,-0.650249188813882,2.71065847124738,1.03378635274085,4.38753058975391,2.71408302792812,1.02911822186913,4.3990478339871
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-3.85221711868382,-6.1548021645805,3.66995073900524,0.126860282292105,2.7444399359031,1.06768118160047,4.42119869020573,2.74766554992165,1.06330517645393,4.43202592338938
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.79206504774139,-6.09465009638755,2.59054694580365,-1.71277683954639,2.97487688538562,1.2987091584396,4.65104461233164,2.97674543153681,1.29633451063422,4.65715635243941
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.82502825774345,-6.1276133049034,2.63623548122916,-0.952295320105962,2.8485979154513,1.17214569227602,4.52505013862659,2.85121013197657,1.168672480411,4.53374778354214
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-3.74184150852836,-6.04442660152241,2.57119233561081,-1.12558367536812,3.16727855979421,1.49136059777333,4.84319652181508,3.16801403188522,1.49066761369909,4.84536045007135
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-3.86065435887964,-6.16323935688085,2.43324707517014,-1.47412828430791,2.71211765900864,1.0352505783908,4.38898473962649,2.71553362237643,1.03059505886461,4.40047218588824
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-3.88959544393519,-6.19218048803814,2.09664310937208,-1.65717217925939,2.60124707300173,0.923960921112572,4.27853322489089,2.60531596512093,0.918349021575895,4.29228290866597
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-3.84330291114151,-6.14588786409737,1.74336703695281,-2.21945206374837,2.77858943002558,1.10193833244549,4.45524052760567,2.78161393401701,1.09785797625671,4.46536989177731
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.88174921613233,-6.18433450316237,2.37149949846929,-1.05286822773549,2.63130523677748,0.954139964516236,4.30847050903872,2.63519711315201,0.948786975814,4.32160725049001
"Bird Island","BI10","BI10.4",145,141,142,141.5,-3.81851840925477,-6.1211036388589,2.26950082593994,-1.70855986733128,2.87353653524979,1.19714806601614,4.54992500448344,2.87600188557299,1.19389146515512,4.55811230599087
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-3.83784240019798,-6.14042730749125,4.06289986689823,1.86616521736354,2.79950813597748,1.1229195368375,4.47609673511746,2.80240944746989,1.11902045086197,4.48579844407781
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-3.84728581652632,-6.14987100325175,1.62082931236906,-2.15590622346265,2.76333129256542,1.086632956237,4.44002962889384,2.76644565336197,1.08242046088755,4.45047084583639
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-3.95050653836554,-6.25309168332127,2.82771944430571,-0.935962562274622,2.36790237563287,0.689494152179252,4.04631059908648,2.37334545965805,0.68188226088502,4.06480865843107
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-3.8472431227956,-6.14982835638072,1.64034839181633,-1.8175594426662,2.76349484824878,1.08679702567342,4.44019267082414,2.7666082458484,1.08258594639747,4.45063054529934
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-3.91145941427548,-6.2140447571287,2.76618829563902,-1.49228049910523,2.51748825057293,0.83983676129042,4.19513973985544,2.52205040736509,0.833504902675148,4.21059591205504
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-3.92726903778877,-6.2298542323191,3.54986313646656,0.0630387276343519,2.45692306374243,0.778981283417983,4.13486484406688,2.46184189540429,0.772130251160366,4.15155353964821
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.99588201091149,-6.29846699515799,2.50722038468469,-1.16317271084551,2.19407319051929,0.514617854861444,3.87352852617713,2.20053997322672,0.505528275863805,3.89555167058963
