Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,K_sd_fr,Ca_sd_fr,Ti_sd_fr,Mn_sd_fr,Fe_sd_fr,Co_sd_fr,Ni_sd_fr,Cu_sd_fr,Zn_sd_fr,Rb_sd_fr,Sr_sd_fr,Zr_sd_fr,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,Water_Content,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Wet_density,Dry_density,Dry_density_err,DMAR,DMAR_err,DMAR_err_pc
Bird Island,BI10,BI10.1,1,0,1.1,0.6,0.6,0.55,-67,-52,-61,-61,7,0.09517,0.07549,20689.81818,52220.36364,1.329090909,-1.948807166,-0.367119167,-1.378720078,-1.309727207,4.498682181,0.127999328,1.046925107,0.372548029,-2.025347243,-0.839723578,-0.746941844,2.570231638,2.218447161,0.138206279,1.616417625,0.926014082,0.689939589,0.109427537,0.160387822,0.199747654,4.596244336,1.268462514,1.232524853,0.408852529,38213.72727,5590.272727,6.836090686,1.921893934,0.146376585,-1.921893935,43804,1611.558568,191.8406062,0.182202519,0.026604035,0.003886984,0.026604035,1764.165809,1.138361558,0.376461626,1.172404501,0.707028209,0.153364821,0.854907122,0.153198945,0.536166181,2.269361144,1.510571512,1.6500948,0.15907225,3.885608183,3.750556758,1.304952658,-0.063535642,5.94388292,-3.902741226,-2.696825779,-2.125316186,-0.468515677,-2.771988391,-0.319521556,-2.53655606,0.699409473,0.487572379,0.182693372,-0.007624277,1.069898926,-0.273191886,-1.456285921,-0.297544266,-0.042166411,-0.443518143,-0.006390431,-0.126827803,87.49,12.51,0.63,90.56,4.53,52.34,4.53,0.7473,0.1069,0.011,0.0102,0.0091,89.6
Bird Island,BI10,BI10.1,4,3.9,5,4.5,4.5,0.55,-62,41,-24,-20,52,0.09524,-0.2374,24515.91667,60507.16667,1.321666667,-1.506651072,-0.086921935,-1.298012207,-0.275841614,4.683713513,0.551566833,1.62535882,0.744219585,-4.456193963,0.184182478,-3.116088985,2.950668547,1.298760236,0.024460626,1.297305481,0.146604066,0.654215241,0.279252338,0.236864786,0.351775006,14.77952337,0.235008635,10.79444888,0.376819847,45226.25,6602.416667,6.853673353,1.924503809,0.145989152,-1.924503808,51828.66667,654.3573009,185.3877795,0.169742759,0.024756333,0.003613515,0.024756333,759.6963907,0.862017929,0.281409127,0.999455532,0.531479148,0.139678748,0.506289213,0.145730766,0.472676361,3.31662479,1.275955439,3.464101615,0.1277066,3.842801553,3.891240272,1.028128908,-0.01654745,5.792540942,-3.624082837,-2.256059751,-2.170906705,-0.824728512,-2.929211358,-0.13017267,-2.603002394,0.69170428,0.505861235,0.143938047,-0.001985694,1.04265737,-0.253685799,-1.218272266,-0.303926939,-0.074225566,-0.468673817,-0.002603453,-0.13015012,89.51,10.49,0.52,90.31,4.52,45.15,4.52,1.4999,0.1757,0.0231,0.0167,-0.0395,-236.1
Bird Island,BI10,BI10.1,10,11.7,12.8,12.3,12.3,0.55,-33,189,50,60,111,0.10578,0.20089,21782.66667,52798.33333,1.291666667,-1.502868009,0.245594655,-1.262917339,-1.230127516,3.276113044,-0.289616353,1.468415267,0.477548836,-2.322308915,-0.435822186,-1.461368278,3.037356794,1.307980995,0.068766548,0.786740463,1.170246255,0.518983592,0.303400872,0.188224615,0.36033867,6.807065745,0.679415654,3.54071026,0.420793322,42093.83333,6060.5,6.949406891,1.938452952,0.143955505,-1.938452952,48154.33333,1322.154016,252.6443782,0.146903945,0.021027399,0.003010999,0.021027399,1547.898536,0.870323267,0.280000183,0.622954836,0.951321094,0.158414434,1.047595791,0.128182142,0.754558787,2.931162905,1.558928563,2.422873354,0.138539313,3.483287398,3.983041832,1.970907359,-0.243600909,4.419857742,-3.302316798,-2.590855119,-2.096894706,-1.224410444,-2.378267684,-0.022244378,-1.998504292,0.626991732,0.517795438,0.27592703,-0.029232109,0.795574394,-0.231162176,-1.399061764,-0.293565259,-0.11019694,-0.380522829,-0.000444888,-0.099925215,86.38,13.62,0.68,90.68,4.53,45.34,4.53,0.9214,0.1452,0.0286,0.0154,0.0322,209.6
Bird Island,BI10,BI10.1,22,26.7,27.8,27.2,27.2,0.525,82,372,212,214,145,0.08802,0.06119,21759.58333,52292.16667,1.33,-2.251195807,0.150036138,-1.215815704,-1.329039956,2.631773213,-0.763593248,0.635902625,-0.208258085,-0.169000707,-0.370384561,0.834820668,2.054755423,1.829037013,0.024928078,0.523435789,0.402873233,0.223920936,0.52091904,0.054124193,0.113821754,0.112692426,0.396646705,0.203734445,0.222677889,40802.66667,6037.25,6.75858272,1.910600997,0.148022999,-1.910600998,46839.91667,1078.149453,98.40650847,0.14503619,0.021547465,0.003202734,0.021547463,1138.107237,0.812473534,0.166147158,0.430522313,0.303131017,0.085083675,0.682194403,0.085113964,0.546541825,0.666816296,1.070905074,0.24404576,0.108371968,3.71602441,3.962424845,2.180387145,-0.708827592,3.631240352,-4.637615766,-2.842276834,-1.86135317,-0.375443324,-1.850486118,0.008048407,-1.222122354,0.668884394,0.51511523,0.3052542,-0.085059311,0.653623263,-0.324633104,-1.53482949,-0.260589444,-0.033789899,-0.296077779,0.000160968,-0.061106118,80.34,19.66,0.98,72.7,3.63,36.35,3.64,0.8756,0.2142,0.0691,0.0189,0.0192,101.8
Bird Island,BI10,BI10.1,30,36.3,37.2,36.7,36.7,0.475,182,468,347,340,143,0.07126,0.0308,22119.4,57449,1.346,-1.871358908,0.242190121,-0.819447712,-1.354468064,3.845606254,-0.169726622,0.220364319,-0.21730393,-0.835512315,-1.290780245,0.715289551,1.53514755,1.610754833,0.031048373,0.297941777,0.538524737,0.482733272,0.062410061,0.039887426,0.081656147,0.30345937,1.028483397,0.21814375,0.207135049,38550.7,6177,6.241044238,1.83104381,0.160262792,-1.83104381,44727.7,967.395593,126.3232186,0.094860109,0.015171435,0.00242683,0.015171434,1070.948806,0.86074073,0.128198346,0.363588515,0.397591314,0.125528523,0.367709323,0.181006736,0.375769306,0.363201553,0.796792019,0.30497265,0.13492843,4.176958452,3.509434053,2.050655921,-0.533324401,4.296984418,-2.824190686,-3.244666235,-2.296986003,-1.031083903,-1.766464758,-0.517220186,-1.820096673,0.751852521,0.456226427,0.287091829,-0.063998928,0.773457195,-0.197693348,-1.752119767,-0.32157804,-0.092797551,-0.282634361,-0.010344404,-0.091004834,78.21,21.79,1.09,61.98,3.1,30.99,3.1,1.0904,0.3038,0.1215,0.0216,0.018,83.2
Bird Island,BI10,BI10.1,34,40.9,41.9,41.4,41.4,0.5,244,520,411,404,138,0.07979,0.02824,23491.90909,61638.18182,1.349090909,-2.274864829,0.464916993,-1.181732007,-1.084924447,4.589623529,0.872673457,0.745959817,0.281854029,-1.821390502,-2.951751489,0.31744942,2.04218603,1.669996028,0.058880985,0.461898413,0.513989895,0.425841387,0.20431875,0.127722306,0.101509741,2.00579118,5.18578673,0.211376016,0.246883534,40697.09091,6303.272727,6.45711632,1.864969006,0.154934023,-1.864969007,47000.36364,1249.597652,167.3362429,0.140283271,0.021670954,0.003348951,0.021670954,1375.404542,0.734107806,0.126648382,0.39086562,0.473756395,0.092783511,0.234129671,0.171218749,0.360150044,1.101241704,1.75685072,0.665857307,0.120891795,3.955722216,3.711661077,2.006028508,-0.327669504,5.114637571,-3.7661123,-3.027697859,-2.109466127,-0.909626728,-2.283945955,-0.354170856,-2.009360043,0.712029999,0.48251594,0.280843991,-0.039320341,0.920634763,-0.263627861,-1.634956844,-0.295325258,-0.081866406,-0.365431353,-0.007083417,-0.100468002,80.53,19.47,0.97,46.97,2.35,23.49,2.35,1.0736,0.2596,0.1142,0.0207,0.0164,79.4
Bird Island,BI10,BI10.2,51,45.9,46.9,46.4,46.4,0.5,374,544,470,467,85,0.07984,0.01535,24155,62053.09091,1.374545455,-2.784889394,0.275646196,-1.242025972,-1.48483629,3.850801335,0.087429617,0.260439821,-0.266646324,0.127369152,-1.005923276,0.555753985,1.62688115,2.872377999,0.037136415,0.54155786,0.63372937,0.317415762,0.025325459,0.030816872,0.086338359,0.074552215,0.90048417,0.127326153,0.118300307,42397,6672.272727,6.357444179,1.849253461,0.157412858,-1.849253462,49069.27273,762.7776871,166.4602601,0.182779022,0.028592983,0.004475297,0.028592983,803.3255991,1.031415468,0.134724932,0.436027806,0.426800836,0.082428496,0.289666819,0.118326268,0.323793548,0.585323947,0.895181761,0.229105244,0.072716011,2.952421758,3.986593432,0.843644576,-0.843460914,5.314841522,-2.027702126,-2.59428411,-1.439198515,0.175033507,-3.198790952,-0.15493679,-3.014161389,0.531435916,0.518257146,0.118110241,-0.10121531,0.956671474,-0.141939149,-1.400913419,-0.201487792,0.015753016,-0.511806552,-0.003098736,-0.150708069,84.86,15.14,0.76,86.82,4.34,43.41,4.34,1.0017,0.1787,0.1098,0.0143,0.0115,80.7
Bird Island,BI10,BI10.2,54,49.3,50.3,49.8,49.8,0.5,431,612,509,509,91,0.04431,0.00833,23782.54545,58865.81818,1.302727273,-2.195721364,0.650198631,-1.311834057,-1.259343874,3.667292032,-0.380094414,0.749861126,0.147337837,-2.041570685,-0.851986618,0.673082925,2.152778461,1.664752468,0.081464138,0.787281116,0.743789564,0.588709019,0.249556356,0.092173947,0.059368636,5.618462665,1.153387962,0.322416389,0.201441603,43566.63636,6609.090909,6.592927335,1.885875918,0.1517146,-1.885875918,50175.72727,549.8352977,99.84733802,0.107707507,0.016359697,0.002485303,0.016359698,588.7108103,0.758180202,0.125291156,0.600137733,0.590616733,0.160529626,0.656564125,0.122921356,0.402942226,2.752029458,1.353763003,0.479014364,0.093572844,4.678959354,3.51773766,2.170220932,0.081286724,4.54887107,-3.640708369,-3.542673119,-2.877381681,-1.343289811,-1.313851969,-0.344767997,-1.934402794,0.842212684,0.457305896,0.30383093,0.009754407,0.818796793,-0.254849586,-1.913043484,-0.402833435,-0.120896083,-0.210216315,-0.00689536,-0.09672014,77.63,22.37,1.12,49.27,2.46,24.64,2.47,0.9612,0.2769,0.1783,0.0123,0.0102,83.2
Bird Island,BI10,BI10.2,62,58.4,59.4,58.9,58.9,0.5,517,1000,723,731,242,0.04011,0.0136,23787.45455,55955.63636,1.37,-2.862812273,0.730256876,-1.633703496,-0.787926548,2.505794094,-1.317185874,0.971347466,0.416046256,0.494401556,-1.722650982,0.89330093,2.313131994,3.630244638,0.152912347,1.029928747,0.340081354,0.343099795,1.758840159,0.165813566,0.112567241,0.163150908,2.539293282,0.279357137,0.197640484,44227.81818,6491.090909,6.816632467,1.919182655,0.146753534,-1.919182654,50718.90909,670.183679,182.7842742,0.137121981,0.020033304,0.002927739,0.020033305,814.1142984,1.268069399,0.209395285,0.630425747,0.431615555,0.136922581,1.335301414,0.170704688,0.270564244,0.329996752,1.474061379,0.312724556,0.085442804,2.527564231,4.429856457,1.18035776,-0.639992701,3.525716686,-3.800944604,-2.205859542,-0.44052289,0.453266323,-2.968696199,0.344449625,-2.405195147,0.454961562,0.575881339,0.165250086,-0.076799124,0.634629003,-0.266066122,-1.191164152,-0.061673205,0.040793969,-0.474991392,0.006888993,-0.120259757,87.79,12.21,0.61,89.03,4.45,44.52,4.45,1.0337,0.1438,0.1041,0.0058,0.0061,106.3
Bird Island,BI10,BI10.2,67,64.1,65.2,64.6,64.6,0.525,707,1112,883,891,203,0.03456,0.00815,22661.41667,55280.33333,1.319166667,-2.359669106,0.28736699,-1.242537769,-1.345522584,2.611830207,-0.997016507,0.109142987,-0.201083894,0.901119707,-0.433988911,1.105190245,1.565168636,2.464378724,0.049963275,1.082733025,1.007732391,0.334973359,0.377424958,0.015958611,0.082071485,0.111065298,0.347648784,0.324105665,0.223721916,40818.83333,6431.916667,6.347789481,1.847722769,0.157657004,-1.847722769,47250.75,1324.429746,173.9291697,0.182454354,0.029041933,0.004628057,0.029041933,1425.894432,1.044374704,0.173865742,0.871388421,0.748952417,0.128252349,0.378554372,0.146217468,0.40814549,0.123252546,0.801054531,0.293257805,0.142937899,3.717974309,3.874763273,2.034172616,-0.757053093,3.499596495,-3.836251958,-3.454510608,-1.639819141,0.327338358,-1.8264105,-0.115409782,-1.82438997,0.669235376,0.503719226,0.284784166,-0.090846371,0.629927369,-0.268537637,-1.865435728,-0.22957468,0.029460452,-0.29222568,-0.002308196,-0.091219498,77.02,22.98,1.15,80.57,4.03,40.28,4.03,1.0497,0.3133,0.2418,0.0108,0.0109,100.8
